directorio;secuencia_p;orden;P6240;P6250;P6260;P6270;P6280;P6290;P6300;P6310;P6320;P6330;P6340;P6350;P6351;Ft;Mes;Area;clase;DPTO;Fex_c_2011
102682;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;159,469635444074
102682;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;159,469635444074
102683;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;513,254421434034
102683;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;513,254421434034
102684;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;44;1;44;111,791617632303
102684;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;44;1;44;111,791617632303
102684;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;44;1;44;111,791617632303
102685;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;54;1;54;173,051090438053
102685;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;173,051090438053
102686;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;931,837221708804
102686;1;2;4;2;2;2;1;3; ; ; ; ; ; ;1;1;05;05;1;05;931,837221708804
102687;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1477,3899144376
102687;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1477,3899144376
102688;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;173,620616702211
102688;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;173,620616702211
102688;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;173,620616702211
102689;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;05;68;1;68;354,367172724241
102689;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;354,367172724241
102690;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;416,092220878975
102690;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;416,092220878975
102690;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;416,092220878975
102690;1;5;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;416,092220878975
102690;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;416,092220878975
102690;1;7;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;416,092220878975
102690;1;9;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;08;1;08;416,092220878975
102691;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;464,986778748304
102691;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;464,986778748304
102691;1;3;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;464,986778748304
102692;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;41;1;41;206,317793979505
102692;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;41;1;41;206,317793979505
102694;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;649,014428394833
102694;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;649,014428394833
102695;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;129,208957410082
102695;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;63;1;63;129,208957410082
102696;1;1;4;2;2;2;2; ;1;2;2; ;1;8;1;1;05;20;1;20;225,269771948943
102697;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;3132,41491481803
102697;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;3132,41491481803
102698;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;3457,17858869805
102698;1;2;4;2;2;2;2; ;1;3;1;1; ;2;1;1;05;11;1;11;3457,17858869805
102699;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;348,043021863712
102699;1;2;3;2;2;2;2; ;1;12; ; ; ; ; ;1;05;54;1;54;348,043021863712
102699;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;54;1;54;348,043021863712
102700;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;805,369650642934
102700;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;805,369650642934
102700;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;805,369650642934
102701;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;392,974497077298
102701;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;392,974497077298
102702;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;370,443964916167
102702;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;370,443964916167
102702;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;370,443964916167
102703;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;418,111907763784
102703;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;66;1;66;418,111907763784
102703;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;66;1;66;418,111907763784
102705;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;287,933979061348
102705;1;2;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;287,933979061348
102705;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;287,933979061348
102705;1;4;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;05;1;05;287,933979061348
102705;1;5;6;2;2;2;2; ;1;13; ; ; ; ; ;1;05;05;1;05;287,933979061348
102705;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;287,933979061348
102706;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;173,958567842488
102706;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;173,958567842488
102711;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;2107,77631779625
102712;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;63;1;63;78,063875236805
102714;1;1;4;2;2;2;2; ;1;2;1;1; ;1;1;1;05;68;1;68;563,885652636262
102714;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;563,885652636262
102715;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;134,889276050834
102715;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;134,889276050834
102715;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;134,889276050834
102716;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1942,730527633
102716;1;2;2;2;2;2;1;3; ; ; ; ; ; ;1;1;05;11;1;11;1942,730527633
102716;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1942,730527633
102716;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1942,730527633
102716;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1942,730527633
102716;1;6;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1942,730527633
102717;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;68;1;68;300,264726929368
102717;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;68;1;68;300,264726929368
102718;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;36,9622721837082
102718;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;36,9622721837082
102719;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;182,958654265108
102722;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;52;1;52;426,559899305756
102722;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;52;1;52;426,559899305756
102722;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;52;1;52;426,559899305756
102723;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;429,864714911267
102723;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;05;68;1;68;429,864714911267
102724;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;44,8975912198636
102724;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;44,8975912198636
102724;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;44,8975912198636
102725;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;05;1;05;1104,44193442797
102727;1;1;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;135,08645563107
102727;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;135,08645563107
102728;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;216,129802139981
102728;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;216,129802139981
102728;1;3;3;1; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;216,129802139981
102728;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;216,129802139981
102730;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;08;1;08;633,350655725646
102730;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;633,350655725646
102730;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;633,350655725646
102730;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;633,350655725646
102731;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;28,5875731559187
102731;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;28,5875731559187
102731;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;28,5875731559187
102731;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;28,5875731559187
102732;1;1;4;2;2;2;2; ;1;3;1;2; ; ; ;1;05;63;1;63;65,0654718433271
102732;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;65,0654718433271
102733;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;635,173727708487
102733;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;635,173727708487
102734;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;120,898198189314
102734;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;120,898198189314
102734;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;120,898198189314
102734;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;120,898198189314
102734;1;6;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;120,898198189314
102735;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;41,3167052985359
102735;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;41,3167052985359
102737;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;245,520023570597
102737;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;245,520023570597
102737;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;245,520023570597
102738;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1625,13390888719
102738;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1625,13390888719
102738;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1625,13390888719
102739;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;44,1878327170589
102739;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;44,1878327170589
102740;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;05;54;1;54;545,906086371337
102740;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;545,906086371337
102740;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;54;1;54;545,906086371337
102740;1;4;2;2;2;2;1;4; ; ; ; ; ; ;1;1;05;54;1;54;545,906086371337
102741;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;63;1;63;156,895333519605
102741;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;156,895333519605
102741;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;156,895333519605
102741;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;156,895333519605
102742;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;111,54867461507
102742;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;18;1;18;111,54867461507
102742;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;111,54867461507
102743;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;608,569414200878
102743;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;608,569414200878
102743;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;13;1;13;608,569414200878
102743;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;13;1;13;608,569414200878
102744;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;41;1;41;113,959159826611
102744;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;41;1;41;113,959159826611
102744;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;41;1;41;113,959159826611
102744;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;41;1;41;113,959159826611
102745;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;92,4481696251105
102745;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;92,4481696251105
102745;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;92,4481696251105
102746;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;137,720863298845
102746;1;2;2;2;2;2;1;2; ; ; ; ; ; ;1;1;05;63;1;63;137,720863298845
102747;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;151,677926790524
102747;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;151,677926790524
102747;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;50;1;50;151,677926790524
102747;1;4;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;50;1;50;151,677926790524
102748;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;52;1;52;127,30647113594
102748;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;52;1;52;127,30647113594
102748;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;52;1;52;127,30647113594
102749;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;507,767788695418
102749;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;68;1;68;507,767788695418
102749;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;68;1;68;507,767788695418
102750;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;73;1;73;275,856239995004
102752;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;15;1;15;202,134698146445
102752;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;15;1;15;202,134698146445
102753;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;70;1;70;77,3981386875031
102753;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;70;1;70;77,3981386875031
102753;1;5;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;70;1;70;77,3981386875031
102754;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;70;1;70;107,007327145304
102754;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;70;1;70;107,007327145304
102754;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;05;70;1;70;107,007327145304
102755;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;17,4493198588969
102755;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;17,4493198588969
102755;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;17,4493198588969
102755;1;4;4;2;2;2;1;2; ; ; ; ; ; ;1;1;05;63;1;63;17,4493198588969
102756;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;434,041445323464
102757;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1718,10153939293
102757;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;11;1;11;1718,10153939293
102757;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1718,10153939293
102757;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;1718,10153939293
102758;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;63;1;63;131,537002321046
102758;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;63;1;63;131,537002321046
102759;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1;05;427,419439180501
102759;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;427,419439180501
102761;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;44;1;44;136,639668024853
102761;1;2;4;2;2;2;1;2; ; ; ; ; ; ;1;1;05;44;1;44;136,639668024853
102762;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;08;1;08;417,631293703393
102762;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;08;1;08;417,631293703393
102763;1;1;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;19;1;19;88,525137873095
102763;1;2;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;88,525137873095
102763;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;19;1;19;88,525137873095
102763;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;88,525137873095
102763;1;5;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;19;1;19;88,525137873095
102764;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;138,707109184724
102764;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;138,707109184724
102765;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;29,7310760821555
102765;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;29,7310760821555
102766;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;05;1;05;1307,26925954439
102767;1;1;6;2;1; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;2233,50800700165
102767;1;2;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;2233,50800700165
102767;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;2233,50800700165
102767;1;5;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;2233,50800700165
102768;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;6658,60938458929
102768;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;6658,60938458929
102770;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;82,3081173500244
102770;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;82,3081173500244
102770;1;3;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;82,3081173500244
102770;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;82,3081173500244
102774;1;1;2;2;2;2;1;3; ; ; ; ; ; ;1;1;05;73;1;73;191,040478333879
102774;1;2;2;2;2;2;1;3; ; ; ; ; ; ;1;1;05;73;1;73;191,040478333879
102775;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;208,150774986464
102775;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;50;1;50;208,150774986464
102776;1;1;6;2;2;2;2; ;1;13; ; ; ; ; ;1;05;11;1;11;2339,22052060632
102776;1;2;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;11;1;11;2339,22052060632
102776;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;2339,22052060632
102777;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;44;1;44;59,7311050980875
102777;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;44;1;44;59,7311050980875
102777;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;44;1;44;59,7311050980875
102777;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;44;1;44;59,7311050980875
102777;1;5;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;44;1;44;59,7311050980875
102778;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;86,5980052819093
102778;1;2;4;2;2;2;2; ;1;2;2; ;1;2;1;1;05;18;1;18;86,5980052819093
102779;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;15;1;15;37,6785907833825
102779;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;15;1;15;37,6785907833825
102780;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;44;1;44;88,7721862792998
102781;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;132,777539274609
102781;1;2;5; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;132,777539274609
102781;1;3;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;47;1;47;132,777539274609
102783;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;190,204358803445
102784;1;1;3;2;2;2;2; ;1;13; ; ; ; ; ;1;05;54;1;54;158,074707345274
102785;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;62,8379123821761
102785;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;17;1;17;62,8379123821761
102785;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ;1;05;17;1;17;62,8379123821761
102786;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;2508,58966241452
102786;1;2;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;11;1;11;2508,58966241452
102787;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;18;1;18;28,2226254135027
102787;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;18;1;18;28,2226254135027
102790;1;1;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;41;1;41;188,346101564451
102790;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;41;1;41;188,346101564451
102790;1;3;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;41;1;41;188,346101564451
102791;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;15;1;15;111,78902589837
102792;1;1;4;2;2;2;2; ;1;10; ; ; ; ; ;1;05;13;1;13;349,299106759486
102792;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;349,299106759486
102792;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;13;1;13;349,299106759486
102792;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;13;1;13;349,299106759486
102793;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;23;1;23;408,158622324714
102793;1;2;3;2;2;2;2; ;1;13; ; ; ; ; ;1;05;23;1;23;408,158622324714
102793;1;3;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;23;1;23;408,158622324714
102794;1;1;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;63;1;63;120,123162252681
102794;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;63;1;63;120,123162252681
102795;1;1;5; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1729,80711400727
102795;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;1729,80711400727
102796;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;481,573701722364
102796;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;481,573701722364
102796;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;481,573701722364
102797;1;1;6;2;2;2;1;1; ; ; ; ; ; ;1;1;05;76;1;76;1461,31387688192
102797;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;76;1;76;1461,31387688192
102797;1;3;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;76;1;76;1461,31387688192
102799;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;185,18089770495
102799;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;185,18089770495
102799;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;185,18089770495
102799;1;4;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;47;1;47;185,18089770495
102800;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;73;1;73;93,1083755978621
102800;1;2;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;73;1;73;93,1083755978621
102800;1;3;2;2;2;2;1;3; ; ; ; ; ; ;1;1;05;73;1;73;93,1083755978621
102800;1;4;2;2;2;2;1;3; ; ; ; ; ; ;1;1;05;73;1;73;93,1083755978621
102800;1;5;2;2;2;2;1;1; ; ; ; ; ; ;1;1;05;73;1;73;93,1083755978621
102800;1;6;3;2;2;2;2; ;2; ; ; ; ; ; ;1;05;73;1;73;93,1083755978621
102802;1;1;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;18;1;18;121,361897829173
102802;1;2;4;2;2;2;1;1; ; ; ; ; ; ;1;1;05;18;1;18;121,361897829173
102803;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;184,977769939754
102803;1;3;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;184,977769939754
102803;1;4;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;23;1;23;184,977769939754
102803;1;5;4;2;2;2;2; ;1;13; ; ; ; ; ;1;05;23;1;23;184,977769939754
102804;1;1;4;2;2;2;2; ;1;2;1;1; ;5;2;1;05;18;1;18;29,9383039499826
102805;1;1;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;2041,76675282033
102805;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;2041,76675282033
102805;1;3;4;2;1; ; ; ; ; ; ; ; ; ; ;1;05;11;1;11;2041,76675282033
102806;1;1;4;2;2;2;2; ;2; ; ; ; ; ; ;1;05;15;1;15;69,7100312180989
102808;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;05;47;1;47;205,819762268983
102809;1;1;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;54;1;54;162,019246899964
102809;1;2;6;2;2;2;2; ;2; ; ; ; ; ; ;1;05;54;1;54;162,019246899964
102809;1;3;6;2;2;2;2; ;1;11; ; ; ; ; ;1;05;54;1;54;162,019246899964
