DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,DPTO,fex_c_2011
945782,1,8,1,80,2,2,,,,2,,2,,2,,.,,,1,15,329.109.985.683.955
945782,1,9,1,80,2,2,,,,2,,2,,2,,.,,,1,15,329.109.985.683.955
945785,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.592.583.615.651
945785,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.592.583.615.651
945790,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,283.790.779.030.796
945790,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,283.790.779.030.796
945790,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,15,283.790.779.030.796
945790,1,8,1,80,2,2,,,,2,,2,,2,,.,,,1,15,283.790.779.030.796
945793,1,1,1,80,2,1,4,8,POR LA EDAD,2,,2,,,,,8,2,1,15,169.590.111.104.265
945800,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,633.866.211.889
945800,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,633.866.211.889
945811,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,112.753.076.943.976
945813,1,3,1,80,2,1,4,3,,2,,2,,,,,4,2,1,15,197.705.044.747.054
945818,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,183.647.577.925.659
945819,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,675.912.950.765.158
945821,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,127.119.062.344.582
945821,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,127.119.062.344.582
945821,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,127.119.062.344.582
945824,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,117.293.870.448.519
945825,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,163.914.779.635.623
945828,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,247.886.939.876.679
945830,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,15,186.812.997.831.983
945830,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.812.997.831.983
945830,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.812.997.831.983
945845,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,153.575.796.328.654
945845,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,153.575.796.328.654
945847,1,1,1,80,2,1,4,8,POR LA EDAD,2,,2,,,,,8,2,1,15,178.612.459.663.372
945848,1,2,1,80,2,1,2,5,,2,,2,,,,,9,2,1,15,213.229.667.723.997
945849,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,185.489.500.063.813
945851,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,125.858.614.562.427
945859,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945859,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945859,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945860,1,1,1,80,2,1,2,8,POR LA EDAD,2,,2,,,,,8,2,1,15,183.647.577.925.659
945860,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,183.647.577.925.659
945861,1,1,1,80,2,1,2,3,,2,,2,,,,,4,2,1,15,183.647.577.925.659
945861,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,183.647.577.925.659
945863,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.075.272.963.948
945865,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,137.703.704.398.722
945867,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,215.047.490.249.913
945867,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,215.047.490.249.913
945869,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,168.972.883.791.868
945872,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,133.248.332.655.493
945876,1,1,1,80,2,1,4,4,,3,,2,,,,,10,2,1,15,746.394.647.837.404
945877,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,182.332.056.896.078
945884,1,1,1,80,2,1,1,8,POR LA EDAD,2,,2,,,,,8,2,1,15,156.796.289.482.404
945886,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,69.182.338.429.458
945889,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,16.096.551.442.172
945889,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,16.096.551.442.172
945891,1,2,1,80,2,1,2,2,,2,,2,,,,,9,2,1,15,16.128.200.973.952
945891,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,16.128.200.973.952
945891,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,16.128.200.973.952
945894,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,15,178.612.459.663.372
945895,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,187.267.258.497.671
945895,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,15,187.267.258.497.671
945897,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,267.374.079.419.546
945897,1,3,1,80,2,1,1,7,,2,,2,,,1,,1,1,1,15,267.374.079.419.546
945897,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,267.374.079.419.546
945897,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,267.374.079.419.546
945899,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,173.272.841.662.291
945899,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,173.272.841.662.291
945901,1,2,1,80,2,1,2,3,,2,,2,,,,,4,2,1,15,116.282.088.676.938
945903,1,1,1,80,2,1,3,3,,2,,2,,,,,4,2,1,15,227.287.134.545.392
945903,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,227.287.134.545.392
945903,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,227.287.134.545.392
945905,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.745.688.322.056
945905,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.745.688.322.056
945905,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.745.688.322.056
945907,1,1,1,80,2,2,,,,3,,2,,2,,.,,,1,15,670.365.507.742.958
945907,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,670.365.507.742.958
945930,1,1,1,80,2,1,3,3,,2,,2,,,,,4,2,1,15,946.460.231.131.749
945930,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,946.460.231.131.749
945930,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,946.460.231.131.749
945930,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,946.460.231.131.749
945934,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,138.592.583.615.651
945937,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,150.809.242.017.172
945939,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,232.322.252.807.679
945942,1,1,1,80,2,1,4,8,POR LA EDAD,2,,2,,,,,8,2,1,15,178.612.459.663.372
945943,1,2,1,80,2,2,,,,2,,2,,1,1,,1,,1,15,173.272.841.662.291
945943,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,173.272.841.662.291
945949,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,152.315.348.546.498
945955,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,221.058.637.327.382
945964,1,1,1,80,2,1,1,3,,2,,1,30000,,,,4,2,1,15,172.383.962.445.362
945965,1,1,1,80,2,2,,,,3,,2,,2,,.,,,1,15,152.315.348.546.498
945965,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,15,152.315.348.546.498
945967,1,1,1,80,2,1,4,3,,2,,2,,,,,4,2,1,15,178.612.459.663.372
945968,1,2,1,80,2,1,2,2,,2,,2,,,,,9,2,1,15,160.538.872.609.067
945968,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,160.538.872.609.067
945968,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,160.538.872.609.067
945971,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,174.533.289.444.447
945971,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,174.533.289.444.447
945971,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,15,174.533.289.444.447
945975,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,184.536.457.142.589
945976,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945976,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945980,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,226.335.205.342.448
945987,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,143.133.377.120.193
945990,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945990,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945990,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,186.378.379.280.742
945995,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,15,125.921.664.548.442
945995,1,2,1,80,2,1,3,3,,2,,2,,,,,4,2,1,15,125.921.664.548.442
945997,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,15,178.612.459.663.372
945998,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,15,183.647.577.925.659
946001,1,2,1,80,2,1,1,3,,2,,2,,,,,4,2,1,15,13.681.834.442.259
946001,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,15,13.681.834.442.259
946001,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,15,13.681.834.442.259
946001,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,15,13.681.834.442.259
946801,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,23,92.445.964.282.747
946822,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,221.882.788.796.575
946822,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,221.882.788.796.575
946827,1,1,1,80,2,1,4,3,,2,,2,,,,,4,2,1,23,250.159.916.106.223
946827,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,250.159.916.106.223
946827,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,23,250.159.916.106.223
946827,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,23,250.159.916.106.223
946828,1,1,1,80,2,1,4,3,,2,,2,,,,,4,2,1,23,121.731.222.385.839
946830,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,337.857.915.211.049
946831,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,121.066.545.106.369
946833,1,1,1,80,2,1,3,2,,2,,2,,,,,4,2,1,23,92.445.964.282.747
946849,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,163.128.730.995.837
946850,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,23,266.017.292.764.354
946850,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,266.017.292.764.354
946850,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,266.017.292.764.354
946852,1,1,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,171.469.494.835.468
946852,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,171.469.494.835.468
946852,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,23,171.469.494.835.468
946855,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,122.077.138.875.314
946855,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,122.077.138.875.314
946855,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,23,122.077.138.875.314
946855,1,6,1,80,2,1,1,2,,2,,2,,,,,9,2,1,23,122.077.138.875.314
946860,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,900.066.918.023.746
946860,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,900.066.918.023.746
946860,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,23,900.066.918.023.746
946862,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,113.198.523.120.506
946864,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,146.932.938.118.797
946864,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,146.932.938.118.797
946865,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,900.066.918.023.746
946868,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,261.331.667.992.543
946891,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,28.298.133.233.327
946891,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,28.298.133.233.327
946894,1,1,1,80,2,1,4,3,,2,,2,,,,,8,2,1,23,118.916.737.283.906
946894,1,4,1,80,2,1,1,2,,2,,2,,,,,9,2,1,23,118.916.737.283.906
946898,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,254.432.801.260.598
946898,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,254.432.801.260.598
946898,1,5,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,254.432.801.260.598
946898,1,7,1,80,2,2,,,,2,,2,,2,,.,,,1,23,254.432.801.260.598
946900,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,23,248.941.979.965.599
946900,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,248.941.979.965.599
946900,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,248.941.979.965.599
946900,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,23,248.941.979.965.599
946917,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,246.889.995.157.111
946917,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,246.889.995.157.111
946917,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,246.889.995.157.111
946919,1,1,1,80,2,1,1,3,,2,,1,160000,,,,4,2,1,23,319.202.375.544.394
946919,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,319.202.375.544.394
946919,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,319.202.375.544.394
946919,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,23,319.202.375.544.394
946926,1,1,1,80,2,1,2,3,,2,,2,,,,,4,2,1,23,166.627.136.479.343
946927,1,2,1,80,2,1,1,6,,2,,2,,,1,FALTA DE RECURSOS ECONOMICOS,12,1,1,23,12.319.280.016.254
946930,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,23,17.327.814.744.046
946930,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,17.327.814.744.046
946930,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,17.327.814.744.046
946932,1,2,1,80,2,1,1,7,,2,,2,,,,,1,2,1,23,900.066.918.023.746
946932,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,23,900.066.918.023.746
946935,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,23,90.130.757.104.051
946935,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,90.130.757.104.051
946936,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,23,168.107.155.087.786
946938,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,23,141.586.997.234.571
946939,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,289.203.819.706.567
946939,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,289.203.819.706.567
946942,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,23,194.356.565.314.721
946942,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,23,194.356.565.314.721
947537,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,50,156.253.907.623.223
947537,1,3,1,80,2,1,4,2,,2,,2,,,,,9,2,1,50,156.253.907.623.223
947540,1,2,1,80,2,2,,,,2,,1,200000,1,2,,9,,1,50,105.184.838.788.524
947546,1,2,1,80,2,1,2,2,,2,,2,,,,,9,2,1,50,912.105.766.481.129
947546,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,50,912.105.766.481.129
947552,1,1,1,80,2,1,4,2,,2,,2,,,,,9,2,1,50,989.329.263.716.501
947554,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,50,101.093.131.410.405
947560,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,50,170.188.176.282.431
947560,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,50,170.188.176.282.431
947563,1,2,1,80,2,1,4,8,CAMBIO DE TRABAJO,2,,2,,,,,9,2,1,50,173.909.708.704.313
947563,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,50,173.909.708.704.313
947566,1,2,1,80,2,1,1,7,,2,,2,,,,,1,2,1,50,111.394.159.921.945
947568,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,50,12.608.747.282.482
947569,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,50,146.543.541.728.637
948081,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,797.057.695.281.072
948081,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,797.057.695.281.072
948081,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,63,797.057.695.281.072
948084,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,932.329.868.794.226
948084,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,63,932.329.868.794.226
948087,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,542.527.487.745.922
948089,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,63,918.057.536.453.081
948089,1,6,1,80,2,2,,,,2,,2,,2,,.,,,1,63,918.057.536.453.081
948089,1,8,1,80,2,2,,,,2,,2,,2,,.,,,1,63,918.057.536.453.081
948093,1,3,1,80,2,1,1,2,,2,,2,,,1,,1,1,1,63,367.710.974.324.349
948096,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,551.844.225.583.024
948096,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,551.844.225.583.024
948096,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,63,551.844.225.583.024
948096,1,5,1,80,2,1,4,3,,2,,2,,,,,4,2,1,63,551.844.225.583.024
948097,1,2,1,80,2,1,1,3,,2,,2,,,,,4,2,1,63,652.992.250.299.896
948099,1,2,1,80,2,1,2,2,,2,,2,,,,,9,2,1,63,970.686.116.756.314
948101,1,2,1,80,2,1,4,6,,2,,2,,,,,1,2,1,63,747.594.139.847.301
948103,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,63,367.710.974.324.349
948103,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,367.710.974.324.349
948103,1,4,1,80,2,1,1,5,,2,,2,,,,,9,2,1,63,367.710.974.324.349
948103,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,63,367.710.974.324.349
948107,1,2,1,80,2,1,4,3,,2,,2,,,,,9,2,1,63,104.570.444.246.356
948107,1,3,1,80,2,1,2,5,,2,,2,,,,,1,2,1,63,104.570.444.246.356
948110,1,2,1,80,2,1,1,7,,2,,2,,,,,2,2,1,63,654.833.944.518.479
948111,1,2,1,80,2,1,3,5,,2,,2,,,,,1,2,1,63,170.854.700.891.444
948113,1,3,1,80,2,1,1,1,,2,,2,,,,,2,2,1,63,149.429.771.982.389
948113,1,4,1,80,2,1,1,1,,2,,2,,,,,2,2,1,63,149.429.771.982.389
948115,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,16.672.293.871.681
948117,1,3,1,80,2,1,1,1,,2,,2,,,,,2,2,1,63,820.432.513.625.626
948117,1,4,1,80,2,1,1,1,,2,,2,,,,,2,2,1,63,820.432.513.625.626
948169,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,63,602.807.716.909.372
948172,1,1,1,80,2,1,4,8,TERMIO EN ACUERDO CON LA EMPRESA,1,1,2,,,,,11,2,1,63,408.567.340.681.528
948173,1,2,1,80,2,1,2,2,,2,,2,,,,,9,2,1,63,516.559.284.714.032
948175,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,516.559.284.714.032
948176,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,673.231.830.611.213
948176,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,673.231.830.611.213
948177,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,125.605.377.936.268
948177,1,3,1,80,2,1,2,7,,2,,2,,,,,2,2,1,63,125.605.377.936.268
948181,1,1,1,80,2,2,,,,2,,2,,2,,.,,,1,63,14.708.438.972.974
948181,1,5,1,80,2,2,,,,2,,2,,2,,.,,,1,63,14.708.438.972.974
948181,1,6,1,80,2,2,,,,2,,2,,1,2,,9,,1,63,14.708.438.972.974
948183,1,1,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,652.992.250.299.896
948187,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,833.457.563.336.053
948187,1,3,1,80,2,1,1,1,,2,,2,,,,,2,2,1,63,833.457.563.336.053
948187,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,63,833.457.563.336.053
948190,1,2,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,682.425.175.115.344
948190,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,682.425.175.115.344
948192,1,1,1,80,2,1,4,2,,2,,2,,,,,9,2,1,63,367.710.974.324.349
948193,1,2,1,80,2,1,2,2,,2,,2,,,,,9,2,1,63,842.048.635.064.304
948193,1,3,1,80,2,1,4,4,,3,,2,,,,,10,2,1,63,842.048.635.064.304
948195,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,95.940.580.140.337
948197,1,2,1,80,2,1,3,2,,2,,2,,,,,9,2,1,63,652.992.250.299.896
948198,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,367.710.974.324.349
948200,1,1,1,80,2,1,3,3,,2,,2,,,,,4,2,1,63,833.457.563.336.053
948200,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,833.457.563.336.053
948200,1,3,1,80,2,2,,,,2,,2,,2,,.,,,1,63,833.457.563.336.053
948200,1,4,1,80,2,2,,,,2,,2,,2,,.,,,1,63,833.457.563.336.053
948205,1,2,1,80,2,2,,,,2,,2,,2,,.,,,1,63,420.782.409.839.005
