DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,OFICIO1,OFICIO2,RAMA2D_D,DSI,DSCY,RAMA4D_D,DPTO,fex_c_2011
951820,1,3,1,70,2,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,34,,,1,1,,66,793.858.896.464.259
951824,1,2,1,70,2,38,60,1,,2,38,1,,2,3,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,66,190.015.028.509.705
951830,1,4,1,70,2,8,48,1,,2,8,1,,9,8,,,,,,,,,,1,,2,,2,45,45,52,1,1,5233,66,154.643.460.511.092
952415,1,3,1,70,2,76,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,5,941.447.039.309.192
952415,1,5,1,70,2,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,5,941.447.039.309.192
952544,1,2,1,70,2,7,48,1,,2,35,1,,9,2,,,,,,,,,,1,,2,,2,79,79,18,1,1,1810,5,14.582.542.913.268
952547,1,3,1,70,2,52,48,1,,2,52,2,,9,1,,,,,,,,,,1,,2,,2,30,30,85,1,2,8511,5,118.887.310.697.977
952559,1,3,1,70,2,8,50,1,,2,8,8,,2,1,,,,,,,,,,1,,2,,2,71,62,1,1,1,113,5,820.769.592.229.574
954934,1,2,1,70,2,16,48,1,,2,108,1,,7,1,,,,,,,,,,1,,2,,2,53,53,92,1,2,9242,25,186.065.878.305.227
954981,1,3,1,70,2,8,56,1,,2,36,1,,2,4,,,,,,,,,,1,,2,,2,55,62,1,1,1,124,25,432.980.364.000.654
954985,1,3,1,70,2,108,48,1,,2,108,1,,3,1,,,,,,,,,,1,,2,,2,3,58,92,1,2,9241,25,23.933.971.453.339
955038,1,2,1,70,2,8,48,1,,2,12,1,,7,1,,,,,,,,,,1,,2,,2,62,97,1,1,1,113,25,131.586.131.157.824
955040,1,1,1,70,2,2,48,1,,2,2,1,,6,6,,,,,,,,,,1,,1,650000,2,58,58,92,1,1,9249,25,164.411.424.303.972
955040,1,2,1,70,2,3,48,1,,2,20,1,,9,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,112,25,164.411.424.303.972
955093,1,3,1,70,2,2,48,1,,2,3,1,,9,4,,,,,,,,,,1,,2,,2,53,97,28,1,1,2811,25,115.398.818.047.477
955098,1,1,1,70,2,24,40,1,,2,24,1,,4,1,,,,,,,,,,1,,2,,2,95,95,45,1,2,4521,25,152.021.658.344.371
955213,1,2,1,70,2,24,48,1,,2,49,8,,4,7,,,,,,,,,,1,,2,,2,45,62,1,1,2,116,25,242.525.853.370.446
955246,1,2,1,70,2,20,48,1,,2,24,1,,3,2,,,,,,,,,,1,,2,,2,55,62,1,1,2,112,25,166.261.421.653.366
957140,1,2,1,70,2,4,48,1,,2,4,1,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,140,13,190.869.217.648.432
957144,1,3,1,70,2,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,13,251.092.973.926.454
957160,1,1,1,70,2,4,48,1,,2,12,1,,2,1,,,,,1,,,,,,,2,,2,55,55,52,1,1,5211,13,141.282.247.389.468
957173,1,3,1,70,2,8,48,3,,2,8,3,,1,4,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,13,904.861.097.928.987
957231,1,3,1,70,2,44,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,13,361.944.439.171.595
957231,1,9,1,70,2,22,48,1,,2,52,4,,1,1,,,,,,,,,,1,,2,,2,45,57,93,1,2,9302,13,361.944.439.171.595
957485,1,2,1,70,2,8,48,1,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,45,54,95,1,1,9500,17,858.986.373.794.311
957505,1,1,1,70,2,24,48,1,,2,24,1,,2,1,,,,,,,,,,1,,2,,2,61,98,60,1,2,6022,17,869.987.770.445.449
957553,1,1,1,70,2,20,48,1,,2,400,1,,2,1,,,,,,,,,,1,,2,,2,54,39,70,1,2,7020,17,475.176.657.096.457
957553,1,2,1,70,2,14,50,2,,2,14,2,,9,1,,,,,,,,,,1,,2,,2,39,59,85,1,2,8532,17,475.176.657.096.457
957575,1,2,1,70,2,1,20,4,,2,16,1,,2,1,,,,,,,,,,1,,2,,2,79,53,55,1,1,5521,17,134.761.866.501.453
957603,1,1,1,70,2,20,40,8,,2,20,8,,4,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,121,17,719.950.508.248.076
957670,1,2,1,70,2,12,50,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,53,53,55,1,1,5521,18,215.091.292.444.919
957706,1,2,1,70,2,52,50,4,,2,72,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,18,206.947.338.763.222
957727,1,1,1,70,2,25,60,1,,2,50,1,,2,4,,,,,,,,,,1,,2,,2,54,54,74,1,2,7493,18,253.963.729.673.914
957745,1,2,1,70,2,32,60,3,,2,40,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,18,261.606.000.378.798
957748,1,2,1,70,2,3,70,8,,2,3,4,,1,1,,,,,,,,,,1,,1,400000,2,62,61,1,1,1,121,18,363.518.044.483.012
957776,1,2,1,70,2,25,50,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,18,116.287.388.971.617
957782,1,2,1,70,2,40,50,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,18,320.414.000.970.743
957831,1,1,1,70,2,14,60,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,18,30.273.803.424.247
957835,1,2,1,70,2,60,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,18,261.606.000.378.798
957870,1,3,1,70,2,32,60,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,18,174.425.500.116.987
957874,1,2,1,70,2,3,60,8,,2,3,4,,1,4,,,,,,,,,,1,,1,420000,2,62,62,1,1,1,121,18,394.506.542.972.457
957874,1,4,1,70,2,1,60,4,,2,20,4,,1,5,,,,,,,,,,1,,2,,2,61,61,1,1,1,121,18,394.506.542.972.457
957886,1,5,1,70,2,12,60,3,,2,12,3,,1,4,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,18,353.840.750.644.525
957893,1,4,1,70,2,2,60,4,,2,20,4,,1,4,,,,,,,,,,1,,2,,2,61,61,1,1,1,121,18,333.905.187.281.575
957919,1,2,1,70,2,12,50,4,,2,20,4,,1,1,,,,,,,,,,1,,2,,2,77,77,55,1,1,5521,18,330.315.868.310.304
957920,1,2,1,70,2,32,60,4,,2,36,4,,1,1,,,,,,,,,,1,,2,,2,53,53,55,1,2,5521,18,263.865.597.013.475
957947,1,2,1,70,2,6,60,4,,2,6,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,18,192.614.950.236.065
957970,1,2,1,70,2,2,1,3,,2,8,3,,1,4,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,18,32.146.690.507.684
957979,1,2,1,70,2,12,30,4,,2,160,1,,2,1,,,,,,,,,,1,,2,,2,53,53,80,1,1,8012,18,268.579.243.406.156
957984,1,2,1,70,2,3,8,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,18,325.532.594.094.805
958010,1,2,1,70,2,9,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,53,,,1,1,,18,243.637.947.073.699
958019,1,3,1,70,2,24,48,4,,2,18,1,,2,1,,,,,,,,,,1,,2,,2,61,62,1,1,2,121,18,318.907.417.526.092
958029,1,2,1,70,2,2,6,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,18,312.135.871.137.657
958030,1,2,1,70,2,2,6,1,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,332.157.770.663.517
958044,1,2,1,70,2,9,27,4,,2,205,1,,2,1,,,,,,,,,,1,,2,,2,53,54,95,1,1,9500,18,296.326.030.449.482
958067,1,3,1,70,2,2,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,1,,18,371.595.500.901.876
958078,1,3,1,70,2,5,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,1,,18,394.030.518.158.763
958136,1,2,1,70,2,9,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,422.287.497.592.956
958182,1,3,1,70,2,4,50,4,,1,,,.,,,.,.,,,,,,,,,.,,,,77,,,1,1,,18,258.736.569.086.094
958271,1,3,1,70,2,6,45,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,453.490.147.922.981
958277,1,3,1,70,2,8,48,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,18,446.864.971.354.268
958279,1,3,1,70,2,8,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,59,,,1,1,,18,332.157.770.663.517
958282,1,2,1,70,2,1,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,395.933.737.938.136
958293,1,3,1,70,2,9,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,476.071.534.999.591
958295,1,3,1,70,2,12,8,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,384.845.854.039.301
958297,1,2,1,70,2,12,30,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,18,226.448.844.775.451
958299,1,3,1,70,2,4,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,77,,,1,1,,18,256.888.300.211.124
958304,1,3,1,70,2,5,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,18,500.116.455.596.098
958309,1,3,1,70,2,8,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,18,318.907.417.526.092
958316,1,3,1,70,2,8,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,18,302.951.207.018.195
958321,1,3,1,70,2,6,25,4,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,309.576.383.586.908
958323,1,3,1,70,2,6,25,1,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,18,384.952.078.673.012
958324,1,3,1,70,2,5,45,1,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,18,378.220.677.470.588
958332,1,3,1,70,2,3,45,4,,1,,,.,,,.,.,,,,,,,,,.,,,,33,,,1,1,,18,380.780.165.021.337
958339,1,2,1,70,2,8,48,4,,2,320,1,,2,1,,,,,,,,,,1,,2,,2,54,53,55,1,1,5529,18,296.326.030.449.482
958340,1,2,1,70,2,4,45,4,,1,,,.,,,.,.,,,,,,,,,.,,,,97,,,1,1,,18,510.645.101.004.666
958345,1,3,1,70,2,16,45,1,,2,6,1,,3,1,,,,,,,,,,1,,2,,2,98,98,60,1,2,6022,18,597.403.912.259.054
958345,1,4,1,70,2,9,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,18,597.403.912.259.054
958544,1,3,1,70,2,3,16,8,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,19,636.181.013.057.939
958548,1,3,1,70,2,2,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,19,196.997.943.687.905
958553,1,3,1,70,2,12,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,1,,19,21.534.463.784.698
958574,1,3,1,70,2,6,40,8,,1,,,.,,,.,.,,,,,,,,,.,,,,62,,,1,1,,19,14.872.864.449.173
958576,1,3,1,70,2,12,40,3,,2,12,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,19,947.831.809.250.549
958580,1,3,1,70,2,17,40,1,,2,17,1,,2,1,,,,,,,,,,1,,2,,2,45,45,15,1,2,1551,19,15.579.752.109.537
958580,2,5,2,70,2,4,40,3,,2,156,3,,1,7,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,19,15.579.752.109.537
958582,1,2,1,70,2,8,40,4,,2,16,4,,1,1,,,,,,,,1,,,,2,,2,79,79,52,1,1,5271,19,148.657.322.802.536
958582,1,3,1,70,2,52,40,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,19,148.657.322.802.536
958591,1,2,1,70,2,12,40,3,,2,16,3,,1,2,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,19,195.945.475.414.838
958654,1,2,1,70,2,8,24,3,,2,156,3,,1,1,,,,,,,,1,,,,2,,2,54,54,95,1,1,9500,19,142.009.055.425.783
958665,1,2,1,70,2,16,40,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,2,,19,114.594.110.545.976
958667,1,1,1,70,2,8,40,8,,2,8,8,,1,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,140,19,18.252.456.320.452
958682,1,3,1,70,2,2,48,3,,2,94,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,19,100.672.092.891.676
958689,1,1,1,70,2,2,40,8,,2,2,8,,1,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,111,19,16.929.057.927.116
958692,1,1,1,70,2,2,48,3,,2,20,8,,2,1,,,,,,,,,,1,,2,,2,54,62,1,1,1,111,19,106.760.647.187.722
958692,1,3,1,70,2,2,48,8,,2,20,8,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,111,19,106.760.647.187.722
958716,1,1,1,70,2,100,48,2,,2,100,2,,3,1,,,,,,,,,,1,,2,,2,59,59,75,1,2,7512,19,142.868.240.837.301
958716,1,3,1,70,2,48,54,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,2,,19,142.868.240.837.301
958826,1,1,1,70,2,6,48,8,,2,6,8,,6,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,20,395.677.002.978.195
958848,1,6,1,70,2,18,48,8,,2,5,4,,1,8,,,,,,,,,,1,,2,,2,62,64,5,1,2,501,20,439.262.958.625.159
958876,1,1,1,70,2,8,70,4,,2,8,4,,2,8,,,,,,,,,,1,,2,,2,61,61,1,1,1,115,20,925.754.196.172.496
958877,1,1,1,70,2,8,48,2,,2,12,4,,1,6,,,,,,,,,,1,,2,,2,95,61,1,1,1,121,20,984.535.490.458.252
958880,1,2,1,70,2,16,48,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,61,61,1,1,2,115,20,893.247.401.933.273
958940,1,3,1,70,2,2,48,1,,2,3,1,,6,1,,,,,,,,,,1,,1,575000,2,62,62,1,1,1,115,20,136.956.784.044.886
958940,1,4,1,70,2,2,48,8,,2,3,8,,2,1,,,,,,,,,,1,,1,98,2,62,62,1,1,1,115,20,136.956.784.044.886
958962,1,4,1,70,2,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,45,,,1,1,,20,20.351.322.323.943
958981,1,1,1,70,2,4,48,4,,2,8,1,,3,2,,,,,,,,,,1,,2,,2,85,85,45,1,1,4542,20,128.572.922.951.129
959011,1,6,1,70,2,4,48,3,,2,2,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,1,9500,20,147.874.079.009.798
959012,1,3,1,70,2,16,48,3,,2,36,3,,1,1,,,,,,,,,,1,,2,,2,54,54,95,1,2,9500,20,153.912.690.453.166
959289,1,1,1,70,2,40,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,38,,,1,2,,27,115.854.890.137.359
959302,1,2,1,70,2,8,56,1,,1,,,.,,,.,.,,,,,,,,,.,,,,38,,,1,1,,27,1.352.540.525.695
959304,1,2,1,70,2,8,40,2,,1,,,.,,,.,.,,,,,,,,,.,,,,55,,,1,1,,27,921.570.275.041.636
960490,1,1,1,70,2,20,48,1,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,60,60,1,1,2,111,47,183.010.812.862.999
960786,1,2,1,70,2,5,48,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,54,54,74,1,1,7493,50,55.001.285.744.892
960922,1,2,1,70,2,24,48,1,,2,104,1,,4,1,,,,,,1,,,,,,2,,2,32,42,50,1,2,5051,50,884.564.883.718.138
961235,1,1,1,70,2,1,40,4,,2,1,4,,2,6,,,,,,,,,,1,,2,,2,61,61,1,1,1,140,50,104.340.477.273.991
961246,1,1,1,70,2,12,56,8,,2,12,8,,3,6,,,,,,,,,,1,,2,,2,62,62,1,1,1,121,50,150.050.044.943.757
961246,1,2,1,70,2,12,60,4,,2,12,1,,2,6,,,,,,,,,,1,,2,,2,53,53,1,1,1,121,50,150.050.044.943.757
961282,1,1,1,70,2,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,58,,,1,2,,50,758.690.858.237.116
961297,1,1,1,70,2,12,48,4,,2,12,4,,1,7,,,,,,,,,,1,,2,,2,61,61,1,1,1,118,50,137.188.378.773.231
961377,1,2,1,70,2,192,45,2,,2,192,1,,3,1,,,,,,,,,,1,,2,,2,55,45,51,1,2,5131,50,920.387.720.278.974
961377,1,3,1,70,2,96,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,61,,,1,2,,50,920.387.720.278.974
961412,1,4,1,70,2,8,56,8,,2,9,1,,9,1,,,,,,,,,,1,,2,,2,62,71,11,1,1,1120,50,294.198.477.921.537
961431,1,5,1,70,2,24,48,3,,2,96,1,,2,1,,,,,,,,,,1,,2,,2,54,53,55,1,2,5521,50,968.666.539.709.523
961435,1,2,1,70,2,53,56,1,,2,56,1,,2,1,,,,,,,,,,1,,2,,2,54,38,64,1,2,6421,50,107.389.314.874.181
961491,1,2,1,70,2,35,56,4,,2,60,1,,3,2,,,,,,,,,,1,,2,,2,41,53,55,1,2,5521,50,448.702.251.978.447
961510,1,3,1,70,2,12,56,1,,2,13,1,,3,7,,,,,,,,,,1,,2,,2,95,95,45,1,1,4521,50,749.607.453.887.108
961566,1,2,1,70,2,4,56,1,,2,8,1,,6,2,,,,,1,,,,,,,2,,2,53,54,55,1,1,5523,50,445.523.899.159.608
961572,1,3,1,70,2,8,42,1,,2,108,1,,2,4,,,,,1,,,,,,,2,,2,53,53,55,1,1,5521,50,667.759.141.905.474
961661,1,3,1,70,2,2,59,8,,2,2,1,,9,2,,,,,,,,,,1,,1,1090000,2,62,95,11,1,1,1110,50,886.365.817.880.463
961828,1,2,1,70,2,52,40,1,,2,208,3,,1,2,,,,,,,,,,1,,2,,2,32,54,95,1,2,9500,52,155.576.894.701.607
962190,1,4,1,70,2,2,49,1,,2,260,3,,1,8,,,,,,,,,,1,,2,,2,97,54,95,1,1,9500,54,636.142.983.212.435
962196,1,5,1,70,2,8,54,1,,2,12,1,,2,1,,,,,,,,,,1,,2,,2,45,0,0,1,1,0,54,476.373.023.002.222
962612,1,3,1,70,2,4,48,8,,2,8,8,,2,4,,,,,,,,,,1,,2,,2,62,62,1,1,1,115,68,663.670.888.643.605
963246,1,1,1,70,2,120,40,1,,2,480,1,,2,1,,,,,,,,,,1,,2,,2,62,62,1,1,2,121,70,18.554.839.273.042
963575,1,6,1,70,2,12,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,54,,,1,1,,70,282.699.609.969.159
963599,1,2,1,70,2,16,40,1,,2,32,4,,1,1,,,,,,,,,,1,,2,,2,59,59,85,1,2,8512,70,136.468.455.745.289
963897,1,3,1,70,2,1,48,8,,2,2,8,,4,1,,,,,,,,,,1,,1,200000,2,62,62,1,1,1,115,73,532.854.554.532.092
963901,1,3,1,70,2,3,24,1,,2,12,1,,4,1,,,,,,,,,,1,,2,,2,13,13,80,1,1,8041,73,317.803.485.728.808
963918,1,3,1,70,2,2,48,8,,2,3,8,,3,1,,,,,,,,,,1,,2,,2,62,62,1,1,1,115,73,309.142.142.763.019
964042,1,2,1,70,2,52,40,1,,2,260,4,,6,7,,,,,,,,,,1,,2,,2,45,13,80,1,2,8043,73,101.815.239.678.831
964064,1,2,1,70,2,32,24,1,,2,520,8,,4,6,,,,,,,,,,1,,2,,2,55,62,1,1,2,111,73,654.833.944.518.479
964135,1,2,1,70,2,26,48,1,,2,354,1,,2,1,,,,,,,,,,1,,2,,2,45,45,52,1,2,5221,73,263.351.905.316.912
