Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3769548;1;1;1;10;1;1;1;2;1980;35;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ;17;8;07;17;203,18078907399
3769548;1;2;1;10;2;2;1;11;1988;26;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;17;9;07;17;203,18078907399
3769548;1;3;1;10;2;1;1;8;2004;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;17;2;07;17;203,18078907399
3769549;1;1;1;10;1;2;1;6;1971;44;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;07;17;173,125302679266
3769549;1;2;1;10;2;1;1;2;1998;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;17;10;07;17;173,125302679266
3769550;1;1;1;10;1;2;1;12;1933;81;1;5;1; ; ;1;5; ;2;1;2; ;4;9; ;17;9;07;17;174,905683524289
3769551;1;1;1;10;1;2;1;7;1968;46;1;3;1; ; ;1;1;25774;2;1;2; ;5;11;2;17;11;07;17;157,715783791632
3769551;1;2;1;10;2;2;1;8;1949;65;5;3;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;07;17;157,715783791632
3769552;1;1;1;10;1;2;1;10;1966;48;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;17;5;07;17;168,912619107175
3769553;1;1;1;10;1;1;1;11;1955;59;1;3;1; ; ;1;1;45600;2;1;2; ;3;4; ;17;4;07;17;160,551658122073
3769553;1;2;1;10;2;2;1;4;1962;53;2;3;1; ; ;1;5; ;2;1;2; ;5;10;1;17;10;07;17;160,551658122073
3769555;1;1;1;10;1;1;1;4;1957;58;1;2;1; ; ;3; ; ;2;1;2; ;6;6;3;17;17;07;17;170,757406111279
3769555;1;2;1;10;2;2;1;11;1956;58;2;2;2;2; ; ; ; ;2;1;2; ;3;5; ;17;5;07;17;170,757406111279
3769555;1;3;1;10;3;1;1;11;1992;22;3;6;1; ; ;1;1;25774;2;1;2; ;5;11;2;17;11;07;17;170,757406111279
3769556;1;1;1;10;1;2;1;12;1933;81;1;5;1; ; ;1;3;80544;2;1;2; ;4;7; ;17;7;07;17;198,48767843321
3769556;1;2;1;10;2;1;1;7;1965;49;3;6;1; ; ;1;5; ;2;1;2; ;4;8; ;17;8;07;17;198,48767843321
3769556;1;3;1;10;3;1;1;3;1969;46;3;6;1; ; ;1;3;80544;2;1;2; ;4;8; ;17;8;07;17;198,48767843321
3769557;1;1;1;10;1;1;1;11;1976;38;1;3;1; ; ;1;1;25774;2;1;2; ;6;1;3;17;12;07;17;284,88119605839
3769557;1;2;1;10;2;2;1;8;1985;29;2;3;1; ; ;1;1;25774;2;1;2; ;6;1;3;17;12;07;17;284,88119605839
3769557;1;3;1;10;2;2;1;5;2008;7;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;17;2;07;17;284,88119605839
3769557;1;4;1;10;2;2;1;6;2010;5;3; ;1; ; ;1;5; ;2;2;1;1;2;0; ;17;0;07;17;284,88119605839
