Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3769542;1;1;1;70;1;36;48;4; ;2;144;2; ;9;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;98;39;75;1;2;7524;07;41;126,3310579112;41
3769549;1;1;1;70;1;2;40;4; ;2;8;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;54;95;1;1;9500;07;17;173,125302679266;17
3769555;1;1;1;70;1;24;50;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;2;4542;07;17;170,757406111279;17
3769561;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;07;17;189,128983705818;17
3769567;1;2;1;70;1;12;48;1; ;2;72;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;38;74;1;1;7499;07;17;237,005089882104;17
3769576;1;1;1;70;1;13;48;4; ;2;13;4; ;1;2; ; ; ; ;1; ; ; ; ; ; ;1;1000000;2;05;05;74;1;1;7414;07;52;125,893956683367;52
3769576;1;2;1;70;1;25;40;1; ;2;25;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;13;80;1;2;8060;07;52;125,893956683367;52
3769577;1;4;1;70;1;25;44;4; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;74;1;2;7499;07;52;166,676333218934;52
3769582;1;2;1;70;1;156;50;4; ;2;260;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5211;07;52;150,703311691265;52
3769592;1;1;1;70;1;3;24;1; ;2;3;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;1;95500;2;45;45;52;1;1;5219;07;52;213,067779113212;52
3769594;1;1;1;70;1;34;40;1; ;2;86;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;92;1;2;9242;07;52;218,599079584173;52
3769600;1;1;1;70;1;12;40;4; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;93;45;1;1;4521;07;15;77,7371079189806;15
3769618;1;1;1;70;1;70;40;1; ;2;70;4; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;45;52;1;2;5231;07;76;1019,14372094114;76
