DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,DSI,DSCY,OFICIO1,OFICIO2,RAMA2D_D,RAMA4D_D,DPTO,fex_c_2011
885597,1,4,1,70,5,28,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,77,,,,5,832.068.384.405.064
885598,1,2,1,70,5,8,24,4,,2,50,4,,5,2,,,,,,,,,,1,,2,,2,1,1,79,79,18,1810,5,840.821.737.310.079
885599,1,1,1,70,5,36,48,1,,2,36,4,,3,1,,,,,,,,,,1,,2,,2,1,2,45,79,18,1810,5,692.550.182.106.308
885603,1,2,1,70,5,24,48,1,,2,3,3,,1,1,,,,,,,,,,1,,2,,2,1,2,45,54,95,9500,5,797.260.721.902.533
885611,1,3,1,70,5,50,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,5,644.697.624.684.214
885617,1,1,1,70,5,4,48,1,,2,4,1,,9,1,,,1,,,,,,,,,2,,2,1,1,2,2,70,7010,5,957.929.339.255.343
885617,1,4,1,70,5,24,48,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,1,2,16,44,91,9199,5,957.929.339.255.343
885623,1,3,1,70,5,20,48,1,,2,20,2,,9,1,,,,,,,,,,1,,2,,2,1,2,59,34,75,7530,5,734.073.689.005.903
885628,1,1,1,70,5,8,48,1,,2,2,4,,1,1,,,,,,,,,,1,,2,,2,1,1,58,45,52,5262,5,757.458.761.011.205
885629,1,3,1,70,5,20,48,1,,2,20,4,,6,1,,,,,,,,,,1,,2,,2,1,2,37,97,51,5125,5,617.397.240.107.199
885632,1,4,1,70,5,52,48,1,,2,36,1,,9,1,,,,,,,,,,1,,2,,2,1,2,0,45,52,5233,5,92.933.780.694.185
885651,1,1,1,70,5,40,48,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,2,95,95,45,4521,5,697.344.634.127.558
885651,1,3,1,70,5,8,48,1,,2,36,1,,9,1,,,,,,,,,,1,,2,,2,1,1,45,45,52,5233,5,697.344.634.127.558
885666,1,2,1,70,5,32,48,1,,2,32,1,,5,4,,,,,,,,,,1,,2,,2,1,2,16,16,22,2231,5,751.369.807.435.894
885672,1,2,1,70,5,48,48,1,,2,48,1,,4,6,,,,,,,,,,1,,2,,2,1,2,37,37,50,5030,5,694.210.056.826.278
885673,1,1,1,70,5,30,48,1,,2,30,1,,7,4,,,,,,,,,,1,,2,,2,1,2,85,85,45,4542,5,652.077.721.623.994
885675,1,1,1,70,5,12,48,1,,2,12,1,,3,1,,,,,,,,,,1,,2,,2,1,1,53,53,55,5521,5,797.260.721.902.533
885675,1,2,1,70,5,96,48,1,,2,96,1,,3,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,5,797.260.721.902.533
885678,1,3,1,70,5,16,48,1,,2,16,1,,3,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,5,722.450.866.983.692
885697,1,1,1,70,8,8,48,1,,2,8,1,,9,6,,,,,,,,,,1,,2,,2,1,1,58,58,74,7492,8,557.686.518.965.145
885702,1,5,1,70,8,16,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,54,,,,8,59.538.687.739.385
885703,1,1,1,70,8,4,48,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,8,469.997.600.739.928
885704,1,3,1,70,8,12,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,7,,,,8,557.299.336.332.241
885706,1,2,1,70,8,104,48,1,,2,208,1,,9,2,,,,,,,,,,1,,2,,2,1,2,79,79,18,1810,8,388.334.613.469.688
885715,1,2,1,70,8,24,48,1,,2,24,1,,8,6,,,,,,,,,,1,,2,,2,1,2,13,13,80,8045,8,483.476.903.419.232
885726,1,2,1,70,8,24,72,1,,2,114,1,,5,7,,,,,,,,,,1,,2,,2,1,2,45,59,92,9242,8,59.687.736.804.238
885736,1,5,1,70,8,150,48,1,,2,160,1,,9,4,,,,,,,,,,1,,2,,2,1,2,45,45,92,9242,8,351.288.926.740.817
885736,1,9,1,70,8,12,60,1,,2,52,1,,2,4,,,,,,,,,,1,,2,,2,1,1,45,45,52,5221,8,351.288.926.740.817
885740,1,4,1,70,8,16,40,4,,2,16,4,,1,1,,,,,,1,,,,,,2,,2,1,2,98,98,60,6031,8,550.842.695.984.471
885744,1,1,1,70,8,8,50,1,,2,8,1,,9,1,,,,,,,,,,1,,2,,2,1,1,39,45,51,5127,8,361.604.409.439.526
885748,1,3,1,70,8,16,48,1,,2,16,1,,8,1,,,,,,,,,,1,,2,,2,1,2,11,11,52,5233,8,526.112.719.777.238
885752,1,1,1,70,8,12,50,4,,2,12,4,,7,1,,,,,,,,,,1,,2,,2,1,1,33,33,74,7491,8,236.679.998.258.792
885754,1,4,1,70,8,50,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,8,463.604.440.817.045
885754,1,6,1,70,8,24,60,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,8,463.604.440.817.045
885764,1,6,1,70,8,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,2,6,6,85,8512,8,433.979.378.063.816
885765,2,1,2,70,8,52,60,3,,2,52,3,,1,1,,,,,,,,,,1,,2,,2,1,2,54,54,95,9500,8,3.501.957.063.914
885765,4,4,4,70,8,200,60,1,,2,200,1,,5,1,,,,,,,,,,1,,2,,2,1,2,13,13,80,8045,8,3.501.957.063.914
885767,1,2,1,70,8,68,60,1,,2,70,1,,8,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5225,8,418.982.062.377.976
885767,1,4,1,70,8,2,50,1,,2,2,1,,5,1,,,,,,,,,,1,,2,,2,1,1,79,79,18,1810,8,418.982.062.377.976
885767,1,6,1,70,8,36,36,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,8,418.982.062.377.976
885779,1,3,1,70,8,24,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5235,8,629.227.551.233.205
885810,1,1,1,70,8,4,48,3,,2,4,3,,1,6,,,,,,,,,,1,,2,,2,1,1,54,54,95,9500,8,387.055.481.590.006
885813,1,1,1,70,8,18,40,1,,2,60,4,,2,8,,,,,,,,,,1,,2,,2,1,2,45,33,74,7412,8,447.108.623.607.183
885815,1,2,1,70,8,20,40,3,,2,20,3,,1,1,,,,,,,,,,1,,2,,2,1,2,54,54,95,9500,8,390.225.475.719.428
885815,1,3,1,70,8,6,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,8,390.225.475.719.428
885823,1,1,1,70,8,3,48,4,,2,4,4,,8,1,,,,,,,,,,1,,1,250000,2,1,1,84,84,25,2519,8,545.993.163.827.812
885837,2,2,2,70,8,16,48,2,,2,16,1,,3,2,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,8,488.924.003.076.693
885845,1,3,1,70,8,156,48,1,,2,156,1,,9,4,,,,,,,,,,1,,2,,2,1,2,45,45,18,1810,8,379.976.729.090.141
885853,1,6,1,70,8,8,50,1,,2,8,4,,1,4,,,,,,,,,,1,,2,,2,1,1,45,61,1,118,8,534.551.359.235.372
885853,1,7,1,70,8,8,60,1,,2,8,1,,2,4,,,,,,,,,,1,,2,,2,1,1,45,45,52,5211,8,534.551.359.235.372
885856,1,1,1,70,8,156,48,1,,2,156,1,,9,2,,,,,,,,,,1,,2,,2,1,2,74,74,24,2423,8,540.233.937.874.869
885856,1,3,1,70,8,24,48,1,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,1,2,58,45,52,5211,8,540.233.937.874.869
885857,1,4,1,70,8,24,48,1,,2,24,3,,1,1,,,,,,,,,,1,,2,,2,1,2,55,54,95,9500,8,447.561.384.143.667
885858,1,5,1,70,8,32,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,8,711.091.198.896.765
885861,1,2,1,70,8,4,48,1,,2,4,2,,9,2,,,,,,,,,,1,,2,,2,1,1,59,59,85,8512,8,540.000.287.908.976
885863,1,1,1,70,11,12,48,1,,2,18,1,,9,1,,,,,1,,,,,,,2,,2,1,1,0,44,85,8515,11,107.925.790.380.805
885865,1,1,1,70,11,4,70,1,,2,5,1,,5,3,,,,,1,,,,,,,2,,2,1,1,45,45,52,5234,11,25.979.368.666.256
885878,1,1,1,70,11,240,48,1,,2,250,1,,4,2,,,,,,,,,,1,,2,,2,1,2,45,45,34,3420,11,256.737.376.985.974
885881,1,2,1,70,11,4,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,45,55,95,9500,11,231.063.870.351.247
885904,1,5,1,70,11,72,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,85,,,,11,191.644.452.930.596
885905,1,3,1,70,11,4,48,1,,2,4,1,,6,5,,,,,,,,,,1,,1,600000,2,1,1,2,2,55,5529,11,174.277.243.739.469
885909,1,2,1,70,11,57,24,1,,2,156,1,,5,2,,,,,,,,,,1,,2,,2,1,2,19,19,85,8515,11,249.840.455.114.326
885914,1,3,1,70,11,100,48,1,,2,300,2,,9,2,,,,,,,,,,1,,2,,2,1,2,59,59,75,7524,11,22.897.275.127.416
885921,1,1,1,70,11,28,48,1,,2,28,1,,9,8,,,,,,,,,,1,,2,,2,1,2,33,45,51,5132,11,205.639.114.830.561
885925,1,2,1,70,11,20,48,1,,2,24,1,,9,4,,,,,,,,,,1,,2,,2,1,2,45,45,64,6421,11,200.122.304.471.996
885926,1,5,1,70,11,12,24,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,16,,,,11,220.526.398.776.688
885933,1,1,1,70,11,250,48,1,,2,260,1,,9,1,,,1,,,,,,,,,2,,2,1,2,32,32,85,8511,11,226.802.947.523.293
885933,1,2,1,70,11,104,48,1,,2,104,1,,9,8,,,,,,,,,,1,,2,,2,1,2,45,45,52,5211,11,226.802.947.523.293
885933,1,6,1,70,11,36,48,1,,2,36,1,,3,8,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,11,226.802.947.523.293
885939,1,5,1,70,11,8,48,1,,2,16,1,,3,7,,,,,,,,,,1,,2,,2,1,1,45,45,52,5233,11,267.816.869.791.899
885946,1,3,1,70,11,52,16,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,11,210.898.172.871.963
885948,1,4,1,70,11,32,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,33,,,,11,169.959.947.390.919
885967,1,2,1,70,11,24,48,1,,2,30,1,,9,1,,,,,,,,,,1,,2,,2,1,2,19,19,45,4530,11,210.455.400.893.895
885972,1,1,1,70,11,4,48,1,,2,8,1,,3,8,,,,,,,,,,1,,2,,2,1,1,37,95,45,4521,11,297.217.883.211.041
885977,1,1,1,70,11,8,60,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,1,16,83,28,2811,11,452.974.679.239.765
885979,1,5,1,70,11,51,48,1,,2,51,2,,9,3,,,,,,,,,,1,,2,,2,1,2,33,33,75,7522,11,486.350.018.432.708
885996,1,2,1,70,11,2,48,1,,2,24,1,,9,1,,,,,,,,,,1,,2,,2,1,1,16,45,52,5211,11,264.140.876.781.144
886019,1,3,1,70,11,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,11,190.309.182.465.456
886024,1,2,1,70,11,1,24,1,,2,208,2,,9,1,,,,,,,,,1,,DE  LA  PENSION,2,,2,1,1,12,12,75,7523,11,179.513.835.014.645
886025,1,2,1,70,11,24,48,1,,2,24,1,,9,2,,,,,,,,,,1,,1,98,2,1,2,15,30,85,8532,11,215.832.101.710.766
886027,1,1,1,70,11,3,48,1,,2,3,1,,2,1,,,,,,,,,,1,,1,461500,2,1,1,45,45,52,5245,11,262.328.471.137.716
886028,1,1,1,70,11,24,40,4,,2,24,4,,1,8,,,,,,,,,,1,,2,,2,1,2,94,94,36,3699,11,226.228.105.237.068
886031,1,2,1,70,11,1,48,1,,2,2,1,,4,5,,,,,,,,,,1,,1,250000,2,1,1,58,95,45,4552,11,213.522.188.418.205
886038,1,3,1,70,11,104,40,1,,2,34,4,,9,7,,,,,,,,,,1,,2,,2,1,2,32,39,85,8511,11,13.295.915.338.476
886040,1,1,1,70,11,4,48,1,,2,4,1,,9,2,,,,,,,,,,1,,1,600000,2,1,1,45,55,52,5211,11,252.116.005.206.667
886042,1,3,1,70,11,104,48,3,,2,24,1,,2,8,,,,,,,,,,1,,2,,2,1,2,54,53,55,5521,11,249.581.220.731.511
886044,1,3,1,70,11,24,40,1,,2,24,1,,3,4,,,,,,,,,,1,,2,,2,1,2,45,53,55,5529,11,225.687.169.534.376
886048,1,4,1,70,11,20,40,1,,2,20,1,,4,1,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,11,244.234.413.684.675
886065,1,1,1,70,11,3,48,1,,2,2,1,,6,1,,,,,,,,,,1,,1,470000,2,1,1,58,95,45,4530,11,236.440.571.168.117
886069,1,3,1,70,11,2,48,1,,2,2,2,,9,1,,,,,,,,,,1,,1,500000,2,1,1,58,58,75,7522,11,223.809.481.822.577
886072,1,1,1,70,11,24,48,4,,2,24,4,,1,4,,,,,,,,,,1,,2,,2,1,2,98,45,52,5229,11,153.548.143.791.267
886075,1,3,1,70,11,2,48,1,,2,192,1,,8,1,,,,,,,,,,1,,2,,2,1,1,39,39,22,2220,11,156.853.204.581.895
886077,1,1,1,70,11,48,48,1,,2,144,1,,3,1,,,,,,,,,,1,,2,,2,1,2,59,79,36,3611,11,20.026.241.401.369
886080,1,4,1,70,11,8,48,1,,2,8,1,,2,1,,,,,,,,,,1,,2,,2,1,1,95,95,45,4521,11,180.779.243.844.445
886082,1,3,1,70,11,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,45,,,,11,244.234.413.684.675
886083,1,1,1,70,11,2,48,1,,2,2,1,,2,4,,,,,,,,,,1,,1,180000,2,1,1,93,93,45,4552,11,279.321.251.935.104
886084,1,1,1,70,11,2,48,1,,2,2,4,,4,1,,,,,,,,,,1,,1,300000,2,1,1,79,79,18,1810,11,285.773.055.328.816
886085,1,3,1,70,11,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,13,,,,11,149.535.015.528.821
886116,1,3,1,70,13,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,11,,,,13,294.529.522.303.025
886126,1,5,1,70,13,28,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,13,292.795.799.050.811
886129,1,2,1,70,13,8,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,1,1,54,54,95,9500,13,145.084.961.666.399
886172,1,2,1,70,13,200,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,21,,,,13,289.895.624.952.457
886185,1,1,1,70,13,24,60,1,,2,24,1,,4,8,,,,,,,,,,1,,2,,2,1,2,53,53,55,5521,13,614.639.724.469.018
886188,1,3,1,70,13,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,0,,,,13,33.988.211.277.472
886203,1,2,1,70,13,52,48,1,,2,208,1,,3,7,,,,,,,,,,1,,2,,2,1,2,39,38,64,6422,13,28.714.370.554.939
886221,1,3,1,70,13,20,48,1,,2,40,1,,7,1,,,,,,,,,,1,,2,,2,1,2,3,3,45,4542,13,310.841.009.896.234
886221,1,4,1,70,13,30,48,1,,2,50,1,,4,1,,,,,,,,,,1,,2,,2,1,2,84,84,51,5170,13,310.841.009.896.234
886221,1,5,1,70,13,10,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,53,,,,13,310.841.009.896.234
886226,1,3,1,70,13,32,48,2,,2,50,2,,9,1,,,,,,,,,,1,,2,,2,1,2,74,74,11,1120,13,263.559.791.154.149
886226,1,9,1,70,13,32,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,45,,,,13,263.559.791.154.149
886239,1,6,1,70,13,35,48,1,,2,45,1,,9,1,,,,,,,,,,1,,2,,2,1,2,85,3,40,4010,13,246.174.347.123.288
886242,1,3,1,70,13,25,48,1,,2,60,1,,9,1,,,1,,,,,,,,,2,,2,1,2,95,45,45,4530,13,252.649.671.446.612
886243,1,3,1,70,13,25,48,1,,2,40,1,,9,1,,,,,,,,,,1,,2,,2,1,2,8,8,45,4530,13,24.184.631.255.987
886250,1,5,1,70,13,13,48,1,,2,13,1,,5,5,,,,,,,,,,1,,2,,2,1,1,45,45,52,5241,13,654.054.297.586.347
886254,1,2,1,70,13,156,40,1,,2,156,2,,4,5,,,,,,,,,,1,,2,,2,1,2,6,6,85,8513,13,249.850.112.551.029
886263,1,2,1,70,13,70,48,1,,2,70,1,,4,2,,,,,,,,,,1,,2,,2,1,2,45,45,52,5233,13,530.511.492.844.005
886265,1,3,1,70,13,104,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,2,0,,,,13,238.473.007.279.489
886265,1,10,1,70,13,8,40,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,84,,,,13,238.473.007.279.489
886270,1,4,1,70,13,26,48,1,,2,26,1,,4,4,,,,,,,,,,1,,2,,2,1,2,32,32,52,5241,13,243.270.249.178.831
886275,2,1,2,70,13,43,48,1,,2,43,1,,9,5,,,,,,,,,,1,,2,,2,1,2,77,77,15,1512,13,244.758.531.298.609
886475,1,4,1,70,17,28,48,1,,2,32,1,,9,1,,,,,,,,,,1,,2,,2,1,2,45,44,64,6421,17,395.538.172.529.525
886491,1,3,1,70,17,52,48,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,1,2,32,32,90,9000,17,166.650.460.027.059
886494,1,4,1,70,17,12,48,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,1,1,98,98,60,6031,17,486.117.116.306.328
886495,1,2,1,70,17,104,48,1,,2,104,1,,9,1,,,,,,,,,,1,,2,,2,1,2,45,45,24,2424,17,133.198.170.618.493
886496,1,4,1,70,17,8,48,1,,2,8,1,,4,4,,,,,,,,,,1,,2,,2,1,1,32,33,70,7020,17,14.966.258.934.005
886510,1,1,1,70,17,3,48,1,,2,3,1,,9,1,,,,,,,,,,1,,1,1200000,2,1,1,93,93,29,2930,17,171.792.437.083.653
886513,1,1,1,70,17,106,48,4,,2,106,4,,1,1,,,,,,,,,,1,,2,,2,1,2,55,55,74,7493,17,498.571.804.563.481
886526,1,2,1,70,17,212,48,1,,2,212,1,,3,4,,,,,,,,,,1,,2,,2,1,2,45,45,52,5239,17,129.327.971.980.082
886535,1,2,1,70,17,4,48,1,,2,36,3,,1,1,,,,,,,,,,1,,2,,2,1,1,97,54,95,9500,17,175.508.621.750.346
886538,1,2,1,70,17,8,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,33,,,,17,16.619.060.152.116
886541,1,3,1,70,17,12,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,13,,,,17,137.217.538.593.881
886543,1,1,1,70,17,2,60,5,,2,2,5,,2,1,,,,,,,,,,1,,1,700000,2,1,1,95,95,45,4521,17,179.833.416.399.203
886544,1,2,1,70,17,4,50,3,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,54,,,,17,500.049.306.566.496
886552,1,3,1,70,17,40,50,1,,2,288,1,,9,4,,,,,,,,,,1,,2,,2,1,2,37,35,60,6021,17,133.620.124.467.166
886553,1,1,1,70,17,8,50,1,,2,4,4,,1,2,,,,,,,,,,1,,1,300000,2,1,1,45,77,15,1551,17,141.168.603.115.045
886554,1,1,1,70,17,8,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,37,,,,17,179.340.915.731.531
886561,1,2,1,70,17,32,48,1,,2,42,2,,9,2,,,,,,,,,,1,,2,,2,1,2,55,55,85,8512,17,187.342.401.288.865
886561,1,3,1,70,17,32,50,1,,2,50,1,,7,4,,,,,,,,,,1,,2,,2,1,2,13,13,80,8043,17,187.342.401.288.865
886563,1,1,1,70,17,2,20,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,37,,,,17,179.340.915.731.531
886565,1,2,1,70,17,3,48,1,,2,3,1,,3,4,,,,,,,,,,1,,1,60000,2,1,1,95,95,45,4521,17,178.278.328.365.492
886575,1,2,1,70,17,2,48,1,,2,2,1,,2,2,,,,,,,,,,1,,2,,2,1,1,62,62,52,5239,17,16.619.060.152.116
886593,1,1,1,70,17,55,48,1,,2,156,3,,2,1,,,,,,,,,,1,,2,,2,1,2,98,98,95,9500,17,123.866.726.152.289
886594,1,3,1,70,17,8,20,1,,2,48,1,,9,2,,,,,,,,,1,,ESTUDIANDO,2,,2,1,1,44,44,75,7530,17,1.870.177.195.488
886597,1,1,1,70,17,26,48,1,,2,26,2,,9,3,,,,,,,,,1,,ESTUDIANDO,2,,2,1,2,32,32,75,7523,17,137.087.587.181.659
886607,1,3,1,70,17,4,48,2,,1,,,.,,,.,.,,,,,,,,,.,,,,1,1,58,,,,17,189.346.822.724.643
886612,1,1,1,70,17,32,40,1,,2,36,1,,9,1,,,,,,,,,,1,,2,,2,1,2,34,39,85,8512,17,128.018.288.904.674
886617,1,2,1,70,17,2,48,1,,2,2,1,,8,2,,,,,,,,,,1,,1,300000,2,1,1,97,97,15,1589,17,194.041.055.367.234
886620,1,2,1,70,17,156,48,1,,2,156,1,,9,4,,,,,,,,,,1,,1,20000,2,1,2,33,33,52,5211,17,15.204.987.300.658
886621,1,1,1,70,17,52,20,1,,2,13,1,,4,9,LOS  SERVICIOS  DE  LA UNIVERSIDAD,,,,,,,,,1,,2,,2,1,2,53,53,55,5530,17,179.340.915.731.531
