Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
2909583;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1224,50611385673
2909583;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1224,50611385673
2909585;1;1;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;03;63;1706,33967120147
2909585;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1706,33967120147
2909585;1;6;1;80;2;1;4;8; ;2; ;2; ; ; ; ;9;2;1;03;63;1706,33967120147
2909586;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;03;63;1411,88154808718
2909588;1;2;1;80;2;1;3;9;CAMBIO DE DOMICILIO;2; ;2; ; ; ; ;9;2;1;03;63;1929,34303843226
2909589;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;03;63;1370,69675658359
2909589;1;5;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1370,69675658359
2911413;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;03;73;1554,51835115924
2911413;1;3;1;80;2;1;2;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1554,51835115924
2911414;1;1;1;80;2;1;3;4; ;2; ;2; ; ; ; ;9;2;1;03;73;1906,33924494249
2911414;1;4;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1906,33924494249
2911416;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1339,87893565717
2911418;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1795,90872497981
2911425;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1526,3158218167
2911429;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;03;73;1770,55678498435
2911432;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1924,20842017259
2911434;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1741,23698685571
2911436;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;73;2219,43019272326
2911446;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1734,08060527198
2911449;1;2;1;80;2;1;4;3; ;3; ;2; ; ; ; ;9;2;1;03;73;1998,17151486869
2911456;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;03;73;1616,34647086707
2911456;1;4;1;80;2;1;4;8; ;2; ;2; ; ; ; ;8;2;1;03;73;1616,34647086707
2911457;1;3;1;80;2;1;1;6; ;2; ;2; ; ; ; ;9;2;1;03;73;1642,94144188129
2911458;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;73;2405,75110141854
2911458;1;4;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;03;73;2405,75110141854
2911458;1;5;1;80;2;1;1;2; ;2; ;2; ; ; ; ;2;2;1;03;73;2405,75110141854
2911460;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;73;2211,20337204243
2911461;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;4;2;1;03;73;2232,93387189096
2911461;1;3;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;03;73;2232,93387189096
2911463;1;2;1;80;2;1;1;8; ;2; ;2; ; ; ; ;9;2;1;03;73;2128,97538142229
2911463;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;2128,97538142229
2911470;1;2;1;80;2;1;1;4; ;2; ;2; ; ; ; ;4;2;1;03;73;1981,10258012058
2911470;2;2;2;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1981,10258012058
2911471;1;1;1;80;2;1;4;3; ;2; ;2; ; ; ; ;4;2;1;03;73;1617,58950188583
2911474;1;2;1;80;2;1;1;8; ;2; ;2; ; ;1; ;9;1;1;03;73;1803,06510656354
2911477;1;2;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;03;73;1339,47142388759
2911477;1;4;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1339,47142388759
2911477;1;5;1;80;2;1;1;8; ;2; ;2; ; ; ; ;2;2;1;03;73;1339,47142388759
2911477;1;6;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1339,47142388759
2911477;1;7;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1339,47142388759
2911478;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1642,94144188129
2911478;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1642,94144188129
2911482;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1224,86087392091
2911482;1;3;1;80;2;1;3;4; ;2; ;2; ; ; ; ;4;2;1;03;73;1224,86087392091
2911484;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;2211,20337204243
2911487;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1770,55678498435
2911489;1;2;1;80;2;1;3;3; ;2; ;2; ; ; ; ;9;2;1;03;73;1885,29309718368
2911491;1;5;1;80;2;1;3;3; ;2; ;2; ; ;2; ;7;1;1;03;73;1514,16920683464
2911491;1;8;1;80;2;1;4;4; ;2; ;2; ; ; ; ;4;2;1;03;73;1514,16920683464
2911491;1;11;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;1514,16920683464
2911494;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;73;2047,17155305275
2911494;1;4;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;73;2047,17155305275
2913780;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1299,55237049543
2913781;1;2;1;80;2;1;1;3; ;2; ;2; ; ; ; ;9;2;1;03;63;1314,18405898966
2913782;1;2;1;80;2;1;4;3; ;2; ;2; ; ; ; ;9;2;1;03;63;1348,52865440279
2913782;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1348,52865440279
2913784;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1346,20865254922
2913787;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1032,87000229968
2913787;1;3;1;80;2;1;2;4; ;2; ;2; ; ; ; ;4;2;1;03;63;1032,87000229968
2913789;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1604,13834058436
2913793;1;2;1;80;2;1;2;8; ;2; ;2; ; ; ; ;9;2;1;03;63;1346,20865254922
2913793;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1346,20865254922
2913960;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;995,991878576104
2913962;1;3;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1045,76455981001
2913963;1;2;1;80;2;2; ; ; ;2; ;2; ;2; ;.; ; ;1;03;63;1430,71750395525
2913963;1;3;1;80;2;1;4;7; ;2; ;2; ; ;3; ;4;1;1;03;63;1430,71750395525
