Directorio;Secuencia_p;Orden;Hogar;Regis;P7480;P7480s1;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s1a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;Area;Fex_c_2011;Mes;Dpto
2903873;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;54;453,930869552387;03;54
2903873;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;54;453,930869552387;03;54
2903873;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;453,930869552387;03;54
2903873;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;54;453,930869552387;03;54
2903874;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;376,09766668538;03;54
2903874;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;54;376,09766668538;03;54
2903878;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;54;389,413823183468;03;54
2903878;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;54;389,413823183468;03;54
2903878;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;1; ; ; ; ; ; ; ; ;54;389,413823183468;03;54
2903878;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;54;389,413823183468;03;54
2903881;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;54;378,9579465225;03;54
2903885;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;54;400,50335068085;03;54
2903898;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;17;194,832184227713;03;17
2903899;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;36; ;14; ; ; ; ; ; ;17;190,255916661751;03;17
2903899;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;190,255916661751;03;17
2903900;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ;17;172,341425642973;03;17
2903900;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;21; ; ; ; ; ; ; ; ;17;172,341425642973;03;17
2903900;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;172,341425642973;03;17
2903902;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;17;172,050381890012;03;17
2903903;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ;17;180,246273466319;03;17
2903904;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;180,246273466319;03;17
2903905;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;9; ; ; ; ; ; ; ; ;17;213,01579357462;03;17
2903905;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;2; ; ; ; ; ; ; ; ;17;213,01579357462;03;17
2903906;1;1;1;90; ;2;2;2;2;1;2;2;2;2;2; ; ; ; ;9; ; ; ; ; ;17;204,328164807443;03;17
2903906;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;10; ; ; ; ; ; ;17;204,328164807443;03;17
2903906;1;3;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;204,328164807443;03;17
2903907;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;3; ; ; ; ; ; ; ; ;17;213,01579357462;03;17
2903907;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ;17;213,01579357462;03;17
2903909;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;6; ; ; ; ; ; ;17;185,161081078796;03;17
2903909;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;9; ;15; ; ; ; ; ; ;17;185,161081078796;03;17
2903909;1;3;1;90; ;2;1;2;1;2;2;2;2;2;2; ;6; ;3; ; ; ; ; ; ;17;185,161081078796;03;17
2903909;1;4;1;90; ;2;1;2;2;2;2;2;2;2;2; ;6; ; ; ; ; ; ; ; ;17;185,161081078796;03;17
2903910;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;160,034172865452;03;17
2903910;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;160,034172865452;03;17
2903910;1;3;1;90; ;2;1;2;2;1;2;2;2;2;2; ;16; ; ;18; ; ; ; ; ;17;160,034172865452;03;17
2903911;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ; ;17;213,01579357462;03;17
2903911;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;213,01579357462;03;17
2903912;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;48; ; ; ; ; ; ; ; ;17;177,409430399805;03;17
2903913;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ;17;230,438547402527;03;17
2903913;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;28; ; ; ; ; ; ; ; ;17;230,438547402527;03;17
