Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
2903873;1;1;1;70;1;8;36;5; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;21;79;18;1;1;1810;03;54;453,930869552387;54
2903873;1;2;1;70;1;6;48;1; ;2;24;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;03;54;453,930869552387;54
2903878;1;2;1;70;1;104;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;39; ; ;1;2; ;03;54;389,413823183468;54
2903885;1;1;1;70;1;14;48;4; ;2;14;5; ;4;6; ; ; ;1; ; ; ; ; ; ; ;2; ;2;02;02;45;1;2;4530;03;54;400,50335068085;54
2903886;1;2;1;70;1;52;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;2; ;03;15;106,966875587252;15
2903888;1;3;1;70;1;20;60;3; ;2;20;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;03;15;68,6390572059394;15
2903888;1;4;1;70;1;8;60;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;03;15;68,6390572059394;15
2903889;1;3;1;70;1;4;60;4; ;2;4;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;95;95;45;1;1;4559;03;15;106,411302900887;15
2903889;1;4;1;70;1;8;48;1; ;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;45;62;01;1;1;0112;03;15;106,411302900887;15
2903890;1;2;1;70;1;56;48;1; ;2;56;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;2;8012;03;15;67,3127601903632;15
2903895;1;1;1;70;1;25;48;1; ;2;25;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;75;1;2;7512;03;15;186,745278756736;15
2903898;1;1;1;70;1;104;48;1; ;2;104;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;33;52;1;2;5211;03;17;194,832184227713;17
2903904;1;1;1;70;1;8;8;1; ;2;250;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;85;80;1;1;8043;03;17;180,246273466319;17
2903922;1;4;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;03;17;146,516445470941;17
2903930;1;4;1;70;1;24;48;2; ;2;12;2; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;2;7523;03;47;173,879072867209;47
2903946;1;1;1;70;1;3;48;1; ;2;3;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;95;95;45;1;1;4522;03;63;146,076071160245;63
2903950;1;2;1;70;1;32;48;1; ;2;20;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;07;02;1;2;0201;03;63;141,164288356989;63
2903953;1;1;1;70;1;2;48;4; ;2;63;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;63;267,690335092608;63
2903956;1;1;1;70;1;4;48;2; ;2;98;4; ;1;1; ; ; ; ; ; ; ; ;1; ;DE  LA  PENSION;2; ;2;58;58;74;1;1;7492;03;63;129,528623359481;63
2903958;1;4;1;70;1;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;03;63;94,0271329877011;63
2903959;1;2;1;70;1;8;48;4; ;2;8;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;77;15;1;1;1551;03;63;126,882571116827;63
2903961;1;1;1;70;1;5;58;1; ;2;5;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;54;95;1;1;9500;03;27;26,7783400809728;27
2903962;1;2;1;70;1;4;56;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;27;26,7783400809728;27
2903975;1;1;1;70;1;48;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;2; ;03;27;53,5566801619456;27
2903976;1;1;1;70;1;4;48;2; ;2;108;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;99;90;1;1;9000;03;63;105,843621833599;63
2903977;1;1;1;70;1;4;48;4; ;2;260;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;63;104,47323181355;63
2903977;1;3;1;70;1;16;48;4; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;16;74;1;2;7430;03;63;104,47323181355;63
2903978;1;2;1;70;1;24;30;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;53;55;1;2;5521;03;63;161,155571155978;63
2903978;1;4;1;70;1;28;8;1; ;2;19;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;55;1;2;5522;03;63;161,155571155978;63
2903985;1;1;1;70;1;3;60;3; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;54;71;14;1;1;1411;03;66;202,813221490897;66
2903991;1;2;1;70;1;32;48;1; ;2;32;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;58;70;1;2;7020;03;66;192,980548400484;66
2903995;1;2;1;70;1;13;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;66;162,392984533912;66
2904005;2;2;2;70;1;8;40;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;03;66;211,385720610603;66
2904005;2;3;2;70;1;36;40;1; ;2;42;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;80;1;2;8060;03;66;211,385720610603;66
2904006;1;2;1;70;1;52;40;1; ;2;204;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;95;45;1;2;4521;03;66;256,731258918106;66
2904010;1;1;1;70;1;4;44;1; ;2;52;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;03;66;200,403012869338;66
2904012;1;1;1;70;1;1;48;1; ;2;16;1; ;6;9;ESTA ESPERANDO QUE EL ESPOSO LA AFILIE; ; ; ; ; ; ; ; ;1; ;2; ;2;44;39;63;1;1;6340;03;41;73,9555576796663;41
2904020;1;2;1;70;1;12;48;1; ;2;650;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;37;51;1;1;5141;03;73;242,652390106147;73
2904020;1;3;1;70;1;9;48;1; ;2;9;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;34;17;1;1;1749;03;73;242,652390106147;73
2904032;1;1;1;70;1;4;30;1; ;2;12;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;33;52;1;1;5233;03;73;207,649079422455;73
2904044;1;1;1;70;1;1;40;2; ;2;6;2; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;19;32;75;1;1;7512;03;52;122,008445474086;52
2904053;1;3;1;70;1;108;48;1; ;2;162;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;45;55;95;1;2;9500;03;52;126,395495783639;52
2904053;1;4;1;70;1;16;25;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;34; ; ;1;2; ;03;52;126,395495783639;52
2904064;2;1;2;70;1;6;60;5; ;2;6;5; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;52;1;1;5272;03;68;389,1448642663;68
2904069;1;1;1;70;1;52;48;3; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;55;74;1;2;7493;03;52;236,550587234425;52
2904069;1;4;1;70;1;8;48;1; ;2;8;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;80;19;1;1;1931;03;52;236,550587234425;52
2904071;1;1;1;70;1;12;24;1; ;2;156;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;19;85;1;1;8532;03;52;119,869185420659;52
2904078;1;1;1;70;1;4;48;1; ;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;45;1;1;4530;03;76;655,211997334941;76
2904078;2;2;2;70;1;52;48;1; ;2;24;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;97;15;1;2;1522;03;76;655,211997334941;76
2904082;1;2;1;70;1;24;48;1; ;2;64;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;16;39;75;1;2;7512;03;76;877,428263823694;76
2904083;1;1;1;70;1;156;48;4; ;2;156;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5261;03;76;1091,08168377943;76
2904084;1;3;1;70;1;32;48;1; ;2;32;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;39;21;1;2;2102;03;76;955,791744905106;76
2904084;1;6;1;70;1;16;48;1; ;2;4;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;33;45;51;1;2;5141;03;76;955,791744905106;76
2904099;1;1;1;70;1;120;48;2; ;2;480;4; ;1;1; ; ; ; ; ;1; ; ; ; ; ;2; ;2;39;41;52;1;2;5219;03;76;891,8915723246;76
2904106;1;1;1;70;1;52;48;1; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ;1; ;ES PENSIONADO;2; ;2;42;45;52;1;2;5221;03;76;996,333560958606;76
2904111;1;1;1;70;1;4;40;1; ;2;32;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5231;03;70;107,522581881621;70
2904116;1;2;1;70;1;8;50;1; ;2;14;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;06;13;80;1;1;8043;03;44;56,2301544914672;44
2904143;1;4;1;70;1;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;79;18;1;1;1810;03;05;871,865342741652;05
2904153;1;2;1;70;1;7;48;1; ;2;7;1; ;3;9;POR URGENCIA DE LA EPS HASTA EL 12 DE MARZO; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;51;1;1;5132;03;05;1081,86918303202;05
2904170;1;3;1;70;1;1;40;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;03;50;165,199283501279;50
2904203;1;1;1;70;1;52;48;1; ;2;52;1; ;9;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;51;1;2;5125;03;20;144,191431864629;20
2904206;1;2;1;70;1;2;40;2; ;2;96;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;75;1;1;7512;03;20;192,894718135342;20
2904209;1;3;1;70;1;3;40;4; ;2;3;4; ;2;3; ; ; ; ; ; ; ; ; ;1; ;1;75000;2;95;95;45;1;1;4521;03;20;174,379552742545;20
