DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;fex_c_2011
568516;1;2;80;1;2;8;PARA DEDICARSE A LA SANACION;2; ;2; ;2; ; ; ;SE DEDICA A LA SANACION;12;2;2;76;1810,34394081995
568516;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1810,34394081995
568538;1;2;80;1;1;5; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2445,55259967641
568557;1;2;80;1;4;5; ;3; ;2; ;2; ; ;4; ;1;1;2;76;2583,57853607184
568558;1;2;80;1;4;8;SE  ABURRIO PORQUE NO TIENE EXPERIENCIA;2; ;2; ;1;50000; ; ; ;9;2;2;76;2619,21327011524
568558;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2619,21327011524
568584;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3183,29126785851
568586;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2217,19834903818
568586;1;3;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;76;2217,19834903818
568588;1;2;80;2; ; ; ;2; ;2; ;2; ;1;1; ;9; ;2;76;2410,48826052188
568617;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2246,86784329089
568627;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;3084,66836098797
568627;1;4;80;1;1;1; ;2; ;2; ;1;80000; ; ; ;2;2;2;76;3084,66836098797
568627;1;5;80;1;1;1; ;2; ;2; ;1;300000; ; ; ;2;2;2;76;3084,66836098797
568647;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;3296,26342033055
568649;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2225,95358058278
568649;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2225,95358058278
568650;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2616,0865923305
568651;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2000,68954684752
568651;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2000,68954684752
568652;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1299,05077135011
568652;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;1299,05077135011
568655;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1886,41346938151
568655;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;1886,41346938151
568656;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2201,02121367915
568656;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2201,02121367915
568656;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2201,02121367915
568667;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2225,45057313847
568668;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;76;2117,76492921347
568670;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3;SU ESPOSO NO LA DEJA TRABAJAR;12; ;2;76;2200,51820623485
568670;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;76;2200,51820623485
568671;1;3;80;1;1;0; ;2; ;2; ;1;120000; ; ; ;8;2;2;76;1695,60610957682
568795;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;939,576534019148
568815;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;871,850890583385
568815;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;871,850890583385
568851;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;52;2715,70479196025
568968;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;6210,29320898404
568969;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;8853,52333844002
568973;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;8134,41226411861
568981;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;9186,76816637135
568981;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;9186,76816637135
568981;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;9186,76816637135
568982;1;4;80;1;1;8;PEREZA;2; ;1;400000;1;4800000; ; ; ;11;2;2;05;7999,98856613589
568983;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4547,27017649014
568983;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4547,27017649014
568983;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4547,27017649014
568984;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4454,25305858019
568984;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4454,25305858019
568995;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;6637,0605951361
568995;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;6637,0605951361
568997;1;2;80;1;1;7; ;2; ;2; ;1;120000; ; ; ;6;2;2;05;6210,29320898404
569007;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;7395,2811914389
569008;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;8817,01672692003
569008;1;4;80;1;1;2; ;2; ;2; ;1;200000; ; ; ;9;2;2;05;8817,01672692003
569009;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4122,93348658674
569009;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4122,93348658674
569012;1;6;80;1;1;2; ;2; ;2; ;1;1800000; ; ; ;1;2;2;05;3393,26407072589
569013;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4192,31411362499
569014;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4259,92163190949
569015;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3494,85144750101
569016;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;2970,44513647316
569016;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;2970,44513647316
569016;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;2970,44513647316
569017;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4100,93103604973
569018;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3592,72406990776
569019;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;5040,61072432037
569019;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;5040,61072432037
569019;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;5040,61072432037
569020;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;05;3494,85144750101
569023;1;2;80;1;1;7; ;2; ;1;120000;1;1200000; ; ; ;9;2;2;05;3911,86723905056
569023;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3911,86723905056
569024;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;3967,91657772908
569024;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3967,91657772908
569025;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;05;5160,30912559318
569026;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3446,37832322737
569026;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3446,37832322737
569026;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3446,37832322737
569026;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3446,37832322737
569031;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;05;4463,6379920613
569031;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;4463,6379920613
569036;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
569036;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
569036;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4219,45222858738
569037;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4632,91356148247
569049;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;4632,91356148247
569050;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4389,73656151882
569051;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4030,3884315882
569051;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4030,3884315882
569051;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4030,3884315882
569052;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;3076,32147983143
569052;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3076,32147983143
569052;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3076,32147983143
569053;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4762,99293362609
569053;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4762,99293362609
569055;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3911,86723905056
569056;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3819,32218405202
569057;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3852,75421127238
569059;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;5302,60960701226
569059;1;3;80;1;1;3; ;2; ;2; ;1;100000; ; ; ;4;2;2;05;5302,60960701226
569059;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;5302,60960701226
569060;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4281,92408244649
569060;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4281,92408244649
569071;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3527,3171298716
569071;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3527,3171298716
569072;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3619,86218487014
569072;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3619,86218487014
569073;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4030,3884315882
569073;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4030,3884315882
569074;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3156,0830777405
569074;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3156,0830777405
569083;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4632,91356148247
569084;1;2;80;1;1;7; ;2; ;2; ;1;360000; ;1; ;1;1;2;05;4776,92099383751
569085;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3592,72406990776
569086;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4762,99293362609
569086;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4762,99293362609
569086;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4762,99293362609
569087;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3297,59202656748
569087;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3297,59202656748
569087;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3297,59202656748
569088;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3; ;9; ;2;05;4070,85783491031
569088;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4070,85783491031
569089;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;4033,32351776524
569090;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4070,85783491031
569090;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4070,85783491031
569091;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3368,32653401185
569091;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3368,32653401185
569092;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3420,95001695853
569100;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;4104,28986213068
569100;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4104,28986213068
569100;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4104,28986213068
569101;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4178,98282526526
569101;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4178,98282526526
569101;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4178,98282526526
569109;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;3592,72406990776
569110;1;2;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;2;05;3592,72406990776
569111;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;05;4537,53942260378
569111;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4537,53942260378
569112;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;05;4192,31411362499
569113;1;2;80;2; ; ; ;2; ;2; ;2; ;1;2; ;9; ;2;05;4100,93103604973
569114;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;680,109286309372
569115;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1059,79825035393
569116;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;789,134034237084
569118;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;912,839129296602
569118;1;3;80;1;1;1; ;2; ;2; ;2; ; ; ; ;2;2;2;50;912,839129296602
569118;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;912,839129296602
569118;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;912,839129296602
569119;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1195,45419390354
569119;1;4;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;50;1195,45419390354
569120;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;970,664861271813
569120;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;50;970,664861271813
569120;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;970,664861271813
569121;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1241,95521026717
569123;1;3;80;1;1;2; ;2; ;2; ;1;800000; ; ; ;9;2;2;50;620,158204965899
569124;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;50;740,297858525233
569126;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;5; ;2;50;758,613753312375
569128;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;1145,18406747332
569129;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;533,050628457454
569129;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;533,050628457454
569129;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;50;533,050628457454
569372;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;18;1453,35744629737
569372;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;18;1453,35744629737
569374;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;18;1446,84934435632
569375;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;18;1875,03554227652
569375;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;18;1875,03554227652
569379;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;18;1319,11899293886
569449;1;1;80;2; ; ; ;2; ;2; ;2; ;1;2; ;9; ;2;66;1152,39578949616
569449;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1152,39578949616
569450;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;658,822728607154
569450;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;658,822728607154
569450;1;4;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;66;658,822728607154
569451;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1026,99271376073
569452;1;2;80;2; ; ; ;2; ;2; ;2; ;1;2; ;9; ;2;66;1171,31205441402
569454;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1118,35814057107
569455;1;2;80;2; ; ; ;3; ;2; ;2; ;1;4; ;10; ;2;66;1452,01998644596
569471;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1289,73084545643
569471;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1289,73084545643
569473;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1269,73975073626
569473;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1269,73975073626
569475;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1720,49226613596
569477;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1129,30973530708
569477;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1129,30973530708
569477;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1129,30973530708
569479;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1302,68112026188
569480;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1209,23902856322
569480;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1209,23902856322
569480;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;66;1209,23902856322
569928;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ;NO LA DEJA TRABAJAR EL ESPOSO;12;2;2;25;1882,81841370109
569929;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3031,39339690938
569929;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3031,39339690938
569932;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;4;2;2;25;2545,45447207575
569932;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2545,45447207575
569933;2;2;80;1;1;8;EMBARAZO;2; ;2; ;1;1800000; ; ;ESTABA EMBARAZADA;12;2;2;25;3815,01269144766
569934;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3717,18280411716
569935;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;25;1832,1125864718
569936;1;2;80;1;4;8;QUERIA TOMAR UN DESCANSO;2; ;2; ;2; ; ; ;POR QUE NO TENIA TIEMPO;12;2;2;25;1522,00708714466
569936;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1522,00708714466
569937;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;25;2545,45447207575
569939;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2744,30802367419
569939;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2744,30802367419
569939;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2744,30802367419
569940;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2503,95568494163
569940;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2503,95568494163
569940;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2503,95568494163
569943;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2528,84242359433
569943;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2528,84242359433
569943;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2528,84242359433
569945;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2553,72916224703
569946;1;1;80;1;1;6; ;2; ;2; ;1;800000; ; ; ;8;2;2;25;1832,1125864718
569947;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;8;2;2;25;2207,79649435244
569947;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2207,79649435244
569948;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2408,24717762137
569949;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2984,59983325437
569950;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2024,55806045971
569951;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1832,1125864718
569952;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3006,01979226791
569954;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;8;2;2;25;2545,45447207575
569954;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2545,45447207575
569955;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569955;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569955;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569956;1;1;80;1;1;3; ;2; ;2; ;1;360000; ; ; ;4;2;2;11;974,413529680739
569956;1;2;80;1;3;6; ;2; ;2; ;2; ; ; ; ;1;2;2;11;974,413529680739
569957;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;11;584,173316087795
569958;1;3;80;1;1;6; ;2; ;1;15000;2; ; ; ; ;1;2;2;11;939,497679650923
569958;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;939,497679650923
569959;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;1;2;2;11;1021,96341401891
569959;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;1021,96341401891
569959;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;1021,96341401891
569959;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;1021,96341401891
569962;1;2;80;1;2;7; ;2; ;2; ;2; ; ; ; ;1;2;2;11;541,414051842299
569962;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569962;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569963;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;919,465845319312
569965;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;739,671725646718
569965;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;739,671725646718
569966;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569966;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
569966;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;11;541,414051842299
570015;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;44;8864,81644427504
570015;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;8864,81644427504
570017;1;1;80;1;1;7; ;2; ;1;400000;1;4400000; ; ; ;6;2;2;44;8132,81991194971
570018;1;2;80;2; ; ; ;3; ;2; ;2; ;2; ;.; ; ;2;44;8244,84566960181
570077;1;1;80;1;1;7; ;2; ;1;450000;1;5400000; ; ; ;9;2;2;44;6554,4198890867
570077;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;6554,4198890867
570078;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;6448,29023571103
570079;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;5943,54422263077
570079;1;2;80;1;4;7; ;2; ;2; ;2; ; ; ; ;4;2;2;44;5943,54422263077
570079;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;5943,54422263077
570079;1;6;80;1;4;2; ;2; ;2; ;2; ; ; ; ;1;2;2;44;5943,54422263077
570220;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;5;2;2;44;7997,552205846
570221;1;6;80;2; ; ; ;2; ;2; ;2; ;1;4; ;8; ;2;44;8317,92789830985
570222;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;2;44;8521,11990761119
570222;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;8521,11990761119
570284;1;2;80;1;2;7; ;2; ;2; ;2; ; ;1; ;5;1;2;44;8593,57684182915
570284;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;44;8593,57684182915
570434;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;839,802367442898
570435;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;963,186669714421
570435;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;963,186669714421
570437;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;47;1331,41741087776
570437;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1331,41741087776
570437;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1331,41741087776
570439;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;831,881072300514
570440;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;765,510997925927
570441;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1164,3936128589
570442;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1535,70977802376
570447;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;47;1118,75981407725
570447;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1118,75981407725
570449;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;47;1298,257905532
570450;1;3;80;1;2;1; ;2; ;2; ;2; ; ; ; ;2;2;2;47;770,86701129053
