DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5191017;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;41;1524,84041012604
5191018;1;1;1;80;2;1;9;NO LO VOLVIERON A LLAMAR POR LA PANDEMIA;2; ; ;8; ;2; ;2; ;1;48;900000;2;1;08;1,1;41;1226,59648489514
5191018;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;41;1226,59648489514
5191019;1;2;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;41;2471,69619104293
5191020;1;1;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;41;798,625450335609
5191020;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;41;798,625450335609
5191023;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;41;2795,58223221804
5191023;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;41;2795,58223221804
5191023;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;41;2795,58223221804
5191024;1;2;1;80;2;1;9;ESTA EMBARAZADA;2; ; ;12;ESTA EMBARAZADA;2; ;2; ; ; ; ;2;1;08;1,1;41;3194,50180134243
5191024;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;41;3194,50180134243
5191024;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;41;3194,50180134243
5192736;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;574,580559057913
5192739;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;624,374356235751
5192740;1;2;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;359,101342378912
5192742;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;48;800000;2;1;08;1,1;15;905,185382899048
5192746;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;1070,29253213941
5192746;1;3;1;80;2;1;2; ;1; ;1;1; ;2; ;2; ; ; ; ;2;1;08;1,1;15;1070,29253213941
5192747;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;971,812870065664
5192748;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;929,587321228262
5192748;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;929,587321228262
5192749;1;2;1;80;2;1;3; ;2; ; ;9; ;1; ;2; ;2; ;700000;2;1;08;1,1;15;827,191476697994
5192750;1;1;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;15;574,580559057913
5192751;1;1;1;80;2;1;3; ;1; ;4;1; ;2; ;2; ;2; ;877803;2;1;08;1,1;15;742,316949668832
5192751;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;742,316949668832
5192752;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;403,405179366796
5193005;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;23;1331,29651528521
5193030;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;23;1575,5587629138
5193031;1;1;1;80;2;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;23;1454,50139067406
5193031;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;23;1454,50139067406
5193032;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;23;3090,29052032391
5193032;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;23;3090,29052032391
5193032;1;5;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;23;3090,29052032391
5193034;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;23;1062,56875340078
5193034;1;4;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;23;1062,56875340078
5193047;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;23;2107,94928267996
5193308;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;1431,73142843515
5193308;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;1431,73142843515
5193309;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;68;852,419002242894
5193310;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;68;922,13845729456
5193311;1;2;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;68;1597,84110004651
5193311;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;1597,84110004651
5193312;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;68;944,60094829528
5193334;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;1763,80473866786
5193336;1;1;1;80;2;1;7; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;08;1,1;68;1057,09648089768
5193336;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;68;1057,09648089768
5193337;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;68;1216,72935543665
5193385;1;3;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;68;1811,84644830041
5193385;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;68;1811,84644830041
5193387;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;1811,84644830041
5193387;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;1811,84644830041
5193390;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;1811,84644830041
5193410;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;68;1636,87170875584
5193796;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;15;3707,92883583779
5193798;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;3327,44757191481
5193798;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;3327,44757191481
5193800;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;1756,77234762885
5193801;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;2371,36227772401
5193801;1;2;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;1,1;15;2371,36227772401
5193802;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;3098,52629178112
5193802;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;3098,52629178112
5193803;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;1,1;15;2371,36227772401
5193807;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;5925,94767440535
5193807;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;5925,94767440535
5193807;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;5925,94767440535
5193807;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;5925,94767440535
5193807;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;5925,94767440535
5193809;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;2258,58088803993
5193809;1;3;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;15;2258,58088803993
5193811;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;1747,04368373015
5193811;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;1747,04368373015
5193811;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;1747,04368373015
5193812;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;4888,62770661034
5193812;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;4888,62770661034
5193813;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;2754,53513169796
5193814;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;2754,53513169796
5193815;1;2;1;80;2;1;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;15;2600,2835578577
5193815;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;2600,2835578577
5193816;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;2588,1026418746
5193816;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;2588,1026418746
5193816;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;2588,1026418746
5193853;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;612,84755013433
5193855;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;15;624,374356235751
5193856;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;357,112708922624
5193857;1;1;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;15;624,374356235751
5193883;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;15;453,336376097607
5193884;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;15;680,162624020595
5193884;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;680,162624020595
5193885;1;2;1;80;2;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ; ; ; ;2;1;08;1,1;15;914,042516526625
5193885;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;914,042516526625
5193885;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;15;914,042516526625
5193888;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;15;574,580559057913
5196697;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;2908,06618562562
5196698;1;5;1;80;2;1;8; ;2; ; ;4; ;2; ;1;35000; ; ; ;2;1;08;1,1;05;2666,21474736462
5196698;1;6;1;80;2;1;8; ;2; ; ;8; ;2; ;1;35000; ; ; ;2;1;08;1,1;05;2666,21474736462
5196699;1;1;1;80;2;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;1,1;05;727,016546406405
5196699;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;727,016546406405
5196703;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;08;1,1;05;1182,531266247
5196704;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;2908,06618562562
5196704;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;05;2908,06618562562
5196704;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;05;2908,06618562562
5196704;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;05;2908,06618562562
5196726;1;2;1;80;2;1;9;COVID 19;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;3206,80274781701
5196727;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;05;5156,40627942482
5196729;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;5092,86788034865
5196730;1;2;1;80;2;1;3; ;2; ; ;8; ;1;2;2; ; ; ; ;1;1;08;1,1;05;4147,86345838704
5196731;1;2;1;80;2;1;9;POR COVID;2; ; ;12;COVID;2; ;2; ; ; ; ;2;1;08;1,1;05;3562,68625823103
5196731;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;3562,68625823103
5196732;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;4147,86345838704
5196733;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;5092,86788034865
5196743;1;1;1;80;2;1;8; ;1; ;1;1; ;2; ;2; ; ; ;878000;2;1;08;1,1;05;1233,60281161515
5196743;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;05;1233,60281161515
5196743;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;05;1233,60281161515
5196744;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;727,016546406405
5196745;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;727,016546406405
5196747;1;1;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;05;727,016546406405
5196773;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;2700,63493836618
5196773;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;2700,63493836618
5196774;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;9259,47128191791
5196774;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;9259,47128191791
5196774;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;9259,47128191791
5196776;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;3902,9998610795
5196776;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;3902,9998610795
5196777;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;7318,58967041069
5196777;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;05;7318,58967041069
5196780;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;05;2700,63493836618
5196780;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;05;2700,63493836618
5196782;1;4;1;80;2;1;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;08;1,1;05;3562,68625823103
5197504;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;40;600000;2;1;08; ;44;1966,00855188484
5197505;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;44;721,078059914589
5197505;1;5;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;08;1,1;44;721,078059914589
5197506;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;44;1323,23565650703
5197507;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;44;1263,48546909264
5197509;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;44;1269,34760041277
5197509;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;900000;2;1;08;1,1;44;1269,34760041277
5197510;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;08;1,1;44;1258,33275998531
5197510;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;44;1258,33275998531
5198186;1;2;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ;1;40;877803;2;1;08;1,1;70;2551,05013322142
5198186;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;08;1,1;70;2551,05013322142
5198187;1;1;1;80;2;1;7; ;2; ; ;8; ;2; ;2; ;2; ;500000;2;1;08;1,1;70;2217,75826020487
5198187;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;70;2217,75826020487
5198187;1;4;1;80;2;2; ; ; ;1;2;1; ;2; ;2; ;2; ;500000;2;1;08; ;70;2217,75826020487
5198188;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1905,21663868638
5198188;1;7;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;30;600000;2;1;08; ;70;1905,21663868638
5198188;1;8;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;08; ;70;1905,21663868638
5198191;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;2; ;400000;2;1;08;1,1;70;1220,55381389201
5198192;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;2234,83256323508
5198193;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;30;300000;2;1;08;1,1;70;1918,31731313582
5198193;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1918,31731313582
5198193;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;70;1918,31731313582
5198193;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;70;1918,31731313582
5198194;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1636,80841871692
5198194;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;70;1636,80841871692
5198195;1;2;1;80;2;1;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;08;1,1;70;986,681270956115
5198197;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;500000;2;1;08;1,1;70;1823,45795798975
5198197;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;30;400000;2;1;08; ;70;1823,45795798975
5198197;1;3;1;80;2;1;9;COVID 19;2; ; ;12;COVID 19;2; ;2; ;1;40;500000;2;1;08;1,1;70;1823,45795798975
5198198;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;08;1,1;70;2092,14759210921
5198198;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;2092,14759210921
5198198;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;2092,14759210921
5198200;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;08; ;70;1636,80841871692
5198200;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;70;1636,80841871692
5198200;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;70;1636,80841871692
5198273;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;48;877803;2;1;08;1,1;76;2243,35923168064
5198273;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;76;2243,35923168064
5198286;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;76;2243,35923168064
5198286;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;76;2243,35923168064
5198300;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;76;1581,59564782074
5198392;1;2;1;80;2;1;9;POR EL CONFINAMIENTO OBLIGATORIO;2; ; ;12;POR LA CUARENTENA;2; ;2; ;1;40;400000;2;1;08;1,1;41;798,625450335609
5198392;1;3;1;80;2;1;1; ;2; ; ;12;POR LA CUARENTENA;2; ;2; ;1;40;400000;2;1;08;1,1;41;798,625450335609
5198393;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ;1;40;400000;2;1;08;1,1;41;2371,28023553424
5198393;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;41;2371,28023553424
5198393;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;08; ;41;2371,28023553424
5198396;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;41;928,352559664243
5198396;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;41;928,352559664243
5198397;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;08;1,1;41;2164,23622768105
5198400;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;24;400000;2;1;08; ;41;2576,93723074575
5198400;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;41;2576,93723074575
5198400;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;08; ;41;2576,93723074575
5198403;1;1;1;80;2;1;8; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;08;1,1;41;798,625450335609
5198403;1;2;1;80;2;1;9;POR LA CUARENTENA;2; ; ;1; ;2; ;2; ;1;12;240000;2;1;08;1,1;41;798,625450335609
