DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,AREA,fex_c_2011
2797364,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,47,47,771.066.124.469.554
2797365,1,1,1,80,1,1,4,8,,2,,2,,,3,,8,1,1,10,47,47,23.487.288.815.359
2797365,1,2,1,80,1,1,4,5,,3,,2,,,,,8,2,1,10,47,47,23.487.288.815.359
2797369,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,47,47,201.592.244.316.176
2797369,1,7,1,80,1,1,2,3,,2,,2,,,,,9,2,1,10,47,47,201.592.244.316.176
2797370,1,2,1,80,1,1,1,9,EMBARAZO DE ALTO RIESGO,2,,2,,,,,9,2,1,10,47,47,128.367.036.808.881
2797373,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,68,68,562.249.047.885.577
2797376,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,47,47,917.598.727.329.171
2797376,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,47,47,917.598.727.329.171
2797378,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,47,47,133.616.826.739.365
2797379,1,2,1,80,1,1,3,3,,2,,2,,,,,9,2,1,10,47,47,169.679.023.757.003
2797380,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,47,47,122.986.548.813.414
2797381,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,68,68,517.413.523.005.222
2797383,1,1,1,80,1,1,1,7,,3,,2,,,,NO TIENE RECURSOS PARA INSTALAR UN NEGOCIO,12,2,1,10,68,68,428.744.361.950.864
2797383,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,68,68,428.744.361.950.864
2797384,1,4,1,80,1,1,4,5,,3,,2,,,,,10,2,1,10,68,68,411.009.058.502.346
2797385,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,68,68,437.185.522.535.977
2797385,1,3,1,80,1,2,,,,2,,2,,1,1,,2,,1,10,68,68,437.185.522.535.977
2797385,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,68,68,437.185.522.535.977
2797386,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,68,68,430.831.734.900.222
2797387,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,68,68,511.052.504.860.494
2797388,1,1,1,80,1,1,3,3,,2,,2,,,,,9,2,1,10,68,68,49.864.956.738.855
2797389,1,3,1,80,1,1,2,8,,2,,2,,,2,,2,1,1,10,17,17,251.701.891.453.452
2797390,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,38.635.950.851.211
2797391,1,1,1,80,1,1,4,4,,2,,2,,,,,4,2,1,10,17,17,256.000.444.755.193
2797391,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,17,17,256.000.444.755.193
2797394,1,2,1,80,1,1,4,5,,3,,2,,,,,10,2,1,10,17,17,149.962.938.509.824
2797394,1,3,1,80,1,1,4,4,,3,,2,,,,,4,2,1,10,17,17,149.962.938.509.824
2797395,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,166.936.205.785.752
2797395,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,166.936.205.785.752
2797396,1,1,1,80,1,1,3,6,,2,,2,,,,,8,2,1,10,17,17,151.969.561.725.756
2797396,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,17,17,151.969.561.725.756
2797400,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,213.560.973.277.832
2797400,1,4,1,80,1,1,1,8,,2,,2,,,,,2,2,1,10,17,17,213.560.973.277.832
2797401,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,149.160.783.359.404
2797404,1,2,1,80,1,2,,,,2,,1,400000,1,1,,2,,1,10,17,17,193.179.754.256.055
2797406,1,3,1,80,1,1,1,2,,2,,2,,,,,2,2,1,10,17,17,214.428.494.472.277
2797406,1,4,1,80,1,1,1,2,,2,,2,,,,,2,2,1,10,17,17,214.428.494.472.277
2797406,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,214.428.494.472.277
2797408,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,214.192.302.405.143
2797408,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,214.192.302.405.143
2797408,1,6,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,214.192.302.405.143
2797409,1,1,1,80,1,1,1,2,,2,,2,,,,,2,2,1,10,17,17,197.335.654.122.858
2797411,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,111.937.272.175.312
2797412,1,1,1,80,1,1,3,3,,2,,2,,,,,9,2,1,10,20,20,135.337.973.430.001
2797412,1,4,1,80,1,1,2,2,,2,,2,,,,,2,2,1,10,20,20,135.337.973.430.001
2797414,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,139.510.791.503.117
2797419,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,274.118.658.895.495
2797419,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,274.118.658.895.495
2797419,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,274.118.658.895.495
2797419,1,6,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,274.118.658.895.495
2797419,1,7,1,80,1,1,3,2,,2,,2,,,,,2,2,1,10,17,17,274.118.658.895.495
2797419,1,8,1,80,1,1,3,2,,2,,2,,,,,2,2,1,10,17,17,274.118.658.895.495
2797422,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,129.036.119.125.137
2797423,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,974.013.753.819.926
2797425,1,1,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,20,20,610.264.157.458.588
2797426,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,123.359.249.222.072
2797428,1,3,1,80,1,1,2,2,,2,,2,,,,,2,2,1,10,20,20,223.874.544.350.624
2797429,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,246.718.498.444.143
2797431,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,294.245.742.975.739
2797432,1,1,1,80,1,1,4,5,,3,,2,,,,,8,2,1,10,20,20,92.183.532.678.686
2797432,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,92.183.532.678.686
2797432,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,92.183.532.678.686
2797434,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,241.127.683.585.915
2797436,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,28.270.836.432.167
2797436,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,28.270.836.432.167
2797436,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,28.270.836.432.167
2797439,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,171.304.731.931.273
2797439,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,171.304.731.931.273
2797439,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,20,20,171.304.731.931.273
2797439,1,7,1,80,1,1,2,4,,2,,2,,,,,9,2,1,10,20,20,171.304.731.931.273
2797441,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,10,20,20,895.036.498.232.088
2797442,1,1,1,80,1,1,4,3,,2,,2,,,,,8,2,1,10,20,20,223.303.253.202.562
2797443,1,1,1,80,1,1,4,4,,3,,2,,,,,4,2,1,10,17,17,151.969.561.725.756
2797443,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,17,17,151.969.561.725.756
2797444,1,1,1,80,1,1,4,4,,2,,2,,,,,4,2,1,10,17,17,128.000.222.377.596
2797445,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,115.386.747.901.973
2797445,1,3,1,80,1,1,4,5,,3,,2,,,4,,1,1,1,10,17,17,115.386.747.901.973
2797446,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,17,17,189.697.010.016.747
2797450,1,1,1,80,1,1,3,3,,2,,2,,,,,9,2,1,10,23,23,139.062.381.059.114
2797450,1,2,1,80,1,1,4,5,,3,,2,,,,,8,2,1,10,23,23,139.062.381.059.114
2797450,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,23,23,139.062.381.059.114
2797451,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,23,23,116.455.036.266.329
2797453,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,23,23,1.063.510.628.529
2797455,1,3,1,80,1,1,1,2,,2,,2,,,,,2,2,1,10,23,23,935.024.702.491.918
2797461,1,2,1,80,1,1,1,4,,2,,2,,,,,4,2,1,10,23,23,133.346.999.854.793
2797465,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,18,18,2.132.577.306.475
2797465,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,18,18,2.132.577.306.475
2797467,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,18,18,476.323.253.779.415
2797468,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,18,18,580.063.864.102.607
2797470,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,18,18,700.375.399.058.715
2797471,1,2,1,80,1,1,3,2,,2,,2,,,,,2,2,1,10,19,19,862.878.125.840.642
2797472,1,3,1,80,1,1,4,4,,2,,2,,,,,8,2,1,10,19,19,893.211.646.399.424
2797474,1,1,1,80,1,1,4,9,CAMBIO DE CIUDAD,2,,2,,,,,6,2,1,10,19,19,493.075.651.095.511
2797474,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,493.075.651.095.511
2797474,1,7,1,80,1,1,4,6,,2,,2,,,,,6,2,1,10,19,19,493.075.651.095.511
2797475,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,849.020.617.237.214
2797475,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,849.020.617.237.214
2797475,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,849.020.617.237.214
2797476,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,123.500.383.360.084
2797478,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,10,19,19,769.733.120.350.043
2797479,1,1,1,80,1,1,4,4,,2,,2,,,,,8,2,1,10,19,19,834.201.535.300.405
2797479,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,834.201.535.300.405
2797479,1,6,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,834.201.535.300.405
2797480,1,2,1,80,1,1,2,2,,2,,2,,,,,2,2,1,10,19,19,102.217.968.117.839
2797480,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,19,19,102.217.968.117.839
2797481,1,2,1,80,1,1,4,8,,2,,2,,,,,8,2,1,10,19,19,802.472.265.012.724
2797484,1,1,1,80,1,1,4,4,,3,,2,,,,,4,2,1,10,76,76,113.584.967.992.589
2797484,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,76,76,113.584.967.992.589
2797485,1,2,1,80,1,1,2,3,,2,,2,,,,,9,2,1,10,76,76,832.588.976.649.138
2797486,1,1,1,80,1,1,3,4,,2,,2,,,,,4,2,1,10,76,76,100.590.910.277.438
2797488,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,76,76,856.411.888.910.432
2797489,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,76,76,903.144.878.971.626
2797495,1,1,1,80,1,1,4,5,,3,,2,,,,,8,2,1,10,76,76,106.205.254.240.796
2797495,1,2,1,80,1,1,1,7,,2,,2,,,,,4,2,1,10,76,76,106.205.254.240.796
2797496,1,1,1,80,1,1,3,5,,3,,2,,,,,4,2,1,10,76,76,106.205.254.240.796
2797496,1,2,1,80,1,1,4,4,,3,,2,,,,,4,2,1,10,76,76,106.205.254.240.796
2797497,1,1,1,80,1,1,4,9,NO NECESITABA  TRABAJAR,3,,2,,,,NO  NECESITABA,12,2,1,10,76,76,703.367.043.290.392
2797498,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,76,76,719.093.760.540.153
2797501,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,8,8,525.127.967.467.681
2797503,1,2,1,80,1,1,3,4,,2,,2,,,,,4,2,1,10,52,52,144.065.656.486.233
2797506,1,1,1,80,1,2,,,,3,,2,,2,,.,,,1,10,52,52,130.101.542.253.667
2797506,1,2,1,80,1,1,4,5,,3,,2,,,,,8,2,1,10,52,52,130.101.542.253.667
2797509,1,1,1,80,1,1,4,8,,2,,2,,,,,9,2,1,10,52,52,11.413.411.899.547
2797509,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,52,52,11.413.411.899.547
2797509,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,52,52,11.413.411.899.547
2797516,1,1,1,80,1,2,,,,2,,2,,2,,.,,,1,10,52,52,150.111.948.228.731
2797518,1,1,1,80,1,1,4,7,,2,,2,,,,,9,2,1,10,52,52,123.518.186.571.052
2797521,1,1,1,80,1,1,3,8,,2,,2,,,2,,8,1,1,10,52,52,28.501.511.543.473
2797521,1,2,1,80,1,1,2,6,,2,,2,,,,,1,2,1,10,52,52,28.501.511.543.473
2797523,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,52,52,207.448.016.438.742
2797524,1,1,1,80,1,1,2,4,,2,,2,,,,,4,2,1,10,52,52,19.073.031.513.802
2797524,1,4,1,80,1,1,2,3,,2,,2,,,,,9,2,1,10,52,52,19.073.031.513.802
2797526,1,2,1,80,1,1,1,8,,2,,2,,,,,2,2,1,10,52,52,376.275.630.692.335
2797531,1,7,1,80,1,1,1,8,,2,,2,,,,,9,2,1,10,52,52,178.053.542.888.096
2797532,1,1,1,80,1,1,4,5,,3,,2,,,,,10,2,1,10,52,52,114.671.182.935.587
2797534,1,2,1,80,1,1,1,8,,2,,2,,,,,2,2,1,10,52,52,20.643.575.630.343
2797536,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,117.657.254.918.907
2797540,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,105.619.663.916.044
2797542,1,3,1,80,1,1,1,2,,2,,2,,,,,2,2,1,10,70,70,836.402.353.694.968
2797543,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,943.900.901.912.892
2797543,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,943.900.901.912.892
2797544,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,106.127.888.655.036
2797544,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,106.127.888.655.036
2797544,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,106.127.888.655.036
2797545,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,943.900.901.912.892
2797546,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,70,70,875.059.930.334.844
2797550,1,1,1,80,1,1,2,3,,2,,2,,,,,9,2,1,10,50,50,109.036.958.536.535
2797552,1,2,1,80,1,1,4,8,,2,,2,,,2,,7,1,1,10,50,50,362.322.291.992.958
2797559,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,50,50,193.376.026.243.109
2797563,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,620.274.511.119.718
2797564,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,572.269.381.045.421
2797566,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,566.698.154.556.264
2797567,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,419.493.970.950.295
2797567,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,419.493.970.950.295
2797568,1,1,1,80,1,1,4,4,,2,,2,,,,,4,2,1,10,44,44,617.311.995.644.328
2797571,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,359.280.182.885.171
2797571,1,4,1,80,1,1,4,8,,2,,2,,,,,8,2,1,10,44,44,359.280.182.885.171
2797571,1,6,1,80,1,1,3,3,,2,,2,,,,,9,2,1,10,44,44,359.280.182.885.171
2797574,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,653.562.185.323.429
2797576,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,44,44,754.452.094.930.583
2797580,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,539.072.837.757.035
2797581,1,2,1,80,1,1,4,3,,2,,2,,,,,9,2,1,10,44,44,668.923.586.775.664
2797583,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,491.236.423.063.076
2797583,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,491.236.423.063.076
2797583,1,5,1,80,1,2,,,,2,,2,,1,1,,2,,1,10,44,44,491.236.423.063.076
2797585,1,3,1,80,1,1,2,2,,2,,2,,,,,2,2,1,10,44,44,548.344.142.167.955
2797585,1,4,1,80,1,1,1,2,,2,,2,,,,,2,2,1,10,44,44,548.344.142.167.955
2797585,1,5,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,548.344.142.167.955
2797586,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,495.046.833.358.808
2797587,1,4,1,80,1,2,,,,2,,2,,2,,.,,,1,10,44,44,665.113.176.479.932
2797588,1,1,1,80,1,1,4,4,,2,,2,,,,,4,2,1,10,44,44,572.269.381.045.421
2797589,1,1,1,80,1,1,4,5,,3,,2,,,,,4,2,1,10,41,41,128.958.999.430.985
2797589,1,2,1,80,1,2,,,,2,,2,,2,,.,,,1,10,41,41,128.958.999.430.985
2797590,1,3,1,80,1,2,,,,2,,2,,2,,.,,,1,10,41,41,110.405.329.152.872
2797591,1,1,1,80,1,1,4,5,,3,,2,,,4,,11,1,1,10,41,41,128.958.999.430.985
2797591,1,2,1,80,1,1,4,7,,2,,2,,,,,9,2,1,10,41,41,128.958.999.430.985
2797598,1,1,1,80,1,1,3,4,,2,,2,,,,,4,2,1,10,73,73,448.632.441.021.181
2797599,1,2,1,80,1,1,4,4,,2,,2,,,,,4,2,1,10,73,73,389.822.942.435.145
2797601,1,3,1,80,1,1,3,7,,2,,2,,,2,,4,1,1,10,73,73,154.277.759.366.117
