DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,AREA,MES,DPTO,fex_c_2011
2797277,1,1,1,95,1,,1,2,,,500000,2,2,,,,,,,,,,,,,73,10,73,194.911.471.217.572
2797277,1,2,1,95,1,,1,2,,,500000,2,2,,,,,,,,,,,,,73,10,73,194.911.471.217.572
2797278,1,1,1,95,1,,2,1,,1349535,,2,2,,,,,,,,,,,,,73,10,73,194.911.471.217.572
2797278,1,2,1,95,1,,1,2,,,352000,2,1,2,2,,,,,2000000,2,1,2,,2,73,10,73,194.911.471.217.572
2797279,1,1,1,95,1,,2,1,,1200000,,2,2,,,,,,,,,,,,,73,10,73,141.962.665.427.535
2797279,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,141.962.665.427.535
2797279,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,141.962.665.427.535
2797281,1,1,1,95,1,,1,1,,2192000,5000000,2,2,,,,,,,,,,,,,73,10,73,24.786.027.700.761
2797282,1,1,1,95,1,,2,1,,1900000,,2,2,,,,,,,,,,,,,73,10,73,164.605.309.569.662
2797283,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,185.670.223.554.566
2797283,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,185.670.223.554.566
2797283,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,185.670.223.554.566
2797285,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,19.678.285.772.019
2797285,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,19.678.285.772.019
2797285,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,19.678.285.772.019
2797285,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,19.678.285.772.019
2797286,1,1,1,95,1,,1,1,,1150000,500000,2,2,,,,,,,,,,,,,73,10,73,296.749.802.608.235
2797286,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,73,10,73,296.749.802.608.235
2797286,1,3,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,73,10,73,296.749.802.608.235
