Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3774165;1;2;1;70;2;52;50;4; ;2;104;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;07;63;849,266516150996
3775797;1;5;1;70;2;3;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;84; ; ;1;1; ;07;19;1279,82617987986
3775798;1;3;1;70;2;24;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;07;19;1490,48176405862
3775807;1;3;1;70;2;208;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;07;19;1485,5369673633
3775824;1;2;1;70;2;8;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;77; ; ;1;1; ;07;19;1154,8160460866
3775829;1;3;1;70;2;24;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;98; ; ;1;2; ;07;19;2321,21662883037
3775832;1;2;1;70;2;250;40;1; ;2;250;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;55;95;1;2;9500;07;19;1233,18868635428
3775832;1;4;1;70;2;100;100;1; ;2;100;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;03;15;1;2;1571;07;19;1233,18868635428
3775833;1;5;1;70;2;50;48;1; ;2;50;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;44;50;1;2;5011;07;19;972,087742757421
3775835;1;2;1;70;2;50;40;1; ;2;50;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;15;1;2;1571;07;19;1875,46869744326
3775839;1;2;1;70;2;8;40;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;80;1;1;8043;07;19;1701,12456144005
3775840;1;2;1;70;2;2;48;1; ;2;2;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;45;57;93;1;1;9302;07;19;1656,93821887468
3775868;1;1;1;70;2;20;48;1; ;2;36;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;45;1;2;4522;07;19;2032,54473386876
3775868;1;2;1;70;2;48;48;1; ;2;55;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;2;0123;07;19;2032,54473386876
3775868;1;5;1;70;2;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;55; ; ;1;1; ;07;19;2032,54473386876
