Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3682757;1;3;1;70;1;1;48;1; ;2;1;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;37;93;45;1;1;4552;03;18;78,5633242717098;18
3682760;1;1;1;70;1;52;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;74;1;2;7421;03;47;161,294520990796;47
3682760;1;2;1;70;1;52;48;1; ;2;52;4; ;1;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;32;41;52;1;2;5233;03;47;161,294520990796;47
3682767;1;2;1;70;1;5;48;3; ;2;5;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;15;96,5478018075913;15
3682783;1;4;1;70;1;6;48;1; ;2;6;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;97;52;1;1;5234;03;17;158,159819194993;17
3682791;1;3;1;70;1;52;30;1; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;79;36;1;2;3611;03;73;400,731530742911;73
3682795;1;2;1;70;1;16;54;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;85;1;2;8511;03;73;245,408520783963;73
3682795;1;4;1;70;1;1;42;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;03;73;245,408520783963;73
3682796;1;4;1;70;1;1;40;1; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;644350;2;13;40;52;1;1;5233;03;73;288,996637218716;73
3682827;1;3;1;70;1;24;48;1; ;2;24;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;97;14;1;2;1411;03;66;256,056247370837;66
3682830;1;2;1;70;1;12;48;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;80;80;19;1;1;1921;03;66;263,211204507335;66
3682836;1;1;1;70;1;9;48;1; ;2;9;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;45;52;1;1;5219;03;66;301,718212450309;66
3682837;1;2;1;70;1;2;48;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;55;53;55;1;1;5529;03;66;246,127162164366;66
3682840;1;2;1;70;1;2;48;3; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;03;66;333,004340020357;66
3682842;2;3;2;70;1;3;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;03;66;233,388894232061;66
3682853;1;1;1;70;1;104;30;1; ;2;260;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;55;55;85;1;2;8511;03;52;186,779212773479;52
3682855;1;2;1;70;1;17;30;1; ;2;52;1; ;7;2; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;45;1;2;4530;03;52;255,354633666386;52
3682856;1;3;1;70;1;104;48;1; ;2;5;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;07;32;80;1;2;8011;03;52;87,8390794893405;52
3682856;1;4;1;70;1;13;48;1; ;2;52;4; ;9;5; ; ; ; ;1; ; ; ; ; ; ;2; ;2;02;02;75;1;1;7512;03;52;87,8390794893405;52
3682858;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;52;236,723581700846;52
3682865;1;5;1;70;1;8;48;1; ;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;50;234,139048965406;50
3682875;1;1;1;70;1;4;48;1; ;2;1;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;1;646000;2;95;95;45;1;1;4521;03;50;230,73856291644;50
3682877;1;3;1;70;1;32;48;1; ;2;32;1; ;5;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;02;21;40;1;2;4010;03;47;146,278815614097;47
3682880;1;2;1;70;1;8;24;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;97;99;55;1;1;5521;03;47;219,400304111352;47
3682882;1;1;1;70;1;48;48;1; ;2;40;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;52;1;2;5223;03;47;199,779351119467;47
3682885;1;1;1;70;1;12;48;1; ;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;40;52;1;1;5221;03;18;88,5697352871439;18
3682897;1;3;1;70;1;4;56;1; ;2;5;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;60;1;1;6021;03;76;1411,30088880178;76
3682899;1;3;1;70;1;28;40;1; ;2;4;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;03;25;1;2;2529;03;76;979,161048482993;76
3682901;1;2;1;70;1;8;48;1; ;2;8;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;45;55;1;1;5529;03;76;1006,55421413795;76
3682905;1;3;1;70;1;2;30;1; ;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;2;03;80;19;1;1;1921;03;76;979,23841632143;76
3682907;1;3;1;70;1;3;24;1; ;2;4;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;45;51;1;1;5125;03;76;1098,1493402879;76
3682918;1;1;1;70;1;16;40;1; ;2;120;1; ;9;1; ; ; ; ; ; ; ; ;1; ;PENSION;2; ;2;58;58;92;1;2;9241;03;15;95,2213718955108;15
3682954;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;06; ; ;1;1; ;03;20;89,8157795402306;20
3682962;1;1;1;70;1;6;40;1; ;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;03;20;131,964763507756;20
3682971;1;1;1;70;1;8;40;4; ;2;8;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;98;75;1;1;7512;03;44;76,8121346772163;44
3682976;1;2;1;70;1;1;48;1; ;2;2;1; ;3;4; ; ; ; ;1; ; ; ; ; ; ;1;900000;2;95;95;45;1;1;4521;03;73;234,587497446518;73
3682976;1;3;1;70;1;4;48;1; ;2;8;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;73;234,587497446518;73
