DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5418285;1;1;1;70;05;1;54;48;1; ;2;54;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908536;2; ;14;03;03;1;2;04;1410;05;1567,10856753766
5418286;1;4;1;70;05;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;97; ;1;1;04;.;05;1119,22444025377
5418287;1;2;1;70;05;1;12;30;1; ;2;54;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;14;53;55;1;1;04;1410;05;1633,60055935771
5418287;1;5;1;70;05;1;24;48;3; ;2;2;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;35000;1000000;2; ;85;54;13;1;2;04;8559;05;1633,60055935771
5418289;1;1;1;70;05;1;24;60;1; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3500000;2; ;68;21;21;1;2;04;6820;05;1195,4017975575
5418294;1;2;1;70;05;1;12;48;1; ;2;120;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;53;39;97;1;1;04;5320;05;588,408645385925
5418294;1;6;1;70;05;1;4;48;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;22;97;97;1;1;04;2229;05;588,408645385925
5418296;1;2;1;70;05;1;52;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;15;80;80;1;2;04;1522;05;624,894486322483
5418299;1;3;1;70;05;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;61;03;03;1;2;04;6110;05;1261,60359966799
5418300;1;3;1;70;05;1;2;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;92;70;21;1;1;04;9200;05;1250,96436217788
5418303;1;5;1;70;05;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;908526;908526;2; ;86;39;39;1;1;04;8621;05;1322,40205095681
5418306;1;4;1;70;05;1;1;48;1; ;2;8;1; ;6;2;1; ; ;1; ; ; ; ; ; ; ; ;1;600000;1800000;1;2;56;05;53;1;1;04;5611;05;1291,21650929495
5418310;1;1;1;70;05;1;52;24;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;54; ;1;2;04;.;05;1160,0760189929
