Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Dpto;Orden;Fex_c_2011
186334;2;4;2;1;1;1;1; ;4;4; ; ; ;150000; ;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;2;63;1;1574,76751881934
186335;2;3;2;1;1;1;1; ;4;3; ; ; ; ;130000;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;2;3;1;01;2;63;1;1251,84501976389
186336;2;5;3;1;1;1;1; ;4;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;01;2;63;1;969,272583233253
186336;3;2;1;1;1;1;1; ;4;4; ; ; ;90000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;2;63;1;969,272583233253
186337;2;3;3;1;1;1;1; ;4;1; ; ;30000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;3;2;1;01;2;63;1;1280,9686883325
186338;2;7;3;1;1;1;1; ;4;4; ; ; ;150000; ;1;2;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;2;1;01;2;63;1;1202,72841969034
186339;2;4;1;1;1;1;1; ; ;1; ; ;99;140000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;3;1;01;2;63;1;1305,34762456253
186340;2;3;2;1;1;1;1; ;4;3; ; ; ; ;130000;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;2;1;1;2;2;2;1;1;1;2;1;2;1;1;1;2;3;1;01;2;63;1;1267,48434036981
186341;2;3;2;1;2;1;1; ;4;1; ; ;15000000;120000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;1;1;1;4;1;2;1;1;1;2;3;1;01;2;63;1;1510,91950734336
186341;3;1;1;1;2;1;1; ;4;3; ; ; ; ;65000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;2;63;1;1510,91950734336
186573;2;2;2;1;1;1;1; ;4;3; ; ; ; ;150000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;2;1;1;1;1;2;2;01;2;50;1;738,053427307308
186574;2;2;1;1;1;1;1; ;4;3; ; ; ; ;50000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;1;2;1;2;1;1;1;2;3;1;01;2;50;1;937,728393887051
186575;2;4;3;1;1;1;1; ;4;1; ; ;25000000;150000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;1;1;1;1;4;1;2;1;1;1;2;3;2;01;2;50;1;399,42419609961
186576;2;3;2;1;1;1;1; ;4;3; ; ; ; ;40000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;5;4;1;2;1;1;1;1;3;1;01;2;50;1;885,826905242297
186577;2;3;2;2;1;4;6; ;5;1; ; ;4000000;50000; ;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;5;2;1;2;2;2;2;2; ; ;01;2;50;1;966,191658174478
186578;2;4;2;3;1;4;6; ;4;4; ; ; ;200000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2; ; ;01;2;50;1;368,585741437763
186580;2;2;1;1;1;1;1; ; ;4; ; ; ;200000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;1;01;2;50;1;1095,27229153194
186581;2;3;2;1;1;1;1; ;4;1; ; ;20000000;100000; ;1;2;2;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;4;1;2;1;1;1;2;3;1;01;2;50;1;560,995767278231
186582;2;2;2;1;1;1;1; ;4;2; ;120000;16000000;120000; ;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;1;1;1;1;2;1;2;1;1;1;2;3;1;01;2;50;1;677,524169060198
186583;2;2;2;1;1;1;1; ;4;1; ; ;15000000;80000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;1;1;1;2;3;1;01;2;50;1;808,283843293235
186584;2;4;3;1;1;1;1; ;4;3; ; ; ; ;170000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;9;3;1;01;2;50;1;774,234541299397
