Directorio;Secuencia_p;Orden;Regis;P7480;P7480s1;P7480s2;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s12;P7480s1a1;P7480s2a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;P7480s12a1;Clase;Dpto;Fex_c_2011
195937;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;988,813145580871
195937;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;988,813145580871
195937;2;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;988,813145580871
195938;2;1;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;40; ;21; ; ; ; ; ; ; ;2;23;1280,87000348863
195938;2;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1280,87000348863
195938;2;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ; ;2;23;1280,87000348863
195938;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;1280,87000348863
195939;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;887,848847018407
195939;2;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;887,848847018407
195939;2;3;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;30; ; ;21; ; ; ; ; ; ;2;23;887,848847018407
195940;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;14; ;30; ;14; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;2;4;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;2;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;3;1;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ; ;2;23;1431,92796724823
195940;3;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;14; ;30; ;14; ; ; ; ; ; ; ;2;23;1431,92796724823
195942;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1298,03745262201
195942;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ; ;2;23;1298,03745262201
195942;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1298,03745262201
195943;2;1;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;24; ; ; ; ; ; ; ; ; ; ;2;23;1313,60799144526
195943;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;28; ;40; ; ; ; ; ; ; ; ; ;2;23;1313,60799144526
195943;2;3;90; ;1;2;2;2;2;2;2;2;2;2;2;2;21; ; ; ; ; ; ; ; ; ; ; ;2;23;1313,60799144526
195943;2;4;90; ;1;2;1;2;2;2;2;2;2;2;2;2;28; ;21; ; ; ; ; ; ; ; ; ;2;23;1313,60799144526
195944;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;14;25; ; ; ; ; ; ; ; ; ; ;2;23;1854,97573466428
195944;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;28; ;45; ;27; ; ; ; ; ; ; ;2;23;1854,97573466428
195944;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1854,97573466428
195945;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1462,62569340104
195945;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;40; ;21; ; ; ; ; ; ; ;2;23;1462,62569340104
195945;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1462,62569340104
195947;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;1;7;14; ; ; ; ; ; ; ; ; ;7;2;23;1331,76688142128
195947;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ; ;2;23;1331,76688142128
195948;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;21; ; ; ; ; ; ; ; ; ;2;23;1375,31253181771
195948;2;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1375,31253181771
195948;2;3;90; ;1;2;1;2;1;2;2;2;2;2;2;2;21; ;35; ;21; ; ; ; ; ; ; ;2;23;1375,31253181771
195948;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;1375,31253181771
195948;3;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1375,31253181771
195948;3;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;40; ; ; ; ; ; ; ; ; ;2;23;1375,31253181771
195948;3;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;14; ; ; ; ; ; ; ;2;23;1375,31253181771
195949;2;1;90; ;1;1;1;2;2;2;2;2;2;2;2;2;12;21;21; ; ; ; ; ; ; ; ; ;2;23;1678,33154480831
195949;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;10; ;35; ; ; ; ; ; ; ; ; ;2;23;1678,33154480831
195949;2;3;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;14; ; ; ; ; ; ; ; ; ;2;23;1678,33154480831
195962;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3519,77355962441
195963;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;4; ;25; ; ; ; ; ; ; ; ; ;2;23;3506,43706628508
195965;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3983,01348189122
195965;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;42; ;40; ; ; ; ; ; ; ;2;23;3983,01348189122
195965;2;4;90; ;1;2;1;2;2;2;2;2;1;2;2;2;4; ;28; ; ; ; ; ;42; ; ; ;2;23;3983,01348189122
195966;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;23;3506,43706628508
195967;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;4; ;13; ; ; ; ; ; ; ; ; ;2;23;3664,60381112729
195967;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;4; ;35; ;45; ; ; ; ; ; ; ;2;23;3664,60381112729
195967;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;23;3664,60381112729
195968;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;3315,62340032173
195968;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ; ;2;23;3315,62340032173
195968;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;3315,62340032173
195970;2;1;90; ;2;2;1;2;2;2;2;2;1;2;2;2; ; ;21; ; ; ; ; ;35; ; ; ;2;23;3664,08004710731
195970;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;42; ;42; ; ; ; ; ; ; ;2;23;3664,08004710731
195970;2;3;90; ;2;2;1;2;2;2;2;2;1;2;2;2; ; ;28; ; ; ; ; ;28; ; ; ;2;23;3664,08004710731
195970;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;3664,08004710731
195970;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;3664,08004710731
195971;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
195971;2;2;90; ;1;2;1;2;2;2;1;2;2;2;2;2;7; ;42; ; ; ;2; ; ; ; ; ;2;23;3257,42047966043
195971;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
195971;2;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
195971;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;3257,42047966043
195988;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;14;18; ; ; ; ; ; ; ; ; ; ;2;23;3542,76065320289
195988;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;21;7;28; ;28; ; ; ; ; ; ; ;2;23;3542,76065320289
195988;2;3;90; ;1;1;2;2;2;2;2;2;2;2;2;2;14;21; ; ; ; ; ; ; ; ; ; ;2;23;3542,76065320289
195989;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;3;28; ; ; ; ; ; ; ; ; ; ;2;23;3519,77355962441
195990;2;1;90; ;1;1;1;2;2;2;2;2;2;2;2;2;5;30;15; ; ; ; ; ; ; ; ; ;2;23;2934,09854837043
195990;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;21; ;56; ; ; ; ; ; ; ; ; ;2;23;2934,09854837043
195990;2;3;90; ;1;2;2;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ; ;2;23;2934,09854837043
195990;2;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2934,09854837043
195993;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2897,16561071859
195993;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;2;23;2897,16561071859
195994;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;2139,45461931084
195994;2;2;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;42; ; ;14; ; ; ; ; ; ;2;23;2139,45461931084
195994;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2139,45461931084
195996;2;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;25; ; ; ; ; ; ; ;2;23;3557,23026129622
195997;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;3232,28576416485
195997;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;21; ;56; ; ; ; ; ; ; ; ; ;2;23;3232,28576416485
195997;2;3;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;7; ; ; ; ; ; ; ; ; ;2;23;3232,28576416485
195997;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;3232,28576416485
195998;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;30;12; ; ; ; ; ; ; ; ; ; ;2;23;4095,87433004977
195998;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;49; ;40; ; ; ; ; ; ; ;2;23;4095,87433004977
195998;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;23;4095,87433004977
195998;2;4;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;24;21; ; ; ; ; ; ; ; ; ;2;23;4095,87433004977
195998;2;5;90; ;1;2;1;2;1;2;2;2;2;2;2;2;3; ;25; ;24; ; ; ; ; ; ; ;2;23;4095,87433004977
195998;2;6;90; ;1;2;2;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ; ;2;23;4095,87433004977
196005;2;1;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;2;7; ; ; ; ; ; ; ; ; ;2;25;4020,46527554607
196005;2;2;90; ;1;1;1;2;2;1;2;2;2;2;2;2;7;3;63; ; ;14; ; ; ; ; ; ;2;25;4020,46527554607
196005;2;3;90; ;1;1;1;2;2;2;2;2;2;2;2;2;2;3;2; ; ; ; ; ; ; ; ; ;2;25;4020,46527554607
196005;2;4;90; ;1;2;1;2;2;1;2;2;2;2;2;2;7; ;63; ; ;7; ; ; ; ; ; ;2;25;4020,46527554607
196006;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;21; ;21; ; ; ; ; ; ; ; ; ;2;25;4566,07364577764
196006;2;2;90; ;1;1;1;2;2;1;2;2;2;2;2;2;21;14;42; ; ;21; ; ; ; ; ; ;2;25;4566,07364577764
196006;2;3;90; ;1;1;1;2;2;2;2;2;2;2;2;2;4;8;6; ; ; ; ; ; ; ; ; ;2;25;4566,07364577764
196008;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1491,78393015978
196008;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;66;1491,78393015978
196009;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1417,87176281319
196009;2;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1417,87176281319
196010;2;1;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;7; ; ; ; ; ; ; ; ; ; ;2;66;1182,79890251843
196010;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ; ;2;66;1182,79890251843
196010;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1182,79890251843
196010;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;66;1182,79890251843
196011;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1139,2574671802
196011;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;35; ;35; ; ; ; ; ; ; ;2;66;1139,2574671802
196015;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196015;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;35; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196015;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196015;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196016;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1307,44469377624
196016;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;45; ; ; ; ; ; ; ; ; ;2;66;1307,44469377624
196016;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1307,44469377624
196017;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1319,85784746037
196017;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;20; ; ; ; ; ; ; ;2;66;1319,85784746037
196017;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1319,85784746037
196017;2;5;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;10; ; ; ; ; ; ; ;2;66;1319,85784746037
196018;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1065,56458462788
196018;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;15; ; ; ; ; ; ; ;2;66;1065,56458462788
196018;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1065,56458462788
196018;2;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1065,56458462788
196019;2;1;90; ;2;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ; ; ;1; ;2;66;1278,8716191188
196019;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;66;1278,8716191188
196020;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1013,19107753733
196020;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;30; ;20; ; ; ; ; ; ; ;2;66;1013,19107753733
196020;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;66;1013,19107753733
196021;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;66;1251,48770447158
196025;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1251,48770447158
196028;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1337,43836681875
196028;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;20; ; ; ; ; ; ; ;2;66;1337,43836681875
196028;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1337,43836681875
196028;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;66;1337,43836681875
196029;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;5;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;24; ;16; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;7;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196029;2;8;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1485,46937683477
196032;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1249,90382101143
196032;2;2;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;20; ; ; ; ; ; ; ;2;66;1249,90382101143
196032;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;66;1249,90382101143
196033;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;50;22; ; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196033;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;12; ;50; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196033;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;66;1386,5549668923
196033;2;4;90; ;2;1;2;2;1;2;2;2;2;2;2;2; ;15; ; ;15; ; ; ; ; ; ; ;2;66;1386,5549668923
196615;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1648,77034596862
196615;2;2;90; ;1;1;1;2;2;2;2;2;2;2;2;2;6;6;35; ; ; ; ; ; ; ; ; ;2;13;1648,77034596862
196616;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1428,7188338665
196616;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;6; ;30; ; ; ; ; ; ; ; ; ;2;13;1428,7188338665
196616;2;3;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;30;8; ; ; ; ; ; ; ; ; ;2;13;1428,7188338665
196617;2;1;90; ;1;2;1;2;1;2;2;2;2;2;2;1;3; ;35; ;25; ; ; ; ; ; ;2;2;13;1386,12250844301
196617;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;2;13;1386,12250844301
196618;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;13;1288,52416496662
196618;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;4; ;35; ; ; ; ; ; ; ; ; ;2;13;1288,52416496662
196618;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;16; ; ; ; ; ; ; ; ; ;2;13;1288,52416496662
196619;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1168,72268776627
196619;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;2; ;35; ; ; ; ; ; ; ; ; ;2;13;1168,72268776627
196619;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;2;13;1168,72268776627
196620;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;3; ;8; ; ; ; ; ; ; ; ; ;2;13;1538,6668540047
196620;2;2;90; ;1;1;1;2;2;2;2;2;2;2;2;2;5;16;30; ; ; ; ; ; ; ; ; ;2;13;1538,6668540047
196622;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1750,12463906685
196622;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;3; ;45; ;25; ; ; ; ; ; ; ;2;13;1750,12463906685
196622;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1750,12463906685
196623;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;2;13;1238,6522008674
196624;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;1;3; ;8; ; ; ; ; ; ; ; ;2;2;13;1719,25461671792
196624;2;2;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;16;3; ; ; ; ; ; ; ; ; ;2;13;1719,25461671792
196624;2;3;90; ;1;1;1;2;2;2;2;2;2;2;2;2;2;16;8; ; ; ; ; ; ; ; ; ;2;13;1719,25461671792
196624;2;4;90; ;1;1;1;2;2;2;2;2;2;2;2;2;3;20;6; ; ; ; ; ; ; ; ; ;2;13;1719,25461671792
196624;2;5;90; ;1;1;1;2;2;2;2;2;2;2;2;2;2;16;8; ; ; ; ; ; ; ; ; ;2;13;1719,25461671792
196624;2;6;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;6;8; ; ; ; ; ; ; ; ; ;2;13;1719,25461671792
196626;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1059,96979188849
196626;2;2;90; ;1;2;2;2;2;2;2;2;2;2;2;2;6; ; ; ; ; ; ; ; ; ; ; ;2;13;1059,96979188849
196626;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1059,96979188849
196626;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1059,96979188849
196626;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;2;13;1059,96979188849
196626;2;6;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;16; ; ; ; ; ; ; ; ; ; ;2;13;1059,96979188849
196627;2;1;90; ;1;2;1;2;1;2;2;2;2;2;2;2;3; ;30; ;35; ; ; ; ; ; ; ;2;13;1712,88646288014
196627;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;6; ;8; ; ; ; ; ; ; ;2;13;1712,88646288014
196628;2;1;90; ;1;2;1;2;1;2;2;2;2;2;2;2;2; ;8; ;16; ; ; ; ; ; ; ;2;13;1910,57081360934
196628;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;3; ;25; ;30; ; ; ; ; ; ; ;2;13;1910,57081360934
196629;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ; ;2;13;2047,94284773162
196629;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;3; ;20; ;35; ; ; ; ; ; ; ;2;13;2047,94284773162
196630;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1141,3379686417
196630;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;3; ;45; ; ; ; ; ; ; ; ; ;2;13;1141,3379686417
196630;2;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;1141,3379686417
196632;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;2092,14837140123
196632;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;4;6;35; ;35; ; ; ; ; ; ; ;2;13;2092,14837140123
196632;2;3;90; ;1;1;1;2;2;2;2;2;2;2;2;2;2;10;6; ; ; ; ; ; ; ; ; ;2;13;2092,14837140123
196632;2;4;90; ;2;1;1;2;1;2;2;2;2;2;2;2; ;3;8; ;16; ; ; ; ; ; ; ;2;13;2092,14837140123
196632;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;13;2092,14837140123
196632;2;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;13;2092,14837140123
196633;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;13;1451,90614218518
