Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Area;Fex_c_2011
176759;2;2;80;1;3;6; ;2; ; ; ; ; ;1;13;13;440,309161336011
176759;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;440,309161336011
176759;2;5;80;2; ; ; ; ; ; ; ; ; ;1;13;13;440,309161336011
176761;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;566,348694311882
176762;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;521,587904947997
176762;2;4;80;1;1;7; ;2; ; ; ; ; ;1;13;13;521,587904947997
176763;2;2;80;1;1;2; ;2; ; ; ; ; ;1;13;13;408,658927953436
176763;3;1;80;1;2;2; ;2; ; ; ; ; ;1;13;13;408,658927953436
176764;2;4;80;2; ; ; ; ; ; ; ; ; ;1;13;13;481,080445529663
176764;2;5;80;2; ; ; ; ; ; ; ; ; ;1;13;13;481,080445529663
176766;2;1;80;2; ; ; ; ; ; ; ; ; ;1;13;13;233,710755540159
176766;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;233,710755540159
176766;2;3;80;2; ; ; ; ; ; ; ; ; ;1;13;13;233,710755540159
176767;2;1;80;1;4;2; ;3; ; ; ; ; ;1;13;13;200,108480902446
176767;2;2;80;1;4;3; ;2; ; ; ; ; ;1;13;13;200,108480902446
176767;2;5;80;2; ; ; ; ; ; ; ; ; ;1;13;13;200,108480902446
176768;2;1;80;1;4;8;VIOLENCIA;2; ; ; ; ; ;1;13;13;219,366398061547
176769;2;1;80;1;4;4; ;3; ; ; ; ; ;1;13;13;248,432934680784
176770;2;3;80;1;4;2; ;2; ; ; ; ; ;1;13;13;258,897527425861
176771;2;2;80;1;4;2; ;2; ; ; ; ; ;1;13;13;312,042747210462
176773;2;2;80;2; ; ; ; ; ; ; ; ; ;1;13;13;252,450476299322
176776;2;2;80;1;1;6; ;2; ; ; ; ; ;1;23;23;110,53498081736
176776;2;7;80;2; ; ; ; ; ; ; ; ; ;1;23;23;110,53498081736
176778;2;3;80;2; ; ; ; ; ; ; ; ; ;1;23;23;153,378829570059
176781;2;5;80;2; ; ; ; ; ; ; ; ; ;1;23;23;160,988243078528
176784;2;2;80;1;1;7; ;2; ; ; ; ; ;1;23;23;131,350491710566
176785;2;2;80;2; ; ; ; ; ; ; ; ; ;1;23;23;103,663438853521
176786;2;3;80;2; ; ; ; ; ; ; ; ; ;1;23;23;136,066046973379
176787;2;1;80;1;4;2; ;2; ; ; ; ; ;1;23;23;98,0218815049852
176787;2;2;80;1;2;3; ;2; ; ; ; ; ;1;23;23;98,0218815049852
176787;2;3;80;2; ; ; ; ; ; ; ; ; ;1;23;23;98,0218815049852
176787;2;4;80;2; ; ; ; ; ; ; ; ; ;1;23;23;98,0218815049852
176817;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;42,9404917032792
176819;2;1;80;1;3;4; ;3; ; ; ; ; ;1;15;15;83,9470651453526
176819;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;83,9470651453526
176819;2;5;80;2; ; ; ; ; ; ; ; ; ;1;15;15;83,9470651453526
176819;2;6;80;2; ; ; ; ; ; ; ; ; ;1;15;15;83,9470651453526
176820;2;1;80;2; ; ; ; ; ; ; ; ; ;1;15;15;73,6181284391345
176820;2;2;80;2; ; ; ; ; ; ; ; ; ;1;15;15;73,6181284391345
176824;2;3;80;2; ; ; ; ; ; ; ; ; ;1;27;27;24,6121356620291
176824;2;4;80;2; ; ; ; ; ; ; ; ; ;1;27;27;24,6121356620291
176824;2;5;80;2; ; ; ; ; ; ; ; ; ;1;27;27;24,6121356620291
176825;2;12;80;1;4;3; ;2; ; ; ; ; ;1;27;27;24,6121356620291
176826;2;1;80;2; ; ; ; ; ; ; ; ; ;1;27;27;123,646577242854
176827;2;1;80;1;4;3; ;2; ; ; ; ; ;1;27;27;135,36674614116
176828;2;1;80;2; ; ; ; ; ; ; ; ; ;1;27;27;24,6121356620291
