DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5005545;1;1;1;80; ;1;1;3;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;68;2866,33937344766
5005545;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;2866,33937344766
5005546;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2303,88813656031
5005547;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;09;68;2031,68591706205
5005547;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;2031,68591706205
5005573;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2376,00299217552
5005573;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2376,00299217552
5005573;1;7;1;80; ;1;2; ; ; ; ;1;4;8; ;2; ;2; ; ; ; ;2;1;09;68;2376,00299217552
5005574;1;1;1;80; ;1;1;4;8; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;68;2048,35699702829
5005574;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2048,35699702829
5005575;1;1;1;80; ;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;68;2000,4700224259
5005576;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;2584,48701292174
5005580;1;1;1;80; ;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;68;1987,39667907803
5005581;1;1;1;80; ;1;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;68;2532,1883091544
5005581;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;2532,1883091544
5005582;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;3310,77281080145
5005582;1;7;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;3310,77281080145
5005583;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;09;68;2560,18981577952
5005584;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;68;1719,87114606447
5005585;1;2;1;80; ;1;1;4;3; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;68;2567,00194040892
5005585;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2567,00194040892
5005586;1;1;1;80; ;1;1;3;8; ;2; ; ;1; ;1;2;2; ; ; ; ;1;1;09;68;1987,39667907803
5005589;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2035,28365368042
5005591;1;1;1;80; ;1;1;1;3; ;2; ; ;9; ;2; ;1;400000; ; ; ;2;1;09;68;2976,4433200695
5005591;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;2976,4433200695
5005591;1;7;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;68;2976,4433200695
5005591;1;8;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;68;2976,4433200695
5005591;1;9;1;80; ;1;1;2;8; ;1; ;1;2; ;2; ;2; ;2; ;828116;2;1;09;68;2976,4433200695
5005592;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;68;2352,6781720351
5005593;1;2;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;68;1868,84685990899
5005595;1;2;1;80; ;1;1;4;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;68;1237,75359959194
5005595;1;4;1;80; ;1;1;1;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;68;1237,75359959194
5005675;1;1;1;80; ;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;76;2278,35915372604
5005676;1;1;1;80; ;1;1;4;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;76;3421,95255362839
5005677;1;1;1;80; ;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;76;2529,44613074023
5005678;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;09;76;2278,35915372604
5005680;1;1;1;80; ;1;1;4;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;76;1836,51976532129
5005680;1;2;1;80; ;1;1;4;9;RAZONES PERSONALES;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;76;1836,51976532129
5005680;1;3;1;80; ;1;1;4;9;RAZONES PERSONALES;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;76;1836,51976532129
5005681;1;1;1;80; ;1;1;4;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;76;2529,44613074023
5005682;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;76;2886,27156764636
5005683;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;76;2278,35915372604
5005684;1;1;1;80; ;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;76;2529,44613074023
5005688;1;1;1;80;05;1;1;2;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;05;663,726282786611
5005688;1;2;1;80;05;1;1;2;2; ;2; ; ;7; ;1; ;2; ;1;48;828116;2;1;09;05;663,726282786611
5005688;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;663,726282786611
5005688;1;6;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;09;05;663,726282786611
5005688;1;7;1;80;05;1;1;4;6; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;663,726282786611
5005691;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1179,65247019145
5005691;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1179,65247019145
5005692;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;1154,48721155521
5005693;1;1;1;80;05;1;1;3;8; ;2; ; ;8; ;1;2;2; ;1;48;828116;1;1;09;05;1011,01691360038
5005694;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1154,48721155521
5005695;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1179,65247019145
5005695;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1179,65247019145
5005696;1;3;1;80;05;1;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;1;09;05;1278,61286336328
5005697;1;1;1;80;05;1;1;4;5; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;09;05;1304,72295724927
5005699;1;1;1;80;05;1;1;4;9;CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1112,38565296144
5005700;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1203,49499051625
5005701;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1246,9337607501
