DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5005688;1;1;1;80;05;1;2;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;05;663,726282786611
5005688;1;2;1;80;05;1;2;2; ;2; ; ;7; ;1; ;2; ;1;48;828116;2;1;09;05;663,726282786611
5005688;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;663,726282786611
5005688;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;09;05;663,726282786611
5005688;1;7;1;80;05;1;4;6; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;663,726282786611
5005691;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1179,65247019145
5005691;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1179,65247019145
5005692;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;1154,48721155521
5005693;1;1;1;80;05;1;3;8; ;2; ; ;8; ;1;2;2; ;1;48;828116;1;1;09;05;1011,01691360038
5005694;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1154,48721155521
5005695;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1179,65247019145
5005695;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1179,65247019145
5005696;1;3;1;80;05;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;1;09;05;1278,61286336328
5005697;1;1;1;80;05;1;4;5; ;1; ;4;8; ;3; ;2; ; ; ; ;3;1;09;05;1304,72295724927
5005699;1;1;1;80;05;1;4;9;CAMBIO DE DOMICILIO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1112,38565296144
5005700;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1203,49499051625
5005701;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1246,9337607501
5005702;1;1;1;80;05;1;4;1; ;1; ;4;8; ;1;2;2; ;1;48;1000000;1;1;09;05;1087,2203943252
5005703;1;2;1;80;05;1;2;9;CAMBIO DE RESIDENCIA;1; ;1;1; ;2; ;2; ; ; ; ;2;1;09;05;1136,22817328624
5005705;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;913,575078918316
5005706;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1229,60508440224
5005707;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1229,60508440224
5005707;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1229,60508440224
5005708;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1161,39343192248
5005711;1;2;1;80;05;1;2;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;09;05;1420,57907615698
5005713;1;2;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;05;1141,23260871931
5005714;1;2;1;80;05;1;4;9;LA EMPRESA ENTRO EMPROCESO DE LIQUIDACION;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;1278,61286336328
5005715;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;05;1047,8556976033
5005716;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1186,55869055871
5005716;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1186,55869055871
5005717;1;2;1;80;05;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;1229,60508440224
5005719;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;878,379740691805
5005719;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;05;878,379740691805
5005719;1;5;1;80;05;1;1;6; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;05;878,379740691805
5005720;1;3;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1135,65445004623
5005721;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;962,582857879352
5005728;1;1;1;80;05;1;1;9;RIESGO DE ACCIDENTE;2; ; ;8; ;3; ;2; ;1;48;828116;3;1;09;05;1154,48721155521
5005729;1;1;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;887,443776308187
5005729;1;2;1;80;05;2; ; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;09;05;887,443776308187
5005729;1;3;1;80;05;2; ; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;09;05;887,443776308187
5005729;1;6;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;05;887,443776308187
5005729;1;7;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;887,443776308187
5005729;1;8;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;887,443776308187
5005730;1;1;1;80;05;2; ; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;09;05;1154,48721155521
5005731;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1229,60508440224
5005732;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;05;564,660976459488
5005732;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;05;564,660976459488
5005734;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1115,12251483331
5005735;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;959,483221920369
5005735;1;4;1;80;05;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;09;05;959,483221920369
5005738;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1229,60508440224
5005740;1;1;1;80;05;1;4;1; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;05;1162,33826717223
5005740;1;2;1;80;05;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1162,33826717223
