DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
5005695;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1650000;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1179,65247019145
5005696;1;5;2;1;1;1;1;1;1;1; ; ;98;1500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1278,61286336328
5005697;1;6;3;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1304,72295724927
5005698;1;4;1;1;1;1;1;1;3;1; ; ;250000000;1300000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;1;2;1;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1136,22817328624
5005699;1;5;2;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1112,38565296144
5005700;1;4;2;1;1;1;1;1;1;1; ; ;100000000;700000; ;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1203,49499051625
5005701;1;3;2;1;1;1;1;1;4;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;1;2;2;2;2;1;3;4;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1246,9337607501
5005702;1;4;1;1;1;1;1;1;3;1; ; ;240000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2; ;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1087,2203943252
5005703;1;3;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;09;05;1136,22817328624
5005704;1;4;1;1;1;1;1;1;3;1; ; ;300000000;2000000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1154,48721155521
5005705;1;3;2;1;1;1;1;1;4;3; ; ; ; ;500000;2;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;913,575078918316
5005706;1;4;1;1;1;1;1;1;4;1; ; ;260000000;1600000; ;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;1;1;2;2;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;09;05;1229,60508440224
5005707;1;4;1;1;1;1;1;1;3;1; ; ;250000000;1300000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1229,60508440224
5005708;1;6;3;1;1;1;1;1;3;1; ; ;300000000;1500000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1161,39343192248
5005709;1;3;2;1;1;1;1;1;4;4; ; ; ;550000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1329,46973860217
5005710;1;3;1;1;1;1;1;1;4;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;2;1;2;2;1;2;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1136,22817328624
5005711;1;3;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;3;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;05;09;05;1420,57907615698
5005713;1;4;2;1;1;1;1;1;3;1; ; ;200000000;1200000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1141,23260871931
5005714;1;4;3;1;1;1;1;1;3;1; ; ;150000000;900000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1278,61286336328
5005715;1;4;2;1;1;1;1;1;3;4; ; ; ;1300000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1047,8556976033
5005716;1;5;3;1;1;1;1;1;3;3; ; ; ; ;980000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1186,55869055871
5005717;1;3;2;1;1;1;1;1;4;3; ; ; ; ;500000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1229,60508440224
5005718;1;3;2;1;1;1;1;1;4;3; ; ; ; ;450000;2;2;2;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;5;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1329,7364156826
5005719;1;6;5;1;1;1;1;1;3;3; ; ; ; ;1400000;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;1;2;2;2;1;5;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;878,379740691805
5005720;1;6;2;1;1;1;1;1;3;4; ; ; ;1500000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;1;1;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1135,65445004623
5005721;1;2;1;1;1;1;1;1;4;3; ; ; ; ;280000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;1;2;1;1;2;1;1;01;05;09;05;962,582857879352
5005722;1;2;1;1;1;1;1;1;3;3; ; ; ; ;800000;2;2;2;2;1;1;1;1;2;1;2;2;1;1;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1087,2203943252
5005723;1;4;2;1;1;1;1;1;3;2; ;850000;400000000;1800000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;7;1;1;01;05;09;05;1227,33751084105
5005724;1;3;1;1;1;1;1;1;4;3; ; ; ; ;600000;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;05;09;05;1136,22817328624
5005725;1;4;1;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1178,32973188001
5005726;1;5;2;1;1;1;1;1;3;1; ; ;700000000;2000000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;2;1;2;3;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1159,49697037103
5005727;1;2;1;1;1;1;1;1;3;2; ;620000;90000000;700000; ;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;09;05;1178,32973188001
5005728;1;5;1;1;1;1;1;1;3;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1154,48721155521
5005729;1;6;5;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;1;1;2;2;2;1;2;8;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;887,443776308187
5005730;1;3;1;1;1;1;1;1;3;3; ; ; ; ;720000;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1154,48721155521
5005731;1;3;1;1;1;1;1;1;3;1; ; ;600000000;3500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1229,60508440224
5005732;1;2;2;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;1;2;2;2;2;1;6;7;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;564,660976459488
5005733;1;2;1;1;1;1;1;1;3;3; ; ; ; ;680000;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;09;05;955,676637512089
5005734;1;3;2;1;1;1;1;1;3;1; ; ;70000000;500000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1115,12251483331
5005735;1;3;2;1;1;1;1;1;3;1; ; ;70000000;400000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;959,483221920369
5005736;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;1;2;2;2;1;3;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1377,9037943232
5005737;1;3;1;1;1;1;1;1;3;1; ; ;630000000;3000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1136,22817328624
5005738;1;3;2;1;1;1;1;1;3;3; ; ; ; ;2200000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1229,60508440224
5005739;1;2;1;1;1;1;1;1;4;3; ; ; ; ;740000;2;2;1;2;1;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;09;05;1178,32973188001
5005740;1;3;2;1;1;1;1;1;3;1; ; ;98;98; ;1;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1162,33826717223
5005741;1;4;2;1;1;1;1;1;3;3; ; ; ; ;420000;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;2;1;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1443,84787324178
5005742;1;4;2;1;1;1;1;1;3;1; ; ;550000000;2500000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1112,38565296144
5005743;1;6;2;1;1;1;1;6; ;4; ; ; ;450000; ;2;1;2;2;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;2;2; ;1;2;1;2;1;3;2;1;1;2;1;1;01;05;09;05;1279,55769861303
5005744;1;4;1;1;1;1;1;3;3;3; ; ; ; ;3000000;2;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;1;1;2;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;1;1;1;01;05;09;05;1136,22817328624
5005745;1;2;1;1;1;1;1;1;3;1; ; ;130000000;800000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1154,48721155521
5005746;1;3;1;1;1;1;1;1;3;3; ; ; ; ;3000000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1136,22817328624
5005747;1;2;1;1;1;1;1;1;3;3; ; ; ; ;703000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;09;05;1178,32973188001
5005748;1;4;3;1;1;1;1;1;3;3; ; ; ; ;720000;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;807,19658074144
5005749;1;2;1;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1045,11883573143
5005750;1;1;1;1;1;1;1;1;4;4; ; ; ;400000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;09;05;1203,49499051625
5005751;1;5;3;1;1;1;1;1;3;3; ; ; ; ;1500000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1003,01727713766
5005752;1;3;2;1;1;1;1;1;3;1; ; ;600000000;5000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1089,95725619708
5005753;1;3;1;1;1;1;1;1;3;1; ; ;300000000;3000000; ;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1178,32973188001
5005754;1;2;1;1;1;1;1;1;3;3; ; ; ; ;620000;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1178,32973188001
5005755;1;2;1;1;1;1;1;1;3;3; ; ; ; ;680000;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;09;05;1045,11883573143
5005756;1;5;2;1;1;1;1;1;3;1; ; ;80000000;550000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1112,38565296144
5005757;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;2;2;1;5;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1011,02606354627
5005758;1;3;1;1;1;1;1;1;3;1; ; ;600000000;3000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;2; ;1;2;1;4;1;6;1;1;1;2;1;1;01;05;09;05;1087,2203943252
5005759;1;2;1;1;1;1;1;1;3;1; ; ;100000000;700000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;1;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1087,2203943252
5005760;1;2;1;1;1;1;1;1;3;3; ; ; ; ;680000;1;1;1;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;09;05;955,676637512089
5005761;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1500000;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;1;1;2;1;3;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;09;05;1047,8556976033
5005762;1;4;3;1;1;1;1;1;3;1; ; ;98;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;987,748116515589
5005764;1;5;2;1;1;1;1;1;3;1; ; ;190000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;1;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;09;05;1145,40196721469
5005765;1;5;4;1;1;1;1;1;3;3; ; ; ; ;730000;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;5;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1034,6010947674
5005766;1;6;4;1;1;1;1;1;3;1; ; ;140000000;850000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1327,62064232431
5005767;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;09;05;1159,49697037103
5005768;1;4;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1070,28409436767
5005769;1;4;2;1;1;1;1;1;4;1; ; ;80000000;400000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;1;1;2;2;2;1;3;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;09;05;1278,61286336328
5005770;1;4;1;1;1;1;1;1;3;1; ; ;35000000;450000; ;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;867,304161829155
5005771;1;3;3;1;1;1;1;1;3;1; ; ;40000000;400000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;1;2;2;1;1;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;09;05;1226,76378760104
5005772;1;2;1;1;1;1;1;1;3;1; ; ;35000000;450000; ;2;1;2;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;09;05;1136,22817328624
5005773;1;1;1;1;1;1;1;2;3;3; ; ; ; ;240000;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1154,48721155521
5005774;1;4;1;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1136,22817328624
5005775;1;3;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;09;05;788,363819232461
5005776;1;4;2;1;1;1;1;1;3;1; ; ;50000000;400000; ;2;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1162,33826717223
5005777;1;3;2;1;1;1;1;1;3;1; ; ;70000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;1;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1278,61286336328
5005778;1;3;2;1;1;1;1;1;1;1; ; ;60000000;450000; ;1;1;1;1;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;5;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;05;09;05;1728,19877611252
5005779;1;1;1;1;1;1;1;1;4;3; ; ; ; ;180000;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;09;05;1087,2203943252
5005780;1;4;2;1;1;1;1;1;3;1; ; ;7000000;450000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;05;09;05;1073,9657914893
5005781;1;2;2;1;1;1;1;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;09;05;1112,38565296144
5005782;1;3;2;1;1;1;1;1;1;1; ; ;70000000;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01;05;09;05;985,851654964146
5005783;1;4;4;1;2;1;1;1;3;1; ; ;130000000;750000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;2;2;1;3;6;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;05;09;05;1228,10099924112
5005784;1;3;1;1;1;1;1;1;3;4; ; ; ;450000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1154,48721155521
5005785;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;05;09;05;998,847918642267
5005786;1;3;3;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;3;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;09;05;1185,23595224727
5005787;1;3;1;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;2;1;1;1;2;2;1;1;1;2;1;2;2;2;2;1;1;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;09;05;1087,2203943252
5005788;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;1;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;05;09;05;825,202603235382
5005789;1;3;2;1;1;1;1;1;3;3; ; ; ; ;330000;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;05;09;05;1178,32973188001
5005790;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;09;05;1394,84009428074
