DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P3148;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;P6430;OFICIO;RAMA2D_R4;OCI;MES;RAMA4D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5292710;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;90000;1;1300000;3; ;7;2; ; ; ; ;2;9;2;24;2; ;0;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;45;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;4;61;01;1;11;0161;90000;19;664,79866692241; 
5292710;1;3;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;120000;1;1500000;3; ;12;2; ; ; ; ;2;1;2;24;1; ;8;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;40;2;1;30;1;1;1;1;1;1;2;2;2;2;1;1;2; ;2;1;2;2;2;2;2;1;3; ;4;61;01;1;11;0161;120000;19;664,79866692241; 
5292711;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;460; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;1000000;1;12000000;3; ;12;2; ; ; ; ;2;3;2;48; ;.;48; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;3; ;4;61;01;1;11;0121;1000000;19;1401,49055264582; 
5292711;1;3;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;1;7200000;2; ;12;2; ; ; ; ;1;3;2;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;50; ;2; ; ; ;1;1;1;1;2;1;2;2;1;2;2; ;2;2;1;2;1;2;1;2;3; ;4;61;01;1;11;0121;600000;19;1401,49055264582; 
5292712;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;420; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;0;1;200000;2; ;3;2; ; ; ; ;2;4;2;25;2; ;8;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;24;3; ;2; ; ; ; ; ; ; ;1;3;45;2;1;8;1;1;1;1;2;1;2;2;2;2;1;1;2; ;1;1;2;2;2;2;2;1;3; ;4;62;01;1;11;0161;0;19;1302,38708026146; 
5292712;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;360000;1;4500000;3; ;12;2; ; ; ; ;2;9;2;40; ;.;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;18;2; ;2; ; ; ; ; ; ; ;1;3;60;2;1;8;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;4;62;01;1;11;0161;360000;19;1302,38708026146; 
5292713;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;30000;1;600000;1; ;1;2; ; ; ; ;1;9;2;30;2; ;0;1; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;240;4; ;2; ; ; ; ; ; ; ;9;3;10;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;8; ;4;61;01;1;11;0121;30000;19;594,058183474687; 
5292714;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;240000;1;3000000;3; ;9;2; ; ; ; ;2;9;2;32;1; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;60;2;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;1;2;1;2;2;1;8; ;4;62;01;1;11;0161;240000;19;988,543103754052; 
5292715;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;200000;1;3000000;3; ;12;2; ; ; ; ;2;9;2;40; ;.;40; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;4;61;01;1;11;0121;200000;19;1551,22974798301; 
5292715;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;300000;1;3000000;3; ;12;2; ; ; ; ;2;1;2;32;1; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;2;60;1; ;2; ; ; ; ; ; ; ;3;3;60;2;1;8;2;1;1;1;1;1;2;1;2;2;1;1;2; ;2;1;2;2;2;2;2;1;3; ;4;61;01;1;11;0161;300000;19;1551,22974798301; 
5292716;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;350000;1;4000000;3; ;12;2; ; ; ; ;1;9;2;30;2; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;8; ;4;61;01;1;11;0121;350000;19;906,703324856866; 
5292717;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;3000000;1;40000000;3; ;12;2; ; ; ; ;2;9;2;32;2; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;19;8;4; ;100000;1;1; ;11;20; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;9;1;2;1;2;2;1;8; ;4;61;01;1;11;0121;3100000;19;1514,97809572116; 
5292717;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;120000;1;1800000;3; ;12;2; ; ; ; ;2;4;2;16;2; ;0;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;24;36;3; ;2; ; ; ; ; ; ; ;1;3;50;2;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;9;2;2;1;2;2;1;3; ;4;61;01;1;11;0161;120000;19;1514,97809572116; 
5292717;1;3;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;240; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;240000;1;3500000;3; ;10;2; ; ; ; ;2;9;2;24;1; ;24; ; ;1;8; ;7; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20; ;1;20;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;3; ;4;61;01;1;11;0161;240000;19;1514,97809572116; 
5292719;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;2500000;3; ;12;2; ; ; ; ;2;9;2;30;2; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20;2;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;9;2;2;1;2;2;1;3; ;4;61;01;1;11;0161;200000;19;1060,482422327; 
5292719;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;120000;1;1000000;3; ;8;2; ; ; ; ;2;1;2;32;2; ;16;6; ;1;8; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20;2;2; ; ; ;1;1;2;1;2;2;2;2;1;2;2; ;2;2;2;2;2;2;2;1;3; ;4;61;01;1;11;0161;120000;19;1060,482422327; 
5292720;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;240000;1;3000000;3; ;10;2; ; ; ; ;2;10;2;32;2; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;20;2;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;2;2;1;2;2;1;3; ;4;61;01;1;11;0161;240000;19;1223,01128190418; 
5292720;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;160000;1;2000000;3; ;12;2; ; ; ; ;2;1;2;24;2; ;24; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;12;4; ;2; ; ; ; ; ; ; ;13;3;30; ;2; ; ; ;1;1;1;1;2;2;2;2;1;1;2; ;2;1;1;1;2;2;2;1;3; ;4;61;01;1;11;0161;160000;19;1223,01128190418; 
5292721;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;2000000;3; ;9;2; ; ; ; ;2;4;2;24;1; ;16;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30;1;1;16;1;1;1;1;2;1;2;2;2;2;1;2;2; ;2;1;1;2;2;2;2;1;9; ;4;61;01;1;11;0161;200000;19;2316,26667984915; 
5292721;2;1;2;60;2;19;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;300000;1;3000000;3; ;12;2; ; ; ; ;2;3;2;48; ;.;48; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;40; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;2; ;4;61;01;1;11;0123;300000;19;2316,26667984915; 
5292722;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;0;1;5000000;3; ;12;2; ; ; ; ;2;9;2;40; ;.;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;5;2;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;1;1;1;2;1;2;1;1;8; ;4;61;01;1;11;0128;0;19;1907,64718220293; 
5292723;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;0;1;1000000;3; ;12;2; ; ; ; ;2;3;2;48; ;.;16;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;1;0;60;4; ;1;19;0;4; ;150000;1;8;1;3;30;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;9; ;4;61;01;1;11;0127;150000;19;1302,38708026146; 
5292723;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;300000;1;2000000;1; ;12;2; ; ; ; ;2;3;2;24;2; ;0;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;15;2;1;24;1;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;2;2;2;2;1;1;9; ;4;62;01;1;11;0161;300000;19;1302,38708026146; 
5292724;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;5000000;3; ;12;2; ; ; ; ;2;1;2;32;1; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30; ;2; ; ; ;1;1;1;1;2;2;2;2;1;1;2; ;2;9;2;2;1;2;2;1;8; ;4;62;01;1;11;0161;400000;19;1576,96473558419; 
5292725;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;130000;1;700000;3; ;12;2; ; ; ; ;2;1;1;32;2; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30;2;2; ; ; ;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1;1;3; ;4;61;01;1;11;0161;130000;19;828,120277855884; 
5292725;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;600000;3; ;8;2; ; ; ; ;2;1;1;24;2; ;24; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;3; ;4;61;01;1;11;0161;200000;19;828,120277855884; 
5292726;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;360000;1;4200000;3; ;12;2; ; ; ; ;2;9;2;32;1; ;24;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;19;12;4; ;0;1;8; ;3;30;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;8; ;4;62;01;1;11;0161;360000;19;1505,43558225783; 
5292726;1;3;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;5000000;3; ;12;2; ; ; ; ;2;1;2;32;2; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;9;1;2;1;2;2;1;8; ;4;62;01;1;11;0161;400000;19;1505,43558225783; 
5292727;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;600000;1;2000000;3; ;9;2; ; ; ; ;2;3;2;32;2; ;32; ; ;1;8; ;4; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;2; ;2; ; ; ; ; ; ; ;1;3;30; ;1;20;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;9; ;4;62;01;1;11;0161;600000;19;1158,80272447462; 
5292727;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;300000;1;1000000;3; ;6;2; ; ; ; ;2;1;1;24;1; ;16;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;4;1; ;2; ; ; ; ; ; ; ;1;3;30;1;1;24;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;9; ;4;62;01;1;11;0161;300000;19;1158,80272447462; 
5292749;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;140000;1;3200000;3; ;12;2; ; ; ; ;2;3;2;30;2; ;30; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;19;16;4; ;240000;1;8; ;3;20; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;4;61;01;1;11;0123;380000;19;594,058183474687; 
5292750;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;100000;1;900000;3; ;12;2; ; ; ; ;2;5;2;32;2; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1;3; ;4;61;01;1;11;0161;100000;19;594,058183474687; 
5292751;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;480000;1;5100000;3; ;12;2; ; ; ; ;2;1;2;32;2; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;30; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;1;2;2;1;2;2;1;3; ;4;61;01;1;11;0161;480000;19;1809,32688005531; 
5292752;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;1000000;3; ;12;2; ; ; ; ;2;1;2;32;2; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;1;9; ;4;62;01;1;11;0161;200000;19;1391,16486894574; 
5292753;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;600000;3;600000;3; ;12;2; ; ; ; ;2;5;2;24;2; ;24; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ;1; ; ; ; ; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;60; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;1;3; ;4;61;01;1;11;0123;600000;19;594,058183474687; 
5292754;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;360000;1;4500000;3; ;12;2; ; ; ; ;2;3;2;32;2; ;32; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1;19;12;4; ;100000;1;8; ;3;30; ;2; ; ; ;1;1;2;1;2;2;2;2;1;1;2; ;2;9;1;2;1;2;2;1;9; ;4;61;01;1;11;0161;460000;19;2076,58393948123; 
5292754;1;2;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;200000;1;2500000;3; ;12;2; ; ; ; ;2;3;2;16;2; ;16; ; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;3;10; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;4;61;01;1;11;0161;200000;19;2076,58393948123; 
5292755;1;1;1;60;2;19;2; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;500000;1;5000000;3; ;12;2; ; ; ; ;2;3;2;40; ;.;0;1; ;1;8; ;2; ;2; ; ; ;1; ; ; ;1; ;1; ; ; ;2;2;2; ; ; ; ;1;19;0;4; ;300000;1;8; ;3;30;2;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;9; ;4;61;01;1;11;0123;800000;19;1633,85269711694; 
