DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5286622;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;18;1;11;18;65,0142041525002
5286623;1;6;3;1;1;1;1;1;3;1; ; ;98;98; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;18;1;11;18;53,1318813536325
5286624;1;6;4;1;1;1;1;1;3;1; ; ;300000000;1000000; ;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;1;2;1;3;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;18;1;11;18;75,0809665661972
5286625;1;3;1;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;1;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;18;1;11;18;61,1169212796162
5286626;1;4;2;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;18;1;11;18;110,407267557652
5286627;1;5;4;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;4;7;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;18;1;11;18;97,7712536150547
5286630;1;12;2;1;1;1;1;1;3;1; ; ;98;98; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;18;1;11;18;75,0809665661972
5286631;1;6;1;1;1;1;1;1;3;1; ; ;98;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;18;1;11;18;67,5919774985383
5286632;1;2;1;1;1;1;1;1;3;1; ; ;98;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;18;1;11;18;66,5420039017632
5286632;2;1;1;1;2;1;1;1;4;4; ; ; ;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;2;1;1;2;1;1;1;1;1;2;1;1;01;18;1;11;18;66,5420039017632
5286633;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;3;9;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;18;1;11;18;83,7209373303461
5286634;1;4;1;1;1;1;1;1;3;4; ; ; ;400000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;18;1;11;18;67,5919774985383
5286635;1;3;1;1;2;1;1;1;3;3; ; ; ; ;125000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;1;1;1;2;1;1;01;18;1;11;18;111,891077401742
5286635;2;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;2; ;2;1;1;2;1;1;1;1;1;2;1;1;01;18;1;11;18;111,891077401742
5286637;1;4;1;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;18;1;11;18;95,4356698363136
5286637;2;1;1;1;1;1;1;6; ;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;2; ;2;1;1;4;1;3;1;1;1;2;1;1;01;18;1;11;18;95,4356698363136
5286637;3;1;1;1;1;1;1;1;3;3; ; ; ; ;200000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;3;1;1;4;1;3;1;1;1;2;1;1;01;18;1;11;18;95,4356698363136
5286638;1;4;1;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;18;1;11;18;75,0809665661972
5286639;1;4;3;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;1;2;1;3;4;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;18;1;11;18;66,1145480684278
5286640;1;4;3;1;1;1;1;1;3;1; ; ;200000000;600000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;1;1;1;2;1;2;4;1;1;1;2;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;200,984038743291
5286641;1;3;2;1;1;1;1;1;3;5; ; ; ;500000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;20;1;11;20;207,014397288867
5286641;2;2;1;1;1;1;1;1;3;5; ; ; ;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;1;2;2;2;1;2;2;2; ;2;1;1;2;1;2;1;1;1;3;1;1;01;20;1;11;20;207,014397288867
5286642;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;2;1;2;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;168,326358590951
5286643;1;2;1;1;2;1;1;1;3;3; ; ; ; ;350000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;20;1;11;20;228,98972812264
5286643;2;1;1;1;2;1;1;1;3;3; ; ; ; ;100000;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;2;2;1;2;1;2;1;1;1;3;1;1;01;20;1;11;20;228,98972812264
5286644;1;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;98,0741874243052
5286645;1;4;3;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;3;6;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;20;1;11;20;329,117329590987
5286646;1;2;1;1;1;1;1;1;3;3; ; ; ; ;370000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;268,505115228072
5286647;1;2;1;1;1;1;1;1;4;3; ; ; ; ;370000;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;20;1;11;20;218,323900348666
5286648;1;2;1;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;120,205264930679
5286649;1;3;1;1;1;1;1;1;3;5; ; ; ;400000; ;2;1;1;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;1;2;1;2;2;2; ;1;2;1;2;1;3;1;1;1;3;1;1;01;20;1;11;20;186,715319886254
5286650;1;4;2;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;11;1;11;11;3086,32485285071
5286651;1;4;3;1;1;1;1;1;1;1; ; ;200000000;200000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;2;3;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;11;1;11;11;3643,70394181798
5286652;1;4;3;1;1;1;1;1;3;1; ; ;100000000;500000; ;2;2;2;1;1;1;1;2;1;1;1;2;2;1;2;2;2;1;2;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3524,52127895988
5286653;1;5;3;1;1;1;1;1;3;1; ; ;30000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;4;4;2; ;1;2;1;6;1;4;1;1;1;3;1;1;01;11;1;11;11;3457,12523882733
5286654;1;4;1;1;1;1;1;1;3;1; ; ;160000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3229,57504643259
5286655;1;4;3;1;1;1;1;1;3;1; ; ;90000000;700000; ;1;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2;5;2; ;1;1;1;7;1;3;1;1;1;3;1;1;01;11;1;11;11;2943,41338830369
5286656;1;4;2;1;1;1;1;1;3;1; ; ;98;4000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;2;2; ;1;2;1;6;1;6;1;1;1;3;1;1;01;11;1;11;11;3086,32485285071
5286657;1;4;1;1;1;1;1;1;3;1; ; ;100000000;800000; ;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;1;1;1;01;11;1;11;11;3229,57504643259
5286658;1;6;1;1;1;1;1;1;3;2; ;2000000;300000000;20000000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;2;3;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;11;1;11;11;3740,52900962209
5286659;1;5;4;1;1;1;1;1;3;2; ;2500000;900000000;3000000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;4;4;2; ;1;2;1;6;1;6;1;1;1;3;1;1;01;11;1;11;11;2913,98436063213
5286660;1;2;1;1;1;1;1;1;3;1; ; ;98;1500000; ;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;1;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;11;1;11;11;3124,42610467137
5286661;1;5;3;1;1;1;1;1;3;3; ; ; ; ;98;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;1;2;1;3;4;2; ;1;2;1;6;1;6;1;1;1;3;1;1;01;11;1;11;11;3500,4537482361
5286681;1;2;1;1;1;1;1;1;3;1; ; ;99;99; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;11;1;11;11;3530,67675803934
5286682;1;4;3;1;1;1;1;1;3;3; ; ; ; ;98;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;1;1;2;1;4;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;11;1;11;11;3139,23191878956
5286684;1;4;2;1;1;1;1;1;3;1; ; ;300000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3387,42656445746
5286685;1;4;3;1;1;1;1;1;3;1; ; ;300000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;1;5;7;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;4383,31956342033
5286686;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3328,70274847401
5286687;1;4;2;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;2989,4997850466
5286688;1;1;1;1;2;1;1;1;3;3; ; ; ; ;150000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3770,75201942533
5286689;1;3;1;1;1;1;1;1;3;1; ; ;99;99; ;1;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3530,67675803934
5286690;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3010,80942843624
5286691;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1000000;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3027,60103686726
5286692;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1100000;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3740,52900962209
5286693;1;3;2;1;1;1;1;1;3;4; ; ; ;1000000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3387,42656445746
5286694;1;3;2;1;1;1;1;1;3;4; ; ; ;600000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3366,80400029468
5286695;1;2;1;1;1;1;1;1;3;3; ; ; ; ;580000;2;1;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3326,4001142367
5286696;1;6;2;1;1;1;1;1;3;1; ; ;600000000;1500000; ;1;2;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3086,32485285071
5286698;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3252,84859502468
5286699;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1100000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;4070,92550954073
5286700;1;2;1;1;1;1;1;1;3;1; ; ;550000000;98; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3229,57504643259
5286701;1;2;1;1;2;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;4;1;4;1;3;2;1;1;3;1;1;01;11;1;11;11;3267,67629825325
5286702;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1000000;2;2;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3010,80942843624
5286703;1;4;3;1;1;1;1;1;3;1; ; ;360000000;780000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3591,7032082601
5286704;1;1;1;1;2;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;4;1;4;1;2;1;1;1;3;1;1;01;11;1;11;11;3770,75201942533
5286705;1;5;4;1;1;1;1;1;3;1; ; ;280000000;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;3;6;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3483,66213980508
5286706;1;2;2;1;1;1;1;1;3;1; ; ;99;450000; ;2;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3154,05962201812
5286707;1;4;3;1;1;1;1;1;3;1; ; ;99;750000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;11;1;11;11;3688,52827606421
5286708;1;2;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;11;1;11;11;3642,05752050195
5286709;1;4;2;1;1;1;1;1;3;2; ;2000000;99;1250000; ;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3568,77800986
5286710;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1100000;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;2884,35084328538
5286711;1;4;3;1;1;1;1;1;3;1; ; ;99;850000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;11;1;11;11;3399,70087002708
5286723;1;4;1;1;1;1;1;1;3;3; ; ; ; ;375000;2;2;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;63;1;11;63;95,5348025363148
5286730;1;3;1;1;1;1;1;1;1;3; ; ; ; ;300000;2;2;1;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3099,19857296492
5286731;1;3;1;1;1;1;1;1;1;3; ; ; ; ;250000;2;2;1;2;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3099,19857296492
5286734;1;4;1;1;1;1;1;1;4;1; ; ;100000000;500000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2834,87971369296
5286738;1;5;2;1;1;1;1;1;4;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3959,083182402
5286739;1;4;1;1;1;1;1;1;4;1; ; ;100000000;400000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;2;1;1;1;2; ;1;1;1;4;1;2;2;1;1;2;1;2;01; ;1;11;15;2953,210301445
5286741;1;4;2;1;1;1;1;1;4;3; ; ; ; ;350000;2;1;1;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3421,80621777235
5286742;1;4;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;2;1;2;01; ;1;11;15;4111,52529518239
5286743;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3892,74518227188
5286744;1;3;2;1;1;1;1;1;4;2; ;600000;40000000;300000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2510,09718712141
5286745;1;3;1;1;1;1;1;1;4;1; ; ;10000000;100000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2834,87971369296
5286746;1;6;1;1;1;1;1;1;4;1; ; ;130000000;400000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2443,75918699129
5286747;1;5;2;1;1;1;1;1;4;1; ; ;120000000;400000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2510,09718712141
5286748;1;2;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2834,87971369296
5286749;1;3;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2834,87971369296
5286752;1;3;2;1;1;1;1;1;4;3; ; ; ; ;500000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3176,67396259059
5286754;1;4;3;1;1;1;1;1;4;4; ; ; ;450000; ;2;1;1;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;1953,49467662777
5286755;1;3;2;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3072,84643069367
5286756;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2895,07606101601
5286757;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;2;1;2;2;1;1;2;1;1;01; ;1;11;15;4215,35282707931
5286758;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2953,210301445
5286759;1;3;3;1;1;1;1;1;4;1; ; ;99;200000; ;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;1;2;1;3;3;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2510,09718712141
5286764;1;4;3;1;1;1;1;1;4;4; ; ; ;300000; ;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;5;6;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3584,35965204145
5286765;1;4;1;1;1;1;1;1;4;1; ; ;99;200000; ;2;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2443,75918699129
5286766;1;3;1;1;1;1;1;1;4;1; ; ;99;500000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;2;2;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2443,75918699129
5286767;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;2;1;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3410,6688282768
5286768;1;3;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;2953,210301445
5286771;1;3;1;1;1;1;1;1;1;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3410,6688282768
5286772;1;3;1;1;1;1;1;6; ;3; ; ; ; ;300000;2;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3410,6688282768
5286773;1;3;1;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01; ;1;11;15;3410,6688282768
5286779;1;3;3;1;1;1;1;1;3;3; ; ; ; ;950000;2;2;2;2;1;2;1;2;2;1;1;2;2;2;2;2;1;1;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;1;11;05;1508,46051083698
5286785;1;5;4;1;1;1;1;1;3;1; ; ;260000000;1000000; ;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;41;1;11;41;168,492507251506
5286786;1;5;4;1;1;1;1;1;3;3; ; ; ; ;1200000;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;2;1;1;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;41;1;11;41;186,397611852872
