DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5273629;1;2;1;1;1;1;1;1;3;3; ; ; ; ;450000;2;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;76;1;11;76;1181,85674485282
5273630;1;4;1;1;1;1;1;1;3;1; ; ;99;99; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;76;1;11;76;888,834247197693
5273631;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;3;4;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;76;1;11;76;1109,86435145473
5273632;1;2;1;1;1;1;1;1;3;4; ; ; ;450000; ;1;2;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;76;1;11;76;1018,03078631618
5273633;1;4;1;1;1;1;1;1;3;1; ; ;180000000;500000; ;1;1;1;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;76;1;11;76;925,737031247744
5273634;1;4;3;1;1;1;1;1;3;3; ; ; ; ;320000;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;76;1;11;76;561,182330124414
5273635;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;4;6;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;76;1;11;76;672,990049140197
5273636;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;3;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;76;1;11;76;1057,75953872367
5273637;1;3;2;1;1;1;1;3;3;3; ; ; ; ;400000;1;1;1;2;1;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;76;1;11;76;892,285314167918
5273638;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;76;1;11;76;1145,95234734481
5273639;1;3;1;1;1;1;1;1;3;4; ; ; ;350000; ;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;76;1;11;76;1018,03078631618
5273640;1;2;1;1;1;1;1;5;3;1; ; ;70000000;250000; ;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;76;1;11;76;925,737031247744
5273653;1;4;2;1;1;1;1;1;3;1; ; ;99;700000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;192,687264862713
5273654;1;3;2;1;1;1;1;1;3;1; ; ;99;700000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;20;1;11;20;246,278434559242
5273656;1;1;1;1;1;1;1;2;4;3; ; ; ; ;130000;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;2;5;2;1;1;2;1;1;3;1;1;01;05;1;11;05;1402,77779579682
5273658;1;4;1;1;1;1;1;1;3;1; ; ;180000000;750000; ;2;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;1;11;05;1060,25930507355
5273659;1;4;2;1;1;1;1;1;3;3; ; ; ; ;475000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;1;11;05;1203,91757465062
5273660;1;3;2;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;1;11;05;1209,65836523728
5273661;1;3;2;1;1;1;1;1;3;1; ; ;150000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;1;11;05;1232,50982292108
5273662;1;4;3;2;1;1;1;3;4;1; ; ;300000000;1200000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;27;1;11;27;34,1181251457144
5273663;1;4;3;2;1;1;1;3;4;1; ; ;120000000;250000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;27;1;11;27;34,1181251457144
5273664;1;3;1;2;1;1;1;3;4;4; ; ; ;300000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;2;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;27;1;11;27;34,1181251457144
5273668;1;5;4;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;7;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;670,674068744447
5273669;1;4;3;1;1;1;1;1;3;3; ; ; ; ;750000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;1;1;2;2;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;388,002954299933
5273670;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;525,054476782481
5273671;1;3;1;1;1;1;1;1;3;1; ; ;98;550000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;441,180447112058
5273672;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;671,426479165654
5273673;1;1;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;3;1;2;01;50;1;11;50;211,026731579164
5273674;1;4;1;1;1;1;1;1;3;2; ;585000;140000000;1000000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;1;2;1;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;11;50;297,985976957242
5273675;1;4;3;1;1;1;1;1;3;3; ; ; ; ;630000;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;50;1;11;50;252,301782321315
5273676;1;4;3;1;1;1;1;1;3;3; ; ; ; ;850000;2;2;1;1;1;1;2;1;2;2;1;2;2;1;1;2;1;1;2;1;2;1;2;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;11;50;290,197780225983
5273677;1;4;3;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;11;50;316,394156797235
5273678;1;3;2;1;1;1;1;1;3;4; ; ; ;1200000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;11;50;177,885263515647
5273679;1;3;2;1;1;1;1;1;3;1; ; ;99;99; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;1;11;68;433,63782418955
5273680;1;4;1;1;1;1;1;1;3;1; ; ;98;1000000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;1;11;68;445,928874260696
5273681;1;4;1;1;1;1;1;1;3;1; ; ;98;1300000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;6;1;1;1;3;1;1;01;68;1;11;68;445,928874260696
5273682;1;3;2;1;1;1;1;1;3;3; ; ; ; ;440000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;1;11;68;1205,25046427358
5273683;1;3;2;1;1;1;1;1;3;1; ; ;130000000;500000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;1;1;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;23;1;11;23;195,074892139951
5273684;1;3;1;1;1;1;1;1;3;1; ; ;50000000;400000; ;2;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;23;1;11;23;137,535852780965
5273685;1;3;2;1;1;1;1;1;3;1; ; ;45000000;370000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;1;1;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;23;1;11;23;166,445171500044
5273686;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;23;1;11;23;108,084409344872
5273687;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;23;1;11;23;183,624694496016
5273688;1;3;1;1;1;1;1;1;3;3; ; ; ; ;500000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;23;1;11;23;188,784779165948
5273689;1;4;3;1;1;1;1;1;3;3; ; ; ; ;370000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;4;6;2; ;1;1;1;2;1;3;1;1;1;3;1;1;01;23;1;11;23;239,792775769226
5273690;1;3;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;23;1;11;23;157,455714659701
5273691;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;1;4;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;11;17;242,52693152544
5273692;1;5;4;1;1;1;1;1;3;2; ;340000;98;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4;6;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;17;1;11;17;143,359864512179
5273693;1;5;4;1;1;1;1;1;3;1; ; ;150000000;550000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;4;6;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;11;17;232,304092965973
5273694;1;5;2;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;11;17;185,619252167934
5273695;1;3;1;1;1;1;1;1;3;1; ; ;130000000;450000; ;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;11;17;170,760586913434
5273696;1;4;1;1;1;1;1;1;3;1; ; ;60000000;400000; ;2;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;3;1;1;1;1;1;2;1;1;01;17;1;11;17;152,110727081564
5273697;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;4;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;17;1;11;17;230,448830505135
5273698;1;4;3;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;1;4;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;17;1;11;17;204,229387683053
5273699;1;6;3;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;3;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;17;1;11;17;215,447591276665
5273706;1;4;3;1;1;1;1;1;3;1; ; ;98;600000; ;1;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;505,055552148697
5273707;1;4;2;1;1;1;1;1;3;4; ; ; ;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;3;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;08;1;11;08;614,107555479517
5273708;1;4;3;1;1;1;1;1;3;1; ; ;100000000;550000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;1;4;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;08;1;11;08;361,11018134118
5273709;1;4;2;1;1;1;1;1;3;4; ; ; ;450000; ;1;2;1;2;1;1;1;2;2;2;1;2;2;1;2;1;1;2;2;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;08;1;11;08;499,047678268313
5273709;2;1;1;1;2;1;1;1;3;3; ; ; ; ;200000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;2;1;1;4;1;2;1;1;1;3;1;1;01;08;1;11;08;499,047678268313
5273710;1;4;3;1;1;1;1;1;3;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;4;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;08;1;11;08;531,413746880356
5273711;1;4;2;1;1;1;1;1;3;1; ; ;50000000;600000; ;2;1;1;1;1;1;1;1;1;2;1;2;1;2;2;1;1;2;2;1;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;08;1;11;08;481,320411188216
5273712;1;4;2;1;1;1;1;3;3;1; ; ;80000000;500000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;1;2;1;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;296,489229521635
5273713;1;3;1;1;1;1;1;1;4;1; ; ;98;400000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;3;1;2;01;54;1;11;54;364,377358483376
5273714;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;332,731178811276
5273715;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;4;4;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;314,237384775139
5273716;1;4;2;1;1;1;1;1;3;3; ; ; ; ;440000;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;306,653321466602
5273717;1;4;3;1;1;1;1;3;3;3; ; ; ; ;450000;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;250,580111695814
5273718;1;3;1;1;1;1;1;1;4;4; ; ; ;350000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;2;1;1;3;1;2;01;54;1;11;54;311,023567152249
5273719;1;3;2;1;1;1;1;1;3;1; ; ;60000000;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;2;1;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;54;1;11;54;332,731178811276
5273720;1;4;3;1;1;1;1;3;3;5; ; ; ;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;54;1;11;54;250,580111695814
5273721;1;7;4;1;1;1;1;1;3;5; ; ; ;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;3;5;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;54;1;11;54;280,228577570217
5273722;1;2;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;05;1;11;05;1269,62298874405
5273723;1;4;3;1;1;1;1;1;3;1; ; ;120000000;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;1;11;05;835,238243521195
5273724;1;2;1;1;1;1;1;1;3;1; ; ;150000000;450000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;1;11;05;1232,50982292108
5273725;1;4;3;1;1;1;1;1;3;2; ;450000;150000000;750000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;1;11;05;1110,69484371359
5273726;1;5;4;1;1;1;1;1;3;3; ; ; ; ;830000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;5;5;2; ;1;1;1;5;1;3;1;1;1;3;1;1;01;41;1;11;41;189,272155777645
5273727;1;4;2;1;1;1;1;1;3;5; ; ; ;800000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;2;2;2; ;1;1;1;5;1;3;1;1;1;3;1;1;01;41;1;11;41;154,516424424537
5273728;1;5;4;1;1;1;1;1;3;3; ; ; ; ;800000;1;2;1;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;4;4;2; ;1;1;1;5;1;3;1;1;1;3;1;1;01;41;1;11;41;200,260283154276
5273729;1;5;3;1;1;1;1;1;3;3; ; ; ; ;800000;2;2;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;5;1;3;1;1;1;3;1;1;01;41;1;11;41;154,629835950102
5273730;1;4;3;1;1;1;1;1;1;1; ; ;90000000;500000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;3;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;41;1;11;41;186,397611852872
5273731;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;6;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;41;1;11;41;242,535899290369
5273732;1;3;2;1;1;1;1;1;3;5; ; ; ;400000; ;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;41;1;11;41;126,06708325609
5273733;1;4;3;1;1;1;1;1;3;5; ; ; ;450000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;154,896814946617
5273734;1;2;1;1;2;1;1;1;3;3; ; ; ; ;300000;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;178,783740016209
5273735;1;2;1;1;1;1;1;3;3;3; ; ; ; ;400000;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;186,580819378218
5273736;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;158,653923375167
5273737;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;154,629835950102
5273738;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;2;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;2;1;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;143,528297047907
5273739;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;5;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;41;1;11;41;197,888299355962
5273740;1;6;4;1;1;1;1;1;3;1; ; ;450000000;2500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;5;6;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;1;11;05;793,224791158563
5273741;1;6;4;1;1;1;1;1;3;3; ; ; ; ;1200000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;4;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;1;11;05;1024,84903201152
5273742;1;4;2;1;1;1;1;1;3;4; ; ; ;1200000; ;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;15;1;11;15;131,372252021779
5273743;1;4;1;1;1;1;1;1;3;1; ; ;180000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;15;1;11;15;100,658713044864
5273744;1;4;3;1;1;1;1;1;3;2; ;1100000;120000000;900000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;1;2;1;3;4;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;15;1;11;15;134,739497093246
5273745;1;4;2;1;1;1;1;1;3;1; ; ;98;460000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;279,377387480149
5273746;1;4;3;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;1;2;2;2;1;2;5;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;54;1;11;54;413,519553427909
5273747;1;3;1;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;2;1;1;1;1;2;1;1;2;2;1;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;11;15;123,837222070305
5273748;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;11;15;109,95315999892
5273749;1;4;2;1;1;1;1;1;3;4; ; ; ;500000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;11;15;152,13921948517
5273750;1;3;2;1;1;1;1;1;3;1; ; ;150000000;600000; ;2;1;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;6;1;2;1;1;1;3;1;1;01;15;1;11;15;124,876167916172
5273751;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;11;15;123,837222070305
5273752;1;4;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;11;15;160,018441729516
5273753;1;6;3;1;1;1;1;1;3;1; ; ;200000000;500000; ;2;1;1;2;1;1;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;11;15;130,918580939917
5273754;1;4;3;1;1;1;1;1;3;1; ; ;130000000;1200000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1;2;2;1;2;1;2;4;2; ;1;2;1;4;1;4;1;1;1;3;1;2;01;70;1;11;70;117,766204918936
5273755;1;6;1;1;1;1;1;6; ;4; ; ; ;1200000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2; ;1;1;1;4;1;4;2;1;1;3;1;2;01;70;1;11;70;146,470415179308
5273756;1;4;2;1;1;1;1;1;3;1; ; ;140000000;1100000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;2;2;1;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;3;1;2;01;70;1;11;70;86,9715357743723
