DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
5272752;1;1;1;70;68;16;60;1; ;2;16;1; ;9;1;3; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;2;80;58;58;1;2;8010;11;68;497,909418203058
5272755;1;1;1;70;68;24;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;350000;877803;2; ;41;95;95;1;2;4111;11;68;481,251402690408
5272755;1;3;1;70;68;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;03; ;1;2;.;11;68;481,251402690408
5272783;1;3;1;70;68;75;48;2; ;2;75;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;69;12;12;1;2;6910;11;68;634,464899106751
5272783;1;4;1;70;68;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;03; ;1;2;.;11;68;634,464899106751
5272795;1;4;1;70;05;52;48;1; ;2;129;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;13;12;12;1;2;1392;11;05;1152,47386869636
5272807;1;1;1;70;05;40;48;1; ;2;40;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;5000000;1;2;47;11;11;1;2;4723;11;05;1000,29468156678
5272816;1;2;1;70;17;78;40;1; ;2;108;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;36;02;02;1;2;3600;11;17;135,830005838717
5272823;1;2;1;70;17;8;24;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;56;45;53;1;1;5611;11;17;170,720862596683
5272824;1;1;1;70;17;48;48;1; ;2;48;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;74;02;16;1;2;7420;11;17;145,774814603465
5272837;1;1;1;70;76;96;48;2; ;2;97;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2000000;1;2;85;13;13;1;2;8544;11;76;1181,85674485282
5272841;1;2;1;70;17;20;48;1; ;2;24;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;3000000;1;1;85;19;19;1;2;8544;11;17;274,250257411759
5272843;1;2;1;70;17;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;58;15;15;1;1;5813;11;17;192,634835539004
5272847;1;3;1;70;17;28;48;1; ;2;28;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;96;57;57;1;2;9609;11;17;138,759231232395
5272849;1;1;1;70;17;6;48;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877802;2; ;81;55;55;1;1;8121;11;17;193,868506051117
5272870;1;2;1;70;05;52;48;1; ;2;52;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;82;45;38;1;2;8220;11;05;1302,88109617431
5272886;1;3;1;70;68;100;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;15; ;1;2;.;11;68;527,620211711008
5272916;1;1;1;70;68;40;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;86;59;59;1;2;8610;11;68;752,692956094472
5272928;1;3;1;70;05;36;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877803; ; ; ;45; ;1;2;.;11;05;1381,90888308482
5272930;1;3;1;70;05;259;48;2; ;2;259;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;878000;2; ;85;13;13;1;2;8530;11;05;901,33116004309
5272931;1;2;1;70;05;18;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;85;08;08;1;2;8544;11;05;1031,66705680309
5272936;1;2;1;70;52;26;24;3; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;56;54;53;1;2;5613;11;52;297,17955487799
5272938;1;2;1;70;52;21;40;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;88;13;54;1;2;8890;11;52;197,603975639157
5272940;1;2;1;70;54;28;48;1; ;2;27;1; ;5;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;45;1;2;4530;11;54;304,957727638224
5272942;1;2;1;70;68;30;48;1; ;2;30;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;14;79;79;1;2;1410;11;68;518,035455875796
5272944;1;2;1;70;68;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;03; ;1;2;.;11;68;491,868608710056
5272945;1;1;1;70;68;40;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;02; ;1;2;.;11;68;640,715139684895
5272953;1;1;1;70;68;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;59;59;1;1;8610;11;68;491,868608710056
5272954;1;2;1;70;50;8;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;77;45;1;1;4771;11;50;248,952451781651
5272955;1;3;1;70;50;15;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;39; ;1;2;.;11;50;137,418187294444
5273004;1;2;1;70;73;12;48;1; ;2;12;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;49;33;33;1;1;4921;11;73;343,213877050252
5273009;1;1;1;70;73;48;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877803;2; ;68;58;58;1;2;6820;11;73;434,126672428435
5273009;1;2;1;70;73;28;48;1; ;2;28;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;2;4111;11;73;434,126672428435
5273022;1;1;1;70;50;36;50;4; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;47;17;45;1;2;4781;11;50;157,76999189789
5273023;1;1;1;70;50;38;48;1; ;2;40;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;53;53;1;2;5611;11;50;294,636646417578
5273027;1;3;1;70;52;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980657; ; ; ;19; ;1;2;.;11;52;152,809224988019
5273030;1;1;1;70;52;28;48;3; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;54;41;1;2;4771;11;52;123,67548849742
