DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2142359;1;1;1;70;2;4;50;4; ;2;4;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0115;02;54;559,291579912347
2142359;1;3;1;70;2;5;50;4; ;2;6;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0115;02;54;559,291579912347
2142365;1;5;1;70;2;10;50;1; ;2;24;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;52;1;1;5211;02;54;455,798770228136
2142369;1;2;1;70;2;5;40;1; ;2;5;1; ;9;9;C; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;11;1;1;1110;02;54;737,077166336062
2142415;1;4;1;70;2;12;48;1; ;2;24;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;40;32;75;1;1;7512;02;54;742,252068345632
2142418;1;3;1;70;2;2;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;02;54;652,020436714743
2142428;1;2;1;70;2;8;48;3; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;02;54;724,709147963525
2151719;1;4;1;70;2;80;50;4; ;2;86;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;73;36;1;2;3611;02;63;2162,45239137965
2151722;1;3;1;70;2;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;52;1;1;5219;02;63;2162,45239137965
2151743;1;1;1;70;2;1;48;4; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;62;62;01;1;1;0111;02;63;3940,65064511502
2158594;1;2;1;70;2;12;48;1; ;2;8;1; ;4;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;02;63;4404,96307496602
2158594;1;3;1;70;2;8;48;1; ;2;8;1; ;4;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;85;53;55;1;1;5521;02;63;4404,96307496602
2158598;1;3;1;70;2;20;48;1; ;2;25;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;2;9500;02;63;3429,71242851412
2158606;1;4;1;70;2;20;50;1; ;2;20;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;2;4521;02;63;2635,95520572432
2166746;1;1;1;70;2;5;40;1; ;2;5;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;58;58;11;1;1;1110;02;54;810,625319719221
2166752;1;1;1;70;2;2;40;1; ;2;2;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;450000;2;95;95;45;1;1;4521;02;54;781,27744947546
2166768;1;2;1;70;2;8;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;02;54;980,904905271927
