DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2136481;1;1;1;80;1;1;4;9;NO  QUIZO  TRABAJAR  MAS;2; ;2; ; ; ; ;11;2;1;02;05;05;865,903313912866
2136482;1;1;1;80;1;1;4;9;POR  LA EDAD;3; ;2; ; ; ; ;8;2;1;02;05;05;869,232832899959
2136482;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;05;05;869,232832899959
2136485;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;05;05;857,312289904366
2136486;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;05;05;626,434855763258
2136486;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;05;05;626,434855763258
2136486;1;3;1;80;1;1;1;8; ;2; ;2; ; ; ; ;2;2;1;02;05;05;626,434855763258
2136486;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;626,434855763258
2136487;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;747,833844331608
2136489;1;1;1;80;1;1;4;7; ;2; ;2; ; ;3; ;8;1;1;02;05;05;869,232832899959
2136489;1;2;1;80;1;1;1;7; ;2; ;1;30000; ; ; ;8;2;1;02;05;05;869,232832899959
2136490;1;1;1;80;1;1;4;9;SE DEDICO A VIVIR DE LAS RENTAS;2; ;2; ; ; ; ;11;2;1;02;05;05;916,237263151099
2136492;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;865,903313912866
2136495;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;1145,54280007713
2136499;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;4;2;1;02;05;05;806,978340666134
2136499;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;806,978340666134
2136501;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;02;05;05;665,028306415516
2136501;1;4;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;02;05;05;665,028306415516
2136502;1;1;1;80;1;1;4;3; ;3; ;2; ; ; ; ;9;2;1;02;05;05;982,220841869426
2136505;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;1042,09014610677
2136505;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;1042,09014610677
2136506;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;05;05;820,221203098737
2136506;1;3;1;80;1;1;4;5; ;3; ;2; ; ; ; ;8;2;1;02;05;05;820,221203098737
2136506;1;4;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;05;05;820,221203098737
2136506;1;5;1;80;1;1;1;9;PERSONAL;2; ;2; ; ; ; ;8;2;1;02;05;05;820,221203098737
2136506;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;820,221203098737
2136509;1;1;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;02;05;05;928,655986804358
2136509;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;02;05;05;928,655986804358
2136509;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;928,655986804358
2136509;2;3;2;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;928,655986804358
2136510;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;05;05;869,232832899959
2136510;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;05;05;869,232832899959
2136511;1;1;1;80;1;1;4;8; ;2; ;2; ; ;2; ;8;1;1;02;05;05;916,237263151099
2136513;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;977,412358680197
2136514;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;967,990324393122
2136515;1;1;1;80;1;1;1;7; ;2; ;2; ; ; ; ;2;2;1;02;05;05;855,839263031749
2136516;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;684,62862324359
2136518;1;2;1;80;1;2; ; ; ;2; ;2; ;1;2; ;9; ;1;02;05;05;907,826283552216
2136520;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;05;05;992,662420662881
2136520;1;2;1;80;1;1;4;5; ;3; ;2; ; ; ; ;9;2;1;02;05;05;992,662420662881
2136523;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;05;05;806,978340666134
