DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4854431;1;1;1;80; ;1;1;2;7; ;1; ;2;1; ;2; ;2; ;1;48;900000;2;1;03;76;2042,8526848881
4854433;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2431,93464091841
4854433;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2431,93464091841
4854434;1;2;1;80; ;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;750000;2;1;03;76;2579,22199562446
4854434;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2579,22199562446
4854435;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;2872,16897264348
4854436;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2543,31108133576
4854437;1;2;1;80; ;1;1;1;8; ;1; ;1;9; ;2; ;2; ;1;40;900000;2;1;03;76;3138,89634598366
4854438;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;2579,22199562446
4854438;1;4;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2579,22199562446
4854440;1;1;1;80; ;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;76;1940,77067146021
4854453;1;7;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;4294,29163464131
4854453;1;8;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;4294,29163464131
4854453;1;9;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;4294,29163464131
4854453;1;10;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;4294,29163464131
4854455;1;1;1;80; ;1;1;1;4; ;1; ;1;6; ;2; ;2; ; ; ; ;2;1;03;76;3343,09321064824
4854455;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;3343,09321064824
4854455;1;6;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;3343,09321064824
4854455;1;8;1;80; ;1;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;600000;2;1;03;76;3343,09321064824
4854457;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;1909,74441157318
4854458;1;2;1;80; ;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;76;2613,8888032735
4854463;1;5;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;3049,0687288986
4854463;1;7;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;76;3049,0687288986
4854468;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;1648,47817246625
4854468;1;4;1;80; ;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;03;76;1648,47817246625
4854470;1;1;1;80; ;1;1;4;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;76;1888,19558824089
4854470;1;3;1;80; ;1;2; ; ; ; ;1;4;4; ;2; ;2; ; ; ; ;2;1;03;76;1888,19558824089
4854471;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2238,91466786605
4854473;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;76;2168,33694592831
4854486;1;2;1;80;05;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;03;05;1337,224919755
4854486;1;3;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;03;05;1337,224919755
4854486;1;4;1;80;05;1;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;03;05;1337,224919755
4854488;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;03;05;1220,10282525311
4854489;1;1;1;80;05;1;1;4;9;POR PROBLEMAS CON EL SOCIO;2; ; ;11; ;2; ;2; ; ; ; ;2;1;03;05;1158,90979970866
4854490;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1088,5267235621
4854490;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;03;05;1088,5267235621
4854491;1;3;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;03;05;1109,90260032491
4854492;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;03;05;1194,26881329861
