DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;AREA;ESC;MES;DPTO;fex_c_2011
4928954;1;4;1;10;4;1;9;1999;19;4;6;2; ;1;3; ; ;1; ; ;3; ; ;2;1;1;1;6;2;2;2;05;13;06;05;1198,88416090317
4928955;1;1;1;10;1;1;1;1982;37;1;3;3; ;2; ;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;06;05;920,54136409379
4928955;1;2;1;10;2;2;4;1986;33;2;3;2; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;6;3;3; ;05;14;06;05;920,54136409379
4928955;1;3;1;10;3;2;10;2003;15;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;9; ; ;05;9;06;05;920,54136409379
4928955;1;4;1;10;2;1;5;2005;14;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;06;05;920,54136409379
4928956;1;1;1;10;1;2;3;1961;58;1;5;3; ;3; ; ; ;1; ; ;1;2;94000;2;1;2; ;3;3; ; ;05;3;06;05;925,486565103292
4928956;1;2;1;10;2;1;3;1978;41;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;05;6;06;05;925,486565103292
4928956;1;3;1;10;3;2;4;1997;22;4;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;2;6;3;3; ;05;14;06;05;925,486565103292
4928957;1;1;1;10;1;1;8;1971;47;1;2;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1015,5318115055
4928957;1;2;1;10;2;2;7;1973;45;2;2;3; ;3; ;1;1;1; ; ;1;1;35600;2;1;2; ;6;1;3; ;05;12;06;05;1015,5318115055
4928957;1;3;1;10;3;1;11;1993;25;3;2;1;1;1;2;1;4;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;06;05;1015,5318115055
4928957;1;4;1;10;4;2;2;1996;23;5;2;3; ;2; ;1;3;1; ; ;1;4; ;2;1;1;2;6;1;2;2;05;12;06;05;1015,5318115055
4928957;1;5;1;10;4;1;3;2018;1;4; ;1;3;1;4; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;06;05;1015,5318115055
4928958;1;1;1;10;1;1;11;1932;86;1;2;3; ;3; ;1;2;1; ; ;1;2;93400;2;2;2; ;1;0; ; ;05;0;06;05;1212,54841230287
4928958;1;2;1;10;2;2;7;1941;77;2;2;3; ;3; ;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;06;05;1212,54841230287
4928959;1;1;1;10;1;1;3;1978;41;1;2;3; ;2; ;2; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;06;05;1161,62080742733
4928959;1;2;1;10;2;1;1;1990;29;3;6;2; ;2; ; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;06;05;1161,62080742733
4928960;1;1;1;10;1;1;4;1979;40;1;6;3; ;1;3; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;06;05;955,291224440193
4928960;1;2;1;10;2;2;1;2007;12;3;6;1;1;2; ; ; ;1; ; ;1;5; ;2;1;1;1;4;6; ; ;05;6;06;05;955,291224440193
4928960;1;3;1;10;3;2;1;1951;68;5;5;3; ;2; ; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;06;05;955,291224440193
4928960;1;4;1;10;4;1;7;2004;14;5;6;3; ;2; ; ; ;1; ; ;1;5; ;2;1;1;1;4;8; ; ;05;8;06;05;955,291224440193
4928961;1;1;1;10;1;1;2;1982;37;1;2;3; ;3; ;1;2;1; ; ;1;3;117000;2;1;2; ;6;2;3; ;05;13;06;05;1238,74475683676
4928961;1;2;1;10;2;2;9;1982;36;2;2;3; ;2; ;1;1;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;06;05;1238,74475683676
4928961;1;3;1;10;2;2;9;2015;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;05;0;06;05;1238,74475683676
4928962;1;1;1;10;1;1;2;1970;49;1;3;3; ;2; ;1;2;1; ; ;1;1;44000;2;1;2; ;6;3;3; ;05;14;06;05;1155,59071685012
4928962;1;2;1;10;2;2;5;1970;49;2;3;3; ;2; ;1;1;1; ; ;1;1;37000;2;1;2; ;5;11;2; ;05;11;06;05;1155,59071685012
4928962;1;3;1;10;3;1;4;2001;18;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;8; ; ;05;8;06;05;1155,59071685012
4928962;1;4;1;10;4;1;12;2002;16;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;05;9;06;05;1155,59071685012
4928963;1;1;1;10;1;1;6;1987;31;1;2;2; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;6;5;4; ;05;16;06;05;1117,11224762915
4928963;1;2;1;10;2;2;9;1994;24;2;2;2; ;2; ;1;1;2;2; ; ; ; ;2;1;2; ;6;1;3; ;05;12;06;05;1117,11224762915
4928963;1;3;1;10;2;2;5;2014;5;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;2;0; ; ;05;0;06;05;1117,11224762915
4928963;1;4;1;10;2;2;12;2015;3;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;06;05;1117,11224762915
4928963;1;5;1;10;2;1;1;2018;1;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;06;05;1117,11224762915
4928963;1;6;1;10;6;2;6;2005;14;9;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;06;05;1117,11224762915
4928965;1;1;1;10;1;2;10;1939;79;1;5;3; ;3; ; ; ;1; ; ;1;2;98;2;1;2; ;3;5; ; ;05;5;06;05;1117,06700712302
4928965;1;2;1;10;2;2;6;1966;52;3;6;3; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1117,06700712302
4928965;1;3;1;10;3;1;7;1997;21;4;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;1;2;6;4;2;2;05;15;06;05;1117,06700712302
4928965;1;4;1;10;4;1;5;1969;50;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;05;11;06;05;1117,06700712302
4928966;1;1;1;10;1;1;3;1961;58;1;2;2; ;3; ;1;2;1; ; ;1;1;36000;2;1;2; ;5;11;2; ;05;11;06;05;1115,31721719748
4928966;1;2;1;10;2;2;2;1965;54;2;2;2; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1115,31721719748
4928966;1;3;1;10;3;2;11;1999;19;3;6;2; ;1;2; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1115,31721719748
4928966;1;4;1;10;2;2;4;2015;4;4; ;2; ;1;3; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;05;0;06;05;1115,31721719748
4928967;1;1;1;10;1;2;3;1949;70;1;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;4; ; ;05;4;06;05;1108,56076000831
4928968;1;1;1;10;1;2;1;1979;40;1;6;2; ;2; ; ; ;1; ; ;1;1;80000;2;1;2; ;6;5;4; ;05;16;06;05;1073,81089966191
4928969;1;1;1;10;1;1;8;1948;70;1;4;3; ;3; ; ; ;1; ; ;1;2;160000;2;1;2; ;6;7;5; ;05;18;06;05;1221,26746269306
4928970;1;1;1;10;1;1;2;1948;71;1;3;3; ;3; ;1;2;1; ; ;1;2;250000;2;1;2; ;3;5; ; ;05;5;06;05;2425,09682460573
4928970;1;2;1;10;2;2;8;1955;63;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;6;1;3; ;05;12;06;05;2425,09682460573
4928971;1;1;1;10;1;1;4;1939;80;1;3;3; ;3; ;1;2;1; ; ;1;2;192000;2;1;2; ;6;1;2;2;05;12;06;05;2425,09682460573
4928971;1;2;1;10;2;2;3;1947;72;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;05;5;06;05;2425,09682460573
4928972;1;1;1;10;1;1;5;1980;39;1;6;3; ;1;2; ; ;1; ; ;1;1;34000;2;1;2; ;6;5;4; ;05;16;06;05;1256,88940933169
4928972;1;2;1;10;2;2;4;1949;70;5;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;3;3; ; ;05;3;06;05;1256,88940933169
4928972;1;3;1;10;3;1;2;1964;55;9;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;06;05;1256,88940933169
4928972;2;1;2;10;1;1;7;1967;51;1;4;3; ;2; ; ; ;1; ; ;1;1;98;2;1;2; ;4;9; ; ;05;9;06;05;1256,88940933169
4928973;1;1;1;10;1;1;8;1987;31;1;2;3; ;2; ;1;2;1; ; ;1;1;33125;2;1;2; ;4;6; ; ;05;6;06;05;1198,60600641052
4928973;1;2;1;10;2;2;1;1992;27;2;2;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;1;3; ;05;12;06;05;1198,60600641052
4928973;1;3;1;10;2;1;5;2014;5;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;2;0; ; ;05;0;06;05;1198,60600641052
4928974;1;1;1;10;1;1;12;1962;56;1;2;3; ;2; ;1;2;1; ; ;1;1;33000;2;1;2; ;3;5; ; ;05;5;06;05;1199,96905047087
4928974;1;2;1;10;2;2;12;1964;54;2;2;3; ;2; ;1;1;1; ; ;3; ; ;2;1;2; ;1;0; ; ;05;0;06;05;1199,96905047087
4928974;1;3;1;10;3;1;2;1980;39;3;4;2; ;1;2; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;05;3;06;05;1199,96905047087
4928975;1;1;1;10;1;2;9;1957;61;1;6;3; ;3; ; ; ;1; ; ;1;2;100000;2;1;2; ;5;11;2; ;05;11;06;05;1108,56076000831
4928976;1;1;1;10;1;1;4;1956;63;1;3;3; ;3; ;1;2;1; ; ;1;3;102000;2;1;2; ;5;11;2; ;05;11;06;05;1212,54841230287
4928976;1;2;1;10;1;2;7;1950;68;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1212,54841230287
4928977;1;1;1;10;1;1;4;1970;49;1;4;3; ;3; ; ; ;1; ; ;1;1;40000;2;1;2; ;5;11;2; ;05;11;06;05;1139,45030891292
4928978;1;1;1;10;1;1;5;1946;73;1;6;3; ;3; ; ; ;1; ; ;1;3;103300;2;1;2; ;5;10;1; ;05;10;06;05;1316,53606459742
4928978;1;2;1;10;2;1;5;1948;71;5;6;3; ;3; ; ; ;1; ; ;2;2;170000;2;1;2; ;5;11;2; ;05;11;06;05;1316,53606459742
4928978;1;3;1;10;3;2;10;1952;66;5;6;3; ;3; ; ; ;1; ; ;2;2;300000;2;1;2; ;6;5;4; ;05;16;06;05;1316,53606459742
4928980;1;1;1;10;1;1;7;1950;68;1;3;3; ;3; ;1;2;1; ; ;1;2;280000;2;1;2; ;6;2;3; ;05;13;06;05;2603,01753827474
4928980;1;2;1;10;2;2;4;1958;61;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;6;2;3; ;05;13;06;05;2603,01753827474
4928980;1;3;1;10;3;2;9;1982;36;3;4;1;1;1;2; ; ;1; ; ;1;1;48000;2;1;2; ;6;2;3; ;05;13;06;05;2603,01753827474
4928980;1;4;1;10;2;1;12;2008;10;4;6;2; ;1;3; ; ;1; ; ;1;5; ;2;1;1;2;3;4; ; ;05;4;06;05;2603,01753827474
4928980;1;5;1;10;2;1;3;2002;17;4;6;3; ;2; ; ; ;1; ; ;1;5; ;2;1;1;2;5;10;1; ;05;10;06;05;2603,01753827474
4928983;1;1;1;10;1;1;11;1952;66;1;3;3; ;2; ;1;2;1; ; ;1;3;103500;2;1;2; ;6;6;4; ;05;17;06;05;1212,54841230287
4928983;1;2;1;10;2;2;5;1953;66;2;3;3; ;3; ;1;1;1; ; ;1;2;99400;2;1;2; ;6;3;3; ;05;14;06;05;1212,54841230287
4928984;1;1;1;10;1;1;9;1969;49;1;3;2; ;2; ;1;2;1; ; ;1;3;120000;2;1;2; ;6;5;4; ;05;16;06;05;1012,20165119514
4928984;1;2;1;10;2;2;8;1971;47;2;3;3; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1012,20165119514
4928984;1;3;1;10;2;1;10;1991;27;3;6;1;1;1;2; ; ;1; ; ;1;3;120000;2;1;1;1;6;2;2;2;05;13;06;05;1012,20165119514
4928984;1;4;1;10;4;2;6;1993;25;3;6;1;1;1;2; ; ;1; ; ;1;3;120000;2;1;2; ;6;5;4; ;05;16;06;05;1012,20165119514
4928984;1;5;1;10;1;2;6;2005;14;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;4;7; ; ;05;7;06;05;1012,20165119514
4928984;1;6;1;10;1;2;7;2008;10;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;2;3;4; ; ;05;4;06;05;1012,20165119514
4928985;1;1;1;10;1;1;10;1958;60;1;2;3; ;3; ;1;2;1; ; ;2;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1945,10771707407
4928985;1;2;1;10;2;2;11;1966;52;2;2;2; ;2; ;1;1;1; ; ;2;1;100000;2;1;1;1;6;9;5; ;05;20;06;05;1945,10771707407
4928985;1;3;1;10;3;2;1;1999;20;3;6;1;1;1;2; ; ;1; ; ;2;5; ;2;1;1;1;6;3;2;2;05;14;06;05;1945,10771707407
4928986;1;1;1;10;1;2;2;1959;60;1;6;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;6;2;3; ;05;13;06;05;1806,63213317776
4928986;1;2;1;10;1;2;9;1998;20;3;6;3; ;1;1; ; ;1; ; ;1;5; ;2;1;1;1;6;2;3; ;05;13;06;05;1806,63213317776
4928987;1;1;1;10;2;1;11;1924;94;1;5;3; ;3; ; ; ;1; ; ;1;2;312000;2;1;2; ;6;4;3; ;05;15;06;05;1212,54841230287
4928987;1;2;1;10;2;2;10;1955;63;3;6;1;1;3; ; ; ;1; ; ;1;2;102000;2;1;2; ;6;6;4; ;05;17;06;05;1212,54841230287
4928988;1;1;1;10;1;1;3;1990;29;1;2;2; ;1;4;1;2;1; ; ;1;1;33125;2;1;1;1;6;2;2;2;05;13;06;05;1230,02570644656
4928988;1;2;1;10;2;2;3;1993;26;2;2;2; ;2; ;1;1;1; ; ;1;1;33125;2;1;1;1;6;2;2;2;05;13;06;05;1230,02570644656
4928988;1;3;1;10;2;2;9;2012;6;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;1;1;3;0; ; ;05;0;06;05;1230,02570644656
4928988;1;4;1;10;4;2;11;1958;60;5;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;6;1;3; ;05;12;06;05;1230,02570644656
4928989;1;1;1;10;1;2;5;1959;60;1;3;3; ;3; ;1;2;1; ; ;1;1;33125;2;1;2; ;6;6;3; ;05;17;06;05;1212,54841230287
4928989;1;2;1;10;2;1;9;1960;58;2;3;3; ;3; ;1;1;1; ; ;1;1;33125;2;1;2; ;4;8; ; ;05;8;06;05;1212,54841230287
4928990;1;1;1;10;1;1;3;1958;61;1;3;3; ;3; ;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;05;2;06;05;1242,35307163977
4928990;1;2;1;10;2;2;6;1961;57;2;3;3; ;3; ;1;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;06;05;1242,35307163977
4928990;1;3;1;10;3;1;7;1994;24;3;6;1;1;1;2; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;05;10;06;05;1242,35307163977
4928991;1;1;1;10;1;1;7;1958;60;1;2;3; ;2; ;1;2;1; ; ;1;1;81093;2;1;2; ;4;6; ; ;05;6;06;05;1341,39552292482
4928991;1;2;1;10;2;2;1;1966;53;2;2;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;3;4; ; ;05;4;06;05;1341,39552292482
4928991;1;3;1;10;3;1;3;1996;23;3;6;1;1;1;2; ; ;2;1;3; ; ; ;2;1;2; ;5;11;2; ;05;11;06;05;1341,39552292482
4928991;1;4;1;10;4;1;8;2003;15;3;6;1;1;1;2; ; ;1; ; ;1;5; ;2;1;1;1;4;9; ; ;05;9;06;05;1341,39552292482
4928991;1;5;1;10;5;1;9;1949;69;5;4;3; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;3;4; ; ;05;4;06;05;1341,39552292482
4928992;1;1;1;10;1;1;1;1987;32;1;6;2; ;2; ; ; ;1; ; ;1;1;32500;2;1;2; ;5;11;2; ;05;11;06;05;1118,15189669073
4928992;1;2;1;10;2;1;3;1990;29;9;6;3; ;2; ; ; ;1; ; ;1;1;32500;2;1;2; ;6;2;3; ;05;13;06;05;1118,15189669073
4928992;1;3;1;10;3;2;3;1990;29;9;6;3; ;3; ; ; ;1; ; ;1;1;33125;2;1;2; ;5;11;2; ;05;11;06;05;1118,15189669073
4928993;1;1;1;10;1;2;1;1954;65;1;6;3; ;3; ; ; ;1; ; ;1;2;99400;2;1;2; ;5;11;2; ;05;11;06;05;2217,12152001662
4928994;1;1;1;10;1;2;6;1950;69;1;4;3; ;3; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;05;5;06;05;1108,56076000831
4928995;1;1;1;10;1;1;2;1951;68;1;3;3; ;3; ;1;2;1; ; ;1;2;125000;2;1;2; ;4;6; ; ;05;6;06;05;2469,43782163455
4928995;1;2;1;10;2;2;8;1952;66;2;3;2; ;2; ;1;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;06;05;2469,43782163455
4928995;1;3;1;10;3;1;5;1992;27;3;6;1;1;1;2; ; ;1; ; ;1;1;42000;2;1;2; ;6;3;3; ;05;14;06;05;2469,43782163455
4928996;1;1;1;10;1;2;6;1962;56;1;6;3; ;3; ; ; ;1; ; ;1;1;60000;2;1;2; ;5;11;2; ;05;11;06;05;1108,56076000831
4928997;1;1;1;10;1;2;5;1930;89;1;5;3; ;3; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;05;8;06;05;1316,53606459742
4928997;1;2;1;10;2;1;10;1963;55;3;6;3; ;1;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;05;0;06;05;1316,53606459742
4928997;1;3;1;10;3;1;2;1951;68;3;4;3; ;1;1; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;05;11;06;05;1316,53606459742
4928998;1;1;1;10;1;1;7;1996;22;1;6;2; ;1;2; ; ;1; ; ;1;1;80000;2;1;2; ;6;3;3; ;05;14;06;05;2266,84043667142
4928998;1;2;1;10;2;2;10;1971;47;5;4;2; ;2; ; ; ;1; ; ;1;5; ;2;1;2; ;4;9; ; ;05;9;06;05;2266,84043667142
4928998;1;3;1;10;2;1;11;2005;13;5;6;2; ;2; ; ; ;1; ; ;3; ; ;2;1;1;1;4;7; ; ;05;7;06;05;2266,84043667142
4928999;1;1;1;10;1;1;5;1994;25;1;1;2; ;2; ;1;2;1; ; ;1;3;103000;2;1;2; ;5;11;2; ;05;11;06;05;934,205615493489
4928999;1;2;1;10;2;2;10;2000;18;2;1;3; ;2; ;1;1;2;1;6; ; ; ;2;1;2; ;5;11;2; ;05;11;06;05;934,205615493489
4929000;1;1;1;10;1;1;3;1948;71;1;3;3; ;2; ;1;2;1; ; ;1;2;240000;2;1;2; ;6;2;2;2;05;13;06;05;1169,07950156627
4929000;1;2;1;10;2;2;2;1948;71;2;3;3; ;3; ;1;1;1; ; ;1;5; ;2;1;2; ;4;6; ; ;05;6;06;05;1169,07950156627
4929000;1;3;1;10;3;2;10;1983;35;3;3;1;1;1;2;2; ;1; ; ;1;1;120000;2;1;2; ;6;6;5; ;05;17;06;05;1169,07950156627
4929001;1;1;1;10;1;1;8;1977;41;1;2;3; ;3; ;1;2;1; ; ;1;1;37600;2;1;2; ;5;11;2; ;05;11;06;05;1331,03527398162
4929001;1;2;1;10;2;2;10;1986;32;2;2;2; ;2; ;1;1;2;2; ; ; ; ;1;1;2; ;6;2;2;2;05;13;06;05;1331,03527398162
4929001;1;3;1;10;3;1;9;2006;12;3;6;1;1;1;2; ; ;2;2; ; ; ; ;1;1;1;1;4;6; ; ;05;6;06;05;1331,03527398162
4929001;1;4;1;10;2;1;6;2010;8;3; ;1;1;1;2; ; ;2;2; ; ; ; ;2;1;1;1;3;2; ; ;05;2;06;05;1331,03527398162
4929001;1;5;1;10;2;1;12;2013;5;3; ;1;1;1;2; ; ;2;2; ; ; ; ;2;2;1;1;2;0; ; ;05;0;06;05;1331,03527398162
4929002;1;1;1;10;1;1;1;1983;36;1;2;2; ;2; ;1;2;1; ; ;2;1;54000;2;1;2; ;6;2;3; ;05;13;06;05;2278,90966392378
4929002;1;2;1;10;2;2;10;1994;24;2;2;2; ;2; ;1;1;1; ; ;1;3;104500;2;1;2; ;5;11;2; ;05;11;06;05;2278,90966392378
4929002;1;3;1;10;2;1;6;2013;5;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2;2;1;1;2;0; ; ;05;0;06;05;2278,90966392378
4929002;1;4;1;10;2;1;9;2016;2;3; ;1;1;1;2; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;05; ;06;05;2278,90966392378
4929003;1;1;1;10;1;2;10;1957;61;1;5;3; ;3; ; ; ;1; ; ;1;2;98;2;1;2; ;3;5; ; ;05;5;06;05;1152,90175703713
4929003;1;2;1;10;2;1;3;1986;33;3;6;3; ;1;1; ; ;1; ; ;1;1;80000;2;1;2; ;6;3;3; ;05;14;06;05;1152,90175703713
4929003;1;3;1;10;3;1;12;1988;30;3;6;3; ;1;1; ; ;1; ; ;1;2;98;2;1;2; ;6;3;3; ;05;14;06;05;1152,90175703713
4929004;1;1;1;10;1;2;5;1961;58;1;6;3; ;3; ; ; ;1; ; ;1;1;33125;2;1;2; ;3;3; ; ;05;3;06;05;1108,56076000831
4929005;1;1;1;10;1;2;7;1996;22;1;2;3; ;2; ;1;2;1; ; ;1;5; ;2;1;2; ;4;6; ; ;05;6;06;05;516,752293233153
4929005;1;2;1;10;2;1;7;1985;33;2;2;3; ;2; ;1;1;1; ; ;1;1;40000;2;1;2; ;4;6; ; ;05;6;06;05;516,752293233153
4929005;1;3;1;10;1;1;5;2014;5;3; ;1;2;1;1; ; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;05;0;06;05;516,752293233153
