DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4928947;1;2;1;80;05;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;06;05;2276,73083869042
4928949;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1145,12187653438
4928951;1;1;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;05;1353,03030581248
4928951;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1353,03030581248
4928951;1;6;1;80;05;1;1;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;06;05;1353,03030581248
4928952;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;955,115757756642
4928954;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1198,88416090317
4928955;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;920,54136409379
4928955;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;920,54136409379
4928958;1;1;1;80;05;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;05;1212,54841230287
4928958;1;2;1;80;05;1;1;3;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;05;1212,54841230287
4928960;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;955,291224440193
4928960;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;828116;2;1;06;05;955,291224440193
4928960;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;955,291224440193
4928962;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1155,59071685012
4928962;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1155,59071685012
4928963;1;6;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1117,11224762915
4928965;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1117,06700712302
4928965;1;2;1;80;05;1;1;3;8; ;1; ;2;8; ;1; ;2; ; ; ; ;2;1;06;05;1117,06700712302
4928965;1;3;1;80;05;1;2; ; ; ; ;1;1;2; ;2; ;2; ;1;48;828000;2;1;06;05;1117,06700712302
4928966;1;2;1;80;05;1;2; ; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;06;05;1115,31721719748
4928966;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1115,31721719748
4928967;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1108,56076000831
4928969;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1221,26746269306
4928970;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;2425,09682460573
4928971;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;2425,09682460573
4928971;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2425,09682460573
4928972;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1256,88940933169
4928975;1;1;1;80;05;1;1;4;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;06;05;1108,56076000831
4928976;1;2;1;80;05;1;1;3;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;06;05;1212,54841230287
4928978;1;1;1;80;05;1;1;4;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;06;05;1316,53606459742
4928978;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1316,53606459742
4928978;1;3;1;80;05;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1316,53606459742
4928980;1;1;1;80;05;1;1;1;8; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;2603,01753827474
4928980;1;2;1;80;05;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;2603,01753827474
4928980;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;2603,01753827474
4928984;1;2;1;80;05;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;06;05;1012,20165119514
4928984;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;06;05;1012,20165119514
4928986;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1806,63213317776
4928987;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;1212,54841230287
4928987;1;2;1;80;05;1;1;2;5; ;1; ;2;11; ;3; ;2; ; ; ; ;3;1;06;05;1212,54841230287
4928988;1;4;1;80;05;1;1;4;7; ;1; ;1;8; ;2;4;2; ;1;24;800000;1;1;06;05;1230,02570644656
4928991;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;06;05;1341,39552292482
4928993;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;06;05;2217,12152001662
