DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;CLASE;MES;DPTO;fex_c_2011
6036921;1;4;3;3;1;4;1;1;5;1;;;99;250000;;2;2;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2;;1;1;1;4;1;2;2;2;2;;1;1;01;2;12;15;475.00733744
6036922;1;3;2;3;1;4;2;1;5;1;;;98;98;;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2;;1;1;1;2;1;2;2;2;2;;2;;01;2;12;15;448.64776484
6036923;1;3;1;2;1;4;1;1;3;1;;;99;200000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;1;1;1;4;1;2;1;2;2;;1;1;01;2;12;15;448.64776484
6036924;1;3;2;2;1;4;2;1;4;1;;;30000000;150000;;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;4;2;;1;1;1;4;1;0;2;2;2;;2;;01;2;12;15;1612.1628406
6036925;1;3;1;2;1;4;1;1;3;1;;;99;99;;2;2;2;2;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;1;1;1;2;;1;1;1;4;1;2;1;1;2;;1;1;01;2;12;15;534.79463378
6036926;1;4;3;2;1;4;4;1;5;1;;;99;99;;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;5;2;;1;1;1;4;1;2;2;2;2;;2;;01;2;12;15;1231.4093963
6036927;1;3;1;2;1;3;1;1;5;4;;;;150000;;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;;1;1;1;2;1;2;2;2;2;;1;2;01;2;12;15;534.79463378
6036928;1;3;2;2;1;4;1;1;5;4;;;;300000;;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3;3;2;;1;1;1;4;1;2;2;2;2;;1;2;01;2;12;15;448.64776484
6036929;1;4;1;2;1;4;2;1;5;1;;;98;98;;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;;1;1;1;4;1;2;2;2;2;;2;;01;2;12;15;615.90430487
6036930;1;4;3;2;1;4;1;1;3;4;;;;150000;;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;6;2;;1;1;1;4;1;2;1;2;2;;1;1;01;2;12;15;691.03312542
6036931;1;4;2;2;1;4;1;1;3;3;;;;;250000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2;;1;1;1;4;1;2;1;2;2;;1;1;01;2;12;15;1410.6351815
6036932;1;3;2;2;1;4;2;1;5;3;;;;;130000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;3;2;;1;1;1;4;1;2;2;2;2;;2;;01;2;12;15;1514.8279637
6036933;1;3;2;2;1;4;1;1;5;1;;;98;200000;;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2;;1;1;1;2;1;2;2;2;2;;1;2;01;2;12;15;1512.8006211
