DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3148;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;P7240S1;P6980;P7140;OFICIO;RAMA2D_R4;OCI;P6430;RAMA4D_R4;INGLABO;MES;DPTO;fex_c_2011;RAMA4DP8_R4
6061577;1;1;1;60;50;50;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2021;1;1300000;1;;3;;3;2;12;60;;.;60;;;;1;7;;1;;3;;;;;;;;;;;;;1;2;1;0;168;2;;4;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;5;2;;;;41;47;1;4;4711;1300000;12;50;175.52344364;
6061578;1;1;1;60;50;50;1;2;1;;1;;1;1;2;1;12;;2;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;20;;;1;;;;;;;1;1;1;0;48;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;5;;1;;08;38;1;1;3822;3000000;12;50;364.09156698;
6061578;1;2;1;60;50;50;1;2;1;;1;;1;1;2;1;192;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;18;;;;;;;;;1;1;1;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;5;;1;;40;47;1;1;4771;1200000;12;50;364.09156698;
6061579;1;2;1;60;50;50;1;1;;;1;;1;2;2;2;24;;1;;2;920000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;2;9;;2;;2;;;;;;;;;;;;1;2;2;1;4;33;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;20;5;;1;;95;41;1;1;4111;920000;12;50;217.87469663;
6061579;1;6;1;60;50;50;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;320000;1;;3;;3;2;12;30;2;;30;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;3;;1;;55;81;1;4;8121;320000;12;50;217.87469663;
6061581;1;1;1;60;50;50;1;2;1;;1;;1;1;2;1;12;;2;;2;1600000;2;;;2;;2;;2;;2;;2;;;1;106000;1;1;70000;2;2;;;2;;;2;;;1;350000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;5;;1;;1;1;1;13;;;;;;;;;1;1;1;1;0;24;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;1;;45;46;1;1;4645;1600000;12;50;256.05131806;
6061587;1;1;1;60;50;50;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;2;;1;1300000;1;;3;;3;2;12;84;;.;84;;;;1;1;;1;;2;;;;;;1;1;;;;;;1;2;1;0;60;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;2;;1;;50;55;1;4;5511;1300000;12;50;246.00424827;
6061587;1;2;1;60;50;50;1;1;;;1;;1;2;2;2;4;;1;;2;500000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;4;48;;.;48;;;;3;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;6;25;5;;1;;53;56;1;1;5630;500000;12;50;246.00424827;
6061589;1;1;1;60;50;50;1;2;2;6;1;;1;1;2;1;3;;1;;2;1400000;2;;;2;;2;;2;;2;;2;;;1;110000;1;2;;;2;;;2;;;2;;;1;300000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;8;7;;1;;1;1;1;6;1;;;;;;;;;1;1;1;6;48;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;;1;;33;49;1;1;4921;1400000;12;50;314.64780249;
6061589;1;2;1;60;50;50;1;2;1;;1;;1;1;2;1;120;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;110000;1;1;70000;2;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;5;25;3;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;;1;;54;55;1;1;5511;1200000;12;50;314.64780249;
6061592;1;1;1;60;50;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;2;;;;;3;500000;1;;3;;3;2;12;62;;.;62;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;1;34;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;30;9;;1;;95;41;1;4;4111;500000;12;50;364.09156698;
6061594;1;1;1;60;50;50;1;2;1;;1;;1;1;2;1;56;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;110000;1;1;35000;2;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;4;;1;;1;1;1;10;1;;;;;;;;;1;1;1;1;24;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;20;2;;1;;98;49;1;1;4923;1200000;12;50;408.92584614;
6061594;1;2;1;60;50;50;1;2;1;;1;;1;1;2;1;56;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;110000;1;1;35000;2;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;3;7;;1;;1;1;1;10;1;;;;;;;;;1;1;1;5;56;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;15;2;;1;;34;47;1;1;4752;1200000;12;50;408.92584614;
6061599;1;1;1;60;50;50;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;2000000;1;;3;;3;2;12;60;;.;0;3;;;1;4;;4;;2;;;;;;;;;;;;1;2;2;1;0;60;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;2;14;;8;;1;;98;49;1;4;4921;2000000;12;50;357.75551097;
6061601;1;1;1;60;50;50;1;2;2;4;1;;2;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;3;1500000;1;;3;;1;1;10;48;;.;48;;;;8;7;;1;;1;1;2;12;1;;;;;;;;;1;2;1;2;24;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;1;2;1;1;ESTABILIDAD LABORAL;2;1;2;2;2;2;2;2;11;30;3;;1;1;85;16;1;4;1630;1500000;12;50;240.45598408;
6061601;1;2;1;60;50;50;1;2;1;;1;;1;1;2;1;30;;2;;2;1000000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;8;9;;1;;1;1;1;2;1;;;;;;;;;1;1;1;0;240;4;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;99;42;1;1;4210;1000000;12;50;240.45598408;
6061604;1;1;1;60;50;50;1;2;1;;1;;1;1;2;1;42;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106000;1;2;;;2;;;2;;;2;;;1;1000000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;5;7;;1;;1;1;1;5;;;;;;;;;1;1;1;1;0;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;20;5;;1;;33;55;1;1;5511;1200000;12;50;305.49508256;
6061605;1;1;1;60;50;50;2;;;;;;;;;;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;900000;1;;3;;3;2;12;50;;.;73;;;;1;4;;1;;2;;;;;;1;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;2;;1;;98;49;1;4;4923;900000;12;50;220.35772279;
6061606;1;1;1;60;50;50;2;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;3;2000000;1;;3;;3;2;12;30;2;;0;3;;;1;6;;1;;3;;;;;;;;;;;;;2;2;1;0;310;2;;4;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;14;;5;;;;44;68;1;4;6810;2000000;12;50;304.19416822;
6061606;1;3;1;60;50;50;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;;3;1200000;1;;3;;3;2;12;40;;.;40;;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;2;1;14;;5;;1;;44;68;1;4;6810;1200000;12;50;304.19416822;
6061608;1;1;1;60;50;50;2;;;;;;;;;;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;450000;1;;3;;3;2;12;36;2;;36;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;25;3;;1;;55;81;1;4;8121;450000;12;50;192.33885089;
6061612;1;1;1;60;50;50;1;2;1;;1;;1;1;2;1;36;;1;;2;3000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;4;7;;1;;1;1;2;8;;;1;;;;;;;1;2;1;4;12;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;6;15;2;;1;;59;96;1;1;9609;3000000;12;50;439.99792001;
6061613;1;1;1;60;50;50;2;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;4;;;;;3;800000;1;;3;;3;2;12;55;;.;55;;;;1;7;;1;;2;;;;;;1;;;;;;;2;2;1;2;15;1;;2;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;2;25;3;;1;;57;96;1;4;9602;800000;12;50;357.75551097;
6061614;1;1;1;60;50;50;1;2;1;;1;;1;1;1;1;180;;5;;2;1400000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;700000;1;700000;1;700000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;60;;.;60;;;;9;7;;1;;1;1;1;20;1;;;;;;;;;1;1;1;0;60;1;;13;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;20;3;;1;;07;86;1;2;8610;1400000;12;50;305.49508256;
6061615;1;1;1;60;50;50;1;2;1;;1;;1;1;1;1;468;;2;;2;1800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;900000;1;1800000;1;900000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;4;;1;;1;2;1;39;1;;;;;;;;;1;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;25;2;;1;;97;84;1;2;8413;1800000;12;50;274.02312017;
6061615;1;2;1;60;50;50;1;2;1;;1;;1;1;1;1;24;;3;;2;2200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1100000;1;2200000;1;1100000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;10;1;;;;;;;;;1;1;1;2;60;2;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;8;10;2;;1;;12;84;1;2;8413;2200000;12;50;274.02312017;
6061616;1;1;1;60;50;50;1;2;1;;2;4;1;1;2;1;12;;3;;2;438000;2;;;2;;2;;2;;2;;2;;;1;30000;1;1;70000;2;2;;;2;;;2;;;1;240000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;30;2;;30;;;;9;1;;1;;1;1;1;1;;;;;;;;;1;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;5;;1;;54;84;1;1;8413;438000;12;50;202.92225676;7810
6061617;1;1;1;60;50;50;1;1;;;1;;2;2;2;2;1;;1;;2;800000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;6;48;;.;48;;;;3;7;;10;;2;;;;;;;;;;;;1;2;2;1;8;8;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;14;3;;1;;53;56;1;1;5611;900000;12;50;349.43501185;
6061617;1;2;1;60;50;50;1;1;;;1;;2;2;2;2;10;;1;;2;800000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;48;;.;48;;;;3;7;;11;;2;;;;;;;;;;;;1;2;2;1;3;12;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;99;56;1;1;5611;900000;12;50;349.43501185;
6061617;1;4;1;60;50;50;1;1;;;1;;2;2;2;2;8;;1;;2;900000;2;;;1;100000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;48;;.;48;;;;3;7;;10;;2;;;;;;;;;;;;1;2;2;1;8;24;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;15;3;;1;;53;56;1;1;5611;1000000;12;50;349.43501185;
6061619;1;1;1;60;50;50;1;2;2;10;1;;1;1;2;1;10;;2;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;106000;1;1;35000;2;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;10;30;2;;0;3;;;5;7;;1;;1;1;1;7;;;;;;;;;1;1;1;1;2;10;1;;1;2;;;;;;;;2;;;;1;1;1;2;1;2;2;2;2;2;;2;1;1;1;1;2;1;1;11;15;5;;1;1;13;85;1;1;8530;1200000;12;50;315.54215235;
6061622;1;1;1;60;50;50;1;2;1;;1;;1;1;1;1;220;;1;;2;1300000;2;;;2;;2;;2;;2;;2;;;1;110000;1;2;;;2;;;2;;;2;;;1;600000;1;1200000;1;600000;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;1;1;23;1;;;;;;;;;1;1;1;3;12;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;30;3;;1;;55;84;1;2;8423;1300000;12;50;237.17313005;
6061624;1;1;1;60;50;50;1;1;;;1;;1;2;2;2;24;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;50;;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;10;3;;1;;77;47;1;1;4723;1200000;12;50;284.50247142;
6061625;1;2;1;60;50;50;1;2;1;;1;;1;1;2;1;15;;1;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;110000;1;2;;;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;9;;1;;1;2;1;2;1;;;;;;;;;1;1;1;1;6;4;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;;1;;02;42;1;1;4210;1500000;12;50;149.57951327;
6061626;1;1;1;60;50;50;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;500000;1;;1;;3;2;12;30;1;;30;;;;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;12;48;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;14;3;;1;;41;47;1;4;4755;500000;12;50;305.49508256;
6061627;1;1;1;60;50;50;2;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;6;;;;;3;800000;1;;3;;3;2;12;50;;.;20;1;;1;1;2;;2;;2;;;;;;;;;;;;1;2;2;1;6;14;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;;1;;53;56;1;4;5619;800000;12;50;390.54747955;
6061628;1;2;1;60;50;50;1;2;1;;1;;1;1;2;1;92;;1;;2;1200000;2;;;2;;2;;2;;2;;2;;;1;110000;1;1;35000;2;2;;;2;;;2;;;1;1100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;48;;;;9;7;;1;;1;2;1;10;1;;;;;;;;;1;1;1;12;24;1;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;2;20;2;;1;;58;55;1;1;5511;1200000;12;50;304.6007327;
6061633;1;1;1;60;52;52;1;2;1;;2;4;1;1;2;1;468;;1;;2;1500000;2;;;2;;2;;2;;2;;2;;;1;106454;2;2;;;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;1;;2;9;2;;1;;1;2;1;35;1;;;;;;;;;1;1;1;0;12;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;1;1;1;8;20;5;;1;;03;35;1;1;3512;1500000;12;52;299.39399896;7810
6061634;1;1;1;60;52;52;2;;;;;;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2021;2;1300000;1;;3;;6;2;12;48;;.;40;2;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;120;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;8;20;3;;1;;41;47;1;4;4752;1300000;12;52;137.2800358;
6061634;1;2;1;60;52;52;2;;;;;;;;;;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;7;;1;1;2021;2;2000000;1;;3;;6;2;12;50;;.;40;2;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;10;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;2;3;;1;;21;96;1;5;9609;2000000;12;52;137.2800358;
6061637;1;1;1;60;52;52;1;2;1;;1;;1;1;2;1;24;;1;;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;98;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;0;3;;;5;7;;1;;1;1;1;4;;;;;;;;;1;1;9;1;0;6;4;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;10;2;;1;;08;42;1;1;4210;;12;52;324.60338936;
6061638;1;1;1;60;52;52;1;2;2;12;1;;1;1;2;1;24;;1;;2;908526;2;;;2;;2;;2;;2;;2;;;1;106400;1;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;4;7;;1;;1;1;1;3;1;;;;;;;;;1;1;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;13;10;8;;1;;45;47;1;1;4752;908526;12;52;328.77917371;
6061638;1;2;1;60;52;52;1;2;2;12;1;;1;1;2;1;24;;1;;2;908000;2;;;2;;2;;2;;2;;2;;;1;106400;1;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;48;;.;40;2;;;4;7;;1;;1;2;2;24;1;;;;;;;;;1;1;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;6;10;8;;1;;40;47;1;1;4752;908000;12;52;328.77917371;
6061642;1;2;1;60;52;52;1;2;2;2;1;;1;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;;2;;1;;3;;3;2;3;20;2;;0;3;;;9;7;;3;;2;;;;;;;;;;;;1;2;2;2;;;;;;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;20;3;;1;;13;85;1;4;8544;;12;52;324.65069319;
6061643;1;1;1;60;52;52;1;1;;;1;;1;2;2;2;60;;1;;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;35;2;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;24;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;11;20;2;;1;;45;47;1;1;4754;900000;12;52;239.97656165;
6061643;1;2;1;60;52;52;1;1;;;1;;1;2;2;2;24;;1;;2;900000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;12;50;;.;30;2;;;2;7;;2;;2;;;;;;;;;;;;1;2;2;1;6;12;1;;1;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;2;1;1;2;1;2;1;1;11;20;3;;1;1;33;47;1;1;4754;900000;12;52;239.97656165;
6061644;1;1;1;60;52;52;2;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;1;3;7;;1;1;2021;2;1000000;1;;3;;3;2;12;60;;.;60;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;0;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;14;;3;;1;;41;47;1;4;4711;1000000;12;52;404.09937645;
6061644;1;3;1;60;52;52;2;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;;;;;.;;;7;20;2;;20;;;;2;1;;2;;2;;;;;;;;;;;;1;2;2;1;5;3;1;;3;2;;;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;;1;1;1;2;1;2;1;1;14;;3;;1;1;45;47;1;6;4711;;12;52;404.09937645;
6061646;1;1;1;60;52;52;2;;;;;;;;;;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;3;900000;1;;3;;1;2;12;60;;.;50;2;;;1;6;;4;;2;;;;;;;;;;;;1;2;2;1;0;60;8;;11;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;10;8;;1;;45;47;1;4;4789;900000;12;52;292.05862195;
6061647;1;4;1;60;52;52;1;2;2;6;1;;1;1;2;1;2;;2;;2;900000;2;;;2;;2;;2;;2;;2;;;1;106400;1;2;;;2;;;2;;;2;;;1;100000;2;;2;;2;;2;;2;;;;;;;;;.;;;;;;;;;.;;;11;48;;.;40;2;;;6;9;;1;;2;;;;;;;;;;;;1;1;2;1;1;12;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;2;30;8;;1;;95;41;1;1;4111;900000;12;52;505.77565847;
6061647;1;7;1;60;52;52;2;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;3;6;;;;;2;1000000;1;;3;;3;2;12;48;;.;40;2;;;2;2;;2;;2;;;;;;;;;;;;1;2;2;1;0;48;1;;8;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;2;1;3;15;8;;1;;95;41;1;5;4111;1000000;12;52;505.77565847;
6061648;1;1;1;60;52;52;2;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;6;;;;;2;600000;1;;3;;3;2;12;40;;.;35;2;;;1;6;;2;;2;;;;;;;;;;;;1;2;2;1;2;36;4;;3;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;1;1;2;1;1;3;30;3;;1;;39;96;1;4;9609;600000;12;52;262.80725176;
6061650;1;1;1;60;52;52;2;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;7;;1;1;2021;2;800000;1;;3;;6;2;12;45;;.;35;2;;;1;7;;2;;2;;;;;;;;;;;;1;2;2;1;0;36;1;;1;2;;;;;;;;2;;;;2;;;;;;;;;;;;;1;2;1;2;1;1;3;3;9;;1;;85;45;1;4;4520;800000;12;52;265.21586344;
