DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;CLASE;MES;DPTO;fex_c_2011
6036921;1;1;1;90;2;;1;30;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;475.00733744
6036921;1;2;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;475.00733744
6036921;1;3;1;90;2;;1;50;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;475.00733744
6036921;1;4;1;90;1;10;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;475.00733744
6036921;1;5;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;475.00733744
6036922;1;1;1;90;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036922;1;2;1;90;1;15;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036922;1;3;1;90;1;15;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036923;1;1;1;90;1;21;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036923;1;2;1;90;2;;1;3;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036924;1;1;1;90;1;6;1;9;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1612.1628406
6036924;1;2;1;90;2;;1;21;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1612.1628406
6036925;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;534.79463378
6036926;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1231.4093963
6036926;1;2;1;90;1;20;1;40;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1231.4093963
6036926;1;3;1;90;1;20;1;30;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1231.4093963
6036926;1;4;1;90;1;10;1;25;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1231.4093963
6036927;1;1;1;90;1;15;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;534.79463378
6036928;1;1;1;90;1;5;1;4;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036928;1;2;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036928;1;3;1;90;1;5;1;18;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036929;1;1;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;615.90430487
6036929;1;2;1;90;2;;1;18;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;615.90430487
6036930;1;1;1;90;1;4;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;691.03312542
6036930;1;2;1;90;1;21;1;14;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;691.03312542
6036930;1;3;1;90;2;;1;21;2;;1;7;2;;2;;2;;2;;2;;2;;2;12;15;691.03312542
6036930;1;6;1;90;2;;1;14;2;;2;;2;;2;;1;30;2;;2;;2;;2;12;15;691.03312542
6036931;1;1;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1410.6351815
6036931;1;2;1;90;2;;1;30;2;;1;15;2;;2;;2;;2;;2;;2;;2;12;15;1410.6351815
6036932;1;1;1;90;1;15;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1514.8279637
6036933;1;1;1;90;1;3;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1512.8006211
6036933;1;2;1;90;1;10;1;30;2;;1;20;2;;2;;2;;2;;2;;2;;2;12;15;1512.8006211
6036934;1;1;1;90;1;7;1;10;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036934;1;2;1;90;1;5;1;14;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036935;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1109.3019552
6036935;1;2;1;90;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1109.3019552
6036936;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1587.8336241
6036937;1;1;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;793.10274749
6036938;1;1;1;90;1;14;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036938;1;2;1;90;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036939;1;1;1;90;1;15;1;30;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1408.6078389
6036939;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1408.6078389
6036939;1;3;1;90;1;10;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1408.6078389
6036940;1;1;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;827.91073041
6036940;1;2;1;90;2;;1;9;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;827.91073041
6036940;1;3;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;827.91073041
6036940;1;4;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;827.91073041
6036941;1;1;1;90;1;10;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;698.50746824
6036941;1;2;1;90;1;10;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;698.50746824
6036942;1;1;1;90;1;21;1;14;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1499.6271033
6036942;1;2;1;90;1;7;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1499.6271033
6036942;1;3;1;90;1;5;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1499.6271033
6036942;1;4;1;90;1;14;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1499.6271033
6036942;1;5;1;90;2;;1;14;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1499.6271033
6036943;1;1;1;90;2;;1;14;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;632.60818109
6036943;1;2;1;90;2;;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;632.60818109
6036943;1;3;1;90;2;;1;4;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;632.60818109
6036954;1;1;1;90;1;5;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036954;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036954;1;3;1;90;1;2;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036954;1;4;1;90;1;5;1;40;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036954;1;5;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036954;1;6;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036954;1;7;1;90;1;10;1;15;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;786.37598252
6036955;1;1;1;90;2;;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036955;1;2;1;90;2;;1;30;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036956;1;1;1;90;2;;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036956;1;2;1;90;1;7;1;14;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;448.64776484
6036957;1;1;1;90;1;20;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1408.6078389
6036957;1;2;1;90;1;12;1;20;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1408.6078389
6036957;1;3;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1408.6078389
6036958;1;1;1;90;1;16;1;5;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1794.2013695
6036958;1;2;1;90;1;12;1;30;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1794.2013695
6036958;1;3;1;90;1;8;1;7;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1794.2013695
6036958;1;4;1;90;1;19;1;10;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1794.2013695
6036958;1;5;1;90;2;;1;9;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1794.2013695
6036958;1;6;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;2;12;15;1794.2013695
