DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
6038124;1;2;1;70;11;48;48;908526;1;;2;48;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4723;12;11;4587.9121123
6038124;1;3;1;70;11;20;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;11;4587.9121123
6038125;1;3;1;70;11;2;77;908526;1;;2;2;1;;7;2;8;;2;;;;;;;;;;;1;1;450000;47;95;97;1;1;4752;12;11;2802.2678684
6038159;1;1;1;70;11;30;48;1000000;3;;2;120;4;;1;2;8;;2;;;;;;;;;;;1;2;;81;54;54;1;2;8121;12;11;3401.8883681
6038166;1;1;1;70;11;8;48;908526;1;;2;8;1;;3;2;1;;2;;;;;;;;;;;1;2;;10;77;77;1;1;1081;12;11;3381.6230259
6038176;1;3;1;70;11;24;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;06;;1;2;;12;11;2919.3655449
6038184;1;2;1;70;11;6;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;1;;12;11;5473.603033
6038192;1;1;1;70;11;12;48;2000000;1;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;61;02;02;1;1;6120;12;11;3244.2600073
6038208;1;3;1;70;11;52;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;37;;1;2;;12;11;4219.9630013
6038211;1;2;1;70;11;40;48;908526;1;;2;40;1;;5;2;1;;2;;;;;;;;;;;1;2;;74;02;05;1;2;7490;12;11;3127.335879
6038221;1;2;1;70;11;52;48;908526;1;;2;156;4;;9;2;1;;2;;;;;;;;;;;1;2;;88;53;59;1;2;8899;12;11;2919.3655449
6038223;1;2;1;70;11;20;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;2;;12;11;2669.9682101
6038265;1;3;1;70;11;4;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;12;11;2919.3655449
6038273;1;3;1;70;11;70;48;908526;1;;2;70;4;;5;2;1;;2;;;;;;;;;;;1;2;;18;92;92;1;2;1811;12;11;3926.4317074
6038276;1;4;1;70;11;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;12;11;3320.6031936
6038306;1;2;1;70;11;156;48;908526;1;;2;200;4;;1;2;1;;2;;;;;;;;;;;1;2;;53;45;97;1;2;5320;12;11;3381.6230259
6038317;1;1;1;70;11;8;48;908526;1;;2;8;4;;1;2;1;;1;2;;;1;;;;;;;;2;;81;55;55;1;1;8121;12;11;2822.5332106
6038317;1;2;1;70;11;20;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;11;2822.5332106
6038326;1;2;1;70;11;53;48;908526;1;;2;53;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;9700;12;11;3534.1880263
6038329;1;3;1;70;11;24;48;908526;1;;2;24;4;;1;2;4;;2;;;;;;;;;;;1;2;;88;13;54;1;2;8891;12;11;2649.702868
6038357;1;2;1;70;11;28;48;908526;1;;2;230;3;;3;2;1;;1;2;;;1;;;;;;;;2;;97;55;54;1;2;9700;12;11;3782.8606746
6038357;1;3;1;70;11;2;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;12;11;3782.8606746
6038373;1;1;1;70;11;24;48;1800000;1;;2;24;2;;9;2;8;;2;;;;;;;;;;;1;2;;84;39;58;1;2;8423;12;11;4707.1579371
6038382;1;2;1;70;11;21;48;908526;2;;2;21;1;;9;2;2;;2;;;;;;;;;;;1;2;;69;39;39;1;2;6920;12;11;2822.5332106
6038384;1;2;1;70;11;16;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;12;11;3284.7906915
6038385;1;1;1;70;11;4;48;1000000;1;;2;4;1;;5;2;1;;2;;;;;;;;;;;1;2;;22;95;90;1;1;2229;12;11;7358.2277596
6038395;1;2;1;70;11;16;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;11;4136.5501898
6038403;1;2;1;70;11;10;48;1500000;1;;2;10;1;;5;2;1;;2;;;;;;;;;;;1;2;;45;11;33;1;1;4530;12;11;2324.8084057
6038433;1;7;1;70;11;32;48;909000;1;;2;52;4;;3;2;2;;2;;;;;;;;;;;1;2;;56;45;97;1;2;5619;12;11;5207.6244058
6038466;1;1;1;70;13;104;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;12;13;460.34577854
6038475;1;1;1;70;13;6;48;2000000;1;;2;6;1;;9;2;2;;2;;;;;;;;;;;1;2;;19;19;19;1;1;1921;12;13;419.16494259
6038495;1;3;1;70;13;12;48;1000000;1;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;39;45;1;1;4729;12;13;495.07510749
6038508;1;2;1;70;13;56;48;908000;1;;2;56;1;;7;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4731;12;13;448.90803748
6038509;1;2;1;70;13;156;48;1200000;1;;2;156;1;;9;2;2;;2;;;;;;;;;;;1;2;;52;39;39;1;2;5229;12;13;401.63711
6038522;1;4;1;70;13;4;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;1;;12;13;721.10929649
6038528;1;2;1;70;13;48;48;1000000;1;;2;144;1;;5;2;2;;2;;;;;;;;;;;1;2;;86;53;53;1;2;8692;12;13;455.2891236
6038532;1;1;1;70;13;4;48;1200000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;600000;20;84;84;1;1;2013;12;13;421.58502424
6038551;1;4;1;70;13;7;48;908000;1;;2;7;1;;8;2;2;;2;;;;;;;;;;;1;2;;49;84;84;1;1;4921;12;13;322.6258911
6038553;1;3;1;70;13;20;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;12;13;475.36130465
6038554;1;3;1;70;13;16;48;908526;1;;2;16;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8621;12;13;306.78086791
6038559;1;2;1;70;13;8;40;1500000;1;;2;8;1;;8;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;1;8544;12;13;423.1956098
6038577;1;3;1;70;13;16;48;1000000;1;;2;16;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;19;59;1;2;4210;12;13;215.82185848
6038577;1;4;1;70;13;48;48;1100000;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4711;12;13;215.82185848
6038577;1;6;1;70;13;16;48;1200000;1;;2;16;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;33;33;1;2;8621;12;13;215.82185848
6038580;1;1;1;70;13;4;48;1000000;1;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;1;9700;12;13;445.8143382
6038591;1;1;1;70;13;5;48;1200000;1;;2;5;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;1;8412;12;13;390.16512808
6038591;1;2;1;70;13;28;48;1100000;1;;2;28;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;12;13;390.16512808
6038604;1;3;1;70;13;96;48;908000;1;;2;96;1;;6;2;2;;2;;;;;;;;;;;1;2;;52;32;32;1;2;5229;12;13;472.34646736
6038604;1;4;1;70;13;48;48;908000;1;;2;48;1;;6;2;2;;2;;;;;;;;;;;1;2;;55;39;32;1;2;5511;12;13;472.34646736
6038606;1;9;1;70;13;8;48;900000;1;;2;96;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4772;12;13;287.71472117
6038608;1;2;1;70;13;30;48;600000;3;;2;30;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;12;13;552.64787657
6038620;1;6;1;70;13;12;48;908526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;10;53;77;1;1;1011;12;13;452.36915245
6038630;1;2;1;70;13;84;48;500000;3;;2;96;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;54;53;1;2;5619;12;13;491.20632785
6038645;1;1;1;70;13;36;48;908526;1;;2;36;1;;5;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;12;13;436.14586525
6038649;1;1;1;70;13;12;48;700000;1;;2;12;1;;5;2;4;;2;;;;;;;;;;;1;2;;56;53;53;1;1;5611;12;13;357.72339387
6038659;1;2;1;70;13;20;48;908526;1;;2;20;1;;9;2;1;;2;;;;;;;;;;;1;2;;80;58;58;1;2;8010;12;13;293.17379079
6038659;1;3;1;70;13;24;40;908526;1;;2;20;1;;6;2;1;;2;;;;;;;;;;;1;2;;79;32;39;1;2;7911;12;13;293.17379079
6038668;1;1;1;70;13;4;48;2000000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;1800000;84;02;03;1;1;8413;12;13;301.62189796
6038671;1;2;1;70;13;96;48;1000000;1;;2;624;1;;3;2;2;;2;;;;;;;;;;;1;2;;93;45;17;1;2;9329;12;13;478.2560724
6038688;1;5;1;70;13;8;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;1;;12;13;664.10082966
6038697;1;2;1;70;13;52;48;1500000;1;;2;52;1;;9;2;4;;2;;;;;;;;;;;1;2;;86;39;39;1;2;8621;12;13;215.82185848
6038708;1;2;1;70;13;2;48;1200000;1;;2;2;1;;5;2;1;;2;;;;;;;;;;;1;1;908576;74;39;39;1;1;7490;12;13;237.82233361
6038713;1;2;1;70;13;6;48;1200000;1;;2;6;1;;4;2;7;;2;;;;;;;;;;;1;2;;52;39;33;1;1;5229;12;13;453.96469242
6038725;1;4;1;70;13;30;40;1600000;1;;2;30;1;;8;2;1;;2;;;;;;;;;;;1;2;;55;13;03;1;2;5511;12;13;581.64793308
6038725;1;5;1;70;13;8;40;2000000;1;;2;8;1;;6;2;7;;2;;;;;;;;;;;1;2;;47;12;39;1;1;4771;12;13;581.64793308
6038730;1;1;1;70;13;48;48;1100000;1;;2;48;4;;9;2;2;;2;;;;;;;;;;;1;2;;84;39;39;1;2;8412;12;13;429.57669592
6038736;1;1;1;70;13;84;48;908526;1;;2;84;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4724;12;13;311.7426567
6038738;1;1;1;70;13;12;48;908526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;20;45;90;1;1;2013;12;13;304.58473985
6038738;1;5;1;70;13;20;40;1000000;1;;2;20;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;12;13;304.58473985
6038750;1;4;1;70;13;8;48;1200000;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;58;95;1;1;4111;12;13;533.15464744
6038751;1;2;1;70;13;99;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;13;317.0827095
6038759;1;3;1;70;13;4;48;1000000;1;;2;4;1;;1;2;4;;2;;;;;;;;;;;1;2;;80;55;58;1;1;8010;12;13;532.38716379
6039045;1;3;1;70;17;48;48;908526;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8610;12;17;152.90469289
6039054;1;1;1;70;17;4;48;1500000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;1;8610;12;17;201.69545782
6039054;1;2;1;70;17;8;48;1500000;1;;2;8;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;1;8412;12;17;201.69545782
6039107;1;2;1;70;17;3;48;908526;1;;2;3;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;92;59;1;1;8551;12;17;230.05297214
6039113;1;2;1;70;17;8;48;908526;1;;2;8;4;;8;2;8;;2;;;;;;;;;;;1;2;;84;34;39;1;1;8412;12;17;170.0295217
6039150;1;3;1;70;17;24;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;2;;12;17;224.02711077
6039158;1;3;1;70;17;40;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;2;;12;17;251.18485335
6039172;1;2;1;70;17;4;48;908526;3;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;1;900000;97;59;59;1;1;9700;12;17;211.0466585
6039238;1;1;1;70;17;48;48;908526;1;;2;48;1;;4;2;1;;2;;;;;;;;;;;1;2;;10;45;45;1;2;1081;12;17;217.15549669
6039238;1;4;1;70;17;48;48;908526;1;;2;48;1;;2;2;1;;2;;;;;;;;;;;1;2;;43;93;93;1;2;4330;12;17;217.15549669
6039245;1;2;1;70;17;16;48;908526;1;;2;16;1;;4;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;12;17;238.32350082
6039253;1;1;1;70;17;48;48;908526;1;;2;48;1;;6;2;2;;2;;;;;;;;;;;1;2;;15;32;33;1;2;1523;12;17;357.61394424
6039271;1;3;1;70;17;48;48;908526;1;;2;48;1;;3;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4772;12;17;181.26597554
6039273;1;1;1;70;17;48;48;908526;1;;2;48;1;;9;2;2;;2;;;;;;;;;;;1;2;;42;03;03;1;2;4220;12;17;201.69545782
6039276;1;3;1;70;17;4;48;908526;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;38;38;1;1;6190;12;17;184.20681203
6039291;1;2;1;70;17;3;48;908526;1;;2;3;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;12;17;473.07303041
6039311;1;2;1;70;17;72;48;908526;4;;2;72;4;;1;2;1;;2;;;;;;;;;;;1;2;;80;58;58;1;2;8010;12;17;185.88139991
6039311;1;3;1;70;17;48;48;908526;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;41;97;97;1;2;4111;12;17;185.88139991
6039311;1;7;1;70;17;2;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;;12;17;185.88139991
6039314;1;4;1;70;17;4;48;3500000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;41;02;02;1;1;4111;12;17;245.51301101
6039326;1;3;1;70;17;4;48;908526;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;908526;81;55;55;1;1;8121;12;17;330.45620165
6039838;1;1;1;70;23;8;48;908526;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;16;95;95;1;1;1630;12;23;204.18052872
6039854;1;2;1;70;23;4;48;908526;5;;2;4;5;;3;2;1;;2;;;;;;;;;;;1;1;800000;41;95;95;1;1;4111;12;23;257.67438673
6039855;1;3;1;70;23;52;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;12;23;275.771485
6039863;1;1;1;70;23;8;48;908526;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;46;98;98;1;1;4631;12;23;316.32439692
6039875;1;3;1;70;23;12;48;1400000;1;;2;50;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;33;39;1;1;8413;12;23;183.55301293
6039876;1;4;1;70;23;12;48;908770;1;;2;20;1;;4;2;1;;2;;;;;;;;;;;1;2;;96;98;97;1;1;9609;12;23;168.44052259
6039887;1;2;1;70;23;24;48;1200000;1;;2;24;1;;3;2;4;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;12;23;244.83653645
6039891;1;2;1;70;23;3;48;908526;1;;2;4;1;;6;2;2;;2;;;;;;;;;;;1;1;500000;42;38;03;1;1;4210;12;23;209.15091283
6039903;1;2;1;70;23;12;48;908526;1;;2;48;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;1;4719;12;23;236.64431361
6039912;1;2;1;70;23;3;48;1200000;1;;2;3;1;;2;2;1;;2;;;;;;;;;;;1;1;600000;41;95;95;1;1;4111;12;23;222.60088244
6039913;1;1;1;70;23;16;48;1000000;1;;2;17;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;85;45;1;2;4752;12;23;228.34938164
6039928;1;2;1;70;23;25;40;700000;1;;2;25;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;45;38;1;2;8220;12;23;249.24657445
6039930;3;2;3;70;23;40;54;500000;3;;2;80;1;;2;2;4;;2;;;;;;;;;;;1;2;;56;54;53;1;2;5611;12;23;292.37264374
6039931;1;2;1;70;23;12;48;1500000;1;;2;30;1;;3;2;1;;2;;;;;;;;;;;1;2;;41;58;95;1;1;4111;12;23;260.91404594
6039931;1;7;1;70;23;8;48;1200000;1;;2;16;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4759;12;23;260.91404594
6039943;1;1;1;70;23;56;48;908526;1;;2;100;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;12;23;253.2687776
6039944;1;1;1;70;23;30;48;908526;4;;2;30;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;12;23;228.34938164
6039948;1;1;1;70;23;20;40;250000;3;;2;40;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;12;23;230.41919903
6039948;1;2;1;70;23;8;40;350000;1;;2;8;1;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;12;23;230.41919903
6039974;1;2;1;70;23;38;48;908526;1;;2;63;1;;7;2;1;;2;;;;;;;;;;;1;2;;85;55;55;1;2;8530;12;23;208.86024373
6039983;1;2;1;70;23;56;48;908526;1;;2;56;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;39;40;1;2;4774;12;23;158.43584679
6039991;1;4;1;70;23;30;48;1500000;1;;2;30;1;;2;2;1;;2;;;;;;;;;;;1;2;;25;13;83;1;2;2511;12;23;235.50593574
6039997;1;1;1;70;23;8;48;1000000;1;;2;8;1;;5;2;2;;2;;;;;;;;;;;1;2;;42;02;02;1;1;4210;12;23;125.56950457
6039997;1;3;1;70;23;16;48;500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;23;125.56950457
6040000;1;3;1;70;23;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;12;23;219.8007879
6040001;1;2;1;70;23;60;40;1500000;1;;2;60;5;;2;2;2;;2;;;;;;;;;;;1;2;;96;21;21;1;2;9601;12;23;161.81285068
6040005;1;1;1;70;23;48;48;908526;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8610;12;23;256.13345153
6040008;1;2;1;70;23;4;48;908526;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;908526;47;45;45;1;1;4769;12;23;295.03927253
6040009;1;4;1;70;23;4;48;908526;4;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;800000;49;98;98;1;1;4923;12;23;166.01626078
6040010;1;3;1;70;23;20;48;1500000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;12;23;183.84368203
6040010;1;4;1;70;23;20;48;1600000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;12;23;183.84368203
6040024;1;3;1;70;23;48;48;600000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;23;180.2332044
6040027;1;2;1;70;23;8;48;700000;3;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;12;23;229.48775952
6040038;1;1;1;70;23;44;48;908526;4;;2;44;1;;3;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;12;23;228.82125769
6040040;1;3;1;70;23;30;48;908526;1;;2;30;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4719;12;23;226.68766497
6040047;1;3;1;70;23;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;1;;12;23;260.97862532
6040048;1;2;1;70;23;24;48;908526;1;;2;100;3;;1;2;2;;2;;;;;;;;;;;1;2;;97;45;54;1;2;9700;12;23;172.46272574
6040049;1;4;1;70;23;12;48;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;1;;12;23;165.34975895
6040049;1;6;1;70;23;30;48;1300000;1;;2;16;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;02;02;1;2;4111;12;23;165.34975895
6040051;1;4;1;70;23;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;12;23;253.61987219
6040055;1;3;1;70;23;8;48;908526;1;;2;200;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4759;12;23;277.50252038
6040061;1;1;1;70;23;4;48;908526;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;600000;47;45;45;1;1;4752;12;23;220.99062851
6040081;1;2;1;70;23;40;48;2000000;2;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;69;12;12;1;2;6910;12;23;196.60011473
6041282;1;2;1;70;50;20;48;1200000;1;;2;20;1;;4;2;2;;2;;;;;;;;;;;1;2;;55;39;39;1;2;5511;12;50;390.54747955
6041297;1;1;1;70;50;14;48;900000;1;;2;400;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;55;55;1;2;4771;12;50;250.93533532
6041298;1;5;1;70;50;40;40;900000;1;;2;8;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;2;9700;12;50;279.46070462
6041301;1;1;1;70;50;3;48;920000;1;;2;20;1;;7;2;1;;2;;;;;;;;;;;1;1;1100000;10;55;77;1;1;1051;12;50;314.64780249
6041304;1;1;1;70;50;52;48;1200000;1;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;92;45;45;1;2;9200;12;50;384.18570656
6041315;1;3;1;70;50;75;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;;12;50;150.45121568
6041317;1;3;1;70;50;2;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;12;50;220.35772279
6041319;1;1;1;70;50;13;48;900000;4;;2;156;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;1;9700;12;50;347.46548804
6041341;1;2;1;70;50;36;48;800000;1;;2;13;1;;3;2;8;;2;;;;;;;;;;;1;2;;56;45;53;1;2;5611;12;50;308.31174648
6041346;1;3;1;70;50;30;48;1000000;1;;2;30;1;;4;2;1;;2;;;;;;;;;;;1;2;;01;58;62;1;2;0125;12;50;309.53181975
6041358;1;1;1;70;50;24;48;1000000;1;;2;24;4;;3;2;1;;2;;;;;;;;;;;1;2;;95;03;03;1;2;9511;12;50;282.34361929
6041359;1;3;1;70;50;40;48;2000000;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;5619;12;50;396.88353556
6041363;1;2;1;70;50;4;48;930000;4;;2;86;1;;2;2;1;;2;;;;;;;;;;;1;2;;69;32;34;1;1;6910;12;50;250.93533532
6041365;1;3;1;70;50;12;48;900000;1;;2;3;1;;2;2;1;;2;;;;;;;;;;;1;1;120000;41;95;95;1;1;4111;12;50;295.76961447
6041395;1;3;1;70;50;20;48;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;12;50;418.97291593
6041396;1;3;1;70;50;6;48;1100000;1;;2;6;1;;4;2;1;;2;;;;;;;;;;;1;2;;45;84;21;1;1;4520;12;50;450.87053464
6041398;1;2;1;70;50;2;48;906000;1;;2;150;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;53;45;1;1;4769;12;50;390.54747955
6041402;1;5;1;70;50;30;48;1200000;1;;2;30;1;;6;2;1;;2;;;;;;;;;;;1;2;;62;03;03;1;2;6202;12;50;383.29135671
6041403;1;2;1;70;50;16;48;900000;1;;2;16;1;;1;2;4;;2;;;;;;;;;;;1;2;;97;55;54;1;2;9700;12;50;273.68023411
6041423;1;2;1;70;50;40;40;2000000;1;;2;40;1;;9;2;1;;2;;;;;;;;;;;1;2;;64;44;44;1;2;6412;12;50;198.6749069
6041427;1;3;1;70;50;18;48;1500000;1;;2;24;1;;7;2;1;;2;;;;;;;;;;;1;2;;42;02;95;1;2;4210;12;50;453.76012529
6041428;1;1;1;70;50;20;48;1200000;4;;2;20;1;;4;2;1;;2;;;;;;;;;;;1;2;;82;39;19;1;2;8230;12;50;366.33164
6041439;1;1;1;70;50;4;48;1000000;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;2;;80;58;58;1;1;8010;12;50;290.83852743
6041446;1;1;1;70;50;24;40;2500000;4;;2;105;1;;2;2;1;;3;;;ES PENSIONADO;;;;;;;1;;2;;01;41;60;1;2;0141;12;50;229.18884102
6041462;1;2;1;70;50;2;48;1100000;1;;2;3;4;;9;2;1;;2;;;;;;;;;;;1;1;1100000;36;95;95;1;1;3600;12;50;267.31846112
6041467;1;2;1;70;50;20;48;900000;1;;2;24;1;;3;2;2;;2;;;;;;;;;;;1;2;;46;33;33;1;2;4659;12;50;186.51341399
6041478;1;1;1;70;50;216;48;900000;1;;2;72;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;45;55;1;2;8121;12;50;334.74194207
6041485;1;4;1;70;50;8;48;1000000;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;12;50;334.77845672
6041489;1;1;1;70;50;16;48;1200000;8;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;62;62;1;2;8130;12;50;486.57781084
6041492;1;3;1;70;50;4;48;900000;1;;2;4;4;;1;2;7;;2;;;;;;;;;;;1;2;;88;53;54;1;1;8891;12;50;349.43501185
6041500;1;4;1;70;50;26;40;800000;1;;2;4;1;;6;2;1;;2;;;;;;;;;;;1;1;300000;47;17;45;1;2;4719;12;50;149.57951327
6041501;1;1;1;70;50;52;48;900000;1;;2;208;1;;3;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;12;50;375.91664139
6041508;1;2;1;70;50;6;40;800000;4;;2;140;3;;1;2;2;;2;;;;;;;;;;;1;2;;81;55;55;1;1;8121;12;50;349.43501185
6041512;1;1;1;70;50;4;48;1200000;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;1200000;41;95;95;1;1;4111;12;50;333.51395446
6041519;1;2;1;70;50;156;48;1000000;1;;2;200;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;12;50;390.54747955
6041525;1;2;1;70;50;2;48;1200000;1;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;1200000;25;87;87;1;1;2511;12;50;289.94417757
6041539;1;2;1;70;50;8;48;2000000;1;;2;8;1;;9;2;2;;2;;;;;;;;;;;1;2;;33;30;19;1;1;3311;12;50;380.50040976
6041541;1;2;1;70;50;4;48;2000000;4;;2;4;4;;1;2;1;;1;2;;;1;;;;;;;;2;;84;39;39;1;1;8424;12;50;198.6749069
6041543;1;2;1;70;50;12;48;1600000;1;;2;18;4;;1;2;4;;2;;;;;;;;;;;1;2;;69;11;11;1;1;6920;12;50;396.90925253
6041544;1;2;1;70;50;36;48;1800000;1;;2;36;1;;5;2;7;;2;;;;;;;;;;;1;2;;01;98;98;1;2;0126;12;50;364.09156698
6041547;1;1;1;70;50;96;50;908000;1;;2;104;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;12;50;422.68805141
6041547;1;3;1;70;50;8;60;900000;4;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;25;87;87;1;1;2511;12;50;422.68805141
