DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;CLASE;MES;DPTO;fex_c_2011
6036506;1;1;1;90;2;;1;3;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;2716.3028748
6036507;1;1;1;90;2;;1;12;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;3419.4578827
6036508;1;1;1;90;2;;2;;2;;1;15;2;;2;;2;;2;;2;;2;;;1;12;76;3066.1792234
6036508;1;2;1;90;2;;1;40;2;;1;40;2;;2;;2;;2;;2;;2;;;1;12;76;3066.1792234
6036509;1;1;1;90;2;;1;4;2;;1;70;2;;2;;2;;2;;2;;2;;;1;12;76;3419.4578827
6036514;1;1;1;90;2;;1;21;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;3094.9138155
6036514;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;3094.9138155
6036514;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;3094.9138155
6036514;1;4;1;90;2;;1;14;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;3094.9138155
6036515;1;1;1;90;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;2714.7997839
6036515;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;2714.7997839
6036515;1;3;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;2714.7997839
6036522;1;1;1;90;2;;1;10;2;;1;15;2;;2;;2;;2;;2;;2;;;1;12;76;2668.3219439
6036522;1;2;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;2668.3219439
6036522;1;3;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;76;2668.3219439
6036944;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;4764.9163609
6036944;1;2;1;90;1;10;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;4764.9163609
6036944;1;3;1;90;1;3;1;15;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;4764.9163609
6036945;1;1;1;90;2;;1;18;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;4305.8711289
6036945;1;2;1;90;2;;1;26;2;;1;14;2;;2;;2;;2;;2;;2;;;1;12;15;4305.8711289
6036946;1;1;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;2432.7209742
6036946;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;2432.7209742
6036947;1;1;1;90;2;;1;16;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;3724.3555397
6036948;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;4229.3953299
6036948;1;2;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;4229.3953299
6036949;1;1;1;90;2;;1;7;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;3067.6251512
6036950;1;1;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;5380.3855305
6036950;1;2;1;90;2;;1;21;2;;1;12;2;;2;;2;;2;;2;;2;;;1;12;15;5380.3855305
6036951;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;6171.598969
6036951;1;2;1;90;2;;1;24;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;6171.598969
6036952;1;1;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;3624.6778532
6036952;1;2;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;3624.6778532
6036953;1;1;1;90;2;;1;21;2;;1;10;2;;2;;2;;2;;2;;2;;;1;12;15;2317.6729316
6036953;1;2;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;15;2317.6729316
6037011;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037011;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037011;1;3;1;90;2;;1;30;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037012;1;1;1;90;2;;1;16;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;4193.4320866
6037012;1;2;1;90;2;;1;30;2;;2;;2;;2;;2;;2;;2;;1;20;;1;12;17;4193.4320866
6037013;1;1;1;90;2;;1;40;2;;2;;1;15;2;;2;;1;30;2;;2;;;1;12;17;1377.5266207
6037013;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;1;30;2;;2;;;1;12;17;1377.5266207
6037013;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037013;1;4;1;90;2;;1;5;2;;2;;2;;2;;2;;1;40;2;;2;;;1;12;17;1377.5266207
6037014;1;1;1;90;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3210.0863145
6037014;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3210.0863145
6037014;1;3;1;90;2;;1;45;2;;1;25;2;;2;;2;;2;;2;;2;;;1;12;17;3210.0863145
6037015;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037015;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037016;1;1;1;90;2;;1;50;2;;1;30;2;;2;;2;;2;;2;;2;;;1;12;17;4663.0555808
6037017;1;1;1;90;2;;1;30;2;;1;20;2;;2;;2;;2;;2;;2;;;1;12;17;6732.6181596
6037018;1;1;1;90;2;;1;52;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037019;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2652.4571314
6037020;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037020;1;2;1;90;1;3;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037021;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037022;1;1;1;90;2;;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037022;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037023;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037024;1;1;1;90;2;;2;;2;;1;12;2;;2;;2;;2;;2;;2;;;1;12;17;4839.5564153
6037024;1;2;1;90;2;;1;50;2;;1;36;2;;2;;2;;2;;2;;2;;;1;12;17;4839.5564153
6037025;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2982.7034629
6037025;1;2;1;90;2;;1;6;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2982.7034629
6037025;1;3;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2982.7034629
6037025;1;4;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2982.7034629
6037025;1;5;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2982.7034629
6037026;1;1;1;90;1;12;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037026;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037027;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2652.4571314
6037028;1;1;1;90;1;3;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2123.8695077
6037028;1;2;1;90;2;;1;30;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2123.8695077
6037029;1;1;1;90;2;;1;14;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3011.8628405
6037030;1;1;1;90;2;;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037030;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037031;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;4560.4594707
6037031;1;2;1;90;2;;1;20;2;;1;10;2;;2;;2;;2;;2;;2;;;1;12;17;4560.4594707
6037032;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037032;1;2;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037032;1;3;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037033;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037034;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3011.8628405
6037035;1;1;1;90;2;;1;53;2;;2;;1;30;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037035;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037036;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037036;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037037;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037037;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037037;1;3;1;90;2;;1;10;2;;1;10;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037038;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1661.4896843
6037038;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1661.4896843
6037039;1;1;1;90;2;;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037039;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037040;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037040;1;2;1;90;2;;1;45;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037041;1;1;1;90;2;;1;56;1;3;2;;2;;2;;2;;2;;2;;1;3;;1;12;17;1377.5266207
6037041;1;2;1;90;2;;1;1;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037042;1;1;1;90;2;;1;5;2;;1;10;2;;2;;2;;2;;2;;2;;;1;12;17;12535.492248
6037042;1;2;1;90;2;;1;55;2;;1;35;2;;2;;2;;2;;2;;2;;;1;12;17;12535.492248
6037043;1;1;1;90;2;;1;10;2;;1;25;2;;2;;2;;2;;2;;2;;;1;12;17;4560.4594707
6037043;1;2;1;90;1;4;1;45;1;3;1;20;2;;2;;1;8;2;;2;;2;;;1;12;17;4560.4594707
6037044;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037045;1;1;1;90;1;7;1;17;2;;2;;2;;2;;2;;2;;1;2;2;;;1;12;17;3011.8628405
6037046;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2652.4571314
6037047;1;1;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3011.8628405
6037048;1;1;1;90;2;;1;45;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037049;1;1;1;90;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3011.8628405
6037050;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1918.2992834
6037050;1;2;1;90;2;;1;55;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1918.2992834
6037050;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1918.2992834
6037051;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1661.4896843
6037051;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1661.4896843
6037052;1;1;1;90;2;;1;5;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037052;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037053;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037053;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037054;1;1;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;5367.6760468
6037054;1;2;1;90;2;;1;20;2;;1;10;2;;2;;2;;2;;2;;2;;;1;12;17;5367.6760468
6037055;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037055;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037055;1;3;1;90;2;;1;6;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2006.7044412
6037056;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2652.4571314
6037057;1;1;1;90;2;;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037057;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037057;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037058;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2711.3249072
6037058;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2711.3249072
6037058;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2711.3249072
6037058;1;4;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;2711.3249072
6037059;1;1;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1661.4896843
6037059;1;2;1;90;2;;1;40;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;1661.4896843
6037060;1;1;1;90;2;;1;40;2;;1;16;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037060;1;2;1;90;2;;1;20;2;;1;20;2;;2;;2;;2;;2;;2;;;1;12;17;1377.5266207
6037061;1;1;1;90;2;;1;50;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3577.2104126
6037061;1;2;1;90;2;;1;7;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;17;3577.2104126
6037062;1;1;1;90;2;;1;35;2;;1;12;2;;2;;2;;2;;2;;2;;;1;12;44;1226.2598834
6037062;1;2;1;90;2;;1;3;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1226.2598834
6037062;1;3;1;90;2;;1;26;2;;1;6;2;;2;;2;;2;;2;;2;;;1;12;44;1226.2598834
6037062;1;4;1;90;2;;1;21;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1226.2598834
6037063;1;1;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;964.04072252
6037063;1;2;1;90;2;;1;28;2;;1;10;1;12;2;;2;;2;;2;;2;;;1;12;44;964.04072252
6037063;1;3;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;964.04072252
6037063;1;4;1;90;2;;1;6;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;964.04072252
6037063;1;6;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;964.04072252
6037064;1;1;1;90;2;;1;25;2;;1;15;2;;2;;2;;2;;2;;2;;;1;12;44;863.94934908
6037064;1;2;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;863.94934908
6037065;1;1;1;90;2;;1;3;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1061.0790145
6037065;1;2;1;90;2;;1;20;2;;1;15;2;;2;;2;;2;;2;;2;;;1;12;44;1061.0790145
6037066;1;1;1;90;2;;1;29;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;719.48951484
6037067;1;1;1;90;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;498.3753864
6037067;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;498.3753864
6037067;1;3;1;90;2;;1;12;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;498.3753864
6037068;1;1;1;90;2;;1;21;2;;1;18;2;;2;;2;;2;;2;;2;;;1;12;44;823.9395111
6037068;1;2;1;90;2;;1;21;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;823.9395111
6037068;1;3;1;90;2;;1;12;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;823.9395111
6037069;1;1;1;90;2;;1;25;2;;1;15;2;;2;;2;;2;;2;;2;;;1;12;44;1084.1821531
6037069;1;2;1;90;2;;1;18;2;;1;3;2;;2;;2;;2;;2;;2;;;1;12;44;1084.1821531
6037069;1;3;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1084.1821531
6037070;1;1;1;90;2;;1;21;2;;2;;2;;2;;2;;2;;2;;1;2;;1;12;44;536.2036396
6037070;1;2;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;1;2;;1;12;44;536.2036396
6037071;1;1;1;90;1;8;1;15;2;;2;;2;;2;;2;;2;;2;;1;1;;1;12;44;1008.8879241
6037071;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1008.8879241
6037072;1;1;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1286.149182
6037073;1;1;1;90;2;;1;21;2;;1;15;2;;2;;2;;2;;2;;2;;;1;12;44;1306.2795594
6037073;1;2;1;90;2;;2;;2;;1;8;2;;2;;2;;2;;2;;2;;;1;12;44;1306.2795594
6037074;1;1;1;90;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;719.48951484
6037075;1;1;1;90;2;;1;22;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;813.46489757
6037076;1;1;1;90;2;;1;21;2;;1;15;2;;2;;2;;2;;2;;1;2;;1;12;44;892.3123944
6037076;1;2;1;90;2;;1;3;2;;2;;2;;2;;2;;2;;2;;1;2;;1;12;44;892.3123944
6037076;1;3;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;892.3123944
6037076;1;5;1;90;2;;1;8;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;892.3123944
6037076;1;6;1;90;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;892.3123944
6037077;1;1;1;90;2;;1;10;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1176.9737388
6037077;1;2;1;90;2;;1;12;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1176.9737388
6037078;1;1;1;90;2;;1;35;2;;1;25;2;;2;;2;;2;;2;;2;;;1;12;44;1129.8031132
6037079;1;1;1;90;2;;1;35;2;;1;20;2;;2;;2;;2;;2;;2;;;1;12;44;1266.2697214
6037079;1;2;1;90;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;1;12;44;1266.2697214
