DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
6050271;1;1;1;70;76;1;1;24;908526;4;;2;6;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;56;55;1;1;12;9700;76;963.81080572
6050273;1;2;1;70;76;1;250;48;1267000;1;;2;250;1;;9;2;2;;2;;;;;;;;;;;1;2;;70;39;39;1;2;12;7010;76;828.81232141
6050280;1;2;1;70;76;1;140;48;908526;1;;2;130;1;;7;2;1;;2;;;;;;;;;;;1;2;;49;59;59;1;2;12;4921;76;965.15938767
6050288;1;1;1;70;76;1;76;48;908526;4;;2;76;4;;1;2;2;;2;;;;;;;;;;;1;2;;81;55;55;1;2;12;8121;76;828.81232141
6050294;1;3;1;70;76;1;3;84;1200000;1;;2;3;1;;5;2;4;;2;;;;;;;;;;;1;1;1200000;56;53;53;1;1;12;5611;76;1233.559311
6050311;2;4;2;70;76;1;8;48;908526;1;;2;12;1;;5;2;1;;2;;;;;;;;;;;1;2;;01;97;62;1;1;12;0142;76;1946.2096873
6050315;1;2;1;70;76;1;96;48;908526;3;;2;144;1;;6;2;1;;2;;;;;;;;;;;1;2;;96;54;57;1;2;12;9602;76;1743.8870002
6050319;1;1;1;70;76;1;43;48;908526;3;;2;43;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;76;753.19104566
6050322;1;3;1;70;76;1;50;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;76;1119.054514
6050343;1;5;1;70;76;1;45;45;908526;1;;2;17;1;;5;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;12;5611;76;1139.9669345
6050344;1;2;1;70;76;1;4;48;908526;1;;2;4;1;;2;2;1;;2;;;;;;;;;;;1;1;98;49;98;98;1;1;12;4921;76;1215.5882103
6050364;1;2;1;70;76;1;2;60;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;12;;76;1211.2983086
6050369;1;3;1;70;76;1;24;48;908526;1;;2;24;1;;6;2;4;;2;;;;;;;;;;;1;2;;47;97;97;1;2;12;4721;76;2294.6909485
6050369;1;7;1;70;76;1;24;48;908526;1;;2;24;1;;6;2;4;;2;;;;;;;;;;;1;2;;41;97;97;1;2;12;4112;76;2294.6909485
6050381;1;2;1;70;76;1;39;48;908526;1;;2;30;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4742;76;1620.4222412
6050653;1;1;1;70;;1;52;48;1000000;4;;2;12;4;;1;2;8;;2;;;;;;;;;;;1;2;;56;55;45;1;2;12;5619;05;1147.9388506
6050654;1;3;1;70;;1;32;50;650000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;05;9928.6707851
6050662;1;3;1;70;;1;16;48;1400000;1;;2;16;1;;3;2;4;;2;;;;;;;;;;;1;2;;46;58;97;1;2;12;4632;05;1147.9388506
6050771;1;9;1;70;;1;102;40;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;2;12;;19;3243.0984466
6050775;1;2;1;70;;1;52;40;908526;1;;2;52;2;;9;2;1;;2;;;;;;;;;;;1;2;;85;55;55;1;2;12;8530;19;4286.4652561
6050775;1;3;1;70;;1;52;40;908526;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;2;12;;19;4286.4652561
6050776;1;2;1;70;;1;156;48;1000000;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;05;95;1;2;12;4111;19;3297.4805399
6050786;1;1;1;70;;1;104;48;1500000;1;;2;104;5;;3;2;1;;2;;;;;;;;;;;1;2;;56;97;51;1;2;12;5611;19;2111.2160225
6050791;1;3;1;70;;1;52;40;600000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;19;4644.0355673
6050791;1;5;1;70;;1;48;40;800000;1;;2;208;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;12;5619;19;4644.0355673
6050795;1;1;1;70;;1;72;30;800000;3;;2;74;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;53;1;2;12;9700;19;2609.5575149
6050936;1;1;1;70;19;1;76;48;950000;1;;2;76;1;;3;2;3;;2;;;;;;1;;;;;;2;;93;18;18;1;2;12;9319;19;208.67322079
6050937;1;1;1;70;19;1;48;40;1200000;1;;2;48;1;;2;2;2;;2;;;;;;1;;;;;;2;;68;21;21;1;2;12;6820;19;173.66988746
6050955;1;2;1;70;19;1;6;48;98;1;;2;12;4;;3;2;1;;2;;;;;;;;;;;1;2;;42;02;02;1;1;12;4210;19;207.07891459
6050972;1;2;1;70;20;1;32;48;908000;1;;2;40;1;;5;2;1;;2;;;;;;;;;;;1;2;;85;39;39;1;2;12;8513;20;263.59059344
6050974;1;6;1;70;20;1;30;48;908000;1;;2;30;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4772;20;166.38885721
6050981;1;3;1;70;20;1;23;48;900000;1;;2;28;1;;7;2;1;;2;;;;;;;;;;;1;2;;94;45;39;1;2;12;9499;20;249.1215823
6050982;1;6;1;70;20;1;4;48;600000;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;400000;56;53;53;1;1;12;5611;20;140.04669663
6050983;1;2;1;70;20;1;4;48;1600000;1;;2;4;1;;5;2;2;;2;;;;;;;;;;;1;2;;49;33;33;1;1;12;4921;20;235.95789142
6050987;1;3;1;70;20;1;12;48;1600000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;12;;1;1;12;;20;150.54710256
6050992;1;2;1;70;20;1;16;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;20;140.5719773
6050992;1;3;1;70;20;1;20;48;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;79;;1;2;12;;20;140.5719773
6050993;1;2;1;70;20;1;53;50;908000;1;;2;53;4;;3;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;12;4112;20;294.54486208
6050993;1;3;1;70;20;1;53;40;98;4;;2;53;6;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;12;4112;20;294.54486208
6050994;1;3;1;70;20;1;24;48;800000;1;;2;30;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4772;20;154.03355074
6050997;1;3;1;70;20;1;4;60;98;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;62;;1;1;12;;20;238.23241973
6051011;1;1;1;70;20;1;51;48;1200000;1;;2;52;1;;5;1;1;;2;;;;;;1;;;;;;2;;85;13;13;1;2;12;8513;20;240.94195467
6051058;1;3;1;70;;1;16;48;2000000;1;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;74;16;16;1;2;12;7410;76;2428.8518949
6051059;1;2;1;70;;1;24;48;1300000;1;;2;48;1;;6;2;2;;2;;;;;;;;;;;1;2;;52;39;39;1;2;12;5222;76;2896.7646396
6051059;1;4;1;70;;1;144;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;12;;76;2896.7646396
6051061;1;1;1;70;;1;48;40;1200000;1;;2;60;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;55;55;1;2;12;4751;76;2063.946949
6051061;1;2;1;70;;1;12;45;1600000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;12;;76;2063.946949
6051062;1;1;1;70;;1;12;48;1100000;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;52;59;59;1;1;12;5224;76;2803.0705166
6051063;1;1;1;70;;1;56;40;2500000;2;;2;96;1;;5;2;1;;2;;;;;;;;;;;1;2;;00;13;13;1;2;12;0000;76;2593.1046981
6051063;1;4;1;70;;1;16;40;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;76;2593.1046981
6051070;1;2;1;70;;1;58;40;1200000;1;;2;62;1;;3;2;1;;2;;;;;;;;;;;1;2;;45;84;84;1;2;12;4520;76;2751.8928712
6051071;1;2;1;70;;1;58;48;1400000;1;;2;58;1;;5;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;12;5611;76;2751.8928712
6051123;1;3;1;70;;1;8;48;1600000;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;78;70;70;1;1;12;7810;05;5756.8075936
6051124;1;4;1;70;;1;8;48;1500000;1;;2;8;1;;6;2;1;;1;1;;;1;;;;;;;;1;2800000;49;98;98;1;1;12;4923;05;6373.58228
6051130;1;2;1;70;;1;20;48;3200000;1;;2;20;2;;9;2;3;;2;;;;;;;;;;;1;1;7800000;84;05;05;1;2;12;8413;05;4133.1368027
6051131;1;1;1;70;;1;20;48;908000;1;;2;30;1;;7;2;1;;2;;;;;;;;;;;1;1;600000;47;79;79;1;2;12;4771;05;6328.754454
6051148;1;2;1;70;;1;4;48;908000;1;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;20;97;97;1;1;12;2023;05;2678.5239847
6051213;1;2;1;70;;1;12;40;300000;3;;2;16;3;;1;2;4;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;44;1599.8659949
6051217;1;2;1;70;;1;12;48;900000;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;22;19;19;1;1;12;2229;44;498.3753864
6051220;1;3;1;70;;1;12;60;500000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;1;12;;44;498.3753864
6051246;1;2;1;70;;1;52;24;500000;1;;2;54;1;;4;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;12;5611;44;948.15705141
6051302;1;2;1;70;;1;2;48;900000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;900000;01;62;62;1;1;12;0161;50;1312.3516243
6051315;1;2;1;70;;1;16;48;1000000;8;;2;16;1;;1;2;1;;2;;;;;;;;;;;1;2;;49;62;98;1;2;12;4921;50;935.96268492
6051317;1;2;1;70;;1;104;48;1000000;1;;2;18;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;2;12;9700;50;1097.5730389
6051318;1;1;1;70;;1;3;48;908000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;900000;41;95;95;1;1;12;4111;50;819.82083478
6051324;1;4;1;70;;1;4;48;1000000;1;;2;4;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;12;4111;50;1083.6419748
6051326;1;1;1;70;;1;2;48;1000000;3;;2;2;3;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;1;12;8121;50;857.0604146
6051329;1;1;1;70;;1;4;48;908000;1;;2;24;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4771;50;972.02011501
6051371;1;2;1;70;;1;2;48;500000;1;;2;2;1;;2;2;1;;2;;;;;;;;;;;1;1;600000;41;95;95;1;1;12;4111;68;1590.2583203
6051372;1;1;1;70;;1;2;48;908000;1;;2;2;1;;2;2;1;;2;;;;;;1;;;;;;2;;41;95;95;1;1;12;4111;68;3145.3563307
6051386;1;1;1;70;;1;2;48;908000;3;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;54;54;1;1;12;8121;68;2453.0974223
6051386;1;2;1;70;;1;20;48;908000;1;;2;20;1;;7;2;1;;2;;;;;;;;;;;1;2;;64;44;44;1;2;12;6412;68;2453.0974223
6051386;1;3;1;70;;1;48;48;908000;1;;2;34;1;;2;2;1;;2;;;;;;;;;;;1;2;;25;83;83;1;2;12;2511;68;2453.0974223
6051386;1;4;1;70;;1;60;60;908000;1;;2;28;1;;2;2;1;;2;;;;;;;;;;;1;2;;10;45;45;1;2;12;1081;68;2453.0974223
6051389;1;2;1;70;;1;40;48;908600;1;;2;104;1;;8;2;2;;2;;;;;;;;;;;1;2;;88;55;55;1;2;12;8899;68;1771.7304746
6051391;1;1;1;70;;1;4;48;908000;1;;2;12;1;;2;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;1;12;4111;68;2525.6670009
6051431;1;3;1;70;;1;52;48;908600;1;;2;52;1;;8;2;1;;2;;;;;;;;;;;1;2;;86;39;39;1;2;12;8621;68;1787.3995732
6051433;1;1;1;70;;1;20;48;908000;1;;2;20;1;;9;1;1;;1;1;;;1;;;;;;;;2;;86;59;59;1;2;12;8610;68;2054.1449037
6051450;1;3;1;70;;1;52;48;908600;1;;2;156;1;;2;2;1;;2;;;;;;;;;;;1;2;;49;39;97;1;2;12;4923;68;1476.1706921
6051454;1;2;1;70;;1;52;48;908600;1;;2;206;1;;7;2;2;;2;;;;;;;;;;;1;2;;85;45;53;1;2;12;8530;68;1565.2926907
6051456;1;1;1;70;;1;4;48;908600;1;;2;4;1;;8;2;1;;2;;;;;;;;;;;1;1;908600;01;98;77;1;1;12;0145;68;1801.4649516
6051467;1;2;1;70;;1;48;48;908600;1;;2;180;1;;8;2;1;;2;;;;;;;;;;;1;2;;53;99;39;1;2;12;5320;68;1736.0074769
6051470;1;3;1;70;;1;34;48;908000;1;;2;34;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;38;38;1;2;12;8220;68;1511.1979427
6051495;1;3;1;70;;1;3;48;908600;1;;2;3;1;;2;2;1;;2;;;;;;;;;;;1;1;400000;45;84;84;1;1;12;4520;68;1999.9333849
6051563;1;2;1;70;;1;12;48;1000000;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;12;4732;05;1672.253701
6051563;1;3;1;70;;1;12;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;12;;05;1672.253701
6051567;1;1;1;70;;1;18;50;950000;1;;2;18;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4711;05;1147.9388506
6051574;1;1;1;70;;1;18;48;950000;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;80;58;58;1;2;12;8010;05;5471.5130891
6051575;1;1;1;70;;1;8;48;1000000;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;53;45;1;1;12;4771;05;10237.655433
6051578;1;2;1;70;;1;14;48;900000;1;;2;14;1;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;05;2678.5239847
6051602;1;2;1;70;;1;52;48;1000000;1;;2;52;9;AYUDANTE DE MADRE COMUNITARIA;1;2;2;;2;;;;;;;;;;;1;2;;84;13;84;1;2;12;8413;05;14461.297328
6051607;1;1;1;70;;1;12;48;1000000;1;;2;12;8;;2;2;1;;2;;;;;;;;;;;1;2;;01;95;62;1;1;12;0129;05;2678.5239847
6051646;1;4;1;70;;1;105;54;400000;1;;2;105;1;;9;2;1;;2;;;;;;;;;;;1;2;;92;33;45;1;2;12;9200;73;3305.6230192
6051651;1;2;1;70;;1;6;48;908000;1;;2;6;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;12;5619;73;733.92787554
6051653;1;1;1;70;;1;16;48;1200000;1;;2;16;1;;7;2;2;;2;;;;;;;;;;;1;2;;86;59;59;1;2;12;8621;73;1131.5694465
6051659;1;2;1;70;;1;24;48;1000000;4;;2;24;4;;1;2;2;;2;;;;;;;;;;;1;2;;03;64;64;1;2;12;0312;73;733.92787554
6051659;1;3;1;70;;1;52;48;1000000;1;;2;52;1;;2;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;12;4111;73;733.92787554
6051668;1;1;1;70;;1;51;48;600000;3;;2;51;3;;1;2;2;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;73;4595.8456176
6051668;1;2;1;70;;1;1;48;600000;1;;2;52;1;;2;2;2;;2;;;;;;;;;;;1;2;;41;53;95;1;1;12;4111;73;4595.8456176
6051673;1;3;1;70;;1;24;40;908526;1;;2;24;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;45;58;1;2;12;9700;73;733.92787554
6051676;1;6;1;70;;1;3;40;1000000;1;;2;4;4;;1;2;4;;2;;;;;;;;;;;1;1;200000;47;13;41;1;1;12;4722;73;2547.1419765
6051688;1;3;1;70;;1;52;48;1000000;1;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;50;45;1;2;12;4759;73;733.92787554
6051695;1;4;1;70;;1;24;48;600000;1;;2;24;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;12;5611;73;2019.219027
6051696;1;2;1;70;;1;36;48;700000;1;;2;36;3;;1;2;2;;2;;;;;;;;;;;1;2;;97;33;54;1;2;12;9700;73;733.92787554
6051703;1;1;1;70;;1;2;56;1000000;1;;2;2;1;;7;2;1;;2;;;;;;;;;;;1;1;1200000;42;97;97;1;1;12;4290;73;1858.9904676
6051703;1;2;1;70;;1;3;48;908526;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;01;97;97;1;1;12;0113;73;1858.9904676
6051710;1;3;1;70;;1;48;48;908526;1;;2;52;4;;1;2;2;;2;;;;;;;;;;;1;2;;43;45;93;1;2;12;4330;73;1014.4836124
6051711;1;2;1;70;;1;16;48;1000000;1;;2;16;1;;4;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;2;12;0141;73;2429.7521954
6051720;1;3;1;70;;1;52;48;1800000;1;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;01;21;60;1;2;12;0161;73;733.92787554
6051722;1;3;1;70;;1;52;48;1500000;1;;2;52;1;;9;2;2;;2;;;;;;;;;;;1;2;;35;45;44;1;2;12;3511;73;733.92787554
6051722;1;4;1;70;;1;2;48;2500000;2;;2;2;4;;9;2;1;;1;1;;;1;;;;;;;;1;3500000;85;13;13;1;1;12;8551;73;733.92787554
6051723;1;1;1;70;;1;52;24;800000;2;;2;100;4;;2;2;1;;3;;;;;;;;;;;1;2;;82;19;39;1;2;12;8230;73;733.92787554
6051723;1;3;1;70;;1;8;60;1000000;1;;2;8;1;;9;2;2;;2;;;;;;;;;;;1;2;;46;97;94;1;1;12;4620;73;733.92787554
6051732;1;2;1;70;;1;8;48;908526;1;;2;208;1;;4;2;2;;2;;;;;;;;;;;1;2;;47;97;97;1;1;12;4759;73;733.92787554
6051736;1;3;1;70;;1;28;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;73;733.92787554
6051737;1;3;1;70;;1;3;48;908526;1;;2;3;4;;1;2;4;;2;;;;;;;;;;;1;1;170000;56;70;53;1;1;12;5619;73;1076.9076027
6051756;1;1;1;70;;1;24;48;1000000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;43;93;93;1;2;12;4330;73;1604.6804924
6051758;1;2;1;70;;1;52;48;1200000;1;;2;52;1;;5;2;1;;2;;;;;;;;;;;1;2;;15;39;33;1;2;12;1521;73;733.92787554
6051760;1;5;1;70;;1;84;48;1000000;1;;2;120;1;;5;2;1;;1;2;;;;;;;;;;1;2;;80;58;58;1;2;12;8010;73;733.92787554
6051770;2;1;2;70;;1;40;48;800000;4;;2;40;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;2;12;8121;73;1022.0443631
6051772;1;2;1;70;;1;52;48;1000000;3;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;12;4921;73;733.92787554
6051779;1;3;1;70;;1;24;48;908526;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;85;44;1;2;12;6120;73;733.92787554
6051779;1;7;1;70;;1;24;40;908526;1;;2;16;4;;1;2;4;;2;;;;;;;;;;;1;2;;81;59;55;1;2;12;8121;73;733.92787554
6051781;1;1;1;70;;1;12;40;908526;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;1;12;8121;73;733.92787554
6051781;1;2;1;70;;1;12;48;908526;4;;2;12;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;1;12;9700;73;733.92787554
6051783;1;3;1;70;;1;52;48;1000000;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;32;32;1;2;12;8544;73;733.92787554
6051783;1;4;1;70;;1;52;48;1000000;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4711;73;733.92787554
6051784;1;2;1;70;;1;104;48;2000000;1;;2;104;4;;9;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;12;8513;73;3993.9179253
6051795;1;2;1;70;;1;16;48;908526;1;;2;104;1;;2;2;1;;2;;;;;;;;;;;1;2;;10;77;77;1;2;12;1081;76;1529.6898409
6051799;1;2;1;70;;1;2;48;800000;1;;2;44;1;;4;2;7;;2;;;;;;;;;;;1;2;;55;45;55;1;1;12;5511;76;1573.0841445
6051804;1;1;1;70;;1;3;40;800000;3;;2;52;3;;1;2;4;;2;;;;;;;;;;;1;2;;97;54;54;1;1;12;9700;76;1556.6525767
6051805;1;1;1;70;;1;1;48;908526;1;;2;91;3;;1;2;7;;2;;;;;;;;;;;1;2;;97;53;54;1;1;12;9700;76;2402.8444645
6051805;1;6;1;70;;1;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;12;;76;2402.8444645
6051812;2;3;2;70;;1;6;48;908526;1;;2;9;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;36;98;1;1;12;4921;76;1763.5069405
6051814;1;1;1;70;;1;20;48;900000;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;76;1122.5832287
6051814;1;2;1;70;;1;2;48;800000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;12;;76;1122.5832287
6051817;1;1;1;70;;1;26;48;908526;1;;2;13;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;34;45;1;2;12;4724;76;1299.4297077
6051819;1;2;1;70;;1;78;48;98;3;;2;780;1;;6;2;1;;2;;;;;;;;;;;1;2;;07;54;53;1;2;12;0722;76;1979.1494707
6051819;2;1;2;70;;1;4;48;98;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;98;56;45;99;1;1;12;5611;76;1979.1494707
6051827;1;4;1;70;;1;4;48;908526;1;;2;76;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;97;97;1;1;12;4711;76;1431.771903
6051853;1;3;1;70;05;1;2;48;2500000;1;;2;2;4;;9;2;1;;2;;;;;;;;;;;1;1;3300000;84;06;06;1;1;12;8413;05;1176.7498403
6051856;1;3;1;70;05;1;100;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;2;12;;05;947.81127539
6051857;1;5;1;70;05;1;24;48;1000000;1;;2;36;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;12;4711;05;1118.9638637
6051865;1;1;1;70;05;1;1;48;908526;1;;2;104;4;;6;2;9;PENSION;3;;;;;;1;;;;;;2;;15;80;80;1;1;12;1521;05;1296.0920571
6051866;1;1;1;70;05;1;8;48;908526;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;49;45;54;1;1;12;4921;05;1552.9831837
6051876;1;1;1;70;05;1;4;48;908600;1;;2;97;4;;1;2;2;;1;4;;;1;;;;;;;;2;;96;79;57;1;1;12;9602;05;1296.0920571
6051877;1;3;1;70;05;1;200;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;12;;05;1443.5356259
6051881;1;6;1;70;05;1;50;48;912000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;39;33;1;2;12;4711;05;1205.2294403
6051886;1;1;1;70;05;1;4;48;1200000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;1600000;14;79;79;1;1;12;1410;05;1628.732793
6051888;1;2;1;70;05;1;30;48;990000;1;;2;30;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;12;4111;05;1391.7844204
6051908;1;2;1;70;13;1;36;40;908526;1;;2;52;1;;6;2;1;;2;;;;;;;;;;;1;2;;79;03;44;1;2;12;7912;13;475.55743309
6051921;1;2;1;70;13;1;20;48;908526;1;;2;20;4;;1;2;8;;2;;;;;;;;;;;1;2;;41;55;95;1;2;12;4111;13;448.90803748
6051921;1;3;1;70;13;1;26;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;12;;13;448.90803748
6051934;1;1;1;70;13;1;92;48;1200000;1;;2;92;4;;9;2;4;;2;;;;;;;;;;;1;2;;84;39;39;1;2;12;8412;13;381.92330716
6051940;1;3;1;70;15;1;48;48;908526;1;;2;48;1;;2;2;1;;2;;;;;;;;;;;1;2;;75;03;45;1;2;12;7500;15;153.62791365
6051944;1;1;1;70;15;1;8;40;908526;1;;2;8;1;;2;2;2;;2;;;;;;;;;;;1;2;;56;45;53;1;1;12;5611;15;141.66280014
6051945;1;1;1;70;15;1;78;48;908526;1;;2;78;1;;9;2;1;;2;;;;;;;;;;;1;2;;38;99;99;1;2;12;3811;15;167.75281723
6051960;1;1;1;70;15;1;80;20;500000;3;;2;80;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;12;9700;15;136.24906934
6051970;1;2;1;70;15;1;52;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;12;;15;76.225022396
6051971;1;2;1;70;15;1;102;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;12;;15;60.251160031
6051976;1;1;1;70;15;1;52;48;908526;1;;2;105;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;12;5611;15;171.81618216
6051986;1;1;1;70;15;1;84;48;908526;1;;2;84;1;;9;2;1;;2;;;;;;;;;1;;;2;;60;03;44;1;2;12;6020;15;97.903890822
6051988;1;2;1;70;15;1;102;40;1500000;1;;2;102;1;;9;2;1;;2;;;;;;;;;;;1;2;;70;11;11;1;2;12;7010;15;103.75298865
6051991;1;2;1;70;15;1;80;48;908526;1;;2;100;1;;9;2;2;;2;;;;;;;;;;;1;2;;61;45;45;1;2;12;6120;15;64.007491911
6051991;1;3;1;70;15;1;108;48;908526;1;;2;110;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;12;8513;15;64.007491911
6051991;1;4;1;70;15;1;24;48;908526;1;;2;108;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;12;4771;15;64.007491911
6052028;1;4;1;70;19;1;16;48;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;2;12;;19;233.12889887
6052028;1;6;1;70;19;1;20;45;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;12;;19;233.12889887
6052034;1;2;1;70;19;1;4;48;2000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;1;12;;19;172.85434571
6052035;1;2;1;70;19;1;65;40;908526;1;;2;104;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;13;45;1;2;12;4771;19;172.36354691
6052066;1;1;1;70;41;1;8;48;908526;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;97;97;1;1;12;5611;41;200.13661585
6052068;1;2;1;70;41;1;24;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;12;;41;263.09264945
6052073;1;2;1;70;41;1;20;48;1200000;1;;2;50;1;;2;2;2;;2;;;;;;1;;;;;;2;;95;19;45;1;2;12;9512;41;224.73879334
