Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s2;P5210s20;P5210s21;P5210s22;P5210s24;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5220;P5220s1;P6006;P6007;P6007s1;P6008;Hogar;P4000;P4010;P4020;P4030s1;P4030s2;P4030s3;P4030s4;P4030s5;P4030s1a1;P4030s4a1;P4040;Regis;Clase;Mes;Dpto;Fex_c_2011
3465396;1;5;2;1;1;1;1;1;4;2; ;900000;200000000;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;1;2;2; ;2;1;1;1;4;1;2;1;1;1;5;2;1;01;2;05;66;958,827482649559
3465397;1;4;3;2;1;1;1;1;4;3; ; ; ; ;100000;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;2;1;1;2;2; ;4;1;1;1;2;1;2;2;1;1;0;2;1;01;2;05;66;1397,33983137917
3465398;1;5;3;3;1;1;1;1;4;1; ; ;20000000;150000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2; ;2;2; ;6;1;1;4;2;1;2;2;1;1;1;2;1;01;2;05;66;1480,2348815351
3465399;1;4;4;2;1;1;1;1;4;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;1;2;2; ;5;1;1;1;4;1;2;2;1;1;1;2;1;01;2;05;66;964,554245353429
3465400;1;7;1;2;1;4;1;1;4;4; ; ; ;70000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;1;1;2;1;2;2;2;1;1; ;1;01;2;05;66;1043,31749896994
3465401;1;3;1;1;1;1;1;1;4;3; ; ; ; ;160000;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;2;2; ;2;1;2;1;2;1;2;1;1;1;1;2;1;01;2;05;66;1237,09481564538
3465402;1;4;3;1;1;1;1;1;4;2; ;98;98;1500000; ;1;2;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;2;2;2; ;5;1;1;1;4;1;2;1;1;1;5;2;1;01;2;05;66;1933,33526814366
3465403;1;4;1;1;1;1;1;1;4;2; ;250000;98;400000; ;1;2;1;2;1;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2; ;2;1;1;1;4;1;2;1;1;1;5;2;1;01;2;05;66;1043,31749896994
3465404;1;4;1;3;1;1;1;1;3;1; ; ;31000000;200000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2; ;2;1;2;5;3;1;1;2;1;1;2;2;1;01;2;05;66;1043,31749896994
3465405;1;2;1;3;1;1;1;1;4;4; ; ; ;200000; ;2;2;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2; ;2;1;2;5;3;1;2;2;1;1;2;2;1;01;2;05;66;1043,31749896994
