Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3461743;1;1;1;10;1;2;1;4;1953;61;1;5;1; ; ;1;2;240000;2;1;2; ;6;3;3;17;14;05;17;145,716336018615
3461743;1;2;1;10;2;2;1;3;1977;37;3;6;1; ; ;1;3;77000;2;1;2; ;6;5;4;17;16;05;17;145,716336018615
3461743;1;3;1;10;3;1;1;9;1980;33;3;6;1; ; ;1;1;35680;2;1;2; ;6;6;3;17;17;05;17;145,716336018615
3461745;1;1;1;10;1;2;1;7;1961;52;1;4;1; ; ;1;3;77000;2;1;2; ;1;0; ;17;0;05;17;177,467548948927
3461745;1;2;1;10;2;2;1;5;1987;26;3;6;1; ; ;1;4; ;2;1;2; ;6;4;4;17;15;05;17;177,467548948927
3461745;1;3;1;10;2;1;1;5;2012;1;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ;17; ;05;17;177,467548948927
3461745;1;4;1;10;4;1;1;7;1988;25;3;6;2;1;6; ; ; ;1;1;1;1;6;3;2;17;14;05;17;177,467548948927
3461746;1;1;1;10;1;2;1;2;1961;53;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;17;5;05;17;135,974884455417
3461746;1;2;1;10;2;2;1;4;1980;34;3;4;1; ; ;1;1;24640;2;1;2; ;6;1;3;17;12;05;17;135,974884455417
3461746;1;3;1;10;2;1;1;11;2003;10;4;6;1; ; ;1;5; ;2;1;1;1;3;4; ;17;4;05;17;135,974884455417
3461746;1;4;1;10;4;2;1;6;1981;32;3;4;1; ; ;1;1;24640;2;1;2; ;6;1;3;17;12;05;17;135,974884455417
3461746;1;5;1;10;5;2;1;7;1998;15;4;6;1; ; ;1;5; ;2;1;1;1;5;10;1;17;10;05;17;135,974884455417
3461747;1;1;1;10;1;2;1;2;1950;64;1;5;1; ; ;1;2;180000;2;1;2; ;6;5;4;17;16;05;17;167,920400264297
3461748;1;1;1;10;1;1;1;11;1948;65;1;2;1; ; ;1;2;73920;2;1;2; ;4;6; ;17;6;05;17;165,630687222944
3461748;1;2;1;10;2;2;1;6;1958;55;2;2;1; ; ;1;5; ;2;1;2; ;6;1;3;17;12;05;17;165,630687222944
3461749;1;1;1;10;1;2;1;5;1946;67;1;4;1; ; ;1;2;192000;2;1;2; ;5;11;2;17;11;05;17;167,920400264297
3461750;1;1;1;10;1;2;1;4;1974;40;1;3;1; ; ;1;5; ;2;1;2; ;6;2;3;17;13;05;17;171,468800902025
3461750;1;2;1;10;1;2;1;12;2000;13;3;6;1; ; ;1;5; ;2;1;1;2;4;7; ;17;7;05;17;171,468800902025
3461750;1;3;1;10;1;2;1;7;2004;9;3; ;1; ; ;1;5; ;2;1;1;2;3;4; ;17;4;05;17;171,468800902025
3461752;1;1;1;10;1;2;1;4;1954;60;1;5;1; ; ;1;2;100200;2;1;2; ;3;5; ;17;5;05;17;165,630687222944
3461752;1;2;1;10;2;1;1;5;1955;58;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ;17;0;05;17;165,630687222944
3461753;1;1;1;10;1;1;1;10;1944;69;1;3;1; ; ;1;2;276000;2;1;2; ;5;11;2;17;11;05;17;187,630163692494
3461753;1;2;1;10;2;2;1;12;1961;52;2;3;1; ; ;1;3;77000;2;1;2; ;5;11;2;17;11;05;17;187,630163692494
3461753;1;3;1;10;3;1;1;8;1994;19;3;6;2;1;1; ; ; ;2;1;2; ;6;1;2;17;12;05;17;187,630163692494
3461753;1;4;1;10;4;2;1;11;1997;16;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;05;17;187,630163692494
3461754;1;1;1;10;1;1;1;10;1965;48;1;3;1; ; ;1;1;99200;2;1;2; ;6;6;5;17;17;05;17;183,974799944019
3461754;1;2;1;10;2;2;1;8;1966;47;2;3;1; ; ;1;5; ;2;1;2; ;6;2;3;17;13;05;17;183,974799944019
3461754;1;3;1;10;3;1;1;8;1994;19;3;6;1; ; ;1;5; ;2;1;1;1;6;1;2;17;12;05;17;183,974799944019
