Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3461743;1;1;1;80;17;1;4;7; ;3; ;2; ; ;4; ;5;1;1;05;17;145,716336018615
3461745;1;1;1;80;17;1;3;4; ;2; ;2; ; ; ; ;4;2;1;05;17;177,467548948927
3461746;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;17;135,974884455417
3461746;1;5;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;135,974884455417
3461749;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;17;167,920400264297
3461750;1;1;1;80;17;1;4;3; ;1;2;2; ; ; ; ;9;2;1;05;17;171,468800902025
3461750;1;2;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;17;171,468800902025
3461752;1;1;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;165,630687222944
3461752;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;165,630687222944
3461753;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;17;187,630163692494
3461753;1;2;1;80;17;1;4;3; ;1;1;2; ; ; ; ;9;2;1;05;17;187,630163692494
3461754;1;2;1;80;17;1;3;3; ;1;2;2; ; ; ; ;9;2;1;05;17;183,974799944019
3461754;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;183,974799944019
3461754;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;183,974799944019
3461754;1;5;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;17;183,974799944019
3461756;1;1;1;80;17;1;3;5; ;3; ;2; ; ; ; ;10;2;1;05;17;144,467978114037
3461756;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;17;144,467978114037
3461756;1;3;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;05;17;144,467978114037
3461757;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;128,208990658183
3461757;1;3;1;80;17;1;4;4; ;2; ;2; ; ; ; ;8;2;1;05;17;128,208990658183
3461760;1;2;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;178,77321234352
3461761;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;17;226,035909904015
3461764;1;1;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;05;17;115,370335915433
3461764;1;4;1;80;17;1;2;4; ;2; ;2; ; ; ; ;2;2;1;05;17;115,370335915433
3461766;1;2;1;80;17;1;2;2; ;2; ;2; ; ; ; ;2;2;1;05;17;173,954741589099
3461801;1;2;1;80;73;1;4;6; ;2; ;2; ; ; ; ;9;2;1;05;73;179,310289484588
3461801;1;3;1;80;73;1;4;9;POR CAMBIO DE RESIDENCIA;2; ;2; ; ; ; ;4;2;1;05;73;179,310289484588
3461804;1;4;1;80;73;1;1;2; ;2; ;1;60000; ; ; ;2;2;1;05;73;795,798518675319
3461806;1;2;1;80;73;1;4;6; ;1;3;2; ; ; ; ;8;2;1;05;73;260,947224435521
3461806;1;3;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;73;260,947224435521
3461808;1;2;1;80;73;1;4;4; ;2; ;2; ; ; ; ;4;2;1;05;73;245,789048254831
3461814;1;3;1;80;73;2; ; ; ; ; ;2; ;2; ;.; ; ;1;05;73;235,218412232416
3461822;1;1;1;80;66;1;4;7; ;2; ;2; ; ; ; ;11;2;1;05;66;232,895193526997
3461822;1;2;1;80;66;2; ; ; ;2; ;2; ;2; ;.; ; ;1;05;66;232,895193526997
3461823;1;1;1;80;66;1;4;6; ;3; ;2; ; ;4; ;11;1;1;05;66;241,96071023856
