Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3461721;1;2;1;70;1;8;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;05;47;227,240964391245;47
3461734;1;2;1;70;1;104;48;1; ;2;24;1; ;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2;45;21;64;1;2;6422;05;47;170,274578821943;47
3461736;1;2;1;70;1;8;48;1; ;2;8;1; ;5;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2;59;59;85;1;1;8512;05;47;209,928557786697;47
3461748;1;1;1;70;1;78;48;1; ;2;78;1; ;2;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;58;58;70;1;2;7020;05;17;165,630687222944;17
3461753;1;4;1;70;1;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;05;17;187,630163692494;17
3461759;1;2;1;70;1;104;48;1; ;2;98;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;52;1;2;5211;05;17;166,879045127522;17
3461764;1;5;1;70;1;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;16; ; ;1;1; ;05;17;115,370335915433;17
3461766;1;3;1;70;1;16;38;1; ;2;16;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;17;173,954741589099;17
3461782;1;2;1;70;1;4;40;8; ;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;98;51;1;1;5125;05;18;72,8900959702961;18
3461785;1;3;1;70;1;1;48;1; ;2;12;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;86;86;92;1;1;9213;05;18;182,823547521252;18
3461786;1;3;1;70;1;3;48;1; ;2;104;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;21;45;1;1;4530;05;18;51,4791145057309;18
3461795;1;2;1;70;1;3;40;1; ;2;48;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;39;75;1;1;7514;05;41;87,4581340630723;41
3461795;1;4;1;70;1;4;20;4; ;2;48;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;79;18;1;1;1810;05;41;87,4581340630723;41
3461796;1;1;1;70;1;32;48;4; ;2;32;5; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;02;02;45;1;2;4530;05;41;142,584443998771;41
3461797;1;1;1;70;1;8;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;74;1;1;7492;05;41;130,432903266597;41
3461799;2;2;2;70;1;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;05;41;87,3457969189868;41
3461802;1;2;1;70;1;8;42;1; ;2;16;1; ;9;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;38;52;1;1;5231;05;73;887,38811753568;73
3461802;1;3;1;70;1;4;24;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;53;53;55;1;1;5530;05;73;887,38811753568;73
3461808;1;1;1;70;1;2;30;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;25000;2;45;45;52;1;1;5262;05;73;245,789048254831;73
3461816;1;6;1;70;1;4;52;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;99; ; ;1;1; ;05;73;352,630681963805;73
3461837;1;1;1;70;1;4;48;4; ;2;48;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;39;75;1;1;7512;05;52;155,714859382785;52
3461837;1;2;1;70;1;25;48;1; ;2;25;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;09;65;1;2;6512;05;52;155,714859382785;52
3461845;1;2;1;70;1;8;24;1; ;2;13;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;51;1;1;5125;05;52;213,376491480622;52
3461849;1;2;1;70;1;34;48;1; ;2;34;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;61;01;1;2;0140;05;52;196,013139162947;52
3461850;1;1;1;70;1;52;40;4; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;05;52;144,86656029439;52
3461862;1;2;1;70;1;2;24;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;13; ; ;1;1; ;05;41;250,96760001071;41
3461869;1;2;1;70;1;40;40;1; ;2;60;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;11;74;1;2;7412;05;41;263,05214035834;41
3461877;1;1;1;70;1;2;50;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;87;87;27;1;1;2731;05;17;175,539768830775;17
3461888;1;3;1;70;1;16;48;1; ;2;18;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;45;52;1;2;5233;05;17;218,548622898503;17
3461888;1;5;1;70;1;6;48;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;17;218,548622898503;17
3461894;1;1;1;70;1;1;48;1; ;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;616000;2;45;44;75;1;1;7530;05;17;193,990844662598;17
3461894;1;2;1;70;1;48;48;1; ;2;48;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;59;44;64;1;2;6421;05;17;193,990844662598;17
3461898;1;2;1;70;1;2;48;1; ;2;144;1; ;3;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;13;13;80;1;1;8011;05;17;130,498703699537;17
3461912;1;2;1;70;1;12;40;1; ;2;15;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;41;52;1;1;5233;05;15;99,7515316564491;15
3461918;1;2;1;70;1;14;40;1; ;2;57;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;1;90000;2;53;53;80;1;2;8012;05;15;93,9548704319446;15
3461919;1;3;1;70;1;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;1; ;05;15;103,745348444003;15
3461922;1;1;1;70;1;4;20;1; ;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5521;05;15;69,7418570352046;15
3461927;1;2;1;70;1;56;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;19; ; ;1;2; ;05;15;62,3652188418162;15
3461927;1;3;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;15;62,3652188418162;15
3461932;1;2;1;70;1;4;56;1; ;2;2;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;24;1;1;2424;05;63;155,332946696085;63
3461935;1;4;1;70;1;8;48;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;64;1;1;6412;05;63;138,540438476907;63
3461937;1;1;1;70;1;28;51;1; ;2;3;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;58;95;45;1;2;4521;05;63;232,144301272023;63
3461938;1;2;1;70;1;4;30;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;40000;2;59;59;93;1;1;9309;05;63;91,7354064997214;63
3461944;1;2;1;70;1;52;60;1; ;2;20;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;59;93;1;2;9309;05;63;151,867944289343;63
3461945;1;1;1;70;1;8;50;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;97;93;1;1;9309;05;63;183,286338428465;63
3461948;1;2;1;70;1;3;24;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;1;7493;05;63;178,476017301254;63
3461948;1;3;1;70;1;4;51;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;38; ; ;1;1; ;05;63;178,476017301254;63
3461951;1;2;1;70;1;96;24;1; ;2;144;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;05;47;248,284460069306;47
3461956;1;1;1;70;1;2;48;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;45;52;1;1;5233;05;47;114,878638865953;47
3461963;1;1;1;70;1;1;48;1; ;2;1;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;37;53;55;1;1;5529;05;18;59,5594243833705;18
3461963;1;2;1;70;1;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;05;18;59,5594243833705;18
3461976;1;2;1;70;1;1;30;1; ;2;336;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;57;59;85;1;1;8532;05;18;78,1782985563514;18
3461986;1;5;1;70;1;240;48;1; ;2;48;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;95;1;2;9500;05;76;799,731762706217;76
3461991;1;2;1;70;1;14;48;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;15;1;2;1589;05;76;794,474134206033;76
3461998;1;1;1;70;1;6;66;4; ;2;2;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;79;95;45;1;1;4559;05;76;1185,8169674425;76
3462009;1;2;1;70;1;52;48;1; ;2;13;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;05;52;95,9398394704508;52
3462014;1;5;1;70;1;4;40;1; ;2;4;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;6160000;2;59;59;85;1;1;8512;05;52;202,637666717066;52
3462017;1;3;1;70;1;2;40;1; ;2;2;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;616000;2;45;55;85;1;1;8511;05;52;187,523365708787;52
3462019;1;3;1;70;1;104;54;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;560000;2;58;95;45;1;2;4521;05;52;181,690554064489;52
3462020;1;1;1;70;1;17;45;1; ;2;17;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;85;45;1;2;4521;05;52;282,128886924897;52
3462020;1;6;1;70;1;34;40;1; ;2;34;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;05;52;282,128886924897;52
3462027;1;1;1;70;1;8;40;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;34;72;1;1;7230;05;63;125,905960751559;63
3462028;1;3;1;70;1;28;20;1; ;2;68;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;18;18;92;1;2;9241;05;63;99,5133312590376;63
3462037;1;1;1;70;1;28;40;4; ;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;52;1;2;5231;05;63;226,609150439545;63
