DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4586303;1;3;1;70;1;4;48;1; ;2;7;1; ;9;2;2; ; ; ; ; ; ; ; ;1;ESTUDIAR; ;2; ;781242;2; ;45;45;52;1;1;04;5233;17;117,623094977843;17
4586304;1;4;1;70;1;4;48;1; ;2;5;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;1;1500000;900000;2; ;45;45;36;1;1;04;3611;17;253,39705026636;17
4586306;1;1;1;70;1;46;48;1; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;03;03;72;1;2;04;7220;17;180,344404603582;17
4586315;1;1;1;70;1;54;48;1; ;2;54;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;21;21;65;1;2;04;6512;17;230,46453128231;17
4586317;1;4;1;70;1;34;48;1; ;2;34;1; ;9;2;1; ; ; ; ; ; ; ; ;1;ESTUDIAR; ;2; ;1500000;1;1;02;02;29;1;2;04;2919;17;122,014414117914;17
4586318;1;2;1;70;1;158;48;1; ;2;158;1; ;9;2;1; ; ; ; ; ; ; ; ;1;BUSCANDO EMPLEO; ;2; ;1500000;2; ;02;02;02;1;2;04;0201;17;193,488977616103;17
4586323;1;1;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;4500000;4000000;1;2;06;06;74;1;1;04;7499;17;138,89336684858;17
4586324;1;3;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;781242;2; ;84;39;19;1;1;04;1929;17;180,293385292999;17
4586325;1;2;1;70;1;208;48;1; ;2;208;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;04;5235;17;193,488977616103;17
4586326;1;2;1;70;1;3;48;1; ;2;3;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;720000;781242;2; ;37;95;45;1;1;04;4552;17;131,598862835155;17
4586333;1;1;1;70;1;3;48;1; ;2;3;1; ;3;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1100000;781242;1;1;37;59;74;1;1;04;7493;17;180,623873161275;17
4586333;1;3;1;70;1;14;6;1; ;2;6;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;87;36;1;2;04;3611;17;180,623873161275;17
4586336;1;8;1;70;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;04;5233;17;383,384685298785;17
4586336;1;16;1;70;1;48;40;1; ;2;48;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;34;34;80;1;2;04;8050;17;383,384685298785;17
4586337;1;2;1;70;1;156;48;1; ;2;368;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;32;74;1;2;04;7411;17;132,683859002707;17
4586355;1;2;1;70;1;8;48;1; ;2;816;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;45;15;1;1;04;1551;17;228,268871712274;17
4586361;1;2;1;70;1;2;30;1; ;2;36;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;38;38;64;1;1;04;6421;17;159,451999920158;17
4586365;1;2;1;70;1;24;48;1; ;2;98;2; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;58;75;1;2;04;7522;17;163,04526985358;17
4586368;1;2;1;70;1;12;48;1; ;2;20;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;80;80;19;1;1;04;1929;17;134,839932816195;17
4586369;1;4;1;70;1;2;48;1; ;2;4;1; ;9;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1200000;781242;1;1;58;58;52;1;1;04;5211;17;161,680805128336;17
4586374;1;1;1;70;1;7;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;04;4521;17;199,698485461977;17
4586377;1;3;1;70;1;3;48;1; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;53;55;1;1;04;5522;17;333,630396839335;17
4586378;1;1;1;70;1;4;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;04;9500;17;202,611394197306;17
4586387;1;1;1;70;1;8;24;1; ;2;10;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;04;4521;17;154,686927088614;17
4586388;1;2;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;95; ; ;1;1;04; ;17;252,452052318341;17
4586389;1;1;1;70;1;4;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;93;93;45;1;1;04;4521;17;198,986846662818;17
4586419;1;5;1;70;1;12;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;39;52;1;1;04;5231;18;228,037919343067;18
4586424;1;2;1;70;1;2;40;1; ;2;7;1; ;3;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;781000;2; ;59;59;85;1;1;04;8513;18;85,1425259557213;18
4586426;1;5;1;70;1;3;38;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;55; ; ;1;1;04; ;18;80,8206989658775;18
4586430;1;3;1;70;1;2;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;32; ; ;1;1;04; ;18;72,2379722943374;18
4586432;1;1;1;70;1;2;35;1; ;2;20;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;13;13;80;1;1;04;8012;18;83,4573069253095;18
4586435;1;2;1;70;1;20;40;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;2;04;4521;18;150,1678910668;18
4586444;1;2;1;70;1;16;48;1; ;2;16;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;53;55;1;2;04;5511;18;91,4014658905913;18
4586454;1;3;1;70;1;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;84;84;50;1;1;04;5020;19;70,5101674603862;19
4586465;1;3;1;70;1;8;48;1; ;2;16;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;98;98;60;1;1;04;6031;19;100,974013638493;19
4586468;1;3;1;70;1;98;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;12; ; ;1;2;04; ;19;135,343267506695;19
4586471;1;1;1;70;1;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;45;1;1;04;4530;19;44,2290799695956;19
4586476;1;2;1;70;1;24;40;1; ;2;24;2; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;39;39;80;1;2;04;8050;19;131,668756999905;19
4586476;2;1;2;70;1;96;40;1; ;2;96;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;59;75;1;2;04;7512;19;131,668756999905;19
4586478;1;3;1;70;1;2;40;1; ;2;2;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;57;57;93;1;1;04;9302;19;63,1968446273569;19
4586483;1;2;1;70;1;24;40;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;59;59;85;1;2;04;8512;19;103,43208471448;19
4586493;1;1;1;70;1;32;48;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;21;21;72;1;2;04;7220;19;114,269702745465;19
4586498;1;1;1;70;1;48;48;1; ;2;48;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;45;52;1;2;04;5224;19;148,959790781202;19
4586498;1;2;1;70;1;48;48;1; ;2;192;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;13;13;85;1;2;04;8532;19;148,959790781202;19
4586508;1;3;1;70;1;24;28;1; ;2;24;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;75;1;2;04;7512;19;58,9721066261275;19
4586511;1;1;1;70;1;8;45;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;98;98;71;1;1;04;7129;19;100,85891602898;19
4586519;1;3;1;70;1;16;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1300000; ; ;15; ; ;1;2;04; ;19;117,225866499766;19
4586528;1;1;1;70;1;8;40;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;45;52;1;1;04;5233;19;148,754054223179;19
4586528;1;2;1;70;1;32;40;1; ;2;32;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;45;52;1;2;04;5231;19;148,754054223179;19
4586533;1;2;1;70;1;50;24;3; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;54; ; ;1;2;04; ;19;62,2879598133251;19
4586548;1;2;1;70;1;24;48;3; ;2;98;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;55;99;50;1;2;04;5020;19;148,754054223179;19
4586552;1;4;1;70;1;48;48;1; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;39;54;95;1;2;04;9500;20;228,594711968433;20
4586553;1;1;1;70;1;52;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;11;11;74;1;2;04;7412;20;73,7611279950796;20
4586554;1;2;1;70;1;8;48;1; ;2;10;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;07;07;85;1;1;04;8515;20;69,7827929103033;20
4586557;1;2;1;70;1;8;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;44;64;1;1;04;6421;20;213,831184110797;20
4586560;1;4;1;70;1;3;48;1; ;2;3;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;58;45;1;1;04;4521;20;224,799826107193;20
4586567;1;1;1;70;1;12;48;1; ;2;12;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;13;13;80;1;1;04;8060;20;206,241412388317;20
4586575;1;2;1;70;1;6;48;1; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;54;95;1;1;04;9500;23;402,087781699168;23
4586576;1;1;1;70;1;16;40;2; ;2;16;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;02;02;74;1;2;04;7412;23;171,627623401224;23
4586579;1;3;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;32; ; ;1;1;04; ;23;282,433124061364;23
4586588;1;4;1;70;1;8;40;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;1;04;5262;23;327,078925256619;23
4586590;1;3;1;70;1;25;48;1; ;2;40;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;55;1;2;04;5521;23;270,803088921909;23
4586598;1;1;1;70;1;3;48;1; ;2;3;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;2000000;2; ;02;02;45;1;1;04;4521;23;140,255241029647;23
4586600;1;3;1;70;1;7;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;33; ; ;1;1;04; ;23;138,54239346591;23
4586603;1;4;1;70;1;8;48;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;05; ; ;1;1;04; ;23;147,089456474039;23
4586627;1;3;1;70;1;4;48;1; ;2;5;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;51;1;1;04;5125;23;145,380286545377;23
4586645;1;2;1;70;1;12;40;2; ;2;12;4; ;9;2;2; ; ; ; ; ; ; ;1; ; ; ;2; ;1700000;2; ;05;05;73;1;1;04;7310;27;29,0033735795465;27
4586652;1;2;1;70;1;2;54;4; ;2;2;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;95;95;45;1;1;04;4521;27;29,0033735795465;27
4586652;1;3;1;70;1;4;48;2; ;2;62;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;13;13;80;1;1;04;8042;27;29,0033735795465;27
4586654;1;3;1;70;1;12;40;2; ;2;24;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;13;13;80;1;1;04;8044;27;29,0033735795465;27
4586662;1;2;1;70;1;12;44;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;1;04;6021;27;58,0067471590931;27
4586681;1;1;1;70;1;100;40;1; ;2;140;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;840000;2; ;54;39;75;1;2;04;7512;27;58,0067471590931;27
4586699;1;3;1;70;1;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781232;2; ;53;53;55;1;2;04;5521;41;114,3874303581;41
4586703;1;2;1;70;1;3;60;1; ;2;3;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;900000;800000;2; ;21;21;63;1;1;04;6331;41;168,83956154139;41
4586710;1;1;1;70;1;8;48;1; ;2;12;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;30;39;55;1;1;04;5529;41;185,250777395956;41
4586713;1;1;1;70;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;45;52;1;1;04;5262;41;157,188420821598;41
4586716;1;1;1;70;1;12;60;1; ;2;12;1; ;2;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;58;75;1;1;04;7512;41;157,188420821598;41
4586720;1;1;1;70;1;32;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;80;1;2;04;8012;41;151,169487233306;41
4586732;1;1;1;70;1;4;40;2; ;2;9;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;4000000;2; ;12;12;85;1;1;04;8532;44;94,4449514196105;44
4586734;1;1;1;70;1;20;40;1; ;2;20;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;19;19;85;1;2;04;8532;44;53,3306996423066;44
4586743;1;1;1;70;1;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1500000;2; ;13;13;80;1;1;04;8060;44;49,5426646154776;44
4586749;1;3;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;33; ; ;1;1;04; ;44;155,692048347548;44
4586756;1;1;1;70;1;4;40;2; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;02;41;52;1;1;04;5239;44;50,7793043239105;44
4586768;1;1;1;70;1;52;40;1; ;2;106;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;74;1;2;04;7499;44;233,924586052366;44
4586772;1;1;1;70;1;13;60;1; ;2;12;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;55;53;55;1;1;04;5529;44;53,3306996423066;44
4586780;1;4;1;70;1;4;40;1; ;2;156;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;04;5233;44;123,691698797263;44
4586788;1;2;1;70;1;4;30;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;13;80;1;1;04;8011;47;120,178528404963;47
4586797;1;3;1;70;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;33;15;1;2;04;1522;47;86,3191601975969;47
4586810;1;2;1;70;1;28;40;3; ;2;28;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;55;52;1;2;04;5233;47;143,757692166906;47
4586812;1;2;1;70;1;52;48;3; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;350000;2; ;54;55;85;1;2;04;8511;47;209,452045924252;47
4586813;1;2;1;70;1;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;85;1;2;04;8512;47;134,721479533628;47
4586822;1;6;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;45; ; ;1;1;04; ;47;195,055057208024;47
4586826;1;3;1;70;1;12;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;21;63;1;1;04;6331;47;170,660633914522;47
4586834;1;2;1;70;1;52;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;39; ; ;1;2;04; ;47;465,943796139178;47
