DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5220;P5220S1;P6006;P6007;P6007S1;P6008;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;MES;DPTO;ORDEN;fex_c_2011
2516175;1;1;1;2;2;4;3;1;5;4; ; ; ;98; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;1;2;2;2;2;2;2; ; ; ;01;2;09;20;1;1290,95614053769
2516176;1;1;1;2;1;4;3;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;3;1;1;1;2;2;2;2;2;2; ; ; ;01;2;09;20;1;1258,163650966
2516177;1;3;2;1;1;3;1;1;4;1; ; ;15000000;50000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;1;2;1;2;2;2; ;4;1;1;1;4;1;2;1;2;1;1; ;2;01;2;09;20;1;1186,36035245205
2516178;1;3;2;1;1;4;1;1;4;1; ; ;10000000;100000; ;2;2;1;2;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;2;2;1;2;2;1;1;5;1;1;1;1;1;2;1;2;1;1; ;2;01;2;09;20;1;1141,35555314989
2516179;1;3;2;1;1;3;1;1;4;4; ; ; ;80000; ;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;2;1;2;2;2; ;3;1;1;1;2;1;2;1;2;1;1; ;2;01;2;09;20;1;1321,4863557928
2516180;1;2;1;2;1;3;4;1;5;4; ; ; ;150000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;2;2; ;3;1;2;4;1;2;2;2;2;2; ; ; ;01;2;09;20;1;1080,73218743215
2516181;1;2;2;2;1;4;3;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;2;1;1;2;1;2;2;2;2;2; ; ; ;01;2;09;20;1;1787,22777994169
2516182;1;3;2;1;1;3;1;4;4;1; ; ;98;100000; ;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;2;2;2; ;4;1;1;1;2;1;2;1;2;1;2; ;1;01;2;09;20;1;1242,76947393865
2516183;1;4;3;1;1;4;1;5;5;1; ; ;98;150000; ;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;2;2;2; ;7;1;1;1;2;1;2;1;2;1;1; ;1;01;2;09;20;1;2553,31149270536
2516184;1;1;1;2;1;3;3;1;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;3;1;2;2;2;2;2;2; ; ; ;01;2;09;20;1;1187,82365096536
2516185;1;1;1;2;1;4;3;1;4;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2; ;2;1;1;1;2;2;2;2;2;2; ; ; ;01;2;09;20;1;1155,83013719695
2516186;1;2;1;2;1;3;3;4;4;4; ; ; ;99; ;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2; ;4;1;1;1;2;2;2;2;2;2; ; ; ;01;2;09;20;1;1116,93205183111
2516187;1;4;2;1;1;3;1;1;4;4; ; ; ;80000; ;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;2;2; ;5;1;1;1;2;1;2;1;2;1;1; ;1;01;2;09;20;1;1285,07493413175
