DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;INI;MES;DPTO;AREA;fex_c_2011
2508891;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;05;05;844,63970835917
2508895;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;05;05;762,128583781112
2508895;1;3;1;80;1;1;4;4; ;3; ;2; ; ; ; ;4;2;1;09;05;05;762,128583781112
2508895;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;05;05;762,128583781112
2508896;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;05;05;533,291060466909
2508896;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;05;05;533,291060466909
2508896;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;05;05;533,291060466909
2508896;1;5;1;80;1;2; ; ; ;2; ;2; ;1;2; ;5; ;1;09;05;05;533,291060466909
2508896;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;05;05;533,291060466909
2508899;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;05;05;979,450846021717
2508899;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;05;05;979,450846021717
2508901;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;09;05;05;1170,84850605724
2508901;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;05;05;1170,84850605724
2508901;1;3;1;80;1;1;2;8; ;2; ;2; ; ;1; ;5;1;1;09;05;05;1170,84850605724
2508903;1;2;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;09;05;05;722,926846295927
2508903;1;4;1;80;1;1;1;9;PRESTO  SERVICIO  MILITAR;2; ;1;300000; ; ; ;2;2;1;09;05;05;722,926846295927
2508903;1;5;1;80;1;2; ; ; ;2; ;2; ;1;1; ;1; ;1;09;05;05;722,926846295927
2508904;1;2;1;80;1;1;4;9;POR CASARSE;2; ;2; ; ; ; ;9;2;1;09;05;05;1035,46557633934
2508905;1;3;1;80;1;2; ; ; ;2; ;2; ;1;1; ;11; ;1;09;05;05;998,914843087271
2508905;1;4;1;80;1;1;2;2; ;2; ;2; ; ;1; ;8;1;1;09;05;05;998,914843087271
2508909;1;2;1;80;1;1;3;3; ;2; ;2; ; ; ; ;9;2;1;09;15;15;82,0601000004281
2508909;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;82,0601000004281
2508909;1;4;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;82,0601000004281
2508909;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;82,0601000004281
2508910;1;1;1;80;1;1;3;4; ;2; ;2; ; ; ; ;4;2;1;09;15;15;73,344746307563
2508911;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;15;15;96,901862278187
2508911;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;96,901862278187
2508912;1;2;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;09;15;15;80,7988999914332
2508912;1;4;1;80;1;1;1;8; ;2; ;2; ; ;1; ;5;1;1;09;15;15;80,7988999914332
2508912;1;5;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;80,7988999914332
2508912;1;6;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;80,7988999914332
2508912;1;7;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;09;15;15;80,7988999914332
2508913;1;2;1;80;1;1;1;9;POR EMBARAZO;2; ;1;220000; ; ;POR EMBARAZO;12;2;1;09;15;15;110,102461812135
2508913;1;3;1;80;1;1;1;2; ;2; ;2; ; ; ; ;2;2;1;09;15;15;110,102461812135
