DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;CLASE;MES;DPTO;fex_c_2011
5345410;1;5;1;2;1;4;2;1;5;1; ; ;98;200000; ;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;3;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;01;41;946,35040591153
5345412;1;6;4;2;1;5;2;1;4;1; ; ;100000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;5;6;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;01;41;916,854968648343
5345413;1;3;1;2;1;5;2;1;4;1; ; ;98;98; ;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;01;41;922,58412909534
5345414;1;5;4;2;1;4;2;1;5;1; ; ;98;150000; ;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;9;2; ;1;1;4;2;1;1;2;2;2; ;2; ;01;2;01;41;1579,56516704167
5345415;1;4;2;2;1;4;1;1;4;1; ; ;98;150000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;3;3;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;01;41;658,856586525109
5345416;1;3;2;2;1;4;1;5;4;3; ; ; ; ;150000;2;2;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;5;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;01;41;597,852290610105
5345417;1;5;2;2;1;5;1;1;5;1; ; ;98;150000; ;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;01;41;625,69740015428
5345418;1;4;1;2;1;4;1;3;5;4; ; ; ;200000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;4;2;1;1;2;2;2; ;1;1;01;2;01;41;922,58412909534
5346131;1;4;2;2;1;4;1;1;4;4; ; ; ;150000; ;2;1;2;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;4;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;01;68;4355,56730269217
5346132;1;3;1;2;1;4;2;1;5;1; ; ;60000000;200000; ;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;68;1184,04883134517
5346133;1;3;1;2;1;4;1;1;5;1; ; ;50000000;200000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;01;68;967,903845042705
5346134;1;3;2;2;1;4;1;1;5;1; ; ;60000000;200000; ;2;2;1;2;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;2;1;3;3;2; ;1;1;1;4;1;2;2;2;2; ;1;1;01;2;01;68;1707,63746482814
5346135;1;4;3;2;1;4;1;1;5;3; ; ; ; ;500000;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;1;2;1;3;4;2; ;1;1;1;4;1;2;1;2;2; ;1;2;01;2;01;68;967,903845042705
5346136;1;7;3;2;1;4;1;1;5;2; ;800000;90000000;600000; ;2;2;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;4;2; ;1;1;1;4;1;2;1;2;2; ;1;2;01;2;01;68;967,903845042705
5346137;1;5;4;2;1;4;1;1;3;4; ; ; ;400000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;5;2; ;1;1;1;2;1;2;1;2;2; ;1;2;01;2;01;68;967,903845042705
5346138;1;3;2;3;1;4;4;1;5;1; ; ;20000000;100000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;5;2;1;2;2;2;2; ;2; ;01;2;01;68;967,903845042705
5346139;1;3;1;2;1;4;1;1;3;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;2;1;2;2; ;1;2;01;2;01;68;967,903845042705
5346147;1;4;2;2;1;4;2;1;4;1; ; ;99;300000; ;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;1;2;01;2;01;68;967,903845042705
5346149;1;3;2;2;1;4;2;1;4;2; ;300000;99;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;68;4355,56730269217
5346150;1;4;3;2;1;4;2;1;5;1; ; ;99;400000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;68;967,903845042705
5346151;1;2;1;2;1;4;2;1;5;4; ; ; ;200000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;68;967,903845042705
5346152;1;3;1;2;1;4;2;1;5;1; ; ;99;200000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;01;68;967,903845042705
5346153;1;3;2;2;1;4;2;1;5;4; ; ; ;120000; ;2;1;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;3;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;68;967,903845042705
5346154;1;4;3;2;1;4;2;1;5;4; ; ; ;98; ;2;1;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;68;1260,36537870114
5346155;1;2;1;3;1;4;2;1;5;4; ; ; ;100000; ;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;1;1;0;2;2;2; ;2; ;01;2;01;68;3820,03802682877
5346170;1;1;1;6; ;4;6;5;5;4; ; ; ;50000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;1;2; ;2;2;2; ;2; ;01;2;01;41;955,743315466169
5346171;1;5;4;2;1;4;6;1;4;4; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;6;5;2; ;1;1;1;4;1;2;2;2;2; ;2; ;01;2;01;41;597,852290610105
5346172;1;3;2;2;2;4;6;1;5;1; ; ;80000000;300000; ;2;2;2;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;2;1;2;1;2;2;2;2; ;2; ;01;2;01;41;922,58412909534
5346173;1;1;1;2;2;4;6;1;5;4; ; ; ;250000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;2;1;2;1;2;2;2;2; ;2; ;01;2;01;41;1681,62172651717
5346174;1;4;3;2;1;5;6;1;5;4; ; ; ;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;2;2;2;2; ;2; ;01;2;01;41;597,852290610105
5346175;1;4;3;2;1;5;6;1;5;4; ; ; ;200000; ;2;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;01;41;1294,88179762744
5346177;1;4;3;2;1;5;6;1;5;1; ; ;50000000;150000; ;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;4;6;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;01;41;1825,59443007518
5346178;1;6;1;2;1;4;1;1;4;4; ; ; ;60000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;4;4;1;1;2;2;2; ;1;1;01;2;01;41;1219,4708580364
5346183;1;4;3;2;1;3;1;1;5;3; ; ; ; ;200000;2;2;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;3;6;2; ;1;1;4;2;1;2;2;2;2; ;1;1;01;2;01;41;1207,91605080215
5347394;1;4;3;2;1;4;6;1;4;1; ; ;98;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;3;4;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;01;68;932,790702111446
5347395;1;3;1;2;1;4;6;1;4;1; ; ;98;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;01;68;932,790702111446
5347396;1;4;2;2;1;4;1;1;4;3; ; ; ; ;430000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;4;1;1;2;2;2; ;1;1;01;2;01;68;932,790702111446
5347397;1;3;2;2;1;4;1;1;5;1; ; ;98;400000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;1;1;1;2;2;1;3;1;1;01;2;01;68;932,790702111446
5347398;1;3;1;2;1;3;6;1;5;1; ; ;140000000;350000; ;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;01;68;932,790702111446
5347399;1;4;2;2;1;4;6;1;4;4; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;1;2;2;2; ;2; ;01;2;01;68;2748,41125213895
5347400;1;3;2;2;1;4;1;1;3;1; ; ;100000000;350000; ;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;1;1;2;2; ;1;1;01;2;01;68;1645,68862695093
5347401;1;1;1;3;1;3;6;6; ;3; ; ; ; ;180000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;01;68;3681,45655313603
5347403;1;2;1;2;1;3;1;1;4;4; ; ; ;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;2;1;1;2;2;2; ;1;1;01;2;01;68;932,790702111446
5347404;1;3;1;2;1;1;1;1;3;1; ; ;100000000;300000; ;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2; ;1;1;1;2;1;1;1;2;1;1;1;1;01;2;01;68;932,790702111446
5348279;1;5;4;3;1;4;6;1;5;1; ; ;5000000;70000; ;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;5;2; ;1;1;4;1;1;1;1;2;2; ;2; ;01;2;01;41;1466,22567651368
5348280;1;3;1;3;1;4;2;1;4;1; ; ;15000000;100000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;2;2;2; ;2; ;01;2;01;41;1090,65234021402
5350490;1;6;1;1;1;5;1;1;3;1; ; ;200000000;600000; ;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;2;1;1;2; ;1;1;01;2;01;68;967,903845042705
5350492;1;4;2;2;1;5;1;1;3;4; ; ; ;300000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;3;2; ;1;1;1;4;1;2;1;2;2; ;1;2;01;2;01;68;967,903845042705
5350494;1;4;1;2;1;4;1;1;4;4; ; ; ;200000; ;2;1;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;01;68;967,903845042705
5350495;1;4;1;2;1;5;1;1;3;1; ; ;50000000;400000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;2;2; ;1;2;01;2;01;68;967,903845042705
5350498;1;4;3;2;1;1;1;1;3;4; ; ; ;500000; ;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;3;5;2; ;1;1;1;4;1;2;1;2;1;1;1;2;01;2;01;68;967,903845042705
5350504;1;2;1;2;1;4;2;1;4;1; ; ;99;800000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;2; ;1;1;1;4;1;2;2;2;2; ;1;2;01;2;01;68;1184,04883134517
5350506;1;5;4;2;1;4;2;1;4;4; ; ; ;200000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;6;2; ;1;1;1;1;1;2;2;2;2; ;2; ;01;2;01;68;967,903845042705
