DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;CLASE;MES;DPTO;fex_c_2011
5347294;1;4;2;1;1;1;1;1;3;2; ;1500000;200000000;1000000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;68;1;01;68;629,047957193119
5347295;1;1;1;1;1;1;1;1;4;3; ; ; ; ;600000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;3;2; ;1;3;1;4;1;3;2;1;1;3;1;1;01;68;1;01;68;753,334611177119
5347296;1;4;1;1;1;1;1;1;3;3; ; ; ; ;600000;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;50;1;01;50;388,307828451566
5347297;1;4;3;1;1;1;1;1;3;1; ; ;120000000;700000; ;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;256,013715147682
5347298;1;3;2;1;1;1;1;6; ;1; ; ;120000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;304,306642395514
5347299;1;3;2;1;1;1;1;1;3;1; ; ;60000000;500000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;01;50;201,430041601491
5347300;1;2;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;2;1;1;2;1;1;3;1;2;01;50;1;01;50;272,7962367248
5347301;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;1;2;1;1;3;1;2;01;50;1;01;50;208,072240903004
5347302;1;4;3;1;1;1;1;1;3;1; ; ;250000000;700000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;3;5;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;01;50;342,806265619858
5347303;1;3;2;1;1;1;1;1;3;4; ; ; ;800000; ;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;01;50;224,957102389659
5347304;1;3;1;1;1;1;1;1;3;1; ; ;300000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;1;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;50;1;01;50;208,072240903004
5347305;1;4;3;1;1;1;1;1;3;1; ; ;70000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;50;1;01;50;241,719787479547
5347306;1;5;3;1;1;1;1;1;3;1; ; ;99;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;50;1;01;50;291,394792191015
5347307;1;3;1;1;1;1;1;1;3;1; ; ;70000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;1;2;1;1;1;4;1;3;1;1;1;3;1;2;01;50;1;01;50;208,072240903004
5347308;1;5;1;1;1;1;1;1;3;1; ; ;160000000;700000; ;1;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;2;01;50;1;01;50;208,072240903004
5347310;1;4;2;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;327,099706315077
5347311;1;4;1;1;1;1;1;1;3;1; ; ;150000000;700000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;50;1;01;50;190,177128132385
5347312;1;2;1;1;1;1;1;1;3;3; ; ; ; ;99;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;9;1;1;1;3;1;1;01;76;1;01;76;1071,56286718206
5347313;1;1;1;1;1;1;1;1;3;3; ; ; ; ;550000;2;1;1;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;9;1;1;1;3;1;1;01;76;1;01;76;932,221919012983
5347314;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;15;1;01;15;127,980770470605
5347315;1;3;1;1;1;1;1;1;3;1; ; ;99;350000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;15;1;01;15;120,13409203551
5347316;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;1;2;1;1;3;1;1;01;15;1;01;15;186,104363391481
5347317;1;4;1;1;1;1;1;1;3;3; ; ; ; ;400000;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;120,13409203551
5347318;1;3;1;1;1;1;1;1;3;1; ; ;200000000;600000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;136,129620976856
5347319;1;3;2;1;1;1;1;1;3;1; ; ;150000000;500000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;194,313929416341
5347320;1;2;1;1;1;1;1;1;3;4; ; ; ;600000; ;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;1;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;187,510369184483
5347321;1;3;2;1;1;1;1;1;3;1; ; ;100000000;400000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;201,154555734153
5347322;1;1;1;1;1;1;1;1;4;4; ; ; ;450000; ;2;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;17;1;01;17;187,209643732023
5347323;1;5;4;1;1;1;1;1;3;3; ; ; ; ;600000;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;1;1;2;1;3;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;272,692953013241
5347324;1;3;1;1;1;1;1;1;3;2; ;490000;200000000;590000; ;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;194,275601414986
5347325;1;4;3;1;1;1;1;1;3;1; ; ;200000000;600000; ;2;1;2;1;2;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;3;3;1;1;1;2;1;4;1;3;1;1;1;2;1;1;01;17;1;01;17;164,863397151703
5347326;1;3;1;1;1;1;1;1;3;1; ; ;60000000;150000; ;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;41;1;01;41;136,275289531465
5347327;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;3;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;41;1;01;41;154,841154229811
5347328;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;41;1;01;41;139,93253138635
5347329;1;4;2;1;1;1;1;1;3;1; ; ;400000000;2000000; ;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;41;1;01;41;349,48681070102
5347330;1;5;3;1;1;1;1;1;3;1; ; ;280000000;1300000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;2;2;1;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;41;1;01;41;212,487801353698
5347331;1;4;2;1;1;1;1;1;3;1; ; ;350000000;2000000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;1;1;2;2;1;2;1;2;2;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;41;1;01;41;339,24413440541
5347332;1;4;1;1;1;1;1;1;3;1; ; ;99;99; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;19;1;01;19;95,700088955298
5347333;1;4;3;1;1;1;1;1;3;3; ; ; ; ;320000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;19;1;01;19;122,486460604976
5347334;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;19;1;01;19;148,319239917079
5347335;1;4;1;1;1;1;1;1;3;1; ; ;99;99; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;19;1;01;19;95,700088955298
5347336;1;3;1;1;1;1;1;1;4;3; ; ; ; ;650000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;19;1;01;19;156,733673457365
5347337;1;5;2;1;1;1;1;1;3;2; ;280000;99;200000; ;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;19;1;01;19;119,05643184748
5347338;1;4;1;1;1;1;1;1;3;1; ; ;99;99; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;19;1;01;19;95,700088955298
5347339;1;6;2;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;19;1;01;19;85,8286068455922
5347340;1;4;3;1;1;1;1;1;3;1; ; ;80000000;380000; ;2;1;1;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;5;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;19;1;01;19;133,838275919724
5347341;1;2;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;19;1;01;19;131,421455906044
5347342;1;3;2;1;1;1;1;1;3;1; ; ;17000000;200000; ;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;103,735864579502
5347343;1;3;1;1;1;1;1;3;4;1; ; ;35000000;300000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;1;2;1;1;3;1;1;01;63;1;01;63;166,363868069558
5347344;1;4;3;1;1;1;1;1;3;1; ; ;50000000;350000; ;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;4;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;168,371626244947
5347345;1;4;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;202,487800482344
5347346;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;179,550657990512
5347347;1;7;4;1;1;1;1;1;3;1; ; ;99;800000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;2;1;2;1;4;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;227,885320536927
5347348;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;130,114222432581
5347349;1;3;1;1;1;1;1;1;3;1; ; ;99;400000; ;2;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;63;1;01;63;119,397850461034
5347350;1;4;2;1;1;1;1;1;3;4; ; ; ;550000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;1;2;2;1;1;2;2;1;3;3;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;63;1;01;63;167,756520795089
5347351;1;4;2;1;1;1;1;1;3;3; ; ; ; ;430000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;63;1;01;63;209,982141827943
5347352;1;3;2;1;1;1;1;1;3;4; ; ; ;400000; ;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;6;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;74,4452587560938
5347353;1;4;3;1;1;1;1;3;3;3; ; ; ; ;420000;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;63;1;01;63;244,713421515199
5347354;1;5;1;1;1;1;1;1;3;1; ; ;350000000;1500000; ;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;1;1;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;120,13409203551
5347355;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;15;1;01;15;118,142520126656
5347356;1;5;2;1;1;1;1;1;3;1; ; ;80000000;450000; ;1;2;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;3;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;630,738755354981
5347357;1;3;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;1;1;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;628,903125211878
5347358;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;524,947961968929
5347359;1;5;2;1;1;1;1;1;3;1; ; ;98;800000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;1;1;1;2;1;2;1;3;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;1;01;68;637,522901210933
5347360;1;4;1;1;1;1;1;3;3;3; ; ; ; ;500000;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;3;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;1;01;68;701,349538737703
5347361;1;5;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;1;2;2;1;3;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;619,896811066707
5347365;1;6;2;1;1;1;1;1;3;3; ; ; ; ;900000;2;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;50;1;01;50;360,701378390477
5347366;1;4;2;1;1;1;1;1;3;4; ; ; ;800000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;3;1;2;01;50;1;01;50;266,154037423288
5347367;1;4;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;361,879680572352
5347368;1;3;1;1;1;1;1;6; ;1; ; ;80000000;500000; ;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;1;1;2;1;2;1;1;1;3;1;2;01;50;1;01;50;208,072240903004
5347369;1;1;1;1;2;1;1;2;4;3; ; ; ; ;150000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;3;1;4;1;1;2;1;1;3;1;2;01;50;1;01;50;332,591727224643
5347370;1;3;2;1;1;1;1;1;3;2; ;300000;80000000;350000; ;2;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;50;1;01;50;262,884468836727
5347371;1;3;2;1;1;1;1;1;3;5; ; ; ;200000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;6;2; ;1;1;1;2;1;1;1;1;1;3;1;2;01;50;1;01;50;350,895638753219
5347372;1;2;1;1;1;1;1;6; ;5; ; ; ;250000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;2;1;1;1;1;1;3;1;2;01;50;1;01;50;272,7962367248
5347373;1;1;1;1;1;1;1;2;3;3; ; ; ; ;250000;2;2;1;2;2;2;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;1;1;2; ;1;4;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;158,060149552816
5347374;1;3;1;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;15;1;01;15;110,113173603871
5347375;1;4;3;3;1;1;5;3;4;1; ; ;40000000;300000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;5;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347376;1;5;4;3;1;1;5;3;4;3; ; ; ; ;370000;2;1;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;7;2; ;1;1;1;2;1;1;2;2;1;3;2; ;01;27;1;01;27;190,318425345039
5347380;1;3;2;1;1;1;1;1;3;3; ; ; ; ;650000;2;1;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;6;1;3;1;1;1;3;1;1;01;15;1;01;15;134,109256003307
5347381;1;2;1;1;1;1;1;1;3;3; ; ; ; ;383000;2;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;6;1;3;1;1;1;3;1;1;01;15;1;01;15;118,142520126656
5347382;1;4;2;3;1;1;5;3;4;4; ; ; ;400000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;87,4469182423784
5347383;1;6;3;1;1;1;1;1;3;2; ;1200000;300000000;12000000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;4;1;1;1;3;1;1;01;68;1;01;68;559,915894312244
5347384;1;3;2;1;1;1;1;1;3;3; ; ; ; ;700000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;628,903125211878
5347385;1;4;1;1;1;1;1;1;3;1; ; ;100000000;450000; ;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;612,561441077773
5347386;1;4;2;1;1;1;1;1;3;4; ; ; ;480000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;68;1;01;68;533,118804035982
5347387;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;3;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;68;1;01;68;543,429378196899
5347388;1;4;1;2;1;1;5;3;4;1; ; ;12000000;600000; ;2;1;2;1;1;1;1;1;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;2;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347389;1;4;1;1;1;1;1;1;3;1; ; ;60000000;300000; ;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ;1;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;41;1;01;41;136,275289531465
5347390;1;2;1;1;1;1;1;3;3;4; ; ; ;300000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;1;1;2;2;1;2;3;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;41;1;01;41;205,695266088186
5347391;1;3;2;3;1;1;5;3;4;4; ; ; ;300000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347392;1;5;4;3;1;1;5;3;4;4; ; ; ;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;1;2;2;1;5;8;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;121,54247348152
5347393;1;3;2;3;1;1;5;3;4;3; ; ; ; ;450000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;2;1;4;1;1;2;2;1;4;2; ;01;27;1;01;27;34,6033500627343
5347402;1;4;3;3;1;1;5;3;4;1; ; ;98;500000; ;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;1;1;2;2;1;3;4;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347405;1;4;3;3;1;1;1;1;4;4; ; ; ;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;2;4;2; ;1;1;1;2;1;1;2;2;1;3;1;2;01;27;1;01;27;34,6033500627343
5347406;1;4;1;3;1;1;1;1;4;1; ; ;700000000;550000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;1;1;1;2;2;2; ;1;2;1;4;1;1;2;2;1;3;1;2;01;27;1;01;27;34,6033500627343
5347407;1;5;4;3;1;1;1;1;4;1; ; ;80000000;800000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;3;2;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;27;1;01;27;34,6033500627343
5347408;1;5;3;3;1;1;1;1;4;4; ; ; ;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;1;2;1;1;2;2;1;3;1;2;01;27;1;01;27;34,6033500627343
5347409;1;4;2;3;1;1;5;1;1;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;3;2; ;1;1;1;4;1;1;2;2;1;3;1;2;01;27;1;01;27;34,6033500627343
5347410;1;6;5;3;1;1;5;3;4;4; ; ; ;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;5;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;152,15287421222
5347411;1;3;2;3;1;1;5;3;4;1; ; ;80000000;200000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2; ;1;1;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347412;1;4;2;3;1;1;5;4;4;4; ; ; ;250000; ;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;3;2; ;1;1;2;3;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347413;1;4;3;3;1;1;5;1;4;4; ; ; ;280000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;3;2; ;1;2;1;2;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347414;1;7;2;3;1;3;5;3;4;4; ; ; ;600000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;1;1;1;4;1;1;2;2;2; ;2; ;01;27;1;01;27;34,6033500627343
5347415;1;6;5;2;1;1;5;3;4;1; ; ;90000000;500000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;2;1;3;3;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;34,6033500627343
5347416;1;2;1;2;1;1;5;3;4;3; ; ; ; ;450000;2;1;2;1;2;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;2; ;1;2;1;4;1;1;2;2;1;3;2; ;01;27;1;01;27;87,0375473303969
