"DIRECTORIO","SECUENCIA_P","P5000","P5010","P5020","P5030","P5040","P5050","P5070","P5080","P5090","P5090S1","P5100","P5110","P5130","P5140","P5210S1","P5210S2","P5210S3","P5210S4","P5210S5","P5210S6","P5210S7","P5210S8","P5210S9","P5210S10","P5210S11","P5210S14","P5210S15","P5210S16","P5210S17","P5210S18","P5210S19","P5210S20","P5210S21","P5210S22","P5210S24","P5220","P5220S1","P6008","P6007","P6007S1","HOGAR","P4000","P4010","P4020","P4030S1","P4030S1A1","P4030S2","P4030S3","P4030S4","P4030S4A1","P4030S5","P4040","REGIS","clase","MES","DPTO","fex_c_2011"
4424310,1,2,1,2,1,4,6,1,4,1,"",1.79769313486232e+308,20000000,50000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1278.32675494144
4424311,1,2,2,2,1,4,6,1,5,1,"",1.79769313486232e+308,5000000,20000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1938.25347822348
4424312,1,3,3,2,1,4,1,1,5,1,"",1.79769313486232e+308,25000000,80000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,6,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",3216.99898894643
4424313,1,3,2,2,1,4,1,1,4,1,"",1.79769313486232e+308,18000000,150000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",2025.58609539933
4424314,1,2,1,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,100000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",3299.89438416813
4424315,1,4,2,2,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,60000,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",2215.46531405409
4424316,1,3,2,2,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,30000,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",2025.58609539933
4424317,1,4,2,2,1,4,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,50000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,3,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1468.20597359621
4424318,1,2,2,4,1,4,1,1,4,1,"",1.79769313486232e+308,30000000,60000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1159.79264392727
4424319,1,2,2,2,1,4,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,60000,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1276.42784124603
4424320,1,5,3,2,1,4,1,1,4,1,"",1.79769313486232e+308,25000000,150000,1.79769313486232e+308,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,3,4,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",3140.99742175331
4424321,1,4,2,2,1,4,1,1,4,1,"",1.79769313486232e+308,20000000,50000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1244.89564645419
4424322,1,4,1,2,1,4,1,1,4,1,"",1.79769313486232e+308,20000000,150000,1.79769313486232e+308,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",2205.7076363929
4424323,1,5,1,2,1,4,1,1,4,1,"",1.79769313486232e+308,20000000,100000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,1,1,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1278.32675494144
4424324,1,3,1,2,1,4,1,1,5,2,"",98,10000000,100000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1923.36503529428
4424325,1,2,2,2,1,4,1,1,5,1,"",1.79769313486232e+308,25000000,100000,1.79769313486232e+308,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,2,"01","2","09","52",2014.2550454166
4424326,1,1,1,2,1,4,1,1,5,1,"",1.79769313486232e+308,30000000,200000,1.79769313486232e+308,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,3,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1809.48738383264
4424327,1,2,1,2,1,4,1,1,5,1,"",1.79769313486232e+308,5000000,40000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,2,2,1.79769313486232e+308,1,1,3,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1164.4491034798
4424328,1,2,1,2,1,4,1,1,5,1,"",1.79769313486232e+308,20000000,150000,1.79769313486232e+308,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1266.67016358484
4424329,1,1,1,2,1,4,1,1,5,1,"",1.79769313486232e+308,10000000,100000,1.79769313486232e+308,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1278.32675494144
4424330,1,1,1,2,1,4,1,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,100000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1570.42703370125
4424331,1,2,1,2,1,4,1,1,5,1,"",1.79769313486232e+308,25000000,100000,1.79769313486232e+308,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,1,1,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1164.4491034798
4424332,1,2,2,2,1,4,1,1,5,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,100000,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,7,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",3404.55901479152
4424333,1,2,1,2,1,4,1,1,5,1,"",1.79769313486232e+308,10000000,20000,1.79769313486232e+308,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1266.67016358484
4424342,1,3,2,2,1,4,1,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,70000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",3018.52507689598
4424343,1,2,1,2,1,4,1,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,50000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,1,3,2,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1570.42703370125
4424344,1,3,3,2,1,4,1,1,5,4,"",1.79769313486232e+308,1.79769313486232e+308,100000,1.79769313486232e+308,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,3,2,1.79769313486232e+308,1,1,3,4,1,1,2,2,2,1.79769313486232e+308,1,1,"01","2","09","52",1809.48738383264
