"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","CLASE","P7250","P7260","P7280","P7280S1","P7310","P7320","P7350","P7350S1","P7360","P9460","P7390","P7390S1","P7420","P7420S1","P7420S2","P7420S3","P7420S4","P7420S5","P7420S6","P7420S7","P7420S7A1","P7420S8","P7422","P7422S1","P1806","P1519","P1883","OFICIO1","OFICIO2","RAMA2D_D","DSI","DSCY","RAMA4D_D","MES","DPTO","fex_c_2011"
4424318,1,3,1,"70","2",32,40,2,"",2,32,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,"30","05","74",1,2,"7414","09","52",1159.79264392727
4424352,1,3,1,"70","2",32,40,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,"58","","",1,2,"","09","52",4337.32098701357
4424365,1,2,1,"70","2",4,40,1,"",2,18,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","61","01",1,1,"0140","09","52",2025.9116367732
4424443,1,3,1,"70","2",259,24,1,"",2,364,4,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"54","39","75",1,2,"7512","09","52",1045.23038299908
4424457,1,5,1,"70","2",17,40,1,"",2,26,8,"",3,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"59","62","01",1,2,"0116","09","52",2983.90103809839
4424461,1,6,1,"70","2",13,20,1,"",2,36,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,400000,2,1.79769313486232e+308,"45","45","52",1,1,"5211","09","52",1395.61773335638
4427515,1,3,1,"70","2",25,48,1,"",2,22,1,"",4,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","45","52",1,2,"5234","09","76",644.930192234271
4427517,1,3,1,"70","2",8,48,1,"",2,16,1,"",2,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","32","85",1,1,"8512","09","76",1032.83923140177
4427517,1,7,1,"70","2",28,48,3,"",2,28,3,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"54","54","95",1,2,"9500","09","76",1032.83923140177
4427519,1,2,1,"70","2",104,44,1,"",2,84,1,"",9,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"39","97","15",1,2,"1543","09","76",704.361970543258
4427523,1,4,1,"70","2",4,48,1,"",2,22,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"84","97","51",1,1,"5170","09","76",1629.95905037099
4428557,1,2,1,"70","2",4,32,4,"",2,5,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"55","99","93",1,1,"9309","09","63",1844.02609827289
4428560,1,1,1,"70","2",4,48,1,"",2,5,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,50000,780000,2,1.79769313486232e+308,"53","53","55",1,1,"5511","09","63",1067.1893951643
4428575,1,2,1,"70","2",8,45,4,"",2,8,4,"",1,2,5,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,360000,2,1.79769313486232e+308,"53","53","55",1,1,"5529","09","63",865.374200597654
4428617,1,1,1,"70","2",2,50,4,"",2,2,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,800000,700000,2,1.79769313486232e+308,"61","61","01",1,1,"0140","09","15",2214.17838732348
4428637,1,3,1,"70","2",2,40,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,"33","","",1,1,"","09","15",678.459805025564
4428650,1,2,1,"70","2",4,30,4,"",2,4,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,600000,600000,2,1.79769313486232e+308,"61","61","01",1,1,"0140","09","15",2713.83922010226
4428661,1,3,1,"70","2",52,40,1,"",2,160,1,"",6,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,"02","16","74",1,2,"7494","09","15",678.459805025564
4428670,1,2,1,"70","2",4,21,4,"",2,4,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,450000,2,1.79769313486232e+308,"61","61","01",1,1,"0140","09","15",2098.06964223763
4429845,1,3,1,"70","2",8,48,1,"",2,8,2,"",9,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"58","58","75",1,1,"7524","09","66",890.002688635022
4429849,1,1,1,"70","2",1,16,3,"",2,12,3,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,200000,2,1.79769313486232e+308,"54","54","95",1,1,"9500","09","66",1278.22300698068
4429849,1,2,1,"70","2",8,48,3,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,"54","","",1,1,"","09","66",1278.22300698068
4429855,1,3,1,"70","2",12,50,8,"",2,12,8,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,"62","62","01",1,1,"0111","09","66",768.610026344184
4429863,1,1,1,"70","2",50,50,1,"",2,50,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"45","45","52",1,2,"5211","09","66",1112.94810513623
4429868,1,7,1,"70","2",8,48,1,"",2,8,1,"",5,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"95","95","45",1,1,"4521","09","66",1802.55348564741
4429983,1,3,1,"70","2",20,50,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1000000,1.79769313486232e+308,1.79769313486232e+308,"50","","",1,2,"","09","66",714.532759982502
4429983,1,5,1,"70","2",40,50,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,1.79769313486232e+308,1.79769313486232e+308,"53","","",1,2,"","09","66",714.532759982502
4430000,1,4,1,"70","2",6,50,8,"",2,6,8,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"62","62","01",1,1,"0111","09","66",1320.5606469045
4430000,1,5,1,"70","2",12,60,3,"",2,12,3,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,300000,2,1.79769313486232e+308,"54","54","95",1,1,"9500","09","66",1320.5606469045
4430003,1,4,1,"70","2",4,50,8,"",2,4,8,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"62","62","01",1,1,"0111","09","66",1118.1247460645
4430010,1,3,1,"70","2",8,60,8,"",2,8,8,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,"62","62","01",1,1,"0118","09","66",643.796534157319
4430291,1,2,1,"70","2",32,48,1,"",2,96,1,"",9,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,"45","55","74",1,2,"7493","09","13",1146.86803596872
4430297,1,1,1,"70","2",23,48,1,"",2,28,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"53","59","85",1,2,"8512","09","13",1350.1466108235
4433190,1,4,1,"70","2",8,50,1,"",2,10,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"58","33","52",1,1,"5211","09","54",539.493560516274
4433669,1,1,1,"70","2",3,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,1.79769313486232e+308,1.79769313486232e+308,"53","","",1,1,"","09","05",6287.23955835889
4433678,1,2,1,"70","2",4,50,1,"",2,36,1,"",2,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"45","53","55",1,1,"5529","09","05",2523.50930346706
4433682,1,1,1,"70","2",6,48,8,"",2,6,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"62","62","01",1,1,"0140","09","05",4290.78805773886
4433690,1,2,1,"70","2",28,48,8,"",2,30,8,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"62","62","01",1,2,"0121","09","05",6353.55090110692
4433690,1,4,1,"70","2",12,48,1,"",2,12,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,780000,2,1.79769313486232e+308,"95","95","45",1,1,"4521","09","05",6353.55090110692
4433772,1,3,1,"70","2",1,44,8,"",2,2,1,"",3,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,320000,720000,2,1.79769313486232e+308,"62","11","15",1,1,"1551","09","76",1852.21291345053
4433774,1,2,1,"70","2",4,40,1,"",2,4,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"03","39","64",1,1,"6422","09","76",1077.81179235329
4433775,1,4,1,"70","2",8,48,1,"",2,8,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,100000,737717,2,1.79769313486232e+308,"39","39","75",1,1,"7512","09","76",644.930192234271
4433776,1,1,1,"70","2",5,48,1,"",2,3,4,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,230000,737717,2,1.79769313486232e+308,"98","59","93",1,1,"9309","09","76",1319.83359609588
4433777,1,4,1,"70","2",6,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,"59","","",1,1,"","09","76",1795.18944485806
4433795,1,3,1,"70","2",16,40,1,"",2,16,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"95","95","45",1,2,"4521","09","15",1067.88657783289
4433932,1,3,1,"70","2",8,50,1,"",2,8,8,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"97","63","02",1,1,"0201","09","17",770.988456631111
4433947,1,1,1,"70","2",3,50,8,"",2,2,8,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,250000,400000,2,1.79769313486232e+308,"62","62","01",1,1,"0111","09","17",746.404254579311
4433947,1,3,1,"70","2",4,60,8,"",2,2,8,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,250000,737717,2,1.79769313486232e+308,"62","62","01",1,1,"0111","09","17",746.404254579311
4433952,1,2,1,"70","2",4,40,3,"",2,4,3,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,200000,400000,2,1.79769313486232e+308,"54","45","95",1,1,"9500","09","17",1532.79113291088
4434006,1,4,1,"70","2",2,50,1,"",2,2,8,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,500000,600000,2,1.79769313486232e+308,"63","62","01",1,1,"0118","09","17",551.761853547397
4434033,1,5,1,"70","2",52,40,3,"",2,52,3,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,360000,2,1.79769313486232e+308,"54","54","95",1,2,"9500","09","17",1134.30295576432
4435057,1,4,1,"70","2",24,48,1,"",2,156,1,"",9,2,6,"","",1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"58","58","80",1,2,"8045","09","20",1629.47636652384
4435068,1,3,1,"70","2",4,48,1,"",2,12,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"58","58","74",1,1,"7492","09","20",2268.58118349183
4435072,1,2,1,"70","2",4,42,1,"",2,10,4,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,300000,600000,2,1.79769313486232e+308,"77","97","11",1,1,"1110","09","20",2403.71206770176
4435076,1,1,1,"70","2",4,48,1,"",2,5,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,"58","58","74",1,1,"7492","09","20",1749.18342797269
4435079,1,1,1,"70","2",4,48,1,"",2,5,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,98,2,1.79769313486232e+308,"58","58","11",1,1,"1110","09","20",2276.19758814289
4435167,1,6,1,"70","2",8,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,1.79769313486232e+308,1.79769313486232e+308,"45","","",1,1,"","09","23",1156.02934365236
4435172,1,3,1,"70","2",8,48,4,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,520000,1.79769313486232e+308,1.79769313486232e+308,"84","","",1,1,"","09","23",1555.02194389381
4435177,1,6,1,"70","2",36,30,3,"",2,36,4,"",1,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,250000,2,1.79769313486232e+308,"54","45","52",1,2,"5262","09","23",1179.99857497465
4435179,1,2,1,"70","2",26,48,1,"",2,26,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","45","52",1,2,"5233","09","23",1342.60912504713
4435180,1,2,1,"70","2",32,40,1,"",2,34,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,"32","32","85",1,2,"8532","09","23",1423.6674367551
4435184,1,1,1,"70","2",5,40,1,"",2,3,4,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,100000,800000,2,1.79769313486232e+308,"60","53","15",1,1,"1530","09","23",1441.10139712191
4435185,1,5,1,"70","2",4,40,8,"",2,4,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"62","60","01",1,1,"0121","09","23",1699.74938392099
4435188,1,3,1,"70","2",8,48,1,"",2,8,2,"",9,2,7,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"58","58","75",1,1,"7524","09","23",1433.23570877161
4435190,1,2,1,"70","2",12,48,1,"",2,26,1,"",9,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"32","32","50",1,1,"5051","09","23",1520.25328035797
4435226,2,1,2,"70","2",2,60,3,"",2,2,3,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,200000,300000,2,1.79769313486232e+308,"54","54","95",1,1,"9500","09","23",702.663292846194
4435226,2,3,2,"70","2",4,40,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,700000,1.79769313486232e+308,1.79769313486232e+308,"33","","",1,1,"","09","23",702.663292846194
4435265,1,1,1,"70","2",24,48,1,"",2,24,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"95","95","45",1,2,"4552","09","25",2398.14411245594
4435341,1,3,1,"70","2",52,48,1,"",2,53,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"84","84","50",1,2,"5020","09","25",4028.21228041102
4435388,1,3,1,"70","2",6,48,3,"",2,6,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"54","38","74",1,1,"7499","09","25",4390.59199593014
4435464,1,3,1,"70","2",50,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,900000,1.79769313486232e+308,1.79769313486232e+308,"32","","",1,2,"","09","25",1834.90606187694
4435467,1,3,1,"70","2",9,48,1,"",2,8,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","53","55",1,1,"5521","09","25",2573.43027383582
