"DIRECTORIO","SECUENCIA_P","P5000","P5010","P5020","P5030","P5040","P5050","P5070","P5080","P5090","P5090S1","P5100","P5110","P5130","P5140","P5210S1","P5210S2","P5210S3","P5210S4","P5210S5","P5210S6","P5210S7","P5210S8","P5210S9","P5210S10","P5210S11","P5210S14","P5210S15","P5210S16","P5210S17","P5210S18","P5210S19","P5210S20","P5210S21","P5210S22","P5210S24","P5220","P5220S1","P6008","P6007","P6007S1","HOGAR","P4000","P4010","P4020","P4030S1","P4030S1A1","P4030S2","P4030S3","P4030S4","P4030S4A1","P4030S5","P4040","REGIS","AREA","MES","DPTO","fex_c_2011"
4417211,1,5,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,600000,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","05","09","05",1298.57337508414
4417212,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,340000,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,2,1,1,1,1,1,2,1,1,"01","05","09","05",1003.37852138961
4417213,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,800000,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","05","09","05",1019.60726791436
4417214,1,1,1,1,1,1,1,2,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,250000,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,2,1,1,1,1,1,2,1,1,"01","05","09","05",1242.68734837122
4417215,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,350000,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,2,1,1,"01","05","09","05",1250.94999919027
4417216,1,4,2,3,1,1,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,400000,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,1,2,2,1,2,1,1,"01","05","09","05",1260.43565058865
4417217,1,1,1,3,1,1,1,1,4,1,"",1.79769313486232e+308,45000000,320000,1.79769313486232e+308,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,2,1,1,2,2,1,2,1,1,"01","05","09","05",1242.68734837122
4417218,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,270000,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,2,1,1,"01","05","09","05",1218.91523250628
4417219,1,1,1,1,2,1,1,5,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,255000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,3,1,4,1,3,2,1,1,7,1,1,"01","05","09","05",1242.68734837122
4417220,1,4,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,100000000,550000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,4,5,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","05","09","05",896.130804632324
4417222,1,3,1,1,1,1,1,1,1,4,"",1.79769313486232e+308,1.79769313486232e+308,500000,1.79769313486232e+308,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1,4,1,3,2,1,1,3,1,1,"01","05","09","05",1067.53064735
4417223,1,3,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,80000000,400000,1.79769313486232e+308,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,3,1,1,"01","05","09","05",1218.91523250628
4417224,1,1,1,1,1,1,1,2,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,270000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,3,1,4,1,3,2,1,1,7,1,1,"01","05","09","05",1088.57071720261
4417225,1,5,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,110000000,400000,1.79769313486232e+308,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,3,1,1,"01","05","09","05",1043.3793837793
4417226,1,1,1,1,1,1,1,2,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,270000,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,3,1,4,1,3,2,1,1,7,1,1,"01","05","09","05",1088.19156949685
4417227,1,5,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,80000000,450000,1.79769313486232e+308,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,3,4,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,3,1,1,"01","05","09","05",1112.68296684066
4417228,1,2,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,30000000,300000,1.79769313486232e+308,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","05","09","05",1199.39471834635
4417229,1,4,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,98,1.79769313486232e+308,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1067.53064735
4417230,1,4,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,370000000,1900000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1260.43565058865
4417231,1,2,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,280000,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","05","09","05",1242.68734837122
4417232,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200000,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,2,1,1,"01","05","09","05",1260.43565058865
4417233,1,3,2,3,1,1,1,1,4,4,"",1.79769313486232e+308,1.79769313486232e+308,98,1.79769313486232e+308,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,4,2,1.79769313486232e+308,1,1,1,2,1,2,2,2,1,2,1,1,"01","05","09","05",1384.90597888407
4417234,1,2,1,1,1,1,1,3,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,280000,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","09","05",1218.91523250628
4417235,1,5,3,1,2,1,1,1,4,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,550000,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,6,2,1.79769313486232e+308,1,1,1,4,1,3,2,1,1,7,1,1,"01","05","09","05",820.337168194968
4417236,1,2,2,1,1,1,1,3,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,250000,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,5,2,1.79769313486232e+308,1,2,1,2,1,1,1,1,1,2,1,1,"01","05","09","05",1000.12078469798
4417237,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1480000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1064.79860133767
4417238,1,5,2,1,1,1,1,1,3,2,"",780000,250000000,1200000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1260.43565058865
4417239,1,1,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,25000000,250000,1.79769313486232e+308,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,6,1,2,1,1,1,2,1,1,"01","05","09","05",1077.69046700681
4417240,1,1,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,320000,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,4,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,2,1,1,"01","05","09","05",1160.73130317156
4417241,1,4,2,1,1,1,1,1,3,1,"",1.79769313486232e+308,250000000,1300000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,5,1,1,1,2,1,1,"01","05","09","05",1064.41945363191
4417242,1,6,1,1,1,1,1,1,4,1,"",1.79769313486232e+308,450000000,1500000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,3,2,1,1,7,1,1,"01","05","09","05",1043.3793837793
4417243,1,3,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,240000,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","09","05",1067.53064735
4417244,1,3,2,1,1,1,1,1,3,2,"",3000000,400000000,1800000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1260.43565058865
4417245,1,3,1,1,1,1,1,1,1,4,"",1.79769313486232e+308,1.79769313486232e+308,300000,1.79769313486232e+308,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1.79769313486232e+308,1,2,1.79769313486232e+308,1,2,1,2,1,1,2,1,1,3,1,1,"01","05","09","05",1067.53064735
4417246,1,4,1,1,1,1,1,1,3,1,"",1.79769313486232e+308,550000000,2000000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1218.91523250628
4417247,1,4,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1200000,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1242.68734837122
4417248,1,1,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,200000,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,2,1,1,1,1,1,3,1,1,"01","05","09","05",1328.21967795733
4417249,1,4,3,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,430000,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,3,3,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,3,1,1,"01","05","09","05",1194.76396893558
4417251,1,5,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,70000000,400000,1.79769313486232e+308,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,3,5,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,3,1,1,"01","05","09","05",1073.06125215673
4417252,1,3,1,1,1,1,1,1,3,4,"",1.79769313486232e+308,1.79769313486232e+308,1800000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1.79769313486232e+308,1,2,1,4,1,6,1,1,1,2,1,1,"01","05","09","05",1088.57071720261
4417253,1,6,4,1,1,1,1,1,3,1,"",1.79769313486232e+308,155000000,600000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,5,5,2,1.79769313486232e+308,1,1,1,4,1,1,1,1,1,3,1,1,"01","05","09","05",969.105303034625
4417255,1,4,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,50000000,380000,1.79769313486232e+308,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,4,2,1.79769313486232e+308,1,2,1,4,1,1,1,1,1,2,1,1,"01","05","09","05",958.566335672051
4417256,1,1,1,1,1,1,1,2,1,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,230000,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1.79769313486232e+308,1,2,1,2,1,2,2,1,1,2,1,1,"01","05","09","05",1071.81627999857
4417257,1,3,3,1,1,1,1,1,4,1,"",1.79769313486232e+308,98,200000,1.79769313486232e+308,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,2,1.79769313486232e+308,1,2,1,2,1,1,2,1,1,2,1,1,"01","05","09","05",777.719855488656
4417258,1,2,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,280000,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1.79769313486232e+308,1,2,1,2,1,1,1,1,1,3,1,1,"01","05","09","05",1119.21088508919
4417259,1,5,4,3,1,1,1,1,4,1,"",1.79769313486232e+308,70000000,400000,1.79769313486232e+308,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,4,5,2,1.79769313486232e+308,1,2,1,2,1,1,2,2,1,2,1,1,"01","05","09","05",931.836486657261
4417260,1,1,1,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,280000,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,"01","05","09","05",1213.04104549803
4417261,1,2,2,3,1,1,1,1,4,2,"",100000,98,120000,1.79769313486232e+308,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1.79769313486232e+308,1,1,5,3,1,1,2,2,1,2,1,1,"01","05","09","05",1027.52978496031
4417266,1,4,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,310000,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","09","05",1189.26892963309
4417267,1,3,2,1,1,1,1,1,3,3,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,350000,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,2,1.79769313486232e+308,1,2,1,2,1,2,1,1,1,2,1,1,"01","05","09","05",1178.38867943729
4417268,1,6,4,1,1,1,1,1,3,1,"",1.79769313486232e+308,98,500000,1.79769313486232e+308,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,5,2,1.79769313486232e+308,1,2,1,4,1,2,1,1,1,2,1,1,"01","05","09","05",1083.41581167323
4417269,1,5,3,1,1,1,1,1,3,1,"",1.79769313486232e+308,120000000,400000,1.79769313486232e+308,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1.79769313486232e+308,1,2,1,4,1,3,1,1,1,2,1,1,"01","05","09","05",1173.72389908296
4417270,1,5,4,1,1,1,1,1,4,1,"",1.79769313486232e+308,60000000,400000,1.79769313486232e+308,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,4,2,1.79769313486232e+308,1,2,1,2,1,2,2,1,1,2,1,1,"01","05","09","05",1236.28438701795
