Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3835259;1;2;1;70;1;2;48;1; ;2;12;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;40;52;1;1;5233;10;17;186,530409243468;17
3835270;1;2;1;70;1;8;48;1; ;2;32;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;10;17;195,772555387911;17
3835278;1;2;1;70;1;4;48;1; ;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;26;1;1;2693;10;17;175,543038953091;17
3835280;1;2;1;70;1;28;48;1; ;2;36;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;12;80;1;2;8050;10;17;164,310430402198;17
3835290;1;4;1;70;1;4;48;1; ;2;4;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;350000;2;38;85;50;1;1;5020;10;17;180,375502086921;17
3835301;1;1;1;70;1;8;48;1; ;2;8;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;44;53;55;1;1;5521;10;41;123,506764157337;41
3835305;1;2;1;70;1;4;40;4; ;2;8;4; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;21;21;85;1;1;8512;10;76;1031,37390735373;76
3835305;1;3;1;70;1;12;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;10;76;1031,37390735373;76
3835319;1;3;1;70;1;2;25;4; ;2;104;1; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2;77;45;52;1;1;5236;10;76;1648,82128479954;76
3835325;1;5;1;70;1;104;48;1; ;2;104;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;65;1;2;6512;10;76;483,629409679508;76
3835328;1;2;1;70;1;25;48;1; ;2;25;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;42;42;51;1;2;5136;10;76;701,147743929153;76
3835328;1;3;1;70;1;30;48;1; ;2;60;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;50;39;55;1;2;5511;10;76;701,147743929153;76
3835329;1;1;1;70;1;4;48;1; ;2;36;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;10;18;62,6132886714612;18
3835331;1;2;1;70;1;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;32; ; ;1;1; ;10;18;48,1219749784761;18
3835335;1;5;1;70;1;8;48;1; ;2;22;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;10;52;134,52308502585;52
3835341;1;2;1;70;1;4;44;1; ;2;4;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;45;45;52;1;1;5239;10;52;116,048726457102;52
3835349;1;1;1;70;1;4;40;4; ;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;12;39;74;1;1;7411;10;52;183,818162316564;52
