Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011;Area
3835258;1;2;1;80;1;1;4;8; ;2; ;2; ; ; ; ;9;2;1;10;17;165,007323299413;17
3835263;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;4;2;1;10;17;149,817124749623;17
3835264;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;186,705687822338;17
3835270;1;3;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;195,772555387911;17
3835274;1;1;1;80;1;1;4;3; ;2; ;2; ; ; ; ;9;2;1;10;17;183,750248070653;17
3835274;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;183,750248070653;17
3835278;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;175,543038953091;17
3835280;1;1;1;80;1;1;2;4; ;3; ;2; ; ; ; ;9;2;1;10;17;164,310430402198;17
3835285;1;1;1;80;1;1;4;4; ;2; ;2; ; ; ; ;8;2;1;10;17;177,838758709538;17
3835287;1;1;1;80;1;1;4;5; ;3; ;2; ; ; ; ;10;2;1;10;17;130,552585660038;17
3835287;1;2;1;80;1;2; ; ; ;2; ;2; ;1;4; ;9; ;1;10;17;130,552585660038;17
3835289;1;1;1;80;1;2; ; ; ;3; ;2; ;2; ;.; ; ;1;10;17;94,9506757981309;17
3835289;1;3;1;80;1;1;2;8; ;2; ;2; ; ; ; ;6;2;1;10;17;94,9506757981309;17
3835290;1;1;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;180,375502086921;17
3835290;1;2;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;180,375502086921;17
3835290;1;3;1;80;1;2; ; ; ;2; ;2; ;2; ;.; ; ;1;10;17;180,375502086921;17
3835290;1;5;1;80;1;2; ; ; ; ; ;2; ;2; ;.; ; ;1;10;17;180,375502086921;17
