Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3839209;1;2;1;70;2;6;48;3; ;2;384;3; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;54;54;01;1;1;0121;10;68;697,634256353331
3843498;1;2;1;70;2;3;50;1; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;300000;2;53;53;55;1;1;5521;10;63;198,227923447136
3843515;1;1;1;70;2;52;48;1; ;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;10;63;2371,64028834703
3843522;1;3;1;70;2;1;25;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;1; ;10;63;212,28119610032
3844047;1;5;1;70;2;50;50;3; ;2;50;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;10;63;1088,59715744709
3845240;1;1;1;70;2;4;48;1; ;2;9;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;97;52;1;1;5211;10;66;667,055279350714
3845252;1;4;1;70;2;12;48;1; ;2;8;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;10;66;1381,34266243049
3845317;1;3;1;70;2;12;48;1; ;2;12;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5211;10;66;912,309002948404
3845322;1;2;1;70;2;12;48;1; ;2;12;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;38;38;64;1;1;6421;10;66;1113,08423579129
3846298;1;5;1;70;2;24;48;1; ;2;2;6; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;62;01;1;2;0111;10;63;2372,03155632802
3846332;1;3;1;70;2;2;40;1; ;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;2;95;97;51;1;1;5125;10;19;857,289964794263
3846338;1;2;1;70;2;12;40;1; ;2;15;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;54;95;1;1;9500;10;19;1337,02613643795
3846348;1;2;1;70;2;32;40;2; ;2;52;3; ;1;1; ; ; ; ; ; ; ; ;1; ;ESTUDIA;2; ;2;13;54;95;1;2;9500;10;19;1222,88961324102
3846356;1;2;1;70;2;76;40;1; ;2;216;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5231;10;19;955,513732913543
3846379;1;2;1;70;2;100;48;2; ;2;100;2; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;10;19;1186,02878220023
3846379;1;7;1;70;2;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;58; ; ;1;1; ;10;19;1186,02878220023
3846400;1;2;1;70;2;24;48;4; ;2;300;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;2;9500;10;19;819,463817645624
3846408;1;1;1;70;2;2;40;3; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;54; ; ;1;1; ;10;19;405,213385190945
3846413;1;3;1;70;2;24;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;2; ;10;19;865,115468483295
3846444;1;3;1;70;2;4;48;1; ;2;40;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;10;19;865,115468483295
3846455;1;1;1;70;2;4;48;1; ;2;48;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;58;74;1;1;7492;10;19;750,97894528636
3846455;1;2;1;70;2;4;48;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;57; ; ;1;1; ;10;19;750,97894528636
3846459;1;1;1;70;2;24;48;1; ;2;32;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6021;10;19;865,115468483295
3846476;1;2;1;70;2;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;10;19;493,242685491627
3847596;1;2;1;70;2;40;48;1; ;2;74;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5234;10;05;6306,69587756783
3847596;1;4;1;70;2;6;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;10;05;6306,69587756783
3847625;1;3;1;70;2;4;48;8; ;2;8;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0111;10;05;3823,4474365759
3847638;1;2;1;70;2;8;48;3; ;2;24;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;53;55;1;1;5521;10;05;3799,06104815966
3847642;1;2;1;70;2;8;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;1; ;10;05;6929,08366697737
3847652;1;1;1;70;2;4;1;8; ;2;25;8; ;3;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0115;10;05;5982,32292599021
3847684;1;4;1;70;2;4;48;1; ;2;5;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;1100000;2;32;32;80;1;1;8043;10;05;3277,69411447646
3847828;1;1;1;70;2;2;55;4; ;2;2;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;10;50;957,643849024242
3847896;1;1;1;70;2;4;45;8; ;2;4;8; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;62;62;01;1;1;0113;10;50;748,875751969223
