DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5299874;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;889,017431969337
5299877;1;1;1;80;50;1;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;4;50;197,41052407593
5299878;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1144,22630081699
5299878;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;05;1144,22630081699
5299879;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ;2; ;877803;2;1;12;4;05;1105,42546064284
5299879;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1105,42546064284
5299886;1;1;1;80;05;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;3;05;1212,5368098257
5299886;1;2;1;80;05;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;1212,5368098257
5299928;1;2;1;80;54;1;8; ;2; ; ;9; ;1; ;2; ;1;48;1500000;2;1;12;1,2;54;385,050335940053
5299936;1;2;1;80;50;1;8; ;2; ; ;2; ;2; ;2; ;2; ;877000;2;1;12;2;50;196,15231946396
5299938;2;1;2;80;68;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;1,4;68;418,299286158907
5299939;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;497,01355772887
5299939;1;6;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;497,01355772887
5299940;1;1;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;418,299286158907
5299941;1;2;1;80;68;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;68;520,919635504914
5299943;1;1;1;80;50;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;50;242,310339052637
5299944;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1087,98856240509
5299945;1;4;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;935,81140472164
5299946;1;1;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1247,4106063012
5299947;1;1;1;80;05;1;1; ;2; ; ;12;ESTA ESPERANDO QUE LO LLAMEN DEL TRABAJO QUE TENIA;3; ;2; ;1;48;877000;3;1;12;1,4;05;1796,47791653717
5299947;1;2;1;80;05;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;2;05;1796,47791653717
5299958;1;1;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;52;148,947326817517
5299959;1;2;1;80;52;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ;1;36;600000;2;1;12;1,4;52;359,698201238608
5299960;1;2;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;52;111,78767362722
5299960;1;3;1;80;52;1;9;PANDEMIA;2; ; ;12;PANDEMIA;2; ;2; ;1;48;877803;2;1;12;1,4;52;111,78767362722
5299961;1;1;1;80;52;1;8; ;2; ; ;8; ;2; ;2; ;2; ;300000;2;1;12;3;52;112,073355322148
5299961;1;2;1;80;52;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;52;112,073355322148
5299962;1;1;1;80;52;1;4; ;2; ; ;4; ;2; ;2; ;2; ;877803;2;1;12;2;52;276,591015174812
5299963;1;1;1;80;52;1;9;PANDEMIA;2; ; ;12;MIEDO A SER CONTAGIADO;2; ;2; ; ; ; ;2;1;12;1,4;52;112,073355322148
5299963;1;2;1;80;52;1;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;52;112,073355322148
5299964;1;2;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;73;219,072655899629
5299965;1;1;1;80;73;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;12; ;73;226,657732702829
5299966;1;1;1;80;73;2; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;12; ;73;229,681789027907
5299966;1;2;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;73;229,681789027907
5299969;1;1;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;73;247,697346086245
5299969;1;2;1;80;73;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;73;247,697346086245
5299970;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ;1;24;877803;2;1;12;1,4;05;1713,46595126954
5299972;1;2;1;80;05;1;8; ;2; ; ;9; ;2; ;2; ;1;48;877803;2;1;12;1,4;05;944,150803894985
5299972;1;4;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ;2; ;877803;2;1;12; ;05;944,150803894985
5299972;1;5;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;944,150803894985
5299975;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;73;247,697346086245
5299976;1;3;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;73;360,490018898779
5299977;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;73;221,160218905509
5299977;1;4;1;80;73;1;1; ;2; ; ;4; ;2; ;2; ;2; ;980000;2;1;12;1,3;73;221,160218905509
5299978;1;2;1;80;52;1;8; ;2; ; ;8; ;2;4;2; ;1;40;877803;1;1;12;4;52;227,171708068819
5299978;1;4;1;80;52;1;8; ;2; ; ;2; ;2; ;2; ;2; ;400000;2;1;12;2;52;227,171708068819
5299979;1;5;1;80;52;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;52;210,442160364761
5299980;1;2;1;80;68;1;8; ;1; ;1;12;POR LA PANDEMIA;1;2;2; ;1;48;2000000;1;1;12;1,3;68;599,352386410237
5299981;1;1;1;80;68;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;486,949669499788
5299981;1;3;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,4;68;486,949669499788
5299982;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;477,776652305582
5299982;1;5;1;80;68;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;68;477,776652305582
5299983;1;1;1;80;68;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;375,731750392143
5299986;1;1;1;80;52;1;9;LA PANDEMIA;2; ; ;1; ;2; ;1;1500000; ; ; ;2;1;12;1,4;52;188,034389841715
5299986;1;2;1;80;52;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;52;188,034389841715
5299987;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;52;112,073355322148
5299988;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;52;111,78767362722
5299988;1;2;1;80;52;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;52;111,78767362722
5299989;1;2;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;52;212,21859390912
5299992;1;1;1;80;52;1;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;4;52;276,660277805124
5299992;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;52;276,660277805124
5299992;1;4;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;52;276,660277805124
5300000;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;52;148,947326817517
5300004;1;2;1;80;68;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;68;1126,12343048311
5300004;1;3;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;1126,12343048311
5300004;1;5;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;1126,12343048311
5300005;1;5;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;1204,05315248831
5300005;1;6;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;1204,05315248831
5300005;1;7;1;80;68;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;1204,05315248831
5300007;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;2;68;1120,39604440649
5300008;1;1;1;80;68;1;7; ;2; ; ;1; ;2; ;2; ;1;48;900000;2;1;12;1,4;68;978,079359102886
5300008;1;3;1;80;68;2; ; ; ;1;2;3; ;2; ;2; ;1;48;1000000;2;1;12; ;68;978,079359102886
5300008;1;5;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;978,079359102886
5300008;1;6;1;80;68;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;12;1,4;68;978,079359102886
5300009;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;931,785887096158
5300012;1;1;1;80;68;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;1041,83927100983
5300012;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;1041,83927100983
5300013;1;2;1;80;68;1;4; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;987,340144054227
5300013;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;987,340144054227
5300014;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;3;68;1202,03388086354
5300015;1;2;1;80;68;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;1048,03856273791
5300015;1;3;1;80;68;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;2;68;1048,03856273791
5300018;1;1;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ;2; ;877803;2;1;12;4;54;427,740451252621
5300019;1;1;1;80;54;1;9;PANDEMIA ASOCIADA AL COVID 19;2; ; ;9; ;2; ;1;160000;1;24;98;2;1;12;1,4;54;408,934462983194
5300020;1;1;1;80;54;1;8; ;2; ; ;8; ;2; ;2; ;1;48;1500000;2;1;12;3;54;408,730851970246
5300021;1;1;1;80;54;1;8; ;2; ; ;12;PANDEMIA ASOCIADA AL COVID 19;1;2;2; ;1;48;2000000;1;1;12;1,3;54;366,697820435124
5300021;1;2;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ;1;24;877803;2;1;12;4;54;366,697820435124
5300022;1;1;1;80;54;1;8; ;2; ; ;12;PANDEMIA ASOCIADA AL COVID 19;2; ;1;200000;1;24;877803;2;1;12;1,1;54;389,927565375762
5300023;1;3;1;80;73;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;73;252,501900290993
5300024;1;2;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ;1;48;877803;2;1;12; ;73;219,072655899629
5300026;1;1;1;80;73;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;73;261,486602796305
5300026;1;3;1;80;73;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;73;261,486602796305
5300027;1;1;1;80;52;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;52;148,947326817517
5300028;1;3;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;52;202,032257368201
5300028;1;4;1;80;52;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;52;202,032257368201
5300028;1;5;1;80;52;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;52;202,032257368201
5300040;1;2;1;80;05;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2309,60747392525
5300040;1;3;1;80;05;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;2309,60747392525
5300041;1;1;1;80;05;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;957,175346658035
5300041;1;2;1;80;05;1;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;05;957,175346658035
5300041;1;4;1;80;05;1;2; ;1; ;1;2; ;1; ;2; ; ; ;877800;2;1;12;1,4;05;957,175346658035
5300042;1;1;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;1;48;877800;2;1;12;1,3;05;1212,5368098257
5300042;1;2;1;80;05;1;4; ;2; ; ;4; ;2; ;2; ;2; ;877800;2;1;12;4;05;1212,5368098257
5300044;1;2;1;80;05;1;2; ;2; ; ;9; ;2; ;2; ;1;48;877800;2;1;12;1,3;05;982,606749179253
5300044;1;3;1;80;05;1;9;PANDEMIA;2; ; ;8; ;2; ;2; ;1;48;877800;2;1;12;1,4;05;982,606749179253
5300057;1;1;1;80;73;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;3;73;250,721402411323
5300057;1;2;1;80;73;1;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;3;73;250,721402411323
5300061;1;2;1;80;73;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;73;219,072655899629
5300070;1;2;1;80;54;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;54;387,864491297791
5300070;1;3;1;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;54;387,864491297791
5300071;1;1;1;80;54;1;9;POR PANDEMIA;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;12;1,4;54;385,129151821869
5300071;1;2;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;54;385,129151821869
5300071;1;3;1;80;54;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;54;385,129151821869
5300072;1;1;1;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;54;334,663924241557
5300073;1;1;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;533,951640335841
5300074;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;68;597,145889728779
5300093;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;23;144,101651750441
5300093;1;3;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;23;144,101651750441
5300093;1;5;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;23;144,101651750441
5300094;1;1;1;80;23;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;1,3;23;172,890573727617
5300094;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;23;172,890573727617
5300106;1;1;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;23;215,564442298455
5300106;1;3;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;23;215,564442298455
5300107;1;2;1;80;23;1;1; ;2; ; ;1; ;2; ;2; ;1;48;877803;2;1;12;1,4;23;254,016843238406
5300108;1;1;1;80;23;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;23;114,144520655281
5300108;1;2;1;80;23;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;23;114,144520655281
5300108;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;23;114,144520655281
5300110;1;3;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;23;170,928073753688
5300111;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,4;23;184,494017287206
5300114;1;2;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;23;120,579812672686
5300115;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ;2; ;700000;2;1;12; ;23;153,069771214507
5300116;1;3;1;80;76;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;76;1658,98294876434
5300117;1;1;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ;1;40;877803;2;1;12;4;76;1075,3163750338
5300118;1;5;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;23;208,928639379316
5300119;1;1;1;80;23;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;23;149,923681631158
5300119;1;2;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ;2; ;400000;2;1;12; ;23;149,923681631158
5300119;1;4;1;80;23;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;23;149,923681631158
5300119;1;6;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;23;149,923681631158
5300119;1;7;1;80;23;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;23;149,923681631158
5300120;1;1;1;80;76;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;76;1067,299844661
5300122;1;1;1;80;76;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;3;76;862,120320788804
5300123;1;3;1;80;76;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;76;803,804269371164
5300125;1;1;1;80;76;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;76;1067,299844661
5300126;1;1;1;80;76;1;4; ;2; ; ;4; ;2; ;2; ;2; ;1000000;2;1;12;1,4;76;978,569933290969
5300126;1;2;1;80;76;1;4; ;2; ; ;4; ;2; ;2; ; ; ;980000;2;1;12;1,4;76;978,569933290969
5300149;1;1;1;80;17;1;9;NO DESEA TRABAJAR;2; ; ;11; ;1; ;2; ; ; ; ;2;1;12;3;17;156,04532598225
5300152;1;1;1;80;17;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;17;202,175595954547
5300153;1;2;1;80;17;1;3; ;2; ; ;9; ;1;2;2; ; ; ; ;1;1;12;3;17;389,418504147978
5300154;1;1;1;80;17;1;9;NO DESEA TRABAJAR;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;4;17;156,04532598225
5300154;1;2;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;156,04532598225
5300157;1;3;1;80;54;1;3; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;12;1,1;54;351,807278305066
5300158;1;1;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;2;54;316,928040414506
5300160;1;1;1;80;54;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;54;328,775812805043
5300160;2;3;2;80;54;1;6; ;2; ; ;7; ;2; ;2; ;1;48;980000;2;1;12;2;54;328,775812805043
5300160;2;4;2;80;54;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;54;328,775812805043
5300164;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;486,178264660838
5300165;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;525,798043872583
5300165;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;525,798043872583
5300165;1;5;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;525,798043872583
5300167;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;2;68;486,947391352082
5300167;1;3;1;80;68;1;7; ;1; ;2;8; ;1; ;2; ; ; ; ;2;1;12;3;68;486,947391352082
5300167;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;486,947391352082
5300168;1;2;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;530,381346374781
5300168;1;3;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;530,381346374781
5300168;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;530,381346374781
5300169;1;2;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;527,642316179945
5300170;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;492,714772848051
5300170;1;4;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;492,714772848051
5300171;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;517,824165695157
5300172;1;3;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;574,001431873121
5300174;1;1;1;80;68;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;347,279757003276
5300175;1;2;1;80;54;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;3;54;368,448161746925
5300175;1;3;1;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;54;368,448161746925
5300175;1;4;1;80;54;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;54;368,448161746925
5300177;1;2;1;80;54;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;54;316,928040414506
5300178;1;1;1;80;68;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;68;451,958004616007
5300179;1;1;1;80;68;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;68;597,145889728779
5300181;1;3;1;80;68;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;2;68;428,049648692257
5300181;1;4;1;80;68;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;428,049648692257
5300181;1;5;1;80;68;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;428,049648692257
5300184;1;1;1;80;17;1;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;4;17;132,178063481064
5300184;1;3;1;80;17;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;132,178063481064
5300184;1;4;1;80;17;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;17;132,178063481064
5300185;1;3;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;17;141,069085711783
5300186;1;3;1;80;17;1;3; ;2; ; ;9; ;2; ;2; ;2; ;877802;2;1;12;4;17;214,20921043982
5300186;1;4;1;80;17;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;17;214,20921043982
5300193;1;2;1;80;50;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;50;524,652362556742
