DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;AREA;MES;DPTO;fex_c_2011
5299934;1;1;1;1;2;1;1;1;3;3; ; ; ; ;120000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;4;2; ;1;3;1;2;1;2;1;1;1;3;1;2;01;50;12;50;439,758842374826
5299935;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;2;01;50;12;50;218,12699795045
5299936;1;3;2;1;1;1;1;1;3;4; ; ; ;650000; ;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;2;1;1;1;1;1;4;1;3;1;1;1;3;1;2;01;50;12;50;196,15231946396
5299937;1;3;2;1;1;1;1;1;3;3; ; ; ; ;550000;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;421,546645277686
5299938;1;3;2;1;2;1;1;1;3;3; ; ; ; ;650000;2;1;1;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;418,299286158907
5299938;2;1;1;1;2;1;1;6; ;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;2;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;418,299286158907
5299939;1;4;3;1;1;1;1;1;3;1; ; ;125000000;500000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;7;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;497,01355772887
5299940;1;4;3;1;1;1;1;1;3;1; ; ;130000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;418,299286158907
5299941;1;3;2;1;1;1;1;1;3;1; ; ;120000000;550000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;1;2;2; ;1;1;1;2;1;2;1;1;1;3;1;1;01;68;12;68;520,919635504914
5299942;1;2;1;1;2;1;1;6; ;3; ; ; ; ;120000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;3;1;2;1;1;2;1;1;3;1;2;01;50;12;50;266,402626808685
5299943;1;3;2;1;1;1;1;1;3;1; ; ;110000000;500000; ;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;4;2; ;1;1;1;4;1;3;1;1;1;3;1;2;01;50;12;50;242,310339052637
5299944;1;4;1;1;1;1;1;1;3;1; ; ;250000000;800000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;12;05;1087,98856240509
5299945;1;4;3;1;1;1;1;1;3;3; ; ; ; ;1000000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;4;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;12;05;935,81140472164
5299946;1;5;5;1;1;1;1;1;3;1; ; ;250000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;12;05;1247,4106063012
5299947;1;5;3;1;1;1;1;1;3;3; ; ; ; ;780000;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;3;7;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;12;05;1796,47791653717
5299957;1;3;1;1;1;1;1;1;4;3; ; ; ; ;350000;1;2;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;12;52;429,89005673269
5299958;1;3;1;1;1;1;1;1;4;1; ; ;99;99; ;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ;1;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;52;12;52;148,947326817517
5299959;1;1;1;1;1;1;1;1;4;4; ; ; ;200000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2;3;2; ;1;2;1;2;1;1;2;1;1;3;1;1;01;52;12;52;359,698201238608
5299960;1;4;3;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;3;2; ;1;2;1;3;1;1;2;1;1;3;1;1;01;52;12;52;111,78767362722
5299961;1;2;1;1;1;1;1;1;4;1; ; ;98;300000; ;2;2;1;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;52;12;52;112,073355322148
5299962;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;1;1;1;2;1;4;1;1;2;1;1;3;1;1;01;52;12;52;276,591015174812
5299963;1;2;1;1;1;1;1;1;5;1; ; ;98;100000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;2;1;2;2;1;1;3;1;1;01;52;12;52;112,073355322148
5299964;1;3;2;1;1;1;1;1;3;3; ; ; ; ;470000;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;1;2;2;1;1;1;2;1;4;1;2;1;1;1;3;1;1;01;73;12;73;219,072655899629
5299965;1;5;2;1;1;1;1;1;3;1; ; ;400000000;700000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;3;1;1;1;3;1;1;01;73;12;73;226,657732702829
5299966;1;4;2;1;1;1;1;1;3;5; ; ; ;1100000; ;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;73;12;73;229,681789027907
5299969;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;73;12;73;247,697346086245
5299970;1;3;2;1;1;1;1;1;4;3; ; ; ; ;380000;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;12;05;1713,46595126954
5299971;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;3;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;73;12;73;324,633097950186
5299972;1;4;3;1;1;1;1;1;4;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;4;7;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;12;05;944,150803894985
5299974;1;2;1;1;1;1;1;1;3;3; ; ; ; ;330000;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;73;12;73;266,984116593625
5299975;1;3;1;1;1;1;1;1;3;2; ;800000;250000000;900000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;73;12;73;247,697346086245
5299976;1;3;2;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;2;1;2;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;4;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;73;12;73;360,490018898779
5299977;1;2;1;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;73;12;73;221,160218905509
5299978;1;2;2;1;1;1;1;1;4;1; ; ;100000000;400000; ;2;2;1;2;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2;2;2;1;3;4;2; ;1;1;1;4;1;2;2;1;1;3;1;1;01;52;12;52;227,171708068819
5299979;1;4;3;1;1;1;1;1;4;1; ; ;98;600000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;52;12;52;210,442160364761
5299980;1;3;2;1;1;1;1;1;3;1; ; ;150000000;500000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;599,352386410237
5299981;1;3;2;1;1;1;1;1;3;1; ; ;180000000;600000; ;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;6;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;486,949669499788
5299982;1;3;2;1;1;1;1;1;3;1; ; ;190000000;500000; ;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;5;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;477,776652305582
5299983;1;3;1;1;2;1;1;1;3;4; ; ; ;500000; ;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;375,731750392143
5299983;2;2;1;1;2;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;2;1;1;4;1;2;1;1;1;3;1;1;01;68;12;68;375,731750392143
5299984;1;3;1;1;1;1;1;1;4;3; ; ; ; ;550000;2;2;1;2;2;2;1;2;2;1;1;2;2;1;2;2;2;2;2;1;2;1;1;1;2; ;1;2;1;4;1;3;2;1;1;6;1;1;01;52;12;52;262,662410278639
5299985;1;2;1;1;1;1;1;1;4;1; ; ;300000000;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2; ;1;1;1;4;1;3;2;1;1;6;1;1;01;52;12;52;175,294367210846
5299986;1;4;3;1;1;1;1;1;4;1; ; ;300000000;15000000; ;1;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2; ;1;1;1;4;1;3;2;1;1;6;1;1;01;52;12;52;188,034389841715
5299987;1;2;1;1;1;1;1;1;3;1; ; ;200000000;500000; ;2;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;1;2;2;2; ;1;1;1;4;1;3;1;1;1;6;1;1;01;52;12;52;112,073355322148
5299988;1;4;2;1;1;1;1;1;3;1; ; ;150000000;400000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;4;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;52;12;52;111,78767362722
5299989;1;3;2;1;1;1;1;1;4;4; ; ; ;400000; ;2;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;12;52;212,21859390912
5299991;1;2;1;1;1;1;1;1;4;3; ; ; ; ;350000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;12;52;262,662410278639
5299992;1;3;2;1;1;1;1;1;4;1; ; ;60000000;300000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;1;1;1;2;1;3;4;2; ;1;2;1;4;1;2;2;1;1;3;1;1;01;52;12;52;276,660277805124
5299993;1;4;3;1;1;1;1;1;3;1; ; ;60000000;550000; ;2;1;1;2;1;1;1;2;1;2;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2; ;1;2;1;4;1;2;1;1;1;3;1;1;01;52;12;52;175,294367210846
5300000;1;4;1;1;1;1;1;1;4;1; ; ;450000000;1000000; ;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;12;52;148,947326817517
5300001;1;3;1;1;1;1;1;1;4;3; ; ; ; ;700000;2;2;1;2;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;12;52;324,941257848718
5300002;1;4;1;1;1;1;1;1;4;3; ; ; ; ;800000;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;1;1;2; ;1;2;1;4;1;4;2;1;1;3;1;1;01;52;12;52;136,207304186647
5300004;1;4;3;1;1;1;1;1;3;3; ; ; ; ;380000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;6;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1126,12343048311
5300005;1;5;4;1;1;1;1;1;3;3; ; ; ; ;460000;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;3;7;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1204,05315248831
5300006;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1060,78151104266
5300007;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1120,39604440649
5300008;1;4;3;1;1;1;1;1;3;1; ; ;42000000;400000; ;1;1;1;2;1;1;1;1;2;2;1;2;1;1;2;2;1;2;2;2;2;1;3;6;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;978,079359102886
5300009;1;4;3;1;1;1;1;1;3;1; ; ;58000000;400000; ;2;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4;6;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;931,785887096158
5300010;1;3;2;1;1;1;1;1;3;4; ; ; ;350000; ;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2; ;1;1;1;2;1;1;1;1;1;3;1;1;01;68;12;68;1041,83927100983
5300011;1;4;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;2;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1175,95030136456
5300012;1;4;2;1;1;1;1;1;3;1; ; ;99;500000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ;2;2; ;1;1;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1041,83927100983
5300013;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;4;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;987,340144054227
5300014;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;2;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;1;2;2;1;4;4;2; ;1;2;1;4;1;1;1;1;1;3;1;1;01;68;12;68;1202,03388086354
