Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011;Area
3661147;1;1;1;70;1;4;48;1; ;2;5;1; ;7;3; ; ;1; ; ; ; ; ; ; ; ;1;130000;2;42;39;51;1;1;5127;02;18;95,8105851295867;18
3661159;6;1;6;70;1;2;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;02;47;290,369123858825;47
3661165;1;1;1;70;1;52;48;1; ;2;104;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;85;1;2;8512;02;17;178,615599549797;17
3661178;1;3;1;70;1;4;40;5; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;16; ; ;1;1; ;02;17;152,445749555443;17
3661197;1;3;1;70;1;44;72;1; ;2;44;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;21;60;1;2;6042;02;73;245,695950372149;73
3661214;1;2;1;70;1;4;48;1; ;2;4;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;1;322175;2;45;45;51;1;1;5125;02;76;881,491400104338;76
3661229;1;1;1;70;1;2;48;3; ;2;9;3; ;1;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;54;54;95;1;1;9500;02;20;268,398985587438;20
3661229;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;02;20;268,398985587438;20
3661232;1;1;1;70;1;6;48;1; ;2;8;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;1;8511;02;20;144,503460581291;20
3661247;1;1;1;70;1;15;48;1; ;2;15;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;02;66;189,979090428113;66
3661251;1;1;1;70;1;6;48;1; ;2;6;4; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;58;75;1;1;7512;02;66;337,434631314627;66
3661264;1;7;1;70;1;204;30;1; ;2;204;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;2;5521;02;66;216,336852696024;66
3661269;1;1;1;70;1;4;50;1; ;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;87;87;19;1;1;1925;02;66;266,916970104651;66
3661269;1;2;1;70;1;8;54;1; ;2;8;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;80;80;19;1;1;1929;02;66;266,916970104651;66
3661270;1;3;1;70;1;6;48;1; ;2;6;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;190000;2;95;85;45;1;1;4542;02;11;2686,41629958264;11
3661275;1;2;1;70;1;4;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;41;52;1;1;5234;02;47;155,893416645286;47
3661291;1;4;1;70;1;24;40;4; ;2;28;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;99;50;1;2;5020;02;47;202,696359824046;47
3661296;1;2;1;70;1;28;48;1; ;2;104;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;44;64;1;2;6421;02;47;175,870264762245;47
3661301;1;1;1;70;1;9;48;1; ;2;9;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;99;99;90;1;1;9000;02;47;137,685803780255;47
3661302;1;1;1;70;1;1;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;02;18;53,5952074443897;18
3661303;1;2;1;70;1;11;48;2; ;2;11;2; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;12;12;75;1;1;7523;02;18;36,1610377755112;18
3661304;1;1;1;70;1;4;48;1; ;2;5;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;02;18;62,7002076167627;18
3661312;1;2;1;70;1;9;48;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;55;1;1;5522;02;18;35,1616184267766;18
3661321;1;6;1;70;1;3;45;1; ;2;3;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;95;95;45;1;1;4521;02;15;123,395535250166;15
3661323;1;2;1;70;1;52;40;1; ;2;53;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;58;97;01;1;2;0117;02;15;84,2073138429988;15
3661326;1;2;1;70;1;52;48;1; ;2;60;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;05;05;01;1;2;0117;02;15;110,142138105569;15
3661336;1;1;1;70;1;4;48;1; ;2;52;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;59;52;1;1;5231;02;41;135,584820604182;41
3661339;1;2;1;70;1;52;24;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;02;17;236,865903890994;17
3661365;1;1;1;70;1;16;50;1; ;2;16;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;98;60;1;2;6042;02;63;115,196228940301;63
3661368;1;2;1;70;1;16;50;1; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;56;93;1;2;9301;02;63;116,027663772332;63
3661369;1;3;1;70;1;28;40;1; ;2;28;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;21;63;1;2;6340;02;63;114,931840412557;63
3661376;1;3;1;70;1;24;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;2; ;02;63;200,371910068124;63
3661385;1;2;1;70;1;8;56;1; ;2;8;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;59;60;1;1;6022;02;76;882,99559893868;76
3661393;1;4;1;70;1;16;48;1; ;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8511;02;20;82,7796294941584;20
3661397;1;2;1;70;1;8;48;1; ;2;8;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5233;02;76;905,926527395549;76
3661400;1;3;1;70;1;28;40;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;55;55;74;1;2;7493;02;76;1317,84948663922;76
3661404;1;3;1;70;1;3;48;1; ;2;6;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;1;5234;02;20;163,18981620469;20
3661410;1;3;1;70;1;2;48;1; ;2;2;4; ;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;41;52;1;1;5211;02;20;128,921555080395;20
3661411;1;2;1;70;1;12;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;33; ; ;1;1; ;02;20;169,417825874599;20
3661423;1;1;1;70;1;20;40;1; ;2;20;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;53;10;1;2;1010;02;20;187,012823229387;20
3661445;1;3;1;70;1;2;40;4; ;2;104;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;45;52;1;1;5233;02;63;226,6763607265;63
3661452;2;1;2;70;1;16;40;1; ;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;98;97;01;1;2;0123;02;63;119,224504424904;63
3661453;1;2;1;70;1;4;40;4; ;2;208;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;94;36;1;1;3699;02;63;123,824498506277;63
3661457;1;2;1;70;1;8;54;4; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;02;63;215,803703782375;63
3661457;1;3;1;70;1;16;30;4; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;41;52;1;2;5237;02;63;215,803703782375;63
3661462;1;1;1;70;1;8;48;4; ;2;8;4; ;1;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;61;61;01;1;1;0140;02;63;124,920321866052;63
3661463;1;3;1;70;1;3;48;1; ;2;3;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;1;250000;2;13;21;92;1;1;9249;02;63;94,2701177663932;63
3661467;1;3;1;70;1;8;48;1; ;2;8;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;41;52;1;1;5233;02;63;147,132299082185;63
3661472;1;3;1;70;1;4;48;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;400000;2;84;84;50;1;1;5040;02;63;113,739063232208;63
3661479;1;1;1;70;1;4;50;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;520000;2;95;95;45;1;1;4521;02;63;195,248308025791;63
3661480;1;1;1;70;1;3;40;4; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;59; ; ;1;1; ;02;63;133,109750741619;63
3661488;1;2;1;70;1;4;40;1; ;2;13;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;39;80;1;1;8050;02;63;159,097072213652;63
3661489;2;1;2;70;1;2;60;4; ;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;80000;2;85;41;52;1;1;5234;02;63;119,224504424904;63
3661494;1;4;1;70;1;40;40;2; ;2;60;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;03;45;52;1;2;5233;02;63;125,379922170774;63
3661495;1;1;1;70;1;76;45;4; ;2;95;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;52;1;2;5211;02;63;109,236022971409;63
3661495;1;2;1;70;1;9;45;4; ;2;3;4; ;1;8; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;95;95;45;1;1;4521;02;63;109,236022971409;63
3661497;1;2;1;70;1;8;30;4; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;94;36;1;1;3699;02;63;125,44909892154;63
3661506;1;6;1;70;1;4;60;4; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;2;61;98;60;1;1;6041;02;63;199,336387192154;63
3661516;1;1;1;70;1;4;70;5; ;2;9;5; ;3;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2;41;41;51;1;1;5133;02;73;211,496386252052;73
