DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;clase;MES;DPTO;fex_c_2011;AREA
4707234;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;2702,22914295684; 
4707235;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;2073,97356229238; 
4707236;1;1;1;90;2; ;1;13;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;5;1;09;68;2823,34383633899; 
4707236;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;2823,34383633899; 
4707237;1;1;1;90;2; ;2; ;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;1955,9729483845; 
4707237;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;1955,9729483845; 
4707238;1;1;1;90;2; ;1;14;2; ;2; ;2; ;1;2;2; ;2; ;2; ;2; ;1;09;68;2073,97356229238; 
4707239;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;4677,05487692911; 
4707239;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;1;4;2; ;1;09;68;4677,05487692911; 
4707239;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2;1;09;68;4677,05487692911; 
4707239;1;4;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;4677,05487692911; 
4707240;1;1;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;3451,59941700345; 
4707240;1;2;1;90;2; ;1;14;2; ;2; ;1;5;2; ;2; ;2; ;2; ;2; ;1;09;68;3451,59941700345; 
4707241;1;1;1;90;2; ;1;35;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;3609,25696590314; 
4707242;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;3265,59140667997; 
4707242;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;3265,59140667997; 
4707242;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;3265,59140667997; 
4707243;1;1;1;90;2; ;1;28;2; ;1;25;1;30;2; ;2; ;2; ;2; ;2; ;1;09;68;1647,0873171143; 
4707243;1;2;1;90;2; ;1;25;2; ;1;30;2; ;2; ;1;16;2; ;2; ;2; ;1;09;68;1647,0873171143; 
4707243;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;09;68;1647,0873171143; 
4707244;1;1;1;90;2; ;1;3;2; ;1;16;2; ;2; ;1;1;2; ;2; ;2; ;1;09;68;3658,60275694119; 
