DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011
4712135;1;3;1;70;2;10;48;1; ;2;18;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;37;39;55;1;1;09;5511;23;1247,01792452957
4712139;1;6;1;70;2;14;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;59; ; ;1;2;09; ;23;1183,86130223179
4717630;1;4;1;70;2;9;40;1; ;2;9;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;787000;2; ;58;61;01;1;1;09;0111;52;1000,55336992961
4717643;1;2;1;70;2;33;28;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;17; ; ;1;2;09; ;52;2658,55280329698
4717669;1;4;1;70;2;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;95;62;01;1;1;09;0114;52;3566,92264991214
4717684;1;3;1;70;2;8;40;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;787000;2; ;62;62;01;1;1;09;0140;52;2475,19941750249
4717709;1;2;1;70;2;52;40;2; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;700000;2; ;58;61;01;1;2;09;0118;52;2249,19976176371
4717745;1;1;1;70;2;3;40;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;140000;480000;2; ;61;61;01;1;1;09;0140;52;1390,2695813298
4717813;1;2;1;70;2;2;48;1; ;2;8;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;62;62;01;1;1;09;0115;73;1861,47651370216
4717852;1;2;1;70;2;2;48;3; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;54;41;52;1;1;09;5239;73;2738,7921612827
4717859;1;1;1;70;2;3;48;1; ;2;3;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;62;61;01;1;1;09;0121;73;1644,53671120922
4717964;1;4;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;03; ; ;1;1;09; ;05;2999,8338228812
4717978;1;2;1;70;2;24;48;8; ;2;24;8; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;62;62;01;1;2;09;0111;05;6385,87727000092
4717978;1;4;1;70;2;4;48;1; ;2;4;8; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;782000;2; ;95;62;01;1;1;09;0111;05;6385,87727000092
4717986;1;3;1;70;2;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;787000; ; ;45; ; ;1;1;09; ;05;3189,30656914171
4718039;1;3;1;70;2;4;20;1; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;53;53;55;1;1;09;5529;05;3493,43772125859
4718091;1;2;1;70;2;8;60;1; ;2;13;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;13;95;45;1;1;09;4522;76;611,662906367306
4718961;1;7;1;70;2;8;48;1; ;2;12;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;54;95;1;1;09;9500;05;669,528285209175
4718966;1;2;1;70;2;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;780000;2; ;95;97;60;1;1;09;6041;05;1020,84558008689
4718968;1;3;1;70;2;12;48;1; ;2;12;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;58;58;70;1;1;09;7020;05;860,512781052287
4718971;1;2;1;70;2;4;48;1; ;2;520;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;13;79;18;1;1;09;1810;05;1517,60125080215
4720284;1;2;1;70;2;20;48;3; ;2;20;3; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;98;98;95;1;2;09;9500;20;1418,79427208816
4720306;1;3;1;70;2;24;48;4; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;780000;2; ;95;45;52;1;2;09;5211;20;1397,92373239491
4720383;1;2;1;70;2;24;40;2; ;2;6;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;02;53;55;1;2;09;5521;20;2419,99069179215
4720389;1;2;1;70;2;4;20;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;98;98;60;1;1;09;6041;20;2273,95918273659
4720393;1;1;1;70;2;24;40;8; ;2;32;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;61;61;01;1;2;09;0121;20;2588,04797243087
4720446;1;3;1;70;2;8;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;09; ;23;1077,33717784753
4720447;1;3;1;70;2;58;48;1; ;2;58;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;09;8511;23;1077,33717784753
4720453;1;2;1;70;2;12;40;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;52;1;1;09;5211;23;1138,39731491047
