Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7250;P7260;P7280;P7280s1;P7310;P7320;P7350;P7350s1;P7360;P7390;P7390s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P9460;Oficio1;Oficio2;Rama2d_d;Dsi;Dscy;Rama4d_d;Mes;Dpto;Fex_c_2011
3461748;1;1;1;70;17;78;48;1; ;2;78;1; ;2;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;2;58;58;70;1;2;7020;05;17;165,630687222944
3461753;1;4;1;70;17;16;48;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;53; ; ;1;2; ;05;17;187,630163692494
3461759;1;2;1;70;17;104;48;1; ;2;98;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;33;52;1;2;5211;05;17;166,879045127522
3461764;1;5;1;70;17;4;40;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;16; ; ;1;1; ;05;17;115,370335915433
3461766;1;3;1;70;17;16;38;1; ;2;16;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;45;52;1;2;5233;05;17;173,954741589099
3461802;1;2;1;70;73;8;42;1; ;2;16;1; ;9;4; ; ; ; ;1; ; ; ; ; ; ;2; ;2;45;38;52;1;1;5231;05;73;887,38811753568
3461802;1;3;1;70;73;4;24;1; ;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;53;53;55;1;1;5530;05;73;887,38811753568
3461808;1;1;1;70;73;2;30;4; ;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;25000;2;45;45;52;1;1;5262;05;73;245,789048254831
3461816;1;6;1;70;73;4;52;1; ;1; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.; ; ; ;99; ; ;1;1; ;05;73;352,630681963805
3461837;1;1;1;70;52;4;48;4; ;2;48;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;08;39;75;1;1;7512;05;52;155,714859382785
3461837;1;2;1;70;52;25;48;1; ;2;25;4; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;21;09;65;1;2;6512;05;52;155,714859382785
3461845;1;2;1;70;52;8;24;1; ;2;13;4; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;41;51;1;1;5125;05;52;213,376491480622
3461849;1;2;1;70;52;34;48;1; ;2;34;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;61;01;1;2;0140;05;52;196,013139162947
3461850;1;1;1;70;52;52;40;4; ;2;52;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;55;74;1;2;7493;05;52;144,86656029439
3461877;1;1;1;70;17;2;50;1; ;2;2;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;700000;2;87;87;27;1;1;2731;05;17;175,539768830775
3461888;1;3;1;70;17;16;48;1; ;2;18;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;45;52;1;2;5233;05;17;218,548622898503
3461888;1;5;1;70;17;6;48;4; ;2;6;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;05;17;218,548622898503
3461894;1;1;1;70;17;1;48;1; ;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;616000;2;45;44;75;1;1;7530;05;17;193,990844662598
3461894;1;2;1;70;17;48;48;1; ;2;48;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;59;44;64;1;2;6421;05;17;193,990844662598
3461898;1;2;1;70;17;2;48;1; ;2;144;1; ;3;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2;13;13;80;1;1;8011;05;17;130,498703699537
3461986;1;5;1;70;76;240;48;1; ;2;48;3; ;1;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;95;1;2;9500;05;76;799,731762706217
3461991;1;2;1;70;76;14;48;1; ;2;14;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;15;1;2;1589;05;76;794,474134206033
3461998;1;1;1;70;76;6;66;4; ;2;2;5; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;79;95;45;1;1;4559;05;76;1185,8169674425
3462009;1;2;1;70;52;52;48;1; ;2;13;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;85;1;2;8512;05;52;95,9398394704508
