DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4978485;1;1;1;70;05;104;48;1; ;2;52;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1000000;1200000;1;1;59;38;74;1;2;7413;08;05;2509,45507172499
4978501;1;3;1;70;05;8;48;1; ;2;16;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;07;07;85;1;1;8519;08;05;1225,45005215312
4978525;1;1;1;70;05;4;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;58;58;63;1;1;6331;08;05;1229,3949260845
4978526;1;2;1;70;05;2;48;1; ;2;156;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;07;53;55;1;1;5521;08;05;1170,29726097021
4978527;1;4;1;70;05;104;48;4; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;1200000;2; ;03;03;45;1;2;4542;08;05;1222,35266604571
4978532;1;1;1;70;05;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;95;45;1;2;4530;08;05;997,775267934896
4978545;1;1;1;70;05;1;48;1; ;2;4;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;150000;828116;2; ;97;95;45;1;1;4521;08;05;1183,81186012517
4978548;1;3;1;70;05;28;48;1; ;2;28;8; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;95;62;01;1;2;0111;08;05;1352,52010279803
4978565;1;2;1;70;05;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;828116; ; ;45; ; ;1;1; ;08;05;1087,3214464229
4978566;1;6;1;70;05;104;48;1; ;2;104;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;11;39;75;1;2;7513;08;05;2932,52893270351
4978568;1;5;1;70;05;2;48;1; ;2;8;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;828116;2; ;80;33;52;1;1;5221;08;05;1123,90342699129
