DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
4978520;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1108,14054243688
4978520;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1108,14054243688
4978521;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1035,51058815868
4978521;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1035,51058815868
4978521;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;05;1035,51058815868
4978521;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1035,51058815868
4978521;1;5;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1035,51058815868
4978522;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1254,7275358625
4978523;1;1;1;50;05;1; ; ;1;6;CAMINAR;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978523;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978523;1;3;1;50;05;1; ; ;3;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978523;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978523;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978523;1;6;1;50;05;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978523;1;8;1;50;05;1; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1411,88000473254
4978524;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1007,39706300181
4978524;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1007,39706300181
4978524;1;3;1;50;05;1; ; ;3;6;LEER;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1007,39706300181
4978524;1;4;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1007,39706300181
4978524;1;5;1;50;05;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1007,39706300181
4978525;1;1;1;50;05;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;05;1229,3949260845
4978525;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;9; ; ; ; ; ; ;08;1;05;1229,3949260845
4978526;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1170,29726097021
4978526;1;2;1;50;05;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;05;1170,29726097021
4978526;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1170,29726097021
4978527;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1222,35266604571
4978527;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1222,35266604571
4978527;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1222,35266604571
4978527;1;4;1;50;05;1; ; ;4;6;ANDANDO LA CALLE;2;2;2;2;1;7; ;1;1; ;12;1;08;1;05;1222,35266604571
4978528;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1208,57583007053
4978529;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1079,08869059566
4978529;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1079,08869059566
4978529;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1079,08869059566
4978529;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1079,08869059566
4978529;1;6;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1079,08869059566
4978530;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;952,018639950749
4978530;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;952,018639950749
4978530;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;952,018639950749
4978530;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;952,018639950749
4978530;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;952,018639950749
4978531;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1377,85271257602
4978531;1;2;1;50;05;1; ; ;2;6;LICENCIA DE MATERNIDAD;2;1; ; ; ; ; ; ; ; ; ; ;08;1;05;1377,85271257602
4978532;1;1;1;50;05;1;2; ;1;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;08;1;05;997,775267934896
4978532;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;997,775267934896
4978532;1;3;1;50;05;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;997,775267934896
4978533;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1138,75499554258
4978533;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1138,75499554258
4978533;1;4;1;50;05;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1138,75499554258
4978534;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;955,100676019206
4978534;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;955,100676019206
4978535;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1208,57583007053
4978536;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;819,586421480165
4978536;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;819,586421480165
4978536;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;819,586421480165
4978536;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;819,586421480165
4978537;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1099,38158523289
4978537;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1099,38158523289
4978537;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1099,38158523289
4978538;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1132,96058345841
4978538;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1132,96058345841
4978538;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1132,96058345841
4978538;3;1;3;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1132,96058345841
4978538;3;2;3;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1132,96058345841
4978539;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978539;1;2;1;50;05;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978539;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978539;1;4;1;50;05;1; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978540;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;778,159677519101
4978540;1;2;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;778,159677519101
4978540;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;778,159677519101
4978541;1;1;1;50;05;1; ; ;1;6;HACER EJERCICIO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1154,76000828395
4978541;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1154,76000828395
4978541;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1154,76000828395
4978542;1;1;1;50;05;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1208,57583007053
4978543;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1080,33653855028
4978543;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1080,33653855028
4978543;1;3;1;50;05;1; ; ;3;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;08;1;05;1080,33653855028
4978543;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1080,33653855028
4978543;1;5;1;50;05;1; ; ;5;3; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1080,33653855028
4978544;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978544;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978544;1;3;1;50;05;1; ; ;1;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;05;987,979910843169
4978544;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;987,979910843169
4978545;1;1;1;50;05;1;1; ;1;6;CAMINAR;2;2;2;1; ; ; ; ; ; ; ;1;08;1;05;1183,81186012517
4978546;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1348,8008607348
4978546;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1348,8008607348
4978546;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1348,8008607348
4978546;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1348,8008607348
4978547;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;768,364320427374
4978547;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;768,364320427374
4978547;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;768,364320427374
4978547;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;05;768,364320427374
4978548;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1352,52010279803
4978548;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1352,52010279803
4978548;1;3;1;50;05;1;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;05;1352,52010279803
4978549;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1159,57409155656
4978549;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1159,57409155656
4978549;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1159,57409155656
4978549;1;5;1;50;05;1; ; ;5;6;INCAPACITADA TEMPORALMENTE;2;1; ; ; ; ; ; ; ; ; ; ;08;1;05;1159,57409155656
4978550;1;1;1;50;05;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1087,16735052219
4978550;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1087,16735052219
4978551;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1023,55617164389
4978551;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1023,55617164389
4978551;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1023,55617164389
4978551;1;4;1;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1023,55617164389
4978551;1;5;1;50;05;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1023,55617164389
4978552;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1019,72878866115
4978553;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1077,37199343047
4978553;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1077,37199343047
4978553;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1077,37199343047
4978554;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;955,100676019206
4978554;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;955,100676019206
4978555;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1989,62144563016
4978557;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1108,14054243688
4978557;1;2;1;50;05;1; ; ;2;6;ESTABA ENFERMA;2;1; ; ; ; ; ; ; ; ; ; ;08;1;05;1108,14054243688
4978557;1;3;1;50;05;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;05;1108,14054243688
4978558;1;1;1;50;05;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;05;1036,44891484303
