DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6290,P6290S1,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,FT,DPTO,fex_c_2011
956637,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,620.498.017.697.398
956637,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,620.498.017.697.398
956637,1,5,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,620.498.017.697.398
956638,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,424.940.882.623.447
956638,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,424.940.882.623.447
956638,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,424.940.882.623.447
956638,1,4,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,424.940.882.623.447
956638,1,5,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,424.940.882.623.447
956638,1,6,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,424.940.882.623.447
956639,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,345.857.249.478.072
956639,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,345.857.249.478.072
956639,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,345.857.249.478.072
956640,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,477.436.619.158.931
956640,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,477.436.619.158.931
956642,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,491.707.348.365.288
956644,1,1,1,50,8,1,2,,2,2,2,1,1,,,,,,,,,1,1,8,373.262.301.966.797
956644,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,373.262.301.966.797
956644,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,373.262.301.966.797
956644,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,373.262.301.966.797
956644,1,7,1,50,8,7,1,,,,,,,,,,,,,,,,1,8,373.262.301.966.797
956645,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,495.437.171.181.832
956645,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,495.437.171.181.832
956645,1,4,1,50,8,2,5,,,,,,,,,,,,,,,,1,8,495.437.171.181.832
956645,1,5,1,50,8,5,1,,,,,,,,,,,,,,,,1,8,495.437.171.181.832
956646,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,442.718.085.578.391
956646,1,2,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,442.718.085.578.391
956646,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,442.718.085.578.391
956647,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,562.734.375.237.118
956647,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,562.734.375.237.118
956647,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,562.734.375.237.118
956648,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,562.921.279.296.609
956648,2,1,2,50,8,1,1,,,,,,,,,,,,,,,,1,8,562.921.279.296.609
956648,2,2,2,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,562.921.279.296.609
956649,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,471.930.234.244.347
956649,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,471.930.234.244.347
956649,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,471.930.234.244.347
956649,1,4,1,50,8,4,3,,2,2,2,2,,,2,,,,,,,,1,8,471.930.234.244.347
956650,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,725.214.330.617.492
956650,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,725.214.330.617.492
956651,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,574.632.149.125.984
956651,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,574.632.149.125.984
956652,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,555.431.492.718.047
956653,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956653,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,54.116.076.351.169
956654,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,442.333.336.921.613
956654,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,442.333.336.921.613
956654,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,442.333.336.921.613
956655,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,465.725.749.329.556
956655,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,465.725.749.329.556
956655,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,465.725.749.329.556
956656,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,539.726.711.485.952
956656,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,539.726.711.485.952
956656,1,3,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,539.726.711.485.952
956657,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,569.504.719.292.169
956657,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,569.504.719.292.169
956657,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,569.504.719.292.169
956657,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,569.504.719.292.169
956657,1,5,1,50,8,5,1,,,,,,,,,,,,,,,,1,8,569.504.719.292.169
956658,1,1,1,50,8,1,2,,2,2,2,1,2,,,,,,,,,1,1,8,487.299.361.054.985
956658,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,487.299.361.054.985
956658,2,1,2,50,8,1,1,,,,,,,,,,,,,,,,1,8,487.299.361.054.985
956658,2,2,2,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,487.299.361.054.985
956659,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,620.498.017.697.398
956659,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,620.498.017.697.398
956659,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,620.498.017.697.398
956659,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,620.498.017.697.398
956659,1,5,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,620.498.017.697.398
956660,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,278.237.077.723.214
956660,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,278.237.077.723.214
956660,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,278.237.077.723.214
956660,1,4,1,50,8,4,4,,2,2,2,2,,,2,,,,,,,,1,8,278.237.077.723.214
956660,1,9,1,50,8,9,4,,2,2,2,2,,,2,,,,,,,,1,8,278.237.077.723.214
956660,1,11,1,50,8,11,1,,,,,,,,,,,,,,,,1,8,278.237.077.723.214
956660,1,12,1,50,8,12,1,,,,,,,,,,,,,,,,1,8,278.237.077.723.214
956660,1,13,1,50,8,13,3,,2,2,2,2,,,2,,,,,,,,1,8,278.237.077.723.214
956660,1,14,1,50,8,14,6,NINGUNA,2,2,2,2,,,2,,,,,,,,1,8,278.237.077.723.214
956661,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,541.347.667.571.181
956661,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,541.347.667.571.181
956662,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,602.511.952.546.958
956662,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,602.511.952.546.958
956663,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,65.540.345.533.743
956663,1,2,1,50,8,2,4,,2,1,,,,,,,,,,,,,1,8,65.540.345.533.743
956663,1,3,1,50,8,3,6,CHATEAR,2,2,1,,,,,,,,,,,,1,8,65.540.345.533.743
956663,1,4,1,50,8,4,6,VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,8,65.540.345.533.743
956664,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,457.846.409.097.481
956664,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,457.846.409.097.481
956664,1,3,1,50,8,3,4,,2,2,2,2,,,2,,,,,,,,1,8,457.846.409.097.481
956664,1,4,1,50,8,4,2,,1,,,,,,,,,,,,,,1,8,457.846.409.097.481
956664,1,5,1,50,8,5,4,,2,2,2,2,,,2,,,,,,,,1,8,457.846.409.097.481
956665,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,519.485.445.005.506
956665,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,519.485.445.005.506
956665,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,519.485.445.005.506
956667,1,1,1,50,8,1,6,VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,8,374.921.608.336.785
956667,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,374.921.608.336.785
956667,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,374.921.608.336.785
956667,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,374.921.608.336.785
956668,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,49.075.784.650.079
956668,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,49.075.784.650.079
956668,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,49.075.784.650.079
956668,1,6,1,50,8,6,2,,2,2,2,1,1,,,,,,,,,1,1,8,49.075.784.650.079
956668,1,7,1,50,8,1,6,VERTELEVISION,2,2,2,2,,,2,,,,,,,,1,8,49.075.784.650.079
956669,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,518.617.252.120.029
956669,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,518.617.252.120.029
956669,1,3,1,50,8,3,6,SALIR CON AMIGOS,2,2,2,2,,,2,,,,,,,,1,8,518.617.252.120.029
956669,1,4,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,518.617.252.120.029
956669,1,6,1,50,8,6,1,,,,,,,,,,,,,,,,1,8,518.617.252.120.029
956670,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,437.845.945.908.583
956670,1,2,1,50,8,2,4,,2,1,,,,,,,,,,,,,1,8,437.845.945.908.583
956670,1,3,1,50,8,2,6,VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,8,437.845.945.908.583
956671,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,485.401.156.669.742
956671,1,2,1,50,8,2,2,,2,2,2,1,1,,,,,,,,,1,1,8,485.401.156.669.742
956672,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,49.360.555.275.053
956672,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,49.360.555.275.053
956672,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,49.360.555.275.053
956674,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,567.595.916.334.182
956674,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,567.595.916.334.182
956674,1,3,1,50,8,3,6,VER TV,2,2,2,2,,,2,,,,,,,,1,8,567.595.916.334.182
956674,1,4,1,50,8,4,6,VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,8,567.595.916.334.182
956674,1,5,1,50,8,5,6,VER TELEVISION,2,2,2,2,,,2,,,,,,,,1,8,567.595.916.334.182
956674,1,6,1,50,8,6,1,,,,,,,,,,,,,,,,1,8,567.595.916.334.182
956674,1,7,1,50,8,7,4,,2,2,2,2,,,2,,,,,,,,1,8,567.595.916.334.182
956674,1,8,1,50,8,7,6,JUGAR CON AMIGOS,2,2,2,2,,,2,,,,,,,,1,8,567.595.916.334.182
956676,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956676,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956677,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,470.032.029.859.104
956677,1,2,1,50,8,2,6,OBRAS DE BENEFICIENCIA,2,2,2,2,,,2,,,,,,,,1,8,470.032.029.859.104
956678,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956678,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956679,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,513.280.960.090.716
956679,1,2,1,50,8,2,4,,2,2,2,2,,,1,10,,,,,,,1,8,513.280.960.090.716
956680,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,663.863.141.582.225
956680,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,663.863.141.582.225
956681,1,1,1,50,8,1,2,,2,2,2,1,2,,,,,,,,,1,1,8,574.632.149.125.984
956681,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,574.632.149.125.984
956682,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,485.401.156.669.742
956682,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,485.401.156.669.742
956683,1,1,1,50,8,1,6,NO  HACE  NADA  POR SU EDAD,2,2,2,2,,,2,,,,,,,,1,8,386.392.619.596.183
956683,2,1,2,50,8,1,1,,,,,,,,,,,,,,,,1,8,386.392.619.596.183
956684,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,524.319.234.390.555
956684,1,4,1,50,8,4,4,,2,2,2,2,,,2,,,,,,,,1,8,524.319.234.390.555
956684,1,5,1,50,8,5,2,,2,2,2,1,1,,,,,,,,,1,1,8,524.319.234.390.555
956685,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,468.779.088.316.849
956685,1,2,1,50,8,2,4,,2,2,1,,,,,,,,,,,,1,8,468.779.088.316.849
956685,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,468.779.088.316.849
956685,1,4,1,50,8,4,3,,2,1,,,,,,,,,,,,,1,8,468.779.088.316.849
956686,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,513.280.960.090.716
956686,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,513.280.960.090.716
956687,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,487.016.319.178.962
956687,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,487.016.319.178.962
956688,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,45.432.724.862.701
956688,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,45.432.724.862.701
956688,1,3,1,50,8,3,2,,2,2,2,1,1,,,,,,,,,1,1,8,45.432.724.862.701
956688,1,4,1,50,8,4,4,,2,2,2,2,,,2,,,,,,,,1,8,45.432.724.862.701
956689,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,54.517.919.716.848
956689,1,2,1,50,8,2,4,,2,2,1,,,,,,,,,,,,1,8,54.517.919.716.848
956689,1,3,1,50,8,3,6,ESTA  EN VACACIONES,2,2,1,,,,,,,,,,,,1,8,54.517.919.716.848
956690,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,602.511.952.546.958
956690,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,602.511.952.546.958
956691,1,1,1,50,8,1,6,ESTA  ENFERMO,2,2,2,2,,,2,,,,,,,,1,8,388.007.782.105.403
956691,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,388.007.782.105.403
956692,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,567.606.514.906.926
956692,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,567.606.514.906.926
956692,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,567.606.514.906.926
956693,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956693,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956694,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,463.432.197.714.792
956694,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,463.432.197.714.792
956694,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,463.432.197.714.792
956694,1,4,1,50,8,4,3,,2,2,2,2,,,2,,,,,,,,1,8,463.432.197.714.792
956694,1,7,1,50,8,7,6,NO  HACE  NADA POR SU EDAD,2,2,2,2,,,2,,,,,,,,1,8,463.432.197.714.792
956694,1,8,1,50,8,8,4,,2,2,2,2,,,2,,,,,,,,1,8,463.432.197.714.792
956695,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,485.401.156.669.742
956695,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,485.401.156.669.742
956696,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,55.329.743.541.581
956696,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,55.329.743.541.581
956696,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,55.329.743.541.581
956696,1,5,1,50,8,5,5,,,,,,,,,,,,,,,,1,8,55.329.743.541.581
956697,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,569.504.719.292.169
956697,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,569.504.719.292.169
956697,1,3,1,50,8,3,2,,2,2,2,1,2,,,,,,,,,1,1,8,569.504.719.292.169
956697,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,569.504.719.292.169
956697,1,5,1,50,8,5,3,,2,2,2,2,,,2,,,,,,,,1,8,569.504.719.292.169
956698,1,1,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,368.332.374.765.217
956698,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,368.332.374.765.217
956698,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,368.332.374.765.217
956699,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,417.785.789.911.619
956699,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,417.785.789.911.619
956699,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,417.785.789.911.619
956699,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,417.785.789.911.619
956700,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,520.051.304.145.767
956700,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,520.051.304.145.767
956700,1,3,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,520.051.304.145.767
956700,1,4,1,50,8,4,3,,2,2,2,2,,,2,,,,,,,,1,8,520.051.304.145.767
956701,1,1,1,50,8,1,4,,2,2,2,2,,,1,5,,2,,2,,,1,8,645.182.915.316.334
956702,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,564.609.056.099.788
956702,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,564.609.056.099.788
956703,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,442.400.987.006.308
956703,1,2,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,442.400.987.006.308
956703,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,442.400.987.006.308
956703,1,4,1,50,8,4,4,,2,2,2,2,,,1,8,,2,,2,,,1,8,442.400.987.006.308
956704,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,441.778.541.952.022
956704,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,441.778.541.952.022
956704,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,441.778.541.952.022
956705,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,452.116.675.114.939
956705,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,452.116.675.114.939
956706,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,527.076.938.364.824
956706,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,527.076.938.364.824
956706,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,527.076.938.364.824
956707,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,741.370.996.512.674
956707,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,741.370.996.512.674
956707,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,741.370.996.512.674
956707,1,4,1,50,8,4,2,,2,2,2,1,2,,,,,,,,,1,1,8,741.370.996.512.674
956707,1,5,1,50,8,5,4,,2,2,2,2,,,2,,,,,,,,1,8,741.370.996.512.674
956707,1,6,1,50,8,6,1,,,,,,,,,,,,,,,,1,8,741.370.996.512.674
956707,1,7,1,50,8,6,3,,2,2,2,2,,,2,,,,,,,,1,8,741.370.996.512.674
956707,1,8,1,50,8,8,3,,2,2,2,2,,,2,,,,,,,,1,8,741.370.996.512.674
956707,1,9,1,50,8,9,3,,2,2,2,2,,,2,,,,,,,,1,8,741.370.996.512.674
956707,1,10,1,50,8,10,3,,2,2,2,2,,,2,,,,,,,,1,8,741.370.996.512.674
956707,1,11,1,50,8,11,3,,2,2,2,2,,,2,,,,,,,,1,8,741.370.996.512.674
956708,1,1,1,50,8,1,5,,,,,,,,,,,,,,,,1,8,498.150.731.295.333
956708,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,498.150.731.295.333
956708,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,498.150.731.295.333
956708,1,4,1,50,8,4,2,,2,2,2,1,2,,,,,,,,,1,1,8,498.150.731.295.333
956708,1,5,1,50,8,5,4,,2,2,2,1,2,,,,,,,,,1,1,8,498.150.731.295.333
956709,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,471.130.427.463.385
956709,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,471.130.427.463.385
956709,1,5,1,50,8,5,1,,,,,,,,,,,,,,,,1,8,471.130.427.463.385
956710,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,470.032.029.859.104
956710,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,470.032.029.859.104
956711,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,513.280.960.090.716
956711,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,513.280.960.090.716
956712,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956712,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,54.116.076.351.169
956713,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,507.401.531.024.638
956713,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,507.401.531.024.638
956713,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,507.401.531.024.638
956713,1,4,1,50,8,4,3,,2,2,2,2,,,2,,,,,,,,1,8,507.401.531.024.638
956714,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,472.745.589.972.605
956714,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,472.745.589.972.605
956714,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,472.745.589.972.605
956715,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,452.116.675.114.939
956715,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,452.116.675.114.939
956717,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,477.436.619.158.931
956717,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,477.436.619.158.931
956718,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,446.379.242.280.096
956718,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,446.379.242.280.096
956718,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,446.379.242.280.096
956718,1,4,1,50,8,4,4,,2,2,2,2,,,2,,,,,,,,1,8,446.379.242.280.096
956718,1,5,1,50,8,5,1,,,,,,,,,,,,,,,,1,8,446.379.242.280.096
956719,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,590.614.178.658.092
956719,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,590.614.178.658.092
956719,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,590.614.178.658.092
956720,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,642.187.823.076.041
956720,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,642.187.823.076.041
956720,1,5,1,50,8,5,1,,,,,,,,,,,,,,,,1,8,642.187.823.076.041
956721,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,470.597.888.999.364
956721,1,2,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,470.597.888.999.364
956721,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,470.597.888.999.364
956722,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,602.511.952.546.958
956722,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,602.511.952.546.958
956723,1,1,1,50,8,1,4,,2,2,2,2,,,2,,,,,,,,1,8,426.080.739.825.029
956723,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,426.080.739.825.029
956723,1,3,1,50,8,3,1,,,,,,,,,,,,,,,,1,8,426.080.739.825.029
956723,1,4,1,50,8,4,1,,,,,,,,,,,,,,,,1,8,426.080.739.825.029
956725,1,1,1,50,8,1,6,PENSINADO,2,2,2,2,,,2,,,,,,,,1,8,428.111.571.297.456
956725,1,2,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,428.111.571.297.456
956725,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,428.111.571.297.456
956726,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,436.256.619.527.266
956726,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,436.256.619.527.266
956726,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,436.256.619.527.266
956727,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,49.647.778.125.434
956727,1,2,1,50,8,2,1,,,,,,,,,,,,,,,,1,8,49.647.778.125.434
956727,2,1,2,50,8,1,1,,,,,,,,,,,,,,,,1,8,49.647.778.125.434
956728,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,483.828.008.133.212
956728,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,483.828.008.133.212
956728,1,3,1,50,8,2,3,,2,2,2,2,,,2,,,,,,,,1,8,483.828.008.133.212
956729,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,553.058.537.400.555
956730,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,418.170.538.568.397
956730,1,2,1,50,8,2,4,,2,2,2,2,,,2,,,,,,,,1,8,418.170.538.568.397
956730,1,3,1,50,8,3,3,,2,2,2,2,,,2,,,,,,,,1,8,418.170.538.568.397
956730,1,4,1,50,8,4,3,,2,2,2,2,,,2,,,,,,,,1,8,418.170.538.568.397
956731,1,1,1,50,8,1,1,,,,,,,,,,,,,,,,1,8,374.921.608.336.785
956731,1,2,1,50,8,2,4,,2,2,2,2,,,1,8,,1,2,,,,1,8,374.921.608.336.785
956731,1,3,1,50,8,1,3,,2,2,2,2,,,2,,,,,,,,1,8,374.921.608.336.785
