DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
926359;1;3;1;70;1;24;48;1;;2;24;1;;9;1;;;;;;;;;;1;;2;;2;55;55;74;1;2;7493;5;5;106.249.066.951.918
926359;1;4;1;70;1;24;48;1;;2;24;1;;9;1;;;;;;;;;;1;;2;;2;79;39;75;1;2;7530;5;5;106.249.066.951.918
926368;1;3;1;70;1;6;48;1;;2;6;1;;9;1;;;;;;;;;;1;;2;;2;19;19;74;1;1;7492;5;5;856.962.289.245.631
926369;1;2;1;70;1;70;48;1;;2;2;1;;7;1;;;;;;;;;;1;;2;;2;11;21;50;1;2;5052;5;5;909.039.816.201.706
926378;1;1;1;70;1;30;48;1;;2;30;1;;5;1;;;;;;;;;;1;;2;;2;95;21;28;1;2;2899;5;5;958.489.302.329.764
926378;1;4;1;70;1;5;48;1;;2;6;1;;5;1;;;;;;;;;;1;;2;;2;45;98;15;1;1;1530;5;5;958.489.302.329.764
926403;1;3;1;70;1;56;48;1;;2;72;1;;9;6;;;;;;;;;;1;;2;;2;33;33;52;1;2;5239;5;5;104.993.630.256.814
926435;2;1;2;70;1;8;48;1;;2;8;1;;5;2;;;;;;;;;;1;;2;;2;95;95;45;1;1;4559;5;5;961.642.789.129.231
926437;1;3;1;70;1;16;48;1;;2;12;4;;2;1;;;1;;;;;;;;;2;;2;21;21;92;1;2;9241;5;5;940.628.148.193.527
926449;1;1;1;70;1;230;48;1;;2;420;1;;2;1;;;;;;;;;;1;;1;80000;2;37;37;51;1;2;5137;5;5;17.763.378.320.101
926450;1;1;1;70;1;8;48;1;;2;8;1;;3;1;;;1;;;;;;1;;YA ES PENSIONADO;2;;2;16;16;18;1;1;1810;5;5;130.767.012.380.537
926452;1;2;1;70;1;16;48;1;;2;96;1;;4;1;;;;;;;;;;1;;2;;2;58;97;24;1;2;2422;5;5;831.833.979.911.481
926461;1;3;1;70;1;4;24;1;;1;;;.;;;.;.;;;;;;;;;.;;;;33;;;1;1;;5;5;614.984.065.876.518
926463;1;3;1;70;1;1;48;1;;2;228;1;;2;2;;;;;;;;;;1;;1;120000;2;8;53;55;1;1;5529;5;5;57.410.781.757.107
926463;1;5;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;1;;5;5;57.410.781.757.107
926463;1;6;1;70;1;84;24;1;;2;84;1;;3;2;;;;;;;;;;1;;1;44000;2;45;39;74;1;2;7499;5;5;57.410.781.757.107
926466;1;2;1;70;1;28;48;1;;2;28;1;;6;4;;;;;;;;;;1;;2;;2;95;45;45;1;2;4530;5;5;699.498.963.984.711
926468;1;3;1;70;1;3;16;1;;2;126;1;;7;2;;;;;;;;;;1;;2;;2;53;99;92;1;1;9241;5;5;839.815.935.418.232
926476;1;2;1;70;1;13;48;1;;2;13;1;;2;1;;;;;;;;;;1;;2;;2;45;45;55;1;1;5529;5;5;660.481.895.170.524
926478;1;2;1;70;1;13;48;1;;2;13;1;;6;4;;;;;;;;;;1;;2;;2;33;33;51;1;1;5153;5;5;150.315.298.188.157
926481;1;6;1;70;1;52;48;1;;2;52;4;;1;2;;;;;;;;;;1;;2;;2;21;41;52;1;2;5233;5;5;969.856.653.768.409
926504;1;2;1;70;1;16;48;1;;2;52;1;;3;2;;;;;;;;;;1;;2;;2;45;79;18;1;2;1810;5;5;751.576.490.940.786
926509;1;2;1;70;1;52;50;1;;2;4;4;;1;1;;;;;;;;;;1;;1;80000;2;87;87;50;1;2;5020;5;5;100.330.966.685.877
926522;1;2;1;70;1;9;48;1;;2;32;1;;3;1;;;;;;;;;;1;;2;;2;45;45;52;1;1;5239;5;5;48.503.847.408.009
