Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Area;Esc;Mes;Dpto;Fex_c_2011
3440551;1;1;1;10;1;2;1;5;1993;20;1;6;1; ; ;1;5; ;1;1;1;1;6;2;2;17;13;04;17;188,102309700984
3440552;1;1;1;10;1;2;1;12;1966;47;1;4;1; ; ;1;1;140000;2;1;2; ;6;5;4;17;16;04;17;713,133534145867
3440553;1;1;1;10;1;1;1;7;1957;56;1;6;1; ; ;1;3;600000;2;1;1;2;6;9;5;17;20;04;17;711,802384967369
3440557;1;1;1;10;1;2;1;3;1919;95;1;5;1; ; ;1;2;84000;2;1;2; ;4;8; ;17;8;04;17;190,751632328849
3440557;1;2;1;10;2;2;1;9;1966;47;5;4;1; ; ;1;1;60000;2;1;2; ;6;3;3;17;14;04;17;190,751632328849
3440558;1;1;1;10;1;2;1;5;1984;29;1;6;1; ; ;1;3;250000;2;1;2; ;6;5;4;17;16;04;17;713,133534145867
3440559;1;1;1;10;1;2;1;7;1990;23;1;6;1; ; ;1;1;64000;2;1;1;1;6;6;4;17;17;04;17;188,102309700984
3440562;1;1;1;10;1;2;1;5;1952;61;1;6;1; ; ;2;2;130000;2;1;2; ;6;4;4;17;15;04;17;811,408365445142
3440563;1;1;1;10;1;1;1;8;1949;64;1;3;1; ; ;1;2;110400;2;1;2; ;5;11;2;17;11;04;17;761,675380136898
3440563;1;2;1;10;2;2;1;2;1956;58;2;3;1; ; ;2;2;282000;2;1;2; ;6;6;5;17;17;04;17;761,675380136898
3440565;1;1;1;10;1;2;1;3;1976;38;1;6;1; ; ;1;1;28000;2;1;2; ;5;11;2;17;11;04;17;178,283383536467
3440568;1;1;1;10;1;1;1;11;1980;33;1;2;2;1;7; ; ; ;2;1;2; ;4;6; ;17;6;04;17;169,218706131479
3440568;1;2;1;10;2;2;1;11;1981;32;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;17;3;04;17;169,218706131479
3440568;1;3;1;10;2;1;1;11;2001;12;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;17;2;04;17;169,218706131479
3440570;1;1;1;10;1;2;1;2;1973;41;1;4;1; ; ;1;1;24640;2;1;2; ;5;11;2;17;11;04;17;169,282961533464
3440570;1;2;1;10;1;1;1;9;1999;14;3;6;1; ; ;1;5; ;2;1;1;1;4;8; ;17;8;04;17;169,282961533464
3440575;1;1;1;10;1;1;1;11;1933;80;1;2;1; ; ;1;2;73920;2;1;2; ;3;4; ;17;4;04;17;166,972175728881
3440575;1;2;1;10;2;2;1;8;1935;78;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ;17;5;04;17;166,972175728881
3440575;1;3;1;10;3;1;1;8;1970;43;3;6;1; ; ;1;1;24640;2;1;2; ;5;11;2;17;11;04;17;166,972175728881
3440575;1;4;1;10;4;2;1;9;1962;51;3;4;1; ; ;1;5; ;2;1;2; ;5;11;2;17;11;04;17;166,972175728881
3440575;1;5;1;10;5;2;1;9;1993;20;4;6;1; ; ;1;5; ;2;1;1;2;6;1;3;17;12;04;17;166,972175728881
3440575;1;6;1;10;6;1;1;4;1997;16;4;6;1; ; ;1;5; ;2;1;1;1;5;10;1;17;10;04;17;166,972175728881
3440576;1;1;1;10;1;1;1;8;1985;28;1;6;2;1;6; ; ; ;1;1;2; ;4;7; ;17;7;04;17;190,319587166919
3440578;1;1;1;10;1;1;1;4;1953;60;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;17;11;04;17;190,418845034224
3440578;1;2;1;10;2;2;1;4;1954;59;2;3;1; ; ;1;2;73920;2;1;2; ;4;6; ;17;6;04;17;190,418845034224
3440599;1;1;1;10;1;2;1;9;1957;56;1;3;1; ; ;1;5; ;2;1;2; ;6;3;3;76;14;04;76;837,969615921959
3440599;1;2;1;10;2;1;1;8;1951;62;2;3;1; ; ;1;2;400000;2;1;2; ;6;7;4;76;18;04;76;837,969615921959
3440600;1;1;1;10;1;1;1;10;1979;34;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;76;11;04;76;1231,12244812697
3440600;1;2;1;10;2;2;1;1;1979;35;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;76;5;04;76;1231,12244812697
3440600;1;3;1;10;2;1;1;1;1998;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;76;8;04;76;1231,12244812697
3440600;1;4;1;10;2;1;1;7;2002;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;76;5;04;76;1231,12244812697
3440600;2;1;2;10;1;1;1;8;1966;47;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2;76;11;04;76;1231,12244812697
3440601;1;1;1;10;1;1;1;5;1970;43;1;4;1; ; ;1;1;24000;2;1;2; ;5;10;1;76;10;04;76;1045,62318068973
3440602;1;1;1;10;1;1;1;11;1983;30;1;2;1; ; ;1;1;80000;2;1;2; ;3;3; ;76;3;04;76;1043,89396668878
3440602;1;2;1;10;2;2;1;7;1991;22;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;04;76;1043,89396668878
3440602;1;3;1;10;2;2;1;8;2013;0;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;76; ;04;76;1043,89396668878
3440602;1;4;1;10;4;1;1;7;1989;24;5;4;2;1;3; ; ; ;2;1;2; ;3;5; ;76;5;04;76;1043,89396668878
3440603;1;1;1;10;1;2;1;12;1934;79;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;76;2;04;76;911,677035572466
3440604;1;1;1;10;1;2;1;8;1956;57;1;5;1; ; ;1;3;77000;2;1;2; ;5;11;2;76;11;04;76;911,677035572466
3440607;1;1;1;10;1;2;1;8;1966;47;1;2;1; ; ;1;5; ;2;1;2; ;3;5; ;76;5;04;76;972,641794827758
3440607;1;2;1;10;2;1;1;9;1967;46;2;2;1; ; ;1;4; ;2;1;2; ;5;11;2;76;11;04;76;972,641794827758
3440607;1;3;1;10;1;1;1;2;2008;6;3; ;1; ; ;1;5; ;2;2;1;1;3;0; ;76;0;04;76;972,641794827758
3440607;2;1;2;10;1;2;1;10;1990;23;1;4;2;1;1; ; ; ;2;1;2; ;4;9; ;76;9;04;76;972,641794827758
3440607;2;2;2;10;1;1;1;7;2010;3;3; ;2;1;1; ; ; ;2;2;2; ;1;0; ;76;0;04;76;972,641794827758
3440608;1;1;1;10;1;1;1;7;1975;38;1;3;1; ; ;1;3;77000;2;1;2; ;4;9; ;76;9;04;76;1089,02289945223
3440608;1;2;1;10;2;2;1;1;1978;36;2;3;1; ; ;1;5; ;2;1;2; ;5;10;1;76;10;04;76;1089,02289945223
3440608;1;3;1;10;1;1;1;3;1997;17;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;04;76;1089,02289945223
3440608;1;4;1;10;2;2;1;1;2006;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ;76;2;04;76;1089,02289945223
3440609;1;1;1;10;1;1;1;8;1965;48;1;3;1; ; ;1;1;24641;2;1;2; ;5;11;2;76;11;04;76;800,171232316534
3440609;1;2;1;10;2;2;1;12;1961;52;2;3;1; ; ;1;5; ;2;1;2; ;5;11;2;76;11;04;76;800,171232316534
3440609;1;3;1;10;3;2;1;9;1993;20;3;6;1; ; ;1;1;24641;2;1;2; ;5;11;2;76;11;04;76;800,171232316534
3440609;1;4;1;10;4;2;1;11;1987;26;3;2;2;1;36; ; ; ;2;1;2; ;5;11;2;76;11;04;76;800,171232316534
3440609;1;5;1;10;4;2;1;2;2007;7;4; ;2;2; ; ; ; ;2;1;1;1;3;1; ;76;1;04;76;800,171232316534
3440610;1;1;1;10;1;1;1;12;1957;56;1;2;1; ; ;1;3;98;2;1;2; ;6;4;4;76;15;04;76;630,404344000088
3440610;1;2;1;10;2;2;1;1;1963;51;2;2;1; ; ;1;3;98;2;1;2; ;6;6;4;76;17;04;76;630,404344000088
3440610;1;3;1;10;2;2;1;3;1996;18;3;6;1; ; ;1;5; ;2;1;1;2;5;11;1;76;11;04;76;630,404344000088
3440611;1;1;1;10;1;1;1;6;1990;23;1;6;1; ; ;1;1;30000;2;1;1;2;6;4;2;76;15;04;76;1066,34630282781
3440611;1;2;1;10;2;1;1;12;1991;22;5;6;1; ; ;1;5; ;2;1;1;2;6;2;2;76;13;04;76;1066,34630282781
3440614;1;1;1;10;1;1;1;9;1953;60;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;66;5;04;66;331,79362739074
3440614;1;2;1;10;2;2;2; ; ;55;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ;66;4;04;66;331,79362739074
3440614;1;3;1;10;3;1;1;9;1995;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1;66;10;04;66;331,79362739074
3440614;1;4;1;10;4;1;1;12;1999;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;66;6;04;66;331,79362739074
3440615;1;1;1;10;1;2;1;10;1940;73;1;5;1; ; ;1;2;73920;2;1;2; ;1;0; ;66;0;04;66;288,518952912537
3440615;1;2;1;10;2;2;1;5;1967;46;3;2;2;1;36; ; ; ;2;1;2; ;5;11;2;66;11;04;66;288,518952912537
3440615;1;3;1;10;3;1;1;10;1958;55;5;2;2;1;36; ; ; ;2;1;2; ;5;11;2;66;11;04;66;288,518952912537
3440615;1;4;1;10;4;1;1;2;1992;22;3;6;2;1;48; ; ; ;2;1;2; ;5;11;2;66;11;04;66;288,518952912537
3440615;1;5;1;10;5;1;1;3;2001;13;4;6;2;1;36; ; ; ;2;1;1;1;4;7; ;66;7;04;66;288,518952912537
3440616;1;1;1;10;1;1;1;5;1934;79;1;3;1; ; ;2;2;2400000;2;1;2; ;6;5;4;66;16;04;66;295,090530932593
3440616;1;2;1;10;2;2;1;12;1940;73;2;3;1; ; ;2;5; ;2;1;2; ;5;10;1;66;10;04;66;295,090530932593
3440617;1;1;1;10;1;1;1;6;1980;33;1;6;1; ; ;1;1;120000;2;1;2; ;6;6;5;66;17;04;66;309,169888096891
3440618;1;1;1;10;1;1;1;8;1992;21;1;6;1; ; ;1;1;32000;2;1;2; ;5;11;2;66;11;04;66;323,843318802648
3440619;1;1;1;10;1;1;1;11;1942;71;1;5;1; ; ;1;2;165000;2;1;2; ;3;5; ;66;5;04;66;316,454124712395
3440619;1;2;1;10;2;1;1;2;1970;44;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;66;7;04;66;316,454124712395
3440619;1;3;1;10;3;1;1;4;1967;46;3;4;1; ; ;1;1;32000;2;1;2; ;4;7; ;66;7;04;66;316,454124712395
3440620;1;1;1;10;1;1;1;9;1956;57;1;6;1; ; ;2;1;96000;2;1;1;2;6;8;5;66;19;04;66;309,097889665763
3440621;1;1;1;10;1;2;1;11;1945;68;1;4;1; ; ;1;1;24640;2;1;2; ;4;7; ;66;7;04;66;295,162529363722
3440621;1;2;1;10;1;1;1;9;1973;40;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;66;11;04;66;295,162529363722
3440622;1;1;1;10;1;2;1;3;1976;38;1;4;1; ; ;1;1;24640;2;1;2; ;5;11;2;66;11;04;66;298,920192553519
3440622;1;2;1;10;2;1;1;9;1993;20;3;6;1; ; ;1;1;24640;2;1;1;1;6;1;2;66;12;04;66;298,920192553519
