directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P3148;P6500;P6750;P6760;P6870;P6880;P6920;P6930;Oci;mes;area;dpto;fex_c_2011
155663;1;1;03;35;3520;1;48;48; ; ; ; ; ;9;7;1;1;1;07;73;73;376,02792163654
155663;1;2;33;64;6412;1;48;48; ; ; ; ; ;9;7;1;2;1;07;73;73;376,02792163654
155666;1;1;83;25;2511;5;54;30;6;1; ;0;1;2;7;2; ;1;07;19;19;114,437487248197
155666;1;2;53;56;5619;1;70;48;6;1;300000; ; ;2;7;2; ;1;07;19;19;114,437487248197
155668;1;2;53;56;5619;4;48;30;6;1; ;0;1;1;7;2; ;1;07;23;23;117,206996286445
155669;1;1;95;42;4290;1;48;48; ; ;1000000; ; ;8;9;1;1;1;07;20;20;185,392084218681
155670;1;3;19;84;8424;4;48;28;6;1; ;600000;1;8;7;1;2;1;07;41;41;148,521035388633
155673;1;1;83;41;4111;1;72;30;6;1;1000000; ; ;8;9;1;1;1;07;05;05;431,24088789445
155674;1;1;93;43;4330;4;60;24;6;1; ;600000;1;2;2;2; ;1;07;20;20;101,375351308561
155674;1;2;55;86;8610;1;48;48; ; ;900000; ; ;9;7;1;1;1;07;20;20;101,375351308561
155678;1;1;58;84;8422;2;60;60; ; ;2400000; ; ;9;7;1;3;1;07;73;73;550,596005414215
155679;1;1;98;49;4923;4;60;50;6;1; ;3000000;1;1;4;2; ;1;07;50;50;154,37513523906
155679;1;2;45;47;4792;4;40;10;6;1; ;300000;1;1;1;2; ;1;07;50;50;154,37513523906
155680;2;1;45;47;4781;4;60;30;6;1; ;360000;1;1;6;2; ;1;07;47;47;503,025748571529
155682;1;3;39;78;7810;1;48;48; ; ;877803; ; ;9;7;1;2;1;07;63;63;131,350378275045
155682;1;4;45;45;4530;4;60;54;6;1; ;850000;1;1;7;2; ;1;07;63;63;131,350378275045
155683;1;1;51;56;5613;4;70;54;6;1; ;0;1;2;1;2; ;1;07;19;19;102,577931671363
155683;1;6;53;56;5613;6;30;30; ; ; ; ; ;2;1;2; ;1;07;19;19;102,577931671363
155684;1;3;45;47;4781;4;32;8;6;1; ;0;1;1;5;2; ;1;07;08;08;484,363877949223
155685;1;1;53;56;5619;4;24;24; ; ; ;80000;1;1;6;2; ;1;07;63;63;180,651399652121
155685;1;4;92;18;1811;4;51;40;6;1; ;650000;1;1;7;2; ;1;07;63;63;180,651399652121
155686;1;1;37;56;5611;1;48;48; ; ;600000; ; ;4;7;2; ;1;07;13;13;491,918744729575
155687;1;1;79;14;1410;1;48;48; ; ;877803; ; ;5;7;1;1;1;07;66;66;285,078005591878
155687;1;2;03;29;2930;1;48;48; ; ;1200000; ; ;8;7;1;1;1;07;66;66;285,078005591878
155689;1;2;97;47;4711;1;40;40; ; ;900000; ; ;8;7;1;1;1;07;08;08;283,788592727614
155690;1;1;39;36;3600;1;48;48; ; ;877803; ; ;9;2;1;1;1;07;70;70;155,971501426301
155691;1;2;79;14;1410;4;30;30; ; ; ;500000;1;1;1;2; ;1;07;63;63;309,7270805106
155692;1;2;98;49;4921;4;72;28;6;1; ;160000;1;1;4;2; ;1;07;50;50;115,740546746955
155692;1;4;98;49;4921;4;72;28;6;1; ;160000;1;1;7;2; ;1;07;50;50;115,740546746955
155694;1;2;53;82;8291;1;48;48; ; ;900000; ; ;9;7;1;1;1;07;11;11;2640,79655622807
155695;1;1;98;49;4921;1;80;70;6;1;9800000; ; ;9;4;1;1;1;07;50;50;124,631666914848
155695;1;3;59;86;8621;1;48;48; ; ;877000; ; ;9;7;1;1;1;07;50;50;124,631666914848
155696;1;1;45;46;4632;1;60;60; ; ;750000; ; ;2;7;2; ;1;07;63;63;62,4995325319581
155696;1;2;33;46;4632;1;60;60; ; ;600000; ; ;2;7;2; ;1;07;63;63;62,4995325319581
155697;1;1;95;43;4330;4;48;20;6;1; ;800000;1;1;2;2; ;1;07;17;17;171,633992345523
155698;1;3;45;47;4799;4;48;30;6;1; ;800000;1;1;5;2; ;1;07;23;23;179,974834521878
155699;1;1;30;84;8412;4;48;48; ; ; ;1600000;1;9;1;1;2;1;07;41;41;183,543264762373
155699;1;2;07;86;8621;1;50;50; ; ;1700000; ; ;9;7;1;2;1;07;41;41;183,543264762373
155702;1;1;41;47;4711;4;48;48; ; ; ;1000000;1;2;1;2; ;1;07;66;66;213,900244758628
155702;1;2;45;47;4711;6;48;48; ; ; ; ; ;2;1;2; ;1;07;66;66;213,900244758628
155702;1;3;53;56;5611;1;48;24;6;1;450000; ; ;4;7;1;1;1;07;66;66;213,900244758628
155709;1;2;49;77;7729;4;30;0;6;1; ;0;1;1;1;2; ;1;07;50;50;203,991242598204
155710;1;2;77;10;1012;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;13;13;274,42819200537
155710;1;4;98;49;4921;4;35;35; ; ; ;400000;1;1;4;2; ;1;07;13;13;274,42819200537
155711;1;1;39;53;5320;1;48;48; ; ;877803; ; ;8;5;1;1;1;07;11;11;1550,24442939961
155713;1;1;63;02;0220;4;4;4; ; ; ;10000;1;2;8;2; ;1;07;19;19;174,425149951983
155713;1;2;97;02;0220;4;4;4; ; ; ;10000;1;2;8;2; ;1;07;19;19;174,425149951983
155713;1;3;77;10;1040;4;48;48; ; ; ;280000;1;2;2;2; ;1;07;19;19;174,425149951983
155714;1;1;41;56;5619;4;4;4; ; ; ;50000;1;1;1;2; ;1;07;50;50;249,087809997042
155714;1;2;33;45;4520;1;44;44; ; ;1200000; ; ;2;7;2; ;1;07;50;50;249,087809997042
155715;1;2;13;85;8530;4;20;20; ; ; ;560000;1;7;7;1;1;1;07;05;05;736,446683615119
155716;1;1;03;62;6201;4;42;42; ; ; ;1500000;1;4;7;2; ;1;07;63;63;280,090690076538
155717;1;1;03;62;6201;1;48;50; ; ;2200000; ; ;7;7;1;1;1;07;08;08;717,391907031899
155717;1;2;16;73;7310;4;48;0;6;1; ;0;1;1;1;2; ;1;07;08;08;717,391907031899
155718;1;1;79;14;1410;4;40;5;6;1; ;0;1;1;1;2; ;1;07;23;23;162,554175274203
155721;1;1;45;47;4751;1;56;50;2; ;877800; ; ;3;7;1;1;1;07;63;63;24,2199645069138
155721;1;2;59;75;7500;1;48;48; ; ;700000; ; ;3;7;2; ;1;07;63;63;24,2199645069138
155726;1;1;41;47;4711;4;75;48;5;1; ;600000;1;2;7;2; ;1;07;70;70;101,658913834873
155726;1;2;45;47;4711;6;20;20; ; ; ; ; ;2;7;2; ;1;07;70;70;101,658913834873
155727;1;1;58;84;8424;2;48;48; ; ;18000000; ; ;9;7;1;1;1;07;15;15;105,317014531502
155727;1;2;06;86;8622;1;48;0;1;2;1800000; ; ;9;7;1;1;1;07;15;15;105,317014531502
155728;1;1;85;27;2750;1;48;40;6;1;877802; ; ;9;7;1;1;1;07;17;17;305,574042273177
155728;1;2;55;81;8121;1;40;20;6;1;877802; ; ;9;2;1;2;1;07;17;17;305,574042273177
155729;1;1;05;84;8414;2;48;48; ; ;3400000; ; ;9;7;1;2;1;07;20;20;242,177633602572
155730;1;1;59;96;9609;4;4;0;6;1; ;80000;1;1;2;2; ;1;07;13;13;447,562870422641
155730;1;6;83;25;2511;1;48;48; ; ;1300000; ; ;9;7;1;1;1;07;13;13;447,562870422641
155730;1;7;58;80;8010;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;13;13;447,562870422641
155731;1;1;39;70;7020;1;54;50;7; ;2000000; ; ;9;6;1;1;1;07;27;27;34,6882512984923
155731;1;2;33;70;7020;1;54;50;7; ;1500000; ; ;9;7;1;2;1;07;27;27;34,6882512984923
155733;1;2;33;42;4210;1;60;0;6;1;1000000; ; ;9;7;1;1;1;07;50;50;149,911565310342
155733;1;4;02;42;4290;1;48;48; ; ;1600000; ; ;9;6;1;1;1;07;50;50;149,911565310342
155734;1;1;41;56;5619;4;48;30;6;1; ;240000;1;2;1;2; ;1;07;44;44;211,805778589397
155734;1;2;53;56;5619;6;20;20; ; ; ; ; ;2;1;2; ;1;07;44;44;211,805778589397
155735;1;1;19;86;8621;1;48;48; ; ;3400000; ; ;9;7;1;2;1;07;05;05;605,7887493574
155737;1;1;54;97;9700;3;48;24;6;1;450000; ; ;1;2;2; ;1;07;66;66;565,997703334511
155740;1;1;08;62;6201;4;48;48; ; ; ;2000000;1;1;1;1;1;1;07;47;47;93,4417061132394
155742;1;1;41;56;5619;4;50;24;6;1; ;250000;1;1;1;2; ;1;07;20;20;192,83549110111
155744;1;1;45;47;4792;4;15;15; ; ; ;20000;1;1;1;2; ;1;07;68;68;305,615079791722
155745;1;2;45;47;4792;4;2;0;6;1; ;15000;1;1;1;2; ;1;07;54;54;505,126737897154
155747;1;1;41;47;4721;4;60;40;6;1; ;1000000;1;1;7;2; ;1;07;63;63;177,552470549448
155747;1;2;41;47;4721;4;72;50;6;1; ;1200000;1;1;7;1;1;1;07;63;63;177,552470549448
155750;1;1;13;85;8530;1;40;40; ; ;980657; ; ;4;7;1;1;1;07;47;47;109,949290915612
155751;1;1;55;81;8121;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;66;66;176,011259042935
155752;1;1;98;47;4719;4;40;0;7; ; ; ;1;1;4;2; ;1;07;19;19;318,121356083042
155752;1;2;03;47;4711;1;48;48; ; ;877810; ; ;9;7;1;2;1;07;19;19;318,121356083042
155753;1;1;58;84;8423;2;72;72; ; ;2600000; ; ;9;7;1;3;1;07;15;15;47,863022530405
155755;1;2;32;01;0121;1;48;48; ; ;980657; ; ;4;8;1;1;1;07;47;47;66,2696556037288
155756;1;3;39;86;8621;1;48;40;2; ;1900000; ; ;9;7;1;1;1;07;76;76;367,43926904357
155757;1;2;19;85;8530;2;40;40; ; ; ; ; ;9;7;1;3;1;07;23;23;110,538885904378
155758;1;1;98;49;4921;4;70;40;5;1; ;600000;1;1;4;2; ;1;07;70;70;153,41796162219
155760;1;3;02;22;2229;1;40;40; ; ; ; ; ;9;7;1;1;1;07;08;08;214,927637240661
155761;1;2;33;47;4711;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;66;66;141,499425833628
155762;1;1;58;68;6820;1;48;48; ; ; ; ; ;3;7;1;2;1;07;08;08;494,802501902562
155763;1;1;98;49;4921;1;56;40;6;1;400000; ; ;3;4;2; ;1;07;13;13;327,7987441654
155763;1;2;55;86;8691;1;44;44; ; ;877803; ; ;8;7;1;1;1;07;13;13;327,7987441654
155765;1;2;54;97;9700;3;60;60; ; ;600000; ; ;1;1;2; ;1;07;52;52;108,075806312036
155766;1;2;06;86;8621;1;48;48; ; ;2500000; ; ;9;7;1;2;1;07;19;19;106,379781585078
155768;1;1;11;69;6920;4;45;0;6;1; ;0;1;1;1;1;2;1;07;70;70;128,41427132117
155768;1;2;13;85;8530;2;42;42; ; ;2800000; ; ;9;1;1;3;1;07;70;70;128,41427132117
155770;1;1;41;47;4711;4;70;70; ; ; ;600000;1;2;1;1;1;1;07;76;76;857,395637740593
155770;1;2;45;47;4711;6;30;30; ; ; ; ; ;2;2;2; ;1;07;76;76;857,395637740593
155771;1;2;45;47;4781;4;56;56; ; ; ;350000;1;1;6;2; ;1;07;08;08;1221,48878633326
155772;1;1;33;47;4759;1;48;35;7; ;803000; ; ;4;7;1;2;1;07;52;52;454,826943183831
155772;1;2;41;46;4665;4;60;0;7; ; ;0;1;1;7;2; ;1;07;52;52;454,826943183831
155774;3;1;54;97;9700;3;40;30;5;1;300000; ; ;1;2;2; ;1;07;19;19;93,3922304285032
155774;3;2;95;41;4112;1;60;48;5;1;700000; ; ;2;9;2; ;1;07;19;19;93,3922304285032
155775;1;1;97;46;4645;1;48;48; ; ;980657; ; ;6;5;1;1;1;07;50;50;112,400674342163
155775;1;2;07;86;8621;1;48;48; ; ;1600000; ; ;9;7;1;1;1;07;50;50;112,400674342163
155777;1;1;45;47;4789;4;40;24;6;2; ;300000;1;1;6;2; ;1;07;15;15;76,8184787993168
155777;1;2;99;45;4520;1;40;21;6;1;877803; ; ;4;7;1;2;1;07;15;15;76,8184787993168
155779;1;1;45;46;4631;1;48;48; ; ;500000; ; ;4;5;2; ;1;07;23;23;245,87953479824
155780;1;1;39;45;4511;1;40;40; ; ;1350000; ; ;5;7;1;2;1;07;19;19;199,550679339212
155782;1;1;95;41;4111;5;40;30;6;1; ;500000;1;2;2;2; ;1;07;11;11;2304,72836788167
155782;1;2;79;13;1392;4;48;30;6;1; ;600000;1;2;2;2; ;1;07;11;11;2304,72836788167
155782;1;3;95;41;4111;1;40;30;6;1;320000; ; ;2;2;2; ;1;07;11;11;2304,72836788167
155784;1;1;59;86;8610;2;48;48; ; ;1200000; ; ;9;7;1;2;1;07;66;66;190,099400687153
155785;1;2;41;47;4729;4;30;30; ; ; ;550000;1;1;1;2; ;1;07;66;66;526,913165619415
155786;1;3;03;10;1012;1;48;48; ; ;900000; ; ;8;7;1;1;1;07;13;13;568,347793782881
155788;1;1;05;84;8413;4;40;30;6;2; ;3100000;1;9;7;1;2;1;07;50;50;190,979431429664
155790;1;1;55;94;9499;1;48;0;7; ;877803; ; ;6;7;1;1;1;07;19;19;238,894773237306
155790;1;3;58;84;8423;2;60;60; ; ; ; ; ;9;4;1;3;1;07;19;19;238,894773237306
155791;1;3;11;84;8412;2;40;40; ; ;4000000; ; ;9;7;1;2;1;07;05;05;651,9145252669
155792;1;2;98;84;8412;2;56;56; ; ;1500000; ; ;9;4;1;2;1;07;27;27;16,4808433771117
155793;1;1;03;32;3250;4;40;10;6;1; ;80000;1;1;7;2; ;1;07;52;52;168,49991830543
155793;1;3;59;96;9609;4;15;15; ; ; ;70000;1;1;2;2; ;1;07;52;52;168,49991830543
155794;1;1;11;52;5221;1;40;40; ; ;1600000; ; ;9;7;1;1;1;07;44;44;58,1984487271882
155797;1;1;39;82;8299;1;48;48; ; ;2000000; ; ;9;7;1;2;1;07;68;68;260,149987285444
155798;1;2;41;47;4729;4;20;20; ; ; ;140000;1;1;1;2; ;1;07;13;13;245,601491497634
155801;1;2;85;27;2750;1;48;48; ; ;970000; ; ;6;7;1;1;1;07;66;66;488,176540972748
155806;1;1;85;95;9522;4;50;40;6;1; ;0;1;1;6;2; ;1;07;50;50;149,457239595222
155806;1;3;58;47;4711;1;70;70; ; ;1100000; ; ;9;7;1;1;1;07;50;50;149,457239595222
155808;1;1;55;85;8544;1;48;18;6;1;877800; ; ;9;7;1;2;1;07;41;41;139,239718095593
155808;1;3;38;35;3514;4;42;42; ; ; ;1300000;1;9;7;1;1;1;07;41;41;139,239718095593
155810;1;1;03;60;6020;2;48;48; ; ;1600000; ; ;9;7;1;1;1;07;05;05;1030,50908650443
155812;1;2;13;85;8530;2;40;40; ; ;2800000; ; ;9;1;1;3;1;07;70;70;142,093265092254
155814;1;2;45;47;4781;4;48;48; ; ; ;650000;1;1;6;3; ;1;07;66;66;404,144807701786
155817;1;5;59;86;8621;1;48;48; ; ;877803; ; ;9;7;1;1;1;07;15;15;122,985074071118
155817;1;6;98;49;4921;4;48;48; ; ; ;700000;1;1;4;1;1;1;07;15;15;122,985074071118
155819;1;1;21;45;4520;4;70;40;6;1; ;1000000;1;1;7;2; ;1;07;73;73;460,017180170441
155819;1;4;19;87;8790;4;40;40; ; ; ;3500000;1;6;7;1;2;1;07;73;73;460,017180170441
155820;1;2;53;56;5619;4;50;30;6;1; ;200000;1;2;6;1;4;1;07;15;15;73,4811661588253
155820;1;5;53;56;5619;6;20;20; ; ; ; ; ;2;6;2; ;1;07;15;15;73,4811661588253
155822;1;1;58;45;4511;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;08;08;492,981883136393
155825;1;1;33;47;4711;1;48;48; ; ;877802; ; ;9;7;1;2;1;07;17;17;179,735782361648
155827;1;1;98;49;4923;1;60;60; ; ;1200000; ; ;2;4;1;1;1;07;41;41;123,76390150163
155829;1;1;41;47;4752;5;66;50;5;1; ;1000000;1;2;7;1;2;1;07;19;19;125,166817845904
155830;1;1;51;56;5611;4;80;80; ; ; ;500000;1;2;7;2; ;1;07;05;05;1526,03515691436
155831;1;1;51;56;5619;5;48;30;6;1; ;5000000;1;2;7;1;1;1;07;19;19;176,005320872331
155832;1;1;55;85;8544;1;48;0;5;1;877800; ; ;9;7;1;2;1;07;41;41;139,746932895456
155832;1;2;13;85;8530;1;48;48; ; ;1300000; ; ;8;7;1;1;1;07;41;41;139,746932895456
155832;1;3;97;47;4711;4;60;30;6;1; ;400000;1;1;4;2; ;1;07;41;41;139,746932895456
155833;1;1;13;85;8544;4;28;28; ; ; ;3000000;1;1;7;1;2;1;07;05;05;953,860084872488
155835;1;2;06;86;8610;1;36;36; ; ;2800000; ; ;9;7;1;1;1;07;63;63;29,9809182852134
155835;1;3;13;85;8530;2;30;55; ; ;1800000; ; ;9;7;1;3;1;07;63;63;29,9809182852134
155836;1;1;55;81;8121;4;50;20;6;1; ;280000;1;1;2;2; ;1;07;41;41;111,513859831829
155836;1;2;99;45;4520;4;60;20;6;1; ;200000;1;1;7;2; ;1;07;41;41;111,513859831829
155837;1;1;97;10;1082;1;48;48; ; ;950000; ; ;9;7;1;1;1;07;17;17;167,187965083256
155838;1;1;33;84;8412;2;45;45; ; ;5000000; ; ;9;7;1;2;1;07;05;05;1349,45047288365
155838;1;2;11;69;6920;4;40;40; ; ; ;1500000;1;1;1;2; ;1;07;05;05;1349,45047288365
155839;1;1;41;47;4721;4;70;45;6;1; ;300000;1;2;7;2; ;1;07;52;52;559,71309583385
155839;1;2;45;47;4781;6;60;30;7; ; ; ; ;2;7;2; ;1;07;52;52;559,71309583385
155840;1;1;03;85;8544;1;60;50;2; ;900000; ; ;9;7;1;1;1;07;41;41;98,8635537000337
155840;1;2;98;47;4759;1;70;70; ; ;1100000; ; ;9;4;1;1;1;07;41;41;98,8635537000337
155841;1;1;41;47;4711;4;48;32;6;1; ;10000;1;1;1;2; ;1;07;19;19;144,864879406043
155841;1;2;13;85;8530;2;45;45; ; ; ; ; ;9;1;1;2;1;07;19;19;144,864879406043
155842;1;1;98;49;4923;1;50;50; ; ;980000; ; ;8;4;1;2;1;07;17;17;115,473131639768
155843;1;2;08;84;8412;4;48;48; ; ; ;1500000;1;1;7;1;2;1;07;17;17;180,523386684368
155845;1;1;55;81;8121;1;48;0;5;1;0; ; ;9;7;1;1;1;07;41;41;95,1210286682423
155847;1;1;45;47;4781;4;45;45; ; ; ;400000;1;1;6;2; ;1;07;23;23;100,496860285659
155848;1;1;39;79;7911;1;48;4;6;1;878000; ; ;5;7;1;2;1;07;11;11;7299,42855106888
155848;1;2;32;64;6412;1;40;40; ; ;878000; ; ;9;7;1;2;1;07;11;11;7299,42855106888
155849;1;1;13;85;8530;2;40;40; ; ;5500000; ; ;9;1;1;3;1;07;70;70;89,1705994063215
155852;1;4;45;47;4781;4;40;40; ; ; ;300000;1;1;6;2; ;1;07;13;13;335,581584412064
155853;1;4;39;85;8544;1;48;48; ; ;1950000; ; ;9;7;1;1;1;07;47;47;134,192559978679
155855;1;1;54;97;9700;3;40;8;6;1;200000; ; ;1;2;2; ;1;07;11;11;2589,90733508906
155855;1;3;58;52;5223;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;11;11;2589,90733508906
155855;1;4;45;47;4781;4;60;35;6;1; ;600000;1;1;6;2; ;1;07;11;11;2589,90733508906
155856;1;1;45;47;4781;4;72;42;6;1; ;350000;1;1;6;2; ;1;07;52;52;424,801908895596
155857;1;1;13;84;8413;1;40;40; ; ;2900000; ; ;9;7;1;3;1;07;41;41;179,189707026207
155857;1;2;06;75;7500;4;10;10; ; ; ;100000;1;1;1;1;1;1;07;41;41;179,189707026207
155859;1;1;97;41;4111;4;50;10;6;1; ;0;1;2;2;2; ;1;07;76;76;1067,39839295176
155861;1;1;12;84;8412;4;40;40; ; ; ;5000000;1;9;7;1;2;1;07;50;50;209,119844931654
155862;1;1;95;41;4111;1;40;30;6;1;600000; ; ;2;2;2; ;1;07;11;11;3464,00065728339
155862;1;2;79;13;1312;1;45;45; ; ;900000; ; ;5;7;1;2;1;07;11;11;3464,00065728339
155863;1;1;03;47;4711;1;48;40;2; ;1500000; ; ;9;7;1;2;1;07;17;17;149,657549395005
155864;1;1;45;47;4781;4;72;45;7; ; ;400000;1;2;6;2; ;1;07;52;52;657,12232220605
155864;1;2;45;47;4781;6;20;20; ; ; ; ; ;2;6;2; ;1;07;52;52;657,12232220605
155867;1;1;80;15;1522;1;48;48; ; ;877802; ; ;9;7;1;1;1;07;17;17;174,015151595403
155871;1;1;06;75;7500;4;48;20;6;1; ;300000;1;1;2;2; ;1;07;19;19;152,990865533672
155871;1;2;19;84;8412;4;48;48; ; ; ;1200000;1;9;7;1;2;1;07;19;19;152,990865533672
155873;1;2;41;47;4724;4;50;0;6;1; ;0;1;1;7;3; ;1;07;05;05;756,012081911774
155878;1;1;98;49;4921;4;48;28;6;1; ;400000;1;1;4;2; ;1;07;08;08;509,616736797634
155878;1;4;98;49;4921;4;60;30;6;1; ;300000;1;1;4;2; ;1;07;08;08;509,616736797634
155879;1;1;58;84;8423;2;84;84; ; ;2800000; ; ;9;7;1;3;1;07;18;18;54,1273785350661
155879;1;2;59;86;8610;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;18;18;54,1273785350661
155880;1;1;13;85;8530;2;40;40; ; ;2800000; ; ;9;7;1;3;1;07;73;73;157,87483127921
155880;1;4;11;64;6492;1;48;48; ; ;2200000; ; ;9;7;1;2;1;07;73;73;157,87483127921
155881;1;2;39;71;7120;1;60;60; ; ;2000000; ; ;8;7;1;2;1;07;50;50;236,876744190347
155883;1;1;99;45;4520;1;48;24;6;1;700000; ; ;2;7;2; ;1;07;76;76;1091,65999449124
155883;1;2;53;56;5619;4;20;20; ; ; ;160000;1;1;1;2; ;1;07;76;76;1091,65999449124
155886;1;1;98;49;4923;1;50;50; ; ;1550000; ; ;6;4;1;2;1;07;05;05;991,5914856939
155886;1;4;38;82;8220;1;48;48; ; ;1100000; ; ;9;7;1;2;1;07;05;05;991,5914856939
155888;1;3;95;41;4111;4;48;48; ; ; ;900000;1;2;9;2; ;1;07;19;19;152,166144319621
155890;1;1;39;47;4771;1;54;15;6;1;230000; ; ;9;7;2; ;1;07;50;50;83,3838295413311
155892;1;2;95;41;4111;1;45;45; ; ;600000; ; ;2;9;2; ;1;07;23;23;118,312217015718
155892;2;2;98;49;4921;4;50;40;7; ; ;450000;1;1;4;2; ;1;07;23;23;118,312217015718
155894;1;1;77;56;5619;4;20;20; ; ; ;300000;1;2;1;2; ;1;07;44;44;37,8762276820444
155894;1;2;97;56;5611;4;40;40; ; ; ;600000;1;4;7;2; ;1;07;44;44;37,8762276820444
155894;1;3;77;56;5619;7;20;20; ; ; ; ; ;2;1;2; ;1;07;44;44;37,8762276820444
155895;1;2;45;01;0145;1;48;42;6;1;877803; ; ;9;7;1;2;1;07;52;52;695,564564914401
155897;1;1;45;92;9200;1;48;48; ; ;800000; ; ;9;7;1;1;1;07;63;63;59,3440852433135
155897;1;2;11;92;9200;1;54;48;2; ;1300000; ; ;9;7;1;1;1;07;63;63;59,3440852433135
155897;1;5;79;14;1410;4;36;10;6;1; ;150000;1;1;1;2; ;1;07;63;63;59,3440852433135
155902;1;1;97;47;4752;1;48;48; ; ;877802; ; ;3;7;1;1;1;07;17;17;175,866188418948
155904;1;1;45;55;5511;1;48;24;6;1;4500000; ; ;9;5;1;1;1;07;05;05;613,32887756049
155904;1;2;16;74;7420;4;30;0;6;1; ;0;1;1;5;2; ;1;07;05;05;613,32887756049
155908;1;1;41;47;4759;5;5;5; ; ; ;180000;1;2;1;2; ;1;07;50;50;189,677408099391
155908;1;2;08;47;4773;1;48;48; ; ;1400000; ; ;5;7;1;1;1;07;50;50;189,677408099391
155908;1;3;11;47;4773;1;48;48; ; ;1400000; ; ;5;7;1;1;1;07;50;50;189,677408099391
155910;1;1;13;85;8530;2;48;48; ; ;2500000; ; ;9;7;1;3;1;07;47;47;191,405246873489
155910;1;2;32;84;8413;2;48;48; ; ;2000000; ; ;9;7;1;2;1;07;47;47;191,405246873489
155910;1;3;12;69;6910;4;30;30; ; ; ;2000000;1;1;7;2; ;1;07;47;47;191,405246873489
155912;1;1;98;84;8412;2;54;54; ; ;1900000; ; ;9;4;1;2;1;07;50;50;97,1237797624904
155913;1;1;56;96;9601;4;8;4;7; ; ;150000;1;1;2;2; ;1;07;44;44;80,6179543243701
155916;1;2;59;86;8610;4;48;48; ; ; ;1400000;1;9;7;3; ;1;07;18;18;72,9291557761535
155917;1;2;33;47;4773;4;40;0;6;1; ;0;1;3;1;1;2;1;07;19;19;189,927121480996
155919;1;2;59;46;4631;1;48;48; ; ;1200000; ; ;9;7;1;1;1;07;73;73;179,67197161641
155920;1;3;44;61;6110;1;48;48; ; ;877803; ; ;9;7;1;2;1;07;17;17;252,562643532271
155921;1;2;45;47;4789;4;54;40;6;1; ;200000;1;1;6;2; ;1;07;19;19;133,340663017954
155921;1;3;98;49;4921;4;70;56;6;1; ;280000;1;2;4;1;1;1;07;19;19;133,340663017954
155922;1;1;45;10;1081;1;50;30;6;1;400000; ; ;2;7;2; ;1;07;50;50;146,394360224086
155922;1;3;53;56;5611;4;10;0;6;1; ;100000;1;1;1;2; ;1;07;50;50;146,394360224086
155923;1;1;58;80;8010;1;48;48; ; ;1100000; ; ;9;7;1;2;1;07;17;17;418,034758714346
155924;1;1;84;45;4520;4;48;32;6;1; ;500000;1;1;7;2; ;1;07;54;54;255,189509149627
155924;1;2;57;96;9602;4;48;0;6;1; ;0;1;1;2;2; ;1;07;54;54;255,189509149627
155928;1;1;79;95;9529;4;6;6; ; ; ;50000;1;1;1;2; ;1;07;50;50;136,143620139358
155929;1;1;45;47;4791;4;18;15;2; ; ;300000;1;1;1;2; ;1;07;17;17;142,908468524842
155930;1;1;13;85;8530;2;30;0;1;2;4000000; ; ;9;7;1;3;1;07;17;17;253,892445626297
155930;1;3;12;69;6910;4;40;40; ; ; ; ;1;1;7;2; ;1;07;17;17;253,892445626297
155930;1;4;03;62;6201;1;48;48; ; ;1000000; ; ;4;7;1;1;1;07;17;17;253,892445626297
155932;1;3;41;47;4752;4;40;40; ; ; ;800000;1;1;4;2; ;1;07;47;47;190,864719900218
155932;1;4;98;49;4921;4;45;45; ; ; ;850000;1;1;4;2; ;1;07;47;47;190,864719900218
155934;1;1;40;46;4659;1;51;40;6;1;2500000; ; ;2;7;1;1;1;07;52;52;279,856547916925
155934;1;2;45;46;4659;1;40;40; ; ;350000; ; ;2;7;2; ;1;07;52;52;279,856547916925
155935;1;3;44;64;6499;1;50;50; ; ;1300000; ; ;8;7;1;1;1;07;68;68;256,752387046602
155936;1;1;55;85;8544;2;40;0;1;1;1800000; ; ;9;7;1;2;1;07;41;41;171,440948257249
155936;1;2;98;49;4921;4;30;30; ; ; ; ;1;1;4;2; ;1;07;41;41;171,440948257249
155938;1;2;53;56;5611;1;45;0;6;1;0; ; ;3;7;2; ;1;07;11;11;2764,31720567549
155940;1;1;17;90;9008;4;40;0;6;1; ;0;1;5;7;2; ;1;07;20;20;324,522334991089
155940;1;2;32;86;8610;1;48;48; ; ;950000; ; ;9;7;1;2;1;07;20;20;324,522334991089
155941;1;1;19;42;4210;1;55;55; ; ;1500000; ; ;6;9;1;1;1;07;52;52;214,976661340512
155941;1;2;07;86;8692;4;30;30; ; ; ; ;1;1;2;1;1;1;07;52;52;214,976661340512
155942;1;1;98;49;4923;4;48;24;6;1; ;500000;1;1;4;2; ;1;07;15;15;93,6631915296738
155944;1;1;85;61;6120;2;48;48; ; ;1400000; ; ;9;7;1;2;1;07;05;05;2254,89703523681
155945;1;1;85;43;4321;1;60;60; ; ;1000000; ; ;6;5;1;1;1;07;73;73;426,916036626546
